frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz,F15_data.tx,F15_data.ty,F15_data.tz
1139,1.708301586,1.131995855,0.2745947869,1.737806935,1.20516689,0.08961703765,1.758427398,1.10913906,0.6129591079,0.742198438,0.4285809669,0.4240441153,0.7543592961,0.4201343267,0.4220456788,0.6220275225,0.602923421,1.323568452,0.4508302726,0.7658673496,1.449092857,-0.05823812405,0.3505334013,0.9198811652,1.650881643,0.8636582865,0.9596766486,1.660324945,1.068076343,-0.08628448262,2.20807865,0.4733593107,0.826443201,0.7843846403,0.5280343624,-0.7050728315,0.3390329902,0.7755324327,1.34672093,0.1982926585,0.309896353,0.8649528247,0.5547803087,0.7228621334,1.447244819,1.525836325,0.8495331651,0.9079648048,0.3903351468,0.6832343732,1.317489587
1140,1.722520097,1.140404061,0.2742207459,1.751463044,1.210645914,0.0882702292,1.770922462,1.123694675,0.6088470671,0.7484759111,0.4305050116,0.4228853046,0.7587499638,0.4227614269,0.4208562558,0.6235785402,0.6030631281,1.323133043,0.4532682354,0.7652384988,1.448026498,-0.05652313748,0.3511928356,0.9191184352,1.665028254,0.8681901282,0.9576987723,1.672074633,1.076335117,-0.08247064473,2.207549897,0.4730852192,0.8263017059,0.7838506816,0.5276037502,-0.705893587,0.3401688525,0.7756033816,1.344834823,0.1994022017,0.3100644277,0.864232285,0.5570055987,0.7222281801,1.446303662,1.539813352,0.8565792736,0.901888439,0.391925198,0.6829287496,1.315839401
1141,1.73632648,1.148438824,0.2739496848,1.764716958,1.215972162,0.08713391316,1.783723946,1.137392126,0.6052065859,0.7543502606,0.4326344817,0.4218082815,0.7629383305,0.4255653612,0.4197766632,0.6250152199,0.6032248402,1.322646508,0.4558619824,0.7647219861,1.446960636,-0.05492196567,0.3519079787,0.9185051242,1.67880481,0.8724215606,0.9559377683,1.68389646,1.084005623,-0.07847960039,2.207153436,0.4727395042,0.8264241404,0.7834123784,0.5270825501,-0.7065677292,0.3414601687,0.7756160814,1.343239189,0.2005465211,0.3103037776,0.8638579655,0.5595413932,0.7216142843,1.445357655,1.553401926,0.8633606414,0.8961734861,0.3936123866,0.6826321959,1.314342395
1142,1.749449004,1.155901969,0.2737687738,1.777371044,1.221073865,0.08625218748,1.796802308,1.149722223,0.6021963842,0.7594250566,0.4349899669,0.4210302544,0.7667116938,0.4285004083,0.4190293962,0.6262482154,0.6033838546,1.322124349,0.4585819279,0.7643544799,1.445899153,-0.05355645329,0.3526749814,0.9181073418,1.691877046,0.8762507593,0.9543799514,1.695608621,1.090746879,-0.07434942064,2.206912742,0.4722921473,0.8268991274,0.7830911192,0.5264588754,-0.7070519954,0.3429396576,0.7755541389,1.342135475,0.2016925431,0.3106457373,0.8639688889,0.5624481283,0.7210138963,1.444396699,1.566299872,0.8696701677,0.8909468344,0.3953756209,0.6823412503,1.313143746
1143,1.762484987,1.163062587,0.273725769,1.78985789,1.226116883,0.08565349732,1.810672835,1.161400254,0.5995906164,0.7640686227,0.4377028613,0.4201115079,0.7704414719,0.4317488327,0.4182141368,0.6274510778,0.6035297993,1.321479682,0.4616259985,0.7641367306,1.444841833,-0.05224382858,0.3535416585,0.9178959351,1.704902453,0.8798162947,0.9530161514,1.707816434,1.096794181,-0.06957754005,2.206874036,0.4718009258,0.8278745899,0.7828983162,0.5256592052,-0.7073304195,0.3447143627,0.7754149087,1.341388257,0.2029483698,0.3111068418,0.8647673911,0.5657939052,0.720433118,1.443431195,1.579293649,0.8760732553,0.8859151585,0.3973254575,0.6820411602,1.312075002
1144,1.776038997,1.170303429,0.2739050564,1.80262137,1.231303415,0.08535754592,1.825658879,1.17335378,0.5971706761,0.7689035587,0.4408541858,0.418650559,0.7745979222,0.435472713,0.4169472686,0.6288294881,0.6037220638,1.320697524,0.4651455476,0.7640821898,1.443815649,-0.05074008813,0.3545627826,0.9178245655,1.718570879,0.8833488225,0.9519082942,1.721052349,1.102638313,-0.06380597062,2.20706898,0.4713900021,0.8294160953,0.7828772369,0.5246715658,-0.7074025196,0.3468286976,0.7752434539,1.340762756,0.204433864,0.3116913042,0.8662636248,0.5695775181,0.7199253389,1.442510697,1.593112053,0.8831275563,0.8808382454,0.3995613307,0.6817648362,1.310944174
1145,1.789823833,1.177551973,0.2742988729,1.815452316,1.236573987,0.08534669267,1.841421423,1.185340824,0.5950552421,0.7738766978,0.4443587655,0.416876389,0.7790784113,0.4395659688,0.4154307816,0.6303227073,0.6039986436,1.319861496,0.4690266343,0.7642058927,1.442831069,-0.04910574142,0.3557222003,0.9179005239,1.732576051,0.886829496,0.9510957724,1.734992951,1.108284358,-0.05733943997,2.207469201,0.47106702,0.8314217516,0.7830434977,0.5235656473,-0.7072908623,0.3492049777,0.7750578609,1.340279462,0.2061015996,0.3123859474,0.8682708602,0.5737402248,0.7195125959,1.441647638,1.607344327,0.8905619621,0.8758700993,0.4020268574,0.6815426799,1.309826742
1146,1.803520009,1.184675522,0.2748411488,1.828106721,1.241811008,0.08554552105,1.857595923,1.197053494,0.5933033346,0.7788868053,0.4480942636,0.4149719281,0.7837321954,0.4438852636,0.413820241,0.6318455922,0.6043518408,1.319014576,0.4731377535,0.7644797207,1.441863469,-0.04744016278,0.356980714,0.9181016574,1.746586579,0.890171417,0.9505567604,1.749274649,1.113683773,-0.05054057509,2.208008943,0.4707616864,0.8337131067,0.7833433355,0.5223896961,-0.7070624312,0.3517459969,0.7748374703,1.339926691,0.20786383,0.3131493023,0.8705668656,0.5782046104,0.7191712694,1.440816713,1.621552956,0.8980411122,0.8711053804,0.4046429765,0.6813653409,1.308763635
1147,1.816809055,1.191540025,0.2754642545,1.840341452,1.24689575,0.08587728731,1.873818781,1.208182456,0.5919722354,0.7838323864,0.4519374782,0.4131196385,0.7884084554,0.4482863947,0.4122705933,0.633312977,0.6047734942,1.318199527,0.4773476499,0.7648750378,1.440887684,-0.04584234107,0.3582986767,0.9184055583,1.76027157,0.893286342,0.9502677148,1.763536111,1.118786824,-0.04377360038,2.208623449,0.4704036503,0.8361115294,0.7837232942,0.5211917694,-0.7067841435,0.3543547621,0.7745612116,1.339692462,0.2096340372,0.3139397197,0.8729291901,0.582893493,0.7188773172,1.439992288,1.635300882,0.9052281129,0.8666363945,0.407330577,0.6812230176,1.307795543
1148,1.829373557,1.198009995,0.2760989992,1.851914311,1.251708285,0.08626394822,1.889727406,1.218416787,0.5911174535,0.7886116904,0.4557643954,0.4115015896,0.7929563147,0.4526243051,0.410936223,0.6346396712,0.6052549758,1.317458929,0.4815253453,0.7653626268,1.439878017,-0.04441084523,0.3596359474,0.9187896087,1.773300668,0.8960845774,0.9502033433,1.777418344,1.123542313,-0.03740443743,2.209249044,0.4699223841,0.8384382242,0.7841302233,0.520019675,-0.7065228696,0.3569345057,0.7742075445,1.339564494,0.2113270173,0.3147152376,0.8751351996,0.5877299422,0.7186062106,1.439148396,1.64815159,0.9117844579,0.8625531509,0.4100104998,0.6811054296,1.306962933
1149,1.840897153,1.203948517,0.2766746638,1.862584046,1.256127486,0.08662621024,1.904960217,1.227443908,0.5907926936,0.7931227287,0.4594502232,0.410299513,0.7972248584,0.4567530957,0.4099709956,0.6357404664,0.6057871989,1.316835202,0.4855401547,0.7659126654,1.438808262,-0.04324380418,0.3609518795,0.9192310215,1.785344066,0.8984749642,0.9503366233,1.790564677,1.1278975,-0.03180073772,2.20982315,0.4692471263,0.8405142371,0.7845112752,0.5189209418,-0.7063454406,0.3593886922,0.7737544286,1.339530211,0.2128589024,0.3154335267,0.8769621069,0.5926372858,0.7183328975,1.438258738,1.659669139,0.91737004,0.8589434321,0.4126035492,0.6810018018,1.306306057
1150,1.851064472,1.209217355,0.2771190704,1.872110315,1.260031126,0.0868836,1.91915658,1.234949592,0.5910498263,0.7972633056,0.4628694074,0.4096948359,0.801063154,0.460526039,0.409528286,0.6365301531,0.606360637,1.316370646,0.4892616897,0.7664947427,1.437651731,-0.04243890128,0.36220534,0.9197068786,1.796072491,0.9003649539,0.9506388692,1.802620649,1.131798193,-0.02733184904,2.210284246,0.4683068845,0.8421604512,0.7848138997,0.5179428202,-0.7063186453,0.3616210173,0.7731793218,1.339576744,0.2141471192,0.3160519149,0.8781869957,0.5975391054,0.7180317921,1.437296675,1.669418128,0.9216432515,0.8558928763,0.4150305116,0.6809008595,1.305864966
1151,1.860273922,1.213893033,0.2774343878,1.880862949,1.263550141,0.08708708026,1.933385928,1.241059104,0.5917582047,0.80113532,0.4663243359,0.4092899078,0.8045026996,0.4643060771,0.4092180804,0.6370100035,0.606885453,1.315880617,0.4929068502,0.7670686214,1.436213986,-0.04206242845,0.3634801777,0.9202475574,1.8062651,0.9018390385,0.9508538624,1.814292927,1.135210141,-0.02401492054,2.210700502,0.4669760816,0.8434335197,0.7850303904,0.5169325863,-0.706297973,0.363820911,0.7723378589,1.339674649,0.2152887295,0.3165896033,0.8789878807,0.6027443975,0.7176133493,1.436075402,1.67816915,0.9247725874,0.8531206272,0.4175084821,0.6807158123,1.305596474
1152,1.869055456,1.21821971,0.2778017951,1.889286423,1.266932055,0.08745017108,1.948569424,1.246238205,0.5928986265,0.804900772,0.470145956,0.4088075379,0.8076997441,0.4684875109,0.4087945771,0.6372471989,0.6074042965,1.315322017,0.4966981471,0.7677177491,1.434517609,-0.04204684035,0.364900497,0.9209888639,1.816659331,0.9031291911,0.9509908369,1.826321227,1.138222848,-0.02138193925,2.211170938,0.465359001,0.8446867203,0.7852453755,0.5157470425,-0.7060130984,0.3661653139,0.7712531921,1.339909006,0.2164248739,0.3171483318,0.8797948023,0.6084709415,0.7171383811,1.434626166,1.686763482,0.9272764497,0.8505124279,0.420214357,0.680483922,1.305531999
1153,1.877294861,1.222248436,0.2783132965,1.897253131,1.270175171,0.08803376167,1.964135916,1.250605551,0.5945841738,0.8085334492,0.4742121024,0.4084991159,0.8106763367,0.4729310711,0.4085164409,0.6372677361,0.608031917,1.314849486,0.5005334835,0.768521333,1.432771596,-0.04229239915,0.3664471411,0.9219718421,1.82687474,0.9042737461,0.9513024574,1.8383952,1.14092017,-0.01918132573,2.21167794,0.463633304,0.8460420027,0.7855060369,0.5144575896,-0.7054491867,0.3685570907,0.7700861859,1.340352581,0.217534018,0.3177657253,0.8806603886,0.6145240302,0.7167281254,1.433155006,1.694881546,0.9292548783,0.8482905859,0.4230230698,0.6803121271,1.305731914
1154,1.884864546,1.225912646,0.2788862338,1.904616021,1.273172447,0.08872640866,1.979516327,1.254135947,0.5967502959,0.8119630995,0.4783257082,0.4084374493,0.8134103979,0.4774225037,0.4084636517,0.637101456,0.6087533514,1.314456697,0.5043276903,0.7694271614,1.431041062,-0.04272455974,0.3680320314,0.9230905607,1.836532247,0.9051486729,0.9518462488,1.850172984,1.143290738,-0.01734038352,2.212179488,0.4618031334,0.8473792285,0.7857677935,0.5131394954,-0.7047653999,0.3709122884,0.7688794271,1.340940571,0.2185651399,0.3184005452,0.8814749304,0.620723398,0.7163668885,1.431715302,1.702201809,0.9306589176,0.8464901302,0.4258168873,0.6801888472,1.306110052
1155,1.891637865,1.229144715,0.2794376082,1.911229117,1.275815793,0.08941612032,1.994142481,1.256801718,0.5993300477,0.8151200337,0.4822890502,0.4086955114,0.8158804459,0.4817470238,0.4087166201,0.6367784712,0.6095534816,1.314137831,0.5079955927,0.7703824624,1.429390929,-0.04326776094,0.3695668989,0.9242399402,1.845253041,0.9056281982,0.9526778815,1.861312976,1.145321045,-0.01578795964,2.212634154,0.4598722447,0.8485781157,0.7859867139,0.5118677164,-0.7041208283,0.3731472906,0.7676749032,1.341607954,0.2194680873,0.3190110183,0.8821288932,0.6268886809,0.7160380662,1.430359622,1.708402865,0.9314384667,0.8451448088,0.4284786564,0.6801018585,1.30657993
1156,1.897489048,1.23187607,0.2798840959,1.916947478,1.277996154,0.08999040349,2.007447019,1.258572623,0.6022538838,0.8179351515,0.4859037455,0.4093465363,0.8180656169,0.4856893261,0.4093562913,0.6363291763,0.6104170626,1.313887669,0.5114520143,0.7713339359,1.427886001,-0.0438454231,0.3709632841,0.9253158368,1.852658561,0.9055848702,0.9538512071,1.8714737,1.146995639,-0.01445448551,2.213001072,0.4578440122,0.8495182216,0.7861195113,0.5107168608,-0.7036744867,0.3751788163,0.7665139773,1.342289503,0.220193551,0.3195548731,0.8825129698,0.6328394165,0.715724137,1.429139736,1.713163382,0.9315423259,0.8442870627,0.4308918224,0.6800382527,1.307054794
1157,1.90229309,1.234037385,0.2801420466,1.921627095,1.279603693,0.09033627547,2.018863304,1.259415993,0.6054495969,0.8203399355,0.4889707128,0.410463984,0.8199456514,0.4890335386,0.4104640941,0.6357842662,0.611328726,1.313701611,0.5146117986,0.7722277629,1.42659098,-0.04437999118,0.3721325546,0.9262150044,1.858370456,0.9048897127,0.9554183198,1.880313719,1.148297388,-0.01327193713,2.213239873,0.4557215064,0.8500789214,0.7861235339,0.5097612431,-0.7035852868,0.3769239318,0.7654374154,1.342919815,0.2206930068,0.3199894423,0.882518079,0.6383950707,0.7154066741,1.428106639,1.716162066,0.9309183257,0.8439480502,0.4329404345,0.6799844739,1.307447656
1158,1.905925605,1.23555885,0.2801274642,1.925124723,1.280528092,0.09034024078,2.027825293,1.259297107,0.6088424031,0.8222664154,0.4912900979,0.4121213759,0.8215008465,0.491563117,0.4121217338,0.6351747667,0.6122729604,1.313575653,0.517389848,0.7730095915,1.425570454,-0.04479302246,0.3729859372,0.9268349322,1.862010535,0.9034124687,0.9574296415,1.887491569,1.149207808,-0.01217371363,2.213310609,0.4535076426,0.8501393823,0.7859567499,0.5090750314,-0.7040119868,0.3783000719,0.7644854683,1.343433342,0.2209186275,0.3202718282,0.8820353122,0.643375091,0.7150663769,1.427310589,1.717077618,0.9295135364,0.8441577222,0.4345091351,0.6799264332,1.307671311
1159,1.908275505,1.236432143,0.2797350838,1.927201432,1.280666762,0.08986791237,2.034918097,1.258221432,0.6124257,0.8239800495,0.4930345814,0.4141657656,0.8230328612,0.4934258715,0.4141733341,0.6345943563,0.6131595508,1.313510377,0.5199452126,0.7736220201,1.424587953,-0.04512540919,0.3734151372,0.9271869905,1.863993534,0.9010136697,0.9595862948,1.893349163,1.149490796,-0.01151673315,2.213201199,0.4509237188,0.8493704514,0.7856827982,0.5086214443,-0.7051973939,0.3794734361,0.7633536215,1.343886655,0.220830123,0.3203188387,0.8807564489,0.6481758288,0.7144822801,1.426530565,1.715966104,0.9269979563,0.8448034625,0.4357912842,0.6797084163,1.30772021
1160,1.90933999,1.236736437,0.2788609397,1.92779948,1.28010603,0.0888317748,2.040959759,1.256209335,0.6161404737,0.8256229729,0.4945034879,0.4162604204,0.8246588845,0.4949228038,0.4162735207,0.6339943963,0.6138963843,1.313351984,0.5223840308,0.7740237853,1.423300301,-0.04555605969,0.3734318828,0.9272073625,1.864854394,0.8977041338,0.9615203192,1.898340851,1.149074766,-0.01168791311,2.212874286,0.4477853446,0.8475332585,0.7852892458,0.5084147585,-0.7072984368,0.380546513,0.7617768949,1.344229524,0.2203786055,0.3201071218,0.8784357378,0.6531194031,0.7134891854,1.42544024,1.713109002,0.9232162287,0.8456320643,0.4369381537,0.679204854,1.307522654
1161,1.909233132,1.236522497,0.2775487841,1.927124847,1.278993003,0.08731120803,2.045806031,1.253264624,0.6199559041,0.8270264267,0.4956744503,0.4183777716,0.8261666535,0.4960546304,0.4183942482,0.6332658107,0.614525197,1.313027958,0.5246117342,0.7742525914,1.421760231,-0.04613278381,0.3731488477,0.9268565103,1.86446745,0.8936224989,0.9633290402,1.902373092,1.148152567,-0.01253386404,2.2123302,0.4442766295,0.8448348575,0.7847156823,0.5085023641,-0.7101708569,0.3814126085,0.759914498,1.344383615,0.2195843763,0.3197045867,0.8752408161,0.6579842807,0.7122205965,1.424085475,1.708596559,0.9184104021,0.8466103084,0.4378440548,0.6785043238,1.307047141
1162,1.908170226,1.235776929,0.2759249854,1.925484132,1.277397188,0.08546576934,2.04941552,1.249349768,0.6239210222,0.8281188625,0.4964795854,0.4206278158,0.8274410781,0.4967764876,0.4206448334,0.6324015664,0.6151063101,1.312596,0.526637152,0.7743731126,1.420140141,-0.04680448515,0.3726762678,0.926245111,1.862808326,0.8888912273,0.9652157205,1.905451229,1.146832746,-0.01381241785,2.211666186,0.440554541,0.8416186621,0.7839942195,0.5088076626,-0.7135321912,0.3820684472,0.7579486309,1.34439206,0.218565269,0.3191708801,0.8714924462,0.6626517682,0.7108361381,1.422635469,1.702620545,0.9127995286,0.8478105165,0.4385057879,0.6777153193,1.306388959
1163,1.906365789,1.234486429,0.274116632,1.923183071,1.275388072,0.08345649445,2.051746246,1.244428727,0.6280854891,0.8288278091,0.4968517379,0.4231198047,0.8283661226,0.4970442006,0.4231337607,0.6313938999,0.6157003556,1.312113774,0.5284680996,0.7744498277,1.418612633,-0.04752110903,0.3721247619,0.9254842217,1.859851656,0.8836331658,0.9673850359,1.907579408,1.145223834,-0.01528051021,2.21097818,0.4367749836,0.8382298015,0.7831557799,0.5092532669,-0.7170999322,0.382510037,0.7560621104,1.34429899,0.2174375864,0.3185648618,0.8675119301,0.6670021651,0.7094953253,1.421260038,1.695372109,0.9066031611,0.8493073188,0.4389193003,0.6769466602,1.305643904
1164,1.90403362,1.232637438,0.2722517557,1.920526621,1.273034714,0.08144609457,2.052755678,1.238466974,0.6325001563,0.829079803,0.4967246253,0.4259625458,0.8288247476,0.49681445,0.4259690457,0.6302342498,0.6163682898,1.311639066,0.5301113601,0.7745469797,1.417350702,-0.04823366727,0.371605228,0.9246855601,1.855571169,0.8779714513,0.970043503,1.908760708,1.143433931,-0.01669390866,2.210360956,0.4330923492,0.8350153418,0.7822300673,0.509760652,-0.7205916343,0.3827326393,0.7544383542,1.344149786,0.2163161595,0.3179441712,0.8636212811,0.6709147749,0.7083575491,1.420129889,1.687041849,0.9000413334,0.8511781376,0.4390796553,0.6763074258,1.304908478
1165,1.90138689,1.230215931,0.2704595706,1.917819058,1.270405555,0.07959907953,2.052400822,1.23143151,0.6372176256,0.8288004108,0.496033005,0.4292647139,0.8286989396,0.4960449481,0.4292585698,0.628913265,0.6171713752,1.311229793,0.5315727161,0.7747286566,1.416527773,-0.04889419269,0.3712287713,0.9239615778,1.849939777,0.8720296031,0.9733996966,1.908997246,1.141570523,-0.01780712601,2.209908237,0.4296594617,0.8323242775,0.7812456033,0.5102500736,-0.723724981,0.3827307892,0.7532613144,1.34399103,0.215314444,0.3173651176,0.8601432673,0.6742679449,0.7075821515,1.419416617,1.677819885,0.8933346051,0.8535033781,0.4389810591,0.6759069041,1.304279886
1166,1.898638276,1.227207367,0.2688707295,1.915364085,1.26756844,0.07808181048,2.050638359,1.223290872,0.6422928047,0.8279143453,0.4947128616,0.4331351711,0.8278698288,0.4946946241,0.4331103873,0.627420887,0.6181711306,1.310943872,0.5328570313,0.7750589943,1.416317601,-0.04945562207,0.3711066624,0.9234253243,1.842929656,0.865931807,0.9776642592,1.908290296,1.139740565,-0.01837351598,2.209712775,0.4266279167,0.8305072976,0.7802298305,0.5106407523,-0.7262178079,0.3824983686,0.7527153615,1.343870145,0.2145446544,0.3168828934,0.8574013329,0.6769391332,0.7073285937,1.419292391,1.667895928,0.8867041759,0.8563663246,0.4386169482,0.6758545574,1.303855818
1167,1.89552192,1.223432918,0.2674938807,1.912975581,1.264141394,0.07682211924,2.047019353,1.213531682,0.6478909879,0.8266136913,0.4926323893,0.4379551303,0.8265634504,0.4926084553,0.4379001101,0.6258021137,0.6194819553,1.311135121,0.5339338719,0.7755037804,1.41692849,-0.0498945793,0.3711494565,0.9232390623,1.834151363,0.8591354585,0.9831842347,1.90645814,1.137618484,-0.01823841102,2.209825286,0.423867354,0.8296168079,0.7793219347,0.5108082912,-0.728023847,0.3820602937,0.7528091684,1.343758301,0.2139939709,0.3164427366,0.8554319464,0.6789496055,0.7074934883,1.419929344,1.656581829,0.8797285653,0.8601932778,0.4379597214,0.6762024106,1.303839194
1168,1.891715613,1.21884006,0.2660672148,1.910280257,1.259895667,0.07548485896,2.041397635,1.2019081,0.6539003789,0.8251194043,0.4897865633,0.4436733176,0.8250640735,0.4897458913,0.4435741411,0.6241745267,0.621027815,1.311810292,0.5348700552,0.7758935417,1.418182441,-0.05016386308,0.3711340537,0.923254346,1.823495057,0.851203807,0.9897739869,1.903429028,1.134971197,-0.01771041806,2.210250713,0.4211486785,0.8291215579,0.7785782681,0.5108408967,-0.7295336745,0.3815227215,0.7532755063,1.343483359,0.2136194175,0.3159104139,0.8538085084,0.6805360407,0.7077722859,1.421120189,1.643385653,0.8719437541,0.8649824176,0.4370889997,0.6767885396,1.304123892
1169,1.88730835,1.213575364,0.2644427405,1.907270108,1.255087645,0.07396685688,2.034131148,1.188781606,0.6600936847,0.8233386922,0.4863081655,0.449882255,0.8232793506,0.4862441869,0.449729079,0.6225437881,0.6226541289,1.312624338,0.5357223328,0.7761681047,1.419777428,-0.05026451159,0.3710310719,0.9232251513,1.81127843,0.8424381268,0.9969948647,1.899339608,1.13199672,-0.01710469344,2.210934142,0.4184762472,0.8286879915,0.7778858315,0.510909121,-0.730991704,0.3809092392,0.7539621398,1.34297694,0.2134051358,0.3152712492,0.8522806478,0.6818033338,0.7080980501,1.422581667,1.628722799,0.8635220424,0.870316931,0.4360671688,0.6774749078,1.304450507
1170,1.882403772,1.207748219,0.2627512457,1.903963737,1.249905975,0.07243803933,2.025568753,1.17453439,0.6665346381,0.8211731406,0.4823372621,0.4565044002,0.8211113024,0.4822478669,0.4562914659,0.6208594636,0.6243548912,1.313530461,0.5364871208,0.7764339479,1.42167998,-0.05023409958,0.370909169,0.9232021902,1.79778542,0.8332174621,1.004742305,1.894357566,1.128810728,-0.01644332388,2.211790058,0.415900835,0.828406624,0.7771966966,0.5110070666,-0.7323193934,0.3801866352,0.7548740677,1.342433281,0.2133020605,0.3145936075,0.8509191714,0.6827947463,0.7085685138,1.42431874,1.612982773,0.8546971668,0.8760998801,0.4349015716,0.678273817,1.304837825
1171,1.877104788,1.201468182,0.2611243747,1.90037892,1.244539285,0.07106911792,2.016057141,1.159550491,0.6732898258,0.8185232643,0.4780153939,0.4634626615,0.8184608706,0.4779029168,0.4631883038,0.619070998,0.626124688,1.314481259,0.5371604717,0.7767981242,1.423856761,-0.0501106711,0.3708372804,0.923236074,1.783298367,0.8239235056,1.012913088,1.888650101,1.12552963,-0.01574770309,2.212732425,0.4134731697,0.8283682732,0.7764627069,0.5111288734,-0.7334384511,0.3793211281,0.7560163039,1.342046281,0.2132607915,0.3139459046,0.8497948445,0.6835531197,0.7092819004,1.42633663,1.596553776,0.8457054815,0.8822353196,0.433599255,0.6791979999,1.305304378
1172,1.871513559,1.194845083,0.2596945955,1.896532622,1.239176308,0.07003150661,2.00594062,1.144216109,0.6804284296,0.8152883563,0.4734857022,0.4706803911,0.8152277696,0.4733569093,0.4703470464,0.6171277569,0.6279586522,1.315428685,0.537738052,0.777368307,1.42627447,-0.04993265604,0.3708845527,0.9233773133,1.768097828,0.8149409116,1.021404851,1.882383905,1.122270688,-0.01503882155,2.213674721,0.4112439779,0.8286640331,0.7756355213,0.5112687571,-0.7342708483,0.3782785153,0.7573939426,1.342009382,0.2132316283,0.3133966214,0.8489783946,0.684120895,0.7103370162,1.428640613,1.579822538,0.8367861952,0.8886279186,0.4321670414,0.6802606148,1.305868345
1173,1.865731447,1.187989179,0.2585951855,1.892440987,1.23400612,0.06949714907,1.995561031,1.128919837,0.6880219083,0.8113664401,0.4688930244,0.4780812728,0.8113104399,0.4687591025,0.4776954816,0.6149790996,0.6298523887,1.316324046,0.5382151857,0.7782528009,1.428899725,-0.04973878159,0.3711203135,0.9236763153,1.75246261,0.8066574143,1.030115509,1.875725218,1.119152061,-0.01433750947,2.214529945,0.4092641234,0.8293852089,0.7746666171,0.5114211095,-0.7347387919,0.3770242218,0.7590123697,1.342515491,0.2131645983,0.3130143762,0.8485405035,0.6845401732,0.7118333181,1.431235821,1.563174321,0.8281813746,0.895182665,0.430611602,0.6814752369,1.306547506
1174,1.859858937,1.181011366,0.2579602339,1.888119315,1.229218486,0.06963825614,1.985257762,1.114052794,0.69614362,0.806654326,0.4643839596,0.4855891012,0.8066061061,0.4642605113,0.4851615032,0.6125744845,0.6318018687,1.317118028,0.5385869637,0.7795605156,1.431698916,-0.04956797851,0.3716140792,0.9241833778,1.736670016,0.7994637484,1.038942581,1.86883994,1.116292746,-0.01366463317,2.215210603,0.4075848382,0.8306232095,0.7735072543,0.5115806626,-0.7347646574,0.3755232486,0.7608776175,1.343756937,0.2130094781,0.3128680541,0.8485517893,0.684852817,0.7138709561,1.434127042,1.546993063,0.8201357137,0.9018046494,0.4289395318,0.6828558463,1.307359258
1175,1.853557265,1.173554537,0.2577184328,1.883765385,1.224646431,0.07041084816,1.974071389,1.098490766,0.7048876386,0.8006458101,0.4595289579,0.4935236643,0.8006098965,0.4594377065,0.4930564016,0.6096403683,0.6339400648,1.31823278,0.538651941,0.7813653038,1.434962349,-0.04963014178,0.3725376623,0.9249139577,1.719912825,0.7931041584,1.048269862,1.861493901,1.114045701,-0.01283428186,2.21563862,0.4062404787,0.8326499781,0.7722575187,0.5118010651,-0.734013011,0.3734360583,0.7631562094,1.345941652,0.2126650383,0.3130088569,0.8489607247,0.6848870483,0.7164617151,1.437391889,1.530513481,0.8122064891,0.9084597328,0.4268015559,0.6846206033,1.308361278
1176,1.846611815,1.165334456,0.2579134172,1.879539933,1.22000972,0.07182963262,1.961197094,1.081328786,0.714469018,0.7932446274,0.4539862948,0.5023719108,0.7932256702,0.4539470878,0.5018588589,0.6061143169,0.6364602381,1.320124799,0.5383242195,0.7837298871,1.439071817,-0.04995367055,0.3739803884,0.9260341643,1.701512606,0.7871577361,1.058646623,1.853480643,1.112471177,-0.01151570793,2.215909783,0.4052823757,0.8358344716,0.7711455644,0.5120124484,-0.7321456176,0.3706419894,0.7660565596,1.349163345,0.212178782,0.3134522114,0.8498812776,0.6845156454,0.7196522664,1.441272345,1.512986832,0.8039987363,0.9154555456,0.4240313094,0.6869876248,1.309757358
1177,1.839243791,1.156555235,0.2586400561,1.87532803,1.21533216,0.07394523152,1.947161998,1.063225039,0.7249186009,0.7849011069,0.4480064103,0.5120736602,0.784902324,0.4480315638,0.5115131069,0.6022456354,0.6393338762,1.322587168,0.5377623365,0.7866211837,1.443940837,-0.05034521085,0.3758213961,0.9276178343,1.681910187,0.7816718934,1.069970223,1.844928143,1.111261183,-0.00973333318,2.216152611,0.4047084732,0.8401001872,0.7701921171,0.5121241754,-0.7293088065,0.3674195404,0.7695333833,1.353259164,0.2116789724,0.3141522866,0.851410518,0.6838365864,0.7234681408,1.445814868,1.494785278,0.7957486092,0.9229748245,0.4208925213,0.6898589674,1.311589652
