frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz
1816,0.5173435679,0.2389963148,0.3260054145,0.6834695931,0.2443102857,0.1662068646,0.5966498867,0.3046851298,-0.08379357263,2.493368786,0.2707325943,1.088146932,NaN,NaN,NaN,NaN,NaN,NaN,1.113659476,0.4759479418,1.451877943,3.775266429,0.9257633484,0.355859961,2.030718757,0.5832744704,0.8519459211,2.168574921,0.9329533402,0.323463704,0.9418607684,0.3660223561,-0.9187757382,0.1947213166,0.7627946563,-1.348214949,0.6374474944,0.2416705783,0.4693432501,1.861121072,0.4706991694,0.08832674304,2.632887604,0.3413327335,0.985351966,4.118816576,1.034885381,-0.1171970009,3.860449146,0.9691895884,0.4661748684
1817,0.5215471164,0.2399233617,0.3282184738,0.6868224809,0.2446979367,0.1669356804,0.5981428001,0.3066608951,-0.08186402563,2.499930995,0.2767507094,1.083497409,NaN,NaN,NaN,NaN,NaN,NaN,1.112956952,0.4769612797,1.44353387,3.792824633,0.9221130956,0.3617901541,2.033839764,0.5854841872,0.8453030087,2.173906114,0.9407839329,0.3219651227,0.9430554827,0.3699210437,-0.9255917411,0.1939017171,0.7638992871,-1.347418212,0.6355010661,0.2370205173,0.463394162,1.87276301,0.4764535402,0.08355010255,2.636378568,0.3449391367,0.9827621365,4.130477875,1.036818115,-0.1198160267,3.878224633,0.9726350043,0.4644695018
1818,0.5256034289,0.2407992229,0.330516321,0.6900289423,0.2450311278,0.167828133,0.5996160213,0.3085586111,-0.07981784087,2.506944212,0.283306337,1.078351833,NaN,NaN,NaN,NaN,NaN,NaN,1.112539366,0.477940579,1.435505221,3.810269511,0.9184095891,0.3673917139,2.037774151,0.5879726235,0.8381661029,2.179867758,0.9488329681,0.3203462521,0.9445050505,0.3736328992,-0.9321432876,0.1931678116,0.7649443782,-1.346621637,0.6345548304,0.2328024236,0.4576376111,1.885141502,0.482788304,0.07893981598,2.640931053,0.3491817308,0.979555912,4.142280328,1.038524648,-0.1225073797,3.895990488,0.9756849945,0.4626534999
1819,0.5294170462,0.241628901,0.3328042184,0.6930008244,0.2453751553,0.1688105095,0.6009589455,0.3103657074,-0.07777749498,2.51429648,0.2903230564,1.07280445,NaN,NaN,NaN,NaN,NaN,NaN,1.112262912,0.4788876114,1.427973159,3.827314821,0.9146253985,0.3726832474,2.042436918,0.5907907105,0.8306324512,2.186291083,0.9570108142,0.318631714,0.9460647322,0.3770918697,-0.9383635196,0.1925344713,0.7659009379,-1.34582977,0.6345216412,0.2291275084,0.4520088759,1.898149971,0.489734435,0.07452722739,2.646532305,0.3540295951,0.975711106,4.153990917,1.039913037,-0.1253204706,3.913446211,0.9781891225,0.4608675972
1820,0.5328933873,0.2424170912,0.3349862199,0.6956505041,0.2457949831,0.169808025,0.6020621167,0.3120692342,-0.07586674548,2.521874752,0.2977238968,1.06694781,NaN,NaN,NaN,NaN,NaN,NaN,1.111981908,0.4798033827,1.421117268,3.843674392,0.9107324931,0.3776800854,2.047741691,0.5939888402,0.8227980222,2.193007045,0.9652272695,0.3168439969,0.94758908,0.3802312809,-0.9441872143,0.1920166617,0.7667398139,-1.345047194,0.6353146135,0.2261065085,0.4464421482,1.911681215,0.4973226063,0.07034192021,2.653169526,0.3594515134,0.971204748,4.165377122,1.040890706,-0.1283074086,3.930290216,0.9799962025,0.459248994
1821,0.5359276783,0.2432091103,0.3369716219,0.6978889192,0.246397105,0.1707596128,0.6028291361,0.313704525,-0.07419975709,2.529519591,0.3054244717,1.060987516,NaN,NaN,NaN,NaN,NaN,NaN,1.1114855,0.4806967612,1.415159879,3.8590644,0.9066884036,0.3825922042,2.053572385,0.5976230845,0.8148532671,2.199850686,0.9734061752,0.3151147881,0.9489919083,0.3830456619,-0.9495215725,0.1917152055,0.7675143423,-1.344281359,0.6368303834,0.2238868193,0.4408819472,1.925637005,0.5056074773,0.06649724357,2.660790681,0.3654090509,0.9661358982,4.176239034,1.041356511,-0.1313061361,3.946219541,0.9809374723,0.4581357552
1822,0.5383988018,0.2440468305,0.3386743349,0.6996088259,0.247283415,0.1716074241,0.6031440266,0.3153013825,-0.07288715712,2.537060052,0.3133350065,1.055115467,NaN,NaN,NaN,NaN,NaN,NaN,1.110555305,0.4815771818,1.410319149,3.873181919,0.9024366511,0.3875999388,2.059800378,0.6017445204,0.8069775559,2.206641048,0.9814628602,0.3135614834,0.9501590014,0.3855190397,-0.9542731724,0.1917006304,0.768267592,-1.343532871,0.6389507075,0.2226132026,0.4352760586,1.93989984,0.514634779,0.06309949374,2.669332121,0.3718577715,0.9605892361,4.186355306,1.041192819,-0.1341874313,3.960913377,0.9808305663,0.4578352313
1823,0.5404644971,0.2448531736,0.3403114468,0.7009197777,0.2483103778,0.1725757722,0.6031937422,0.3168862344,-0.07162470525,2.54520154,0.3222085058,1.048498654,NaN,NaN,NaN,NaN,NaN,NaN,1.109708826,0.4823784255,1.406208529,3.88752618,0.8981462982,0.392111329,2.067366115,0.6065895838,0.7982848366,2.214514661,0.9900585705,0.3117999456,0.9516140598,0.3877087687,-0.9585793516,0.1919136983,0.7689856457,-1.3428023,0.6426669351,0.2224608231,0.4298258336,1.95536505,0.5250726902,0.06005566109,2.679861716,0.3797014561,0.9537561199,4.19698757,1.040701571,-0.1370403791,3.975954156,0.9799546304,0.4575282175
1824,0.5423566549,0.2455529569,0.342143582,0.7020064877,0.2492897845,0.1739024167,0.6032373955,0.3184847977,-0.07005574507,2.554616489,0.3326857874,1.0404033,NaN,NaN,NaN,NaN,NaN,NaN,1.109508748,0.4830471339,1.402333618,3.903520047,0.8939839484,0.3956286244,2.077071742,0.6122763764,0.788008953,2.224491407,0.9997749006,0.3095051957,0.9538897535,0.3897212571,-0.9626174329,0.1922743454,0.7696675097,-1.342085621,0.6487973434,0.2234188509,0.4247640458,1.972802861,0.5373637101,0.05724980308,2.693194251,0.3896348934,0.9450572207,4.209310239,1.040218576,-0.1399260373,3.992842513,0.9786967194,0.456414587
1825,0.5440687755,0.2461475728,0.344144874,0.7028678738,0.2502116422,0.1755357149,0.6032462731,0.3200736574,-0.06822234903,2.565122192,0.3445110124,1.031045292,NaN,NaN,NaN,NaN,NaN,NaN,1.109862924,0.4836022838,1.39870311,3.920734062,0.8898942429,0.3982553891,2.088600619,0.6186675231,0.7764041134,2.23620269,1.010386905,0.3067602793,0.9568106857,0.3915455811,-0.9663851064,0.1927209432,0.7702871283,-1.341371092,0.6569733954,0.2253128157,0.4200723994,1.991889223,0.551184464,0.05465978407,2.708917933,0.4013016944,0.9347864361,4.222928848,1.039674463,-0.1429111261,4.011125233,0.9770439623,0.4546047366
1826,0.5455947002,0.2466378652,0.3462889542,0.703503438,0.2510654102,0.1774236461,0.6031922137,0.3216287976,-0.06616718794,2.576533601,0.3574264058,1.020636896,NaN,NaN,NaN,NaN,NaN,NaN,1.11067873,0.4840617147,1.395324502,3.938738014,0.8858198025,0.4000896255,2.101632952,0.6256233437,0.763719872,2.249279355,1.02166773,0.3036429251,0.9602010875,0.3931695887,-0.969882245,0.19319182,0.7708177975,-1.340647796,0.666826779,0.2279664826,0.4157278763,2.012300795,0.5662098996,0.05225769635,2.72661808,0.4143428484,0.9232313231,4.237449339,1.038997785,-0.1460673642,4.030347775,0.9749812205,0.4522031319
1827,0.5469286444,0.247024168,0.348549011,0.7039133161,0.2518400494,0.179513875,0.603047651,0.3231256536,-0.06393350061,2.588663124,0.371172236,1.009386493,NaN,NaN,NaN,NaN,NaN,NaN,1.111863131,0.4844422027,1.392204016,3.957100824,0.8817012656,0.4012236852,2.11584561,0.6330018511,0.7502008018,2.263351627,1.033388681,0.3002252657,0.9638848921,0.3945799841,-0.9731109527,0.1936252687,0.7712321992,-1.33990563,0.6779894721,0.2312019809,0.4117023751,2.03371496,0.5821133954,0.05000953773,2.745876883,0.428396726,0.9106726183,4.252478036,1.038115108,-0.1494715696,4.050054213,0.97249115,0.4493082281
1828,0.548124346,0.2473659876,0.3509417601,0.7041701343,0.2525867218,0.1818082409,0.6028740792,0.3246055068,-0.06151741903,2.601342719,0.3855403189,0.9976941985,NaN,NaN,NaN,NaN,NaN,NaN,1.113310087,0.4848038001,1.389439907,3.975459869,0.8775431801,0.4020454508,2.130949971,0.6407155511,0.7362525898,2.278117744,1.045383444,0.2967567992,0.9678406347,0.3958440956,-0.9760043168,0.1941355914,0.7715884311,-1.339113142,0.690149562,0.2348989413,0.4080165726,2.055896383,0.5986344353,0.04803226015,2.766303196,0.443154554,0.8975922584,4.267731279,1.037026393,-0.1528828027,4.069853656,0.9696196204,0.446322429
1829,0.5492253813,0.2477171022,0.35345703,0.7043358484,0.2533520357,0.1842814198,0.602721887,0.3261073316,-0.0589413449,2.614393629,0.400306687,0.9859278831,NaN,NaN,NaN,NaN,NaN,NaN,1.11490661,0.4851905008,1.387101181,3.99343708,0.8733357485,0.4029096356,2.146647421,0.6486641772,0.7222513593,2.293264991,1.057476085,0.2934606361,0.972033331,0.3970340373,-0.978521457,0.1948239354,0.7719541439,-1.338258863,0.7029866625,0.2389300197,0.404662314,2.078598449,0.6155058196,0.04641613393,2.787494659,0.4582918655,0.8844393197,4.282910488,1.035721742,-0.1560922918,4.089340555,0.9663976561,0.4436154287
1830,0.5502116452,0.2480686907,0.3560269134,0.7043958918,0.2541175947,0.1868397831,0.6025480941,0.327602501,-0.05628881187,2.627608705,0.4151859067,0.9742420225,NaN,NaN,NaN,NaN,NaN,NaN,1.116548992,0.4855939356,1.38514822,4.010577232,0.8689956569,0.4038499622,2.162595108,0.6566841228,0.70838994,2.308406552,1.069421319,0.2903611932,0.9762664819,0.3981424601,-0.9807069264,0.1956090567,0.7723156578,-1.337363957,0.7161207323,0.2431049614,0.4015606522,2.101483,0.6323889722,0.04507830256,2.80901225,0.4734205752,0.8714353052,4.297600416,1.034110671,-0.1592329881,4.108035242,0.9627830471,0.4412272634
1831,0.5510638934,0.2484116427,0.3585828807,0.7043368136,0.2548647427,0.1893892355,0.6023107914,0.3290620777,-0.05364402733,2.64077878,0.429891775,0.9627876196,NaN,NaN,NaN,NaN,NaN,NaN,1.11813364,0.4860053016,1.383540027,4.026424761,0.8644383165,0.404893977,2.17844726,0.6646107777,0.6948562823,2.323155478,1.080972766,0.287477634,0.9803437004,0.3991614361,-0.9826076632,0.1964100083,0.7726589436,-1.336450589,0.7291723741,0.2472324895,0.3986275889,2.124213039,0.6489442292,0.04393022985,2.830414303,0.4881513007,0.8587953163,4.311386595,1.032101624,-0.16244329,4.125457187,0.9587322865,0.439191482
1832,0.5517637484,0.2487365609,0.3610558125,0.7041462832,0.2555745657,0.1918352456,0.6019691425,0.3304568189,-0.0510918581,2.65369269,0.4441373389,0.951712183,NaN,NaN,NaN,NaN,NaN,NaN,1.119557166,0.4864153618,1.382234225,4.040523842,0.8595779516,0.4060633465,2.193855272,0.6722785639,0.6818334316,2.337124733,1.091883008,0.2848239357,0.9840687997,0.4000824777,-0.9842729744,0.1971461468,0.7729696302,-1.335541937,0.741762885,0.2511203503,0.3957740619,2.146452775,0.664830883,0.04287771677,2.851256558,0.5020934124,0.8467280249,4.323855363,1.029602047,-0.16586684,4.141125141,0.9542006544,0.4375354243
1833,0.552293668,0.2490337752,0.3633760558,0.7038130456,0.2562279051,0.1940828971,0.6014833419,0.3317571932,-0.04871778193,2.666137377,0.4576349255,0.9411598144,NaN,NaN,NaN,NaN,NaN,NaN,1.120716476,0.4868144609,1.381187117,4.052418485,0.8543277184,0.407374396,2.208467878,0.6795209853,0.6694996834,2.349927252,1.101903673,0.282409161,0.9872458647,0.4008965749,-0.9857544066,0.1977371316,0.773233022,-1.334662158,0.753514268,0.2545753924,0.392906142,2.167867604,0.6797072561,0.04182109912,2.871092326,0.5148551026,0.8354358728,4.334593816,1.026518506,-0.1696520969,4.154557304,0.9491423318,0.4362807578
1834,0.5526896462,0.2493541865,0.3655973082,0.703390429,0.2568638688,0.1961687442,0.6008914107,0.3329871257,-0.04648433716,2.677928792,0.470177005,0.9315212475,NaN,NaN,NaN,NaN,NaN,NaN,1.121503818,0.4872742715,1.380513383,4.061720275,0.8486778928,0.409163177,2.221974402,0.686244652,0.6582474792,2.361239733,1.11085361,0.2804572305,0.989813542,0.4016329655,-0.9869646465,0.198250875,0.7734632023,-1.333749063,0.764101724,0.2574659092,0.390061802,2.188203159,0.6932935676,0.04086894531,2.889510686,0.5261234012,0.8253766126,4.343292373,1.022825843,-0.1736159536,4.165337662,0.94358959,0.4357735851
1835,0.5530024432,0.2497598826,0.3677869439,0.7029488359,0.2575332623,0.1981447304,0.600251127,0.3341823235,-0.04434014312,2.688891548,0.481569623,0.9232268378,NaN,NaN,NaN,NaN,NaN,NaN,1.12181388,0.4878770879,1.380348472,4.068054771,0.8426361402,0.4118221018,2.23407555,0.6923689712,0.6485031393,2.370753956,1.118565774,0.2792278475,0.9917420642,0.4023343027,-0.9877985669,0.1987894819,0.773686785,-1.332731175,0.7732162982,0.2596711558,0.387293806,2.207224729,0.7053244021,0.04016401681,2.906110523,0.535599207,0.8170495224,4.349664259,1.018517309,-0.177515381,4.173064006,0.9375920913,0.4364178297
1836,0.5531718209,0.2502345532,0.3699510771,0.7023711543,0.2582039106,0.2000492074,0.5995598268,0.3353184461,-0.04224019405,2.700443292,0.4930942407,0.9149878315,NaN,NaN,NaN,NaN,NaN,NaN,1.121882169,0.488538703,1.380832356,4.072652664,0.8364753197,0.4140886673,2.246434405,0.6988311651,0.6391537826,2.380042942,1.126031114,0.2782150868,0.993230905,0.4029592532,-0.9880183139,0.1993509635,0.7738730301,-1.33161233,0.7820638126,0.2615877297,0.3844027877,2.226614184,0.7171322654,0.03957755935,2.923297632,0.5447437236,0.8087761114,4.355123801,1.013763485,-0.1814170397,4.179213717,0.9310188098,0.437309175
1837,0.5531437015,0.250746268,0.3721179924,0.7015504302,0.2588409159,0.2019585443,0.5988198437,0.3363779466,-0.04010908479,2.713818387,0.5059498601,0.9056023966,NaN,NaN,NaN,NaN,NaN,NaN,1.121992441,0.4891708637,1.382036078,4.076885324,0.8304425519,0.4148704605,2.260614887,0.7064458042,0.6291007357,2.390639584,1.13420248,0.2769411351,0.9945688446,0.4034597155,-0.9874649767,0.1999424893,0.7739940888,-1.330406342,0.7919110014,0.2636862996,0.3812955075,2.247906459,0.7300218063,0.03903119713,2.943277843,0.5550092925,0.7990128119,4.361099649,1.008751032,-0.1853722605,4.185359022,0.92378536,0.4376014839
1838,0.552932948,0.2512785675,0.3742713819,0.7005175061,0.2594384989,0.2038578011,0.5980297322,0.3373589796,-0.03796639678,2.728537815,0.5197445621,0.8953976321,NaN,NaN,NaN,NaN,NaN,NaN,1.122118721,0.4897735643,1.383842034,4.080526168,0.8244374599,0.414516141,2.27612979,0.7148805492,0.6185859531,2.402118718,1.142794364,0.2755028301,0.9957425447,0.4038363995,-0.9862842061,0.2005492182,0.7740581865,-1.329139432,0.8024953368,0.2659002946,0.3780523161,2.270577457,0.7436298327,0.03854285702,2.96531377,0.5660099437,0.7882150531,4.367235446,1.003437494,-0.1894241546,4.191179005,0.915940936,0.4374821575
1839,0.5525546575,0.2518150358,0.3763949371,0.699303422,0.2599909555,0.2057322052,0.5971882879,0.3382597164,-0.03583181295,2.744120086,0.5340859061,0.8846961,NaN,NaN,NaN,NaN,NaN,NaN,1.122236121,0.4903468532,1.386132281,4.083345789,0.8183594686,0.4133721509,2.292490063,0.7238025712,0.6078467163,2.414054733,1.151520768,0.2739930421,0.9967399392,0.4040901299,-0.9846218708,0.2011565642,0.7740735663,-1.327838052,0.8135536234,0.2681628515,0.3747509035,2.294103425,0.7575925056,0.03812534515,2.988664451,0.5773587835,0.7768312821,4.373175087,0.9977802321,-0.193619145,4.196351064,0.9075344732,0.4371355773
1840,0.5520241538,0.2523392962,0.3784723646,0.6979394103,0.2604926494,0.2075671634,0.5962945428,0.3390783421,-0.03372511293,2.7600812,0.5485810471,0.8738158796,NaN,NaN,NaN,NaN,NaN,NaN,1.122320853,0.4908908043,1.388788545,4.085111949,0.8121078905,0.4117828188,2.309204792,0.7328786522,0.5971156844,2.426021544,1.160095276,0.2725007338,0.9975502486,0.4042218149,-0.982624042,0.2017501964,0.774048486,-1.32652889,0.8248220035,0.2704068638,0.3714663108,2.317960916,0.7715454218,0.03778640723,3.012585332,0.5886681663,0.7653030141,4.378562709,0.9917364854,-0.1980068982,4.200550953,0.898614715,0.4367431843
1841,0.5513569765,0.2528350071,0.3804874,0.6964568865,0.260938005,0.2093482689,0.5953477573,0.3398130537,-0.03166616658,2.775934669,0.5628368168,0.8630706635,NaN,NaN,NaN,NaN,NaN,NaN,1.122350235,0.4914054987,1.391692236,4.085589633,0.8055819726,0.4100904892,2.325781227,0.7417752593,0.586620994,2.437592594,1.168231121,0.2711110616,0.9981639722,0.4042324263,-0.9804369738,0.2023160342,0.7739912174,-1.325238853,0.8360359779,0.2725650203,0.3682709811,2.341626764,0.7851236912,0.03752884113,3.036328336,0.5995498156,0.7540649637,4.383042679,0.9852634217,-0.2026402006,4.203452859,0.8892302548,0.436483611
1842,0.5505688676,0.2532858573,0.382423819,0.6948874377,0.2613214995,0.211061305,0.5943474086,0.3404620577,-0.02967492596,2.791191594,0.5764597698,0.8527698929,NaN,NaN,NaN,NaN,NaN,NaN,1.122302664,0.4918910144,1.39472447,4.084541162,0.7986809043,0.4086356788,2.341724848,0.7501585909,0.5765864051,2.448340867,1.175641229,0.2699055201,0.9985728555,0.4041229923,-0.9782070789,0.2028402388,0.7739100452,-1.323995065,0.8469304402,0.2745698335,0.365234845,2.364578067,0.7979620091,0.03735066126,3.059142009,0.6096148978,0.743545257,4.386259571,0.9783181948,-0.2075747819,4.204729497,0.8794295543,0.4365328709
1843,0.5496757549,0.2536755625,0.3842654464,0.6932628076,0.2616376556,0.2126922451,0.5932931764,0.3410235682,-0.02777141589,2.805360801,0.5890561945,0.8432189355,NaN,NaN,NaN,NaN,NaN,NaN,1.122157586,0.4923474272,1.397766094,4.081726352,0.791303786,0.4077572594,2.356539477,0.7576945968,0.5672314976,2.457838923,1.182038258,0.2689621288,0.9987698356,0.4038946025,-0.9760809003,0.2033091999,0.7738132678,-1.322824843,0.8572397263,0.2763536581,0.3624254458,2.38629217,0.809694722,0.03724531452,3.080271743,0.6184740461,0.7341657278,4.387858141,0.9708579967,-0.2128690835,4.204052247,0.8692609379,0.4370646035
1844,0.548693732,0.2539878606,0.3859961629,0.6916148797,0.261881033,0.2142272481,0.5921849246,0.3414958054,-0.02597572307,2.817949022,0.6002320881,0.8347193059,NaN,NaN,NaN,NaN,NaN,NaN,1.121895432,0.4927748197,1.400697721,4.07690274,0.7833495592,0.4077926701,2.369727423,0.7640489706,0.5587719153,2.465658948,1.187134617,0.2683556616,0.9987489622,0.4035484246,-0.9742050807,0.2037095182,0.7737091991,-1.321755684,0.866697674,0.2778486994,0.3599081008,2.40624666,0.8199558895,0.03720194739,3.098960071,0.6257373361,0.7263422973,4.387483299,0.9628401098,-0.2185839737,4.201091313,0.8587725633,0.4382503767
1845,0.5476390366,0.2542065079,0.3875999091,0.6899756572,0.2620462211,0.2156526503,0.59102268,0.3418769942,-0.02430798385,2.828461135,0.6095930959,0.8275689281,NaN,NaN,NaN,NaN,NaN,NaN,1.121497546,0.4931733005,1.403399766,4.069825853,0.7747168973,0.4090781586,2.380789674,0.7688871156,0.5514196604,2.47137282,1.190642479,0.2681579183,0.9985052955,0.4030857334,-0.9727263277,0.2040279827,0.7736061706,-1.320815236,0.8750376962,0.2789870115,0.3577461004,2.423919355,0.8283793405,0.03720572386,3.114447032,0.631014212,0.7204854394,4.384780059,0.9542219577,-0.2247824078,4.195515912,0.8480123682,0.4402600475
1846,0.5465410307,0.2543550619,0.3891211858,0.688394996,0.2621677225,0.2170183317,0.589829697,0.3422052882,-0.02272802476,2.836411842,0.6167856443,0.8221818353,NaN,NaN,NaN,NaN,NaN,NaN,1.120936456,0.4935831624,1.405831533,4.060275698,0.7653461108,0.412097452,2.389242233,0.7719152102,0.545491352,2.474574908,1.192315273,0.2685483818,0.9980825199,0.402548268,-0.9717242679,0.2043041035,0.7735527164,-1.319983717,0.882008007,0.2797404779,0.3560696343,2.438816892,0.8346399877,0.03734568101,3.125985709,0.6339547778,0.7171269012,4.379436381,0.9450035909,-0.2313745694,4.187020318,0.837070161,0.4434140306
1847,0.5454275945,0.2544590503,0.3906211367,0.6869219782,0.2622806328,0.2183914402,0.5886296041,0.3425177998,-0.02117950919,2.841311711,0.6214583302,0.8189933369,NaN,NaN,NaN,NaN,NaN,NaN,1.120179553,0.4940534715,1.407969384,4.048028678,0.7551754764,0.4173603601,2.394598896,0.7728401807,0.5413219303,2.474859055,1.191905293,0.2697223444,0.9975294899,0.4019696905,-0.9712608311,0.2045839499,0.7735874004,-1.3192297,0.8873554664,0.2800821747,0.3550258384,2.450446617,0.8384101416,0.03772944486,3.132824891,0.6342099278,0.7168197246,4.37114209,0.9351788465,-0.2382448016,4.17529596,0.8260340113,0.448058677
1848,0.5442267191,0.2544812636,0.3921075025,0.6854924473,0.2623054791,0.2197828155,0.5874030823,0.3427789925,-0.01963013481,2.844087357,0.6237918885,0.8169121334,NaN,NaN,NaN,NaN,NaN,NaN,1.119702636,0.4942817752,1.409843746,4.033151045,0.7444626819,0.423980452,2.398059879,0.7718989486,0.5383816975,2.473163255,1.189771289,0.2711243744,0.9972854424,0.4010773948,-0.9708883653,0.2048730352,0.7736025875,-1.318532165,0.8918177746,0.2798957144,0.3544133016,2.460234316,0.8398596353,0.03822444669,3.135909284,0.6326036169,0.7190778602,4.360266382,0.9247882858,-0.2450889596,4.160379787,0.8147770109,0.4532883528
1849,0.5428650415,0.2543992564,0.3935765781,0.6840190411,0.262179224,0.2211877979,0.5861278076,0.3429552583,-0.01806044375,2.845952878,0.6243380962,0.8147673863,NaN,NaN,NaN,NaN,NaN,NaN,1.119880209,0.4940314643,1.411578378,4.015956249,0.7334980126,0.4308810994,2.401034803,0.7696159651,0.5360045569,2.470630337,1.186477623,0.2722263544,0.9976587748,0.3996651052,-0.970148763,0.2051697532,0.7735067789,-1.317866321,0.8962184256,0.2791608192,0.3539867901,2.469779063,0.8394995521,0.03870534378,3.13674715,0.6301432566,0.723037075,4.347449258,0.9138986664,-0.2516893652,4.142661786,0.8031415012,0.4581872883
1850,0.5413546375,0.2542217775,0.3950202917,0.6824978726,0.2619218686,0.2225956149,0.5848000262,0.3430460226,-0.01648561898,2.846834926,0.623261103,0.8127651365,NaN,NaN,NaN,NaN,NaN,NaN,1.120534564,0.4934143538,1.413218249,3.996562491,0.7222253011,0.4381523833,2.403333745,0.766087908,0.534220442,2.467137447,1.182042486,0.2731608944,0.9984575276,0.3978214244,-0.9691474192,0.2054602042,0.7733174287,-1.317236842,0.9004168168,0.2779548841,0.3537665215,2.478819497,0.8374709889,0.03919017817,3.13541549,0.6267133505,0.7285669877,4.332745356,0.9024972641,-0.2582011389,4.122334234,0.7911262027,0.4629491319
1851,0.5397076138,0.2539575027,0.3964307066,0.6809251007,0.2615533176,0.2239955213,0.5834160754,0.3430506272,-0.01492084358,2.846658646,0.6207245699,0.8111112843,NaN,NaN,NaN,NaN,NaN,NaN,1.121487617,0.4925419429,1.414807262,3.975087493,0.7105884851,0.4458859516,2.40476651,0.76141105,0.5330584017,2.462560731,1.176483777,0.2740601438,0.9994903467,0.3956347664,-0.9679908633,0.2057304854,0.7730518806,-1.316648457,0.9042721536,0.2763550202,0.3537719823,2.487093853,0.833914673,0.03969553852,3.131992379,0.622198517,0.7355381081,4.316210104,0.8905713495,-0.2647782491,4.099588121,0.7787298926,0.4677697158
1852,0.5379361057,0.2536150433,0.3978000224,0.6792969291,0.2610933912,0.2253768091,0.5819723767,0.3429683427,-0.01338129575,2.84534778,0.6168916992,0.8100117443,NaN,NaN,NaN,NaN,NaN,NaN,1.122560938,0.4915254421,1.416388345,3.95164854,0.6985316465,0.4541750096,2.405142654,0.7556813468,0.5325467686,2.456775385,1.169819127,0.2750559263,1.000566452,0.3931934208,-0.9667866539,0.2059666899,0.7727273757,-1.316105943,0.9076434715,0.2744381016,0.3540220227,2.494339981,0.8289710269,0.04023679082,3.126556916,0.6164836202,0.7438218762,4.297899655,0.8781082394,-0.2715734794,4.074613239,0.7659513975,0.4728470325
1853,0.5360522748,0.2532029529,0.3991205748,0.6776096031,0.2605618358,0.226728814,0.5804654287,0.3427983789,-0.01188214408,2.842824782,0.6119252918,0.8096725804,NaN,NaN,NaN,NaN,NaN,NaN,1.123575787,0.4904758094,1.418003544,3.926362524,0.6859990594,0.4631143116,2.404271523,0.7489945338,0.5327133205,2.449655709,1.162065945,0.2762798744,1.001495608,0.3905856088,-0.9656432781,0.2061549072,0.7723610617,-1.315614112,0.9103896614,0.2722808186,0.3545349439,2.500295363,0.8227802421,0.04082829863,3.11918917,0.6094538853,0.753290714,4.277870825,0.865095332,-0.2787383963,4.047598272,0.7527896046,0.4783812036
1854,0.5340683063,0.2527297334,0.4003848325,0.6758594091,0.2599783343,0.2280409191,0.5788917993,0.3425398936,-0.0104385433,2.839010939,0.6059878308,0.8103001194,NaN,NaN,NaN,NaN,NaN,NaN,1.124353158,0.4895037973,1.419694094,3.899345984,0.6729352481,0.4728001548,2.401962286,0.7414462312,0.5335854352,2.441075168,1.153241486,0.2778635637,1.00208809,0.3878995319,-0.9646700559,0.2062812242,0.7719700009,-1.315177805,0.9123694998,0.269959737,0.35532858,2.504697149,0.8154823624,0.04148363299,3.109970114,0.600994999,0.7638180892,4.256181018,0.851520123,-0.2864233157,4.018730894,0.7392434946,0.4845744405
1855,0.5319964063,0.25220384,0.401585393,0.6740426726,0.2593625145,0.2293025556,0.5772481178,0.3421920011,-0.009065630361,2.833826513,0.5992415928,0.8121010443,NaN,NaN,NaN,NaN,NaN,NaN,1.124713827,0.4887200079,1.421500494,3.870715152,0.6592850539,0.4833303745,2.398023981,0.7331320589,0.5351902373,2.430906458,1.143362938,0.2799386474,1.002154662,0.3852234118,-0.9639770496,0.2063317256,0.7715711788,-1.31480189,0.9134416819,0.2675513635,0.3564203736,2.507282187,0.8072173762,0.04221577204,3.098981552,0.5909931942,0.7752785907,4.232888147,0.837370205,-0.2947772705,3.988197872,0.7253121937,0.4916309957
1856,0.5298487992,0.2516336855,0.402714975,0.6721557577,0.2587339577,0.2305032002,0.5755310662,0.3417537779,-0.007778520996,2.827190888,0.5918487853,0.8152824666,NaN,NaN,NaN,NaN,NaN,NaN,1.124478406,0.4882349587,1.423462563,3.840585998,0.6449937125,0.4948043406,2.392265566,0.7241477594,0.5375547391,2.419021571,1.132447521,0.282636991,1.001506543,0.3826455246,-0.9636749777,0.2062924962,0.7711815124,-1.314491257,0.9134648599,0.2651322174,0.3578274454,2.507787069,0.7981253188,0.04303729045,3.086306042,0.5793353185,0.7875480167,4.208050553,0.8226332479,-0.3039479771,3.956185174,0.7109950462,0.499757107
