frame,AA01_data.tx,AA01_data.ty,AA01_data.tz,AA02_data.tx,AA02_data.ty,AA02_data.tz,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz
2301,0.7068566308,0.45645809,0.6417118841,0.765489452,0.6654382644,0.7879140583,0.5192008568,0.3165699135,0.537101276,0.3104124044,0.3171040266,0.3783208431,0.2934584525,0.1464361198,0.22683649,0.1821669534,0.3206226064,-0.6476557277,0.02826182474,0.4136857463,0.9919386437,-0.01230762737,0.2548240702,-0.6067572921,-0.180177727,0.1938608198,-0.558628845,-0.008223644823,0.2144003753,0.8459433155,-0.4483733663,-0.2137935682,0.1646168596,-0.08667087829,0.4000768136,0.9527108211,1.747797853,0.2653919653,1.348924767,-0.4559735803,-0.1774905741,-0.04856493476,0.1090198902,0.4284643447,-0.741155505,-0.1785762961,0.1946783943,-0.5540949265,-0.4869845317,-0.2855267083,0.08476522538,0.001837175532,0.08833048262,-0.4248248007,-0.3921517532,-0.1782544517,0.2444971002
2302,0.7071177843,0.4569950563,0.6412511773,0.7659706306,0.6665476375,0.7863740467,0.5203250565,0.317228,0.5370921873,0.311949827,0.3183206916,0.3778682336,0.2948860529,0.1477848326,0.2262894289,0.1834172167,0.3208466806,-0.6472583059,0.03028566541,0.4121905445,0.9906982415,-0.01171562651,0.2552189472,-0.6072284601,-0.1793200799,0.1938900501,-0.5586857792,-0.007619701062,0.2133600432,0.845609593,-0.4481661506,-0.2144371784,0.1630413042,-0.09015515975,0.3975366234,0.9499064212,1.748663726,0.2642658564,1.347661235,-0.4557875322,-0.1772051008,-0.04944509984,0.1096563162,0.4287716573,-0.7413784717,-0.1778219297,0.1948110435,-0.5541232756,-0.485651636,-0.2844396464,0.08125917626,0.001774388086,0.08915507862,-0.4250106875,-0.3930689004,-0.1765886068,0.2425776437
2303,0.7073470835,0.4575812795,0.6407090645,0.7664125381,0.667652838,0.7848495826,0.5214065977,0.3178954521,0.5371010045,0.3134088021,0.3195433432,0.3774649008,0.296218365,0.1491393107,0.2257911952,0.1845285096,0.3210328618,-0.6470456194,0.03201496748,0.4108530207,0.9895684979,-0.01109046782,0.2555914432,-0.6076936252,-0.1785419904,0.1939786437,-0.5587744646,-0.007113396091,0.2125021861,0.8452864536,-0.4479919083,-0.2149182206,0.161501345,-0.09331278797,0.3951249663,0.9473371645,1.749358554,0.2632882005,1.346482957,-0.4556310208,-0.1769094646,-0.05026795865,0.1103037233,0.4290963954,-0.7415945802,-0.1771415464,0.1949912118,-0.554194579,-0.4844030127,-0.2833589493,0.07793369402,0.001683648212,0.08999498085,-0.4251947025,-0.3939690501,-0.1749409639,0.2407817576
2304,0.7074510503,0.4581993903,0.6399077244,0.7666556977,0.6686456669,0.7833583943,0.5223322416,0.3185659428,0.5371705981,0.3146296102,0.3207551326,0.3771925909,0.2972923176,0.1504872056,0.2253936926,0.1852867591,0.3211703892,-0.6473224541,0.03286792727,0.4098981814,0.9886656642,-0.01040099134,0.2558835494,-0.6080916007,-0.1779033717,0.1941650288,-0.5589109241,-0.006885146957,0.2121020625,0.8449793145,-0.4479692558,-0.2150763181,0.1599777838,-0.09568417293,0.3929416005,0.9451626458,1.749634975,0.2626596234,1.345502865,-0.4557657919,-0.1765309298,-0.05093235741,0.1109127348,0.4295138427,-0.741755403,-0.1765808601,0.195246212,-0.554327082,-0.4834951688,-0.2824779509,0.07507973613,0.00156958259,0.09083406945,-0.4253470035,-0.394771487,-0.1734982031,0.2390985357
2305,0.7075010017,0.4589301597,0.6389843074,0.7667856571,0.6696690282,0.7819020823,0.5231955384,0.3192610966,0.5372871349,0.3157382119,0.3219819999,0.3770260302,0.2982082583,0.1518589166,0.2250796292,0.1858382844,0.321302665,-0.6479107166,0.03321071466,0.4091934235,0.9879073396,-0.009707378772,0.256156578,-0.608491792,-0.1773395526,0.1944376708,-0.5591915793,-0.006884556078,0.2121178246,0.8446756129,-0.4479526878,-0.2148718111,0.1584861396,-0.09721980088,0.390901461,0.9435168466,1.74955021,0.2623974237,1.344708629,-0.4558333874,-0.1761476521,-0.05159522948,0.1116125176,0.4299387223,-0.7418910349,-0.1760934184,0.1955611481,-0.5546441341,-0.4826159391,-0.2814124132,0.07237729516,0.001516711184,0.09164444707,-0.4255468397,-0.3954712337,-0.1720513517,0.2376573666
2306,0.7076120428,0.4598261893,0.6381571996,0.7669795551,0.6708833944,0.7804672971,0.5241378975,0.3199974084,0.5374077446,0.3169313022,0.3232511458,0.3768832709,0.2991539212,0.1532790519,0.2247972223,0.1864368293,0.321460118,-0.6484596994,0.03372371231,0.4084789478,0.9871549273,-0.009063571695,0.2564881874,-0.6089781951,-0.1767686558,0.1947586648,-0.5596480199,-0.006933636208,0.2122912749,0.8443661661,-0.4477726599,-0.2144286751,0.1570518752,-0.09827968025,0.3888784083,0.9423348664,1.749347974,0.2623361051,1.343997819,-0.455437581,-0.1758569027,-0.05241509955,0.1125109079,0.4302648721,-0.7420571366,-0.1756187017,0.1959054914,-0.5551897222,-0.481399041,-0.2798177783,0.06942960315,0.001571513312,0.09242275611,-0.4258572248,-0.396132038,-0.1703462419,0.2365279581
2307,0.7077571242,0.4608285498,0.6373700966,0.7672155891,0.6722064647,0.7790483309,0.5251177538,0.3207604534,0.537531446,0.31815511,0.3245468985,0.3767604243,0.3000972477,0.1547260074,0.2245460749,0.1870304009,0.3216133836,-0.6490158855,0.0342951018,0.4077870574,0.9864396195,-0.008429298008,0.2568447398,-0.6095113785,-0.176225204,0.1951266073,-0.5601989123,-0.007022183639,0.2125729404,0.8440620819,-0.4475121569,-0.2138321857,0.1556706739,-0.09901955602,0.3869113759,0.9414799593,1.749059947,0.2624012261,1.343348669,-0.4547844911,-0.17561606,-0.05329389412,0.1135260286,0.4305358658,-0.7422432817,-0.1751817663,0.1962828278,-0.555862902,-0.4800205082,-0.2779496538,0.06640966389,0.001681245025,0.09318951442,-0.4262238388,-0.3967754951,-0.168501036,0.2356090149
2308,0.7079096906,0.4618783451,0.6365667242,0.767472278,0.6735556853,0.7776393478,0.5260937515,0.3215355023,0.5376573876,0.319356104,0.3258532321,0.3766535978,0.3010064247,0.1561778676,0.2243258828,0.1875673572,0.3217329784,-0.6496256613,0.03481276507,0.4071493875,0.9857926936,-0.00776426987,0.257192304,-0.6100514766,-0.1757439723,0.1955393856,-0.5607626512,-0.007139854388,0.2129132111,0.8437746624,-0.4472539314,-0.2131680369,0.1543378555,-0.09959499368,0.3850394633,0.9408155744,1.748718155,0.2625183287,1.342739806,-0.4540807345,-0.1753837781,-0.05413375457,0.1145759486,0.430794782,-0.7424387244,-0.1748080177,0.1966959642,-0.5565623892,-0.4786564086,-0.2760654267,0.06348868902,0.001793013249,0.09396466148,-0.4265920016,-0.3974223625,-0.1666335604,0.2347989446
2309,0.7080437331,0.4629167178,0.6356908339,0.7677285001,0.6748482387,0.7762343676,0.5270247628,0.3223075054,0.5377848609,0.3204810161,0.3271537571,0.3765589061,0.3018499094,0.1576124018,0.2241364564,0.1879964263,0.3217893019,-0.6503352911,0.03516430426,0.4065968866,0.9852455096,-0.007028185359,0.2574966264,-0.610558155,-0.1753600014,0.1959941377,-0.5612573346,-0.007276134821,0.2132623373,0.8435154159,-0.4470804482,-0.2125223509,0.1530483329,-0.1001612588,0.383301951,0.9402052924,1.748355027,0.2626129573,1.342150272,-0.4535334477,-0.1751200758,-0.05483708413,0.1155786817,0.4310841644,-0.7426323835,-0.1745232376,0.1971468802,-0.5571865295,-0.4774828191,-0.2744243424,0.06083595301,0.001853765198,0.09476751432,-0.4269066529,-0.3980924595,-0.1648612558,0.2339958387
2310,0.7081337831,0.4638848575,0.6346861997,0.7679634847,0.676001047,0.7748272593,0.5278698911,0.3230611034,0.537913308,0.3214768468,0.328431741,0.3764724824,0.3025964351,0.1590070834,0.2239777357,0.188266682,0.3217526548,-0.6511908912,0.03523707839,0.4061598607,0.9848295225,-0.00618073549,0.2577231081,-0.6109906105,-0.1751085866,0.1964872628,-0.5616007517,-0.007420335811,0.2135704344,0.8432960565,-0.4470738761,-0.2119816488,0.1517966034,-0.100873248,0.3817383462,0.9395127916,1.748003397,0.2626106676,1.341559541,-0.4533502625,-0.1747863007,-0.05530654636,0.1164521964,0.4314460297,-0.7428128339,-0.174353576,0.1976367316,-0.5576332841,-0.4766758495,-0.2732874547,0.05861877782,0.001810299226,0.09561677263,-0.4271123436,-0.3988046675,-0.1633011425,0.2330974708
2311,0.7081813271,0.4649050733,0.6335096268,0.7680969446,0.6770845752,0.7734437583,0.5286196642,0.3238186309,0.5380494225,0.3223006855,0.3297200378,0.3764257565,0.303132181,0.1604267058,0.2238514454,0.1882169585,0.3216265533,-0.6524933617,0.03490185409,0.405857761,0.9845485598,-0.005236267024,0.2578901123,-0.6114274119,-0.1750352264,0.1970805585,-0.5620079018,-0.007805217131,0.2140065972,0.843080781,-0.447180234,-0.2111570279,0.1505902745,-0.1011637486,0.3804974098,0.9392464784,1.747317544,0.2628536484,1.341097738,-0.4534380558,-0.1742772278,-0.05575669814,0.1172505843,0.4319858156,-0.7429475975,-0.1743960385,0.1982058436,-0.5581703084,-0.4760963988,-0.2722267206,0.0566793782,0.001837488312,0.09642669731,-0.4273337038,-0.3996692815,-0.1617514291,0.2323112083
2312,0.7082160615,0.4660800554,0.6321981289,0.7681222973,0.678205903,0.7720924193,0.5293128766,0.3246027691,0.5381899055,0.3229941841,0.3310472793,0.3764280976,0.3034489158,0.1619170549,0.2237498927,0.1878432503,0.3214468173,-0.6543108057,0.03423355825,0.4056609089,0.9843630717,-0.004245363957,0.2580447867,-0.6119427601,-0.1751178621,0.1978014113,-0.5626457327,-0.008528295581,0.2146780033,0.8428399159,-0.4472943065,-0.2098241941,0.1494340084,-0.1006739146,0.3795855574,0.9397214154,1.746142796,0.2635367289,1.340826241,-0.4535535537,-0.1735928149,-0.05636982431,0.1180739686,0.4326993579,-0.7430422469,-0.1746557926,0.1988702321,-0.5590020863,-0.4755136247,-0.2708256278,0.05478687826,0.002053743627,0.09714970942,-0.4276783965,-0.4007026712,-0.1600231073,0.2318084995
2313,0.7082551218,0.4673212189,0.630815966,0.7681296452,0.6793368216,0.7707418237,0.5299813492,0.3253985452,0.5383197957,0.3236315914,0.3323904154,0.3764430762,0.3036741408,0.163427133,0.223659601,0.1873295186,0.3212310817,-0.6563387433,0.03342581026,0.4055259446,0.9842404986,-0.003222234148,0.2581951197,-0.6124884867,-0.1752910145,0.1985934861,-0.5633592228,-0.009375687678,0.2154420774,0.8425951111,-0.4474206253,-0.2083169342,0.1483166677,-0.09986921421,0.3788297831,0.940509716,1.744799862,0.2643654001,1.340622242,-0.4536797625,-0.1728537424,-0.05700027919,0.1189097766,0.433464,-0.7431422464,-0.1750220642,0.1995933071,-0.5599307949,-0.4749659095,-0.2693642995,0.05299664722,0.002320694657,0.09786063352,-0.4280648393,-0.40178148,-0.1582512594,0.2314333287
2314,0.7083154892,0.4685394208,0.6294275822,0.7682092084,0.6804493077,0.7693613963,0.5306571063,0.3261910955,0.5384247993,0.3242874498,0.3337267394,0.3764349975,0.3039356038,0.1649062623,0.2235679777,0.1868581164,0.3209953497,-0.658270865,0.03267247555,0.4054101261,0.9841496656,-0.00218131962,0.2583486467,-0.6130157651,-0.1754898036,0.1993995659,-0.5639926611,-0.01013325958,0.2161565949,0.8423688558,-0.447562944,-0.2069691248,0.147225727,-0.09921261677,0.3780584606,0.9411810216,1.743610849,0.265046495,1.340363671,-0.4538001071,-0.1721816188,-0.05750236206,0.1197460275,0.4341572413,-0.7432932001,-0.1753849537,0.2003374327,-0.5607575711,-0.4744913994,-0.2681235252,0.05136271863,0.002499432548,0.09863334985,-0.4284109273,-0.4027813409,-0.1565698191,0.2310301293
2315,0.7084139595,0.4696449463,0.6280975799,0.7684513121,0.6815155325,0.7679214103,0.5313723604,0.3269656754,0.5384913026,0.3250365842,0.335033904,0.3763689206,0.3043612862,0.1663040932,0.2234633362,0.1866097295,0.3207538871,-0.6597989883,0.03216766327,0.4052713462,0.9840608043,-0.001137311912,0.2585124511,-0.6134751076,-0.1756499793,0.2001615205,-0.5643896444,-0.01058665242,0.2166796766,0.8421844703,-0.4477242584,-0.2061146921,0.1461471971,-0.09916453459,0.3771015538,0.9413023926,1.742899248,0.2652882111,1.339929162,-0.4538984469,-0.1716989868,-0.05773033922,0.1205713113,0.4346567613,-0.7435408704,-0.1756354703,0.2010638794,-0.5612825025,-0.4741279972,-0.2673847129,0.04993776233,0.002450498218,0.09954079825,-0.4286340211,-0.4035768709,-0.1551115074,0.2304437787
2316,0.7085424011,0.4707482126,0.6266557163,0.7688269841,0.6825130246,0.7664386497,0.5321032473,0.3277465693,0.5385066489,0.3258064909,0.3363476087,0.376264097,0.3048281136,0.1676812884,0.2233652893,0.1864039735,0.3204351344,-0.6613021071,0.03162370056,0.4051931995,0.9840327676,0.0001723893546,0.2586193537,-0.6139357586,-0.1758354662,0.2009582994,-0.5646203658,-0.01092357841,0.2171712237,0.8420003685,-0.4479611359,-0.2054919871,0.1450987627,-0.09954696015,0.3761094757,0.9410771466,1.742302915,0.2653320882,1.339368737,-0.4540286367,-0.1713245651,-0.05779813851,0.1214218038,0.4350346398,-0.7439153917,-0.1758366901,0.2018527612,-0.5615387456,-0.4739234339,-0.2670250244,0.04873731102,0.0021794614,0.1005914224,-0.4287987976,-0.4042216641,-0.1538174267,0.2297797426
2317,0.7086812551,0.4719777773,0.6249650835,0.769243629,0.6834545492,0.76494559,0.5328097367,0.328556714,0.5384764973,0.3264968436,0.3377024012,0.3761600743,0.305167405,0.1691078376,0.2232931703,0.1860006093,0.3199955468,-0.6632248061,0.03073053983,0.4052531027,0.9841184232,0.001878448009,0.2586332037,-0.6144721747,-0.1761322188,0.2018753166,-0.564851845,-0.01141553886,0.2178290572,0.8417759128,-0.4482985792,-0.2046876893,0.1440988495,-0.09988792463,0.3752982034,0.9409644918,1.741367398,0.265546675,1.338810074,-0.4542325959,-0.1709177198,-0.05788522695,0.1223199794,0.4354300074,-0.7443910823,-0.1761120549,0.2027733147,-0.561711637,-0.4738701332,-0.2667475244,0.0477248217,0.001797574271,0.101730088,-0.4290055004,-0.4048488615,-0.1525478554,0.2292202546
2318,0.7088295684,0.47327026,0.6231402991,0.7696959681,0.6843653316,0.7634369068,0.5334997412,0.3293795714,0.5384153483,0.3271408022,0.3390747441,0.3760530408,0.3054388106,0.1705479787,0.2232357197,0.1854883201,0.3194894295,-0.6653550685,0.029648926,0.4054008221,0.9842805917,0.003767646173,0.2586068983,-0.615042446,-0.1765096347,0.2028636782,-0.565072303,-0.01197382978,0.218568691,0.841536552,-0.448691722,-0.2038079279,0.1431333991,-0.100204995,0.3745976277,0.9409134341,1.740278795,0.265832083,1.338249332,-0.4544769064,-0.1705125514,-0.0579439657,0.123234002,0.4358212012,-0.7449300648,-0.17644378,0.2037700476,-0.5618287357,-0.4739230122,-0.2665725646,0.04687413048,0.001323245044,0.1029337828,-0.4292242381,-0.4054517995,-0.1513129997,0.2287257902
2319,0.7089857059,0.4745616104,0.6212958131,0.7701784042,0.6852706866,0.7619076529,0.534180914,0.3301987856,0.5383379018,0.3277713419,0.3404414711,0.375939385,0.3057018517,0.1719664318,0.2231819543,0.1849543341,0.3189700056,-0.6674796585,0.02853961999,0.4055870335,0.984482865,0.005626164219,0.2585928196,-0.6156049997,-0.1769373524,0.2038747716,-0.5652698221,-0.01250996469,0.2193059685,0.8413078822,-0.4490957696,-0.2029583805,0.1421881584,-0.1005156175,0.3739382217,0.9408728542,1.73922329,0.2660889433,1.337683404,-0.4547286277,-0.1701430526,-0.05792646082,0.1241316405,0.4361864797,-0.7454944331,-0.1768141218,0.2047879735,-0.5619175618,-0.4740372235,-0.2665199884,0.04615944732,0.0007745082918,0.1041796215,-0.4294248673,-0.4060239763,-0.1501225115,0.2282570256
2320,0.7091473081,0.4757870758,0.6195458799,0.7706850076,0.6861960349,0.7603532738,0.5348606248,0.3309981935,0.5382590626,0.3284212309,0.3417798049,0.3758157043,0.3060158986,0.1733284205,0.2231211796,0.1844843759,0.3184893299,-0.6693840809,0.02756337753,0.4057633481,0.9846896156,0.007239565845,0.2586428693,-0.6161186021,-0.1773852784,0.2048602869,-0.5654323515,-0.01293570902,0.2199570688,0.8411156295,-0.4494660295,-0.2022442376,0.1412486607,-0.1008371379,0.3732510935,0.9407914761,1.738387125,0.2662184005,1.337109917,-0.4549553224,-0.1698430874,-0.05778455309,0.1249802401,0.4365040263,-0.7460462497,-0.1772053985,0.2057726548,-0.5620056056,-0.474168159,-0.2666090664,0.04555540869,0.0001689970047,0.1054448574,-0.4295769935,-0.4065590662,-0.148985438,0.227774855
2321,0.7093112939,0.4768812136,0.6180045568,0.7712095099,0.6871669051,0.758769601,0.5355459529,0.3317618282,0.5381939411,0.3291230225,0.3430673607,0.375678806,0.306440162,0.1745996761,0.2230429926,0.1841626858,0.3180983026,-0.6708525964,0.02688093746,0.4058823148,0.9848659811,0.008392802739,0.2588084976,-0.6165423439,-0.177823594,0.2057722294,-0.5655477068,-0.01316308759,0.2204385147,0.8409856466,-0.449757923,-0.2017701914,0.1403002404,-0.1011868178,0.3724679964,0.9406178648,1.73795659,0.266122105,1.336527224,-0.4551250499,-0.1696463621,-0.0574698079,0.1257467162,0.4367519569,-0.7465475345,-0.1776000001,0.2066702153,-0.5621203248,-0.4742714415,-0.266858462,0.04503711772,-0.0004760613088,0.1067068955,-0.4296499742,-0.4070509268,-0.1479102085,0.227240399
2322,0.7094379772,0.4779719587,0.6166247115,0.7718058234,0.688190012,0.757287079,0.5362278548,0.3325203497,0.5382819276,0.3298344843,0.3443475955,0.3756785754,0.306945431,0.1758129495,0.2230951597,0.1839332235,0.3175790276,-0.6721200614,0.0261235487,0.4061526606,0.985198674,0.009435526322,0.2589720856,-0.6167731589,-0.1782783104,0.2066562925,-0.5654265254,-0.01322841269,0.2209763521,0.8410394572,-0.4500447008,-0.2015829294,0.1394685782,-0.1017214737,0.3716025715,0.9403289611,1.737839591,0.2658214555,1.336028521,-0.4552459947,-0.1696665737,-0.05674283994,0.1265724434,0.4367696505,-0.7469642977,-0.1779904447,0.2075279411,-0.5620389848,-0.4744638879,-0.2674979465,0.04488892805,-0.00139198176,0.1080879469,-0.4294763474,-0.4074424828,-0.1469488478,0.2268172505
2323,0.7095134722,0.479172096,0.6152752779,0.7724971015,0.6892425134,0.7559603935,0.5368951092,0.3333008249,0.5385595651,0.3305040808,0.3456570718,0.3758734134,0.3074581486,0.1770141755,0.2233444241,0.1836902785,0.3168013133,-0.6734927754,0.024987267,0.4066991696,0.9857941199,0.01071790441,0.2590338783,-0.6168154169,-0.1787917417,0.2075757478,-0.565013247,-0.01323345643,0.2217403018,0.8412965021,-0.4504003249,-0.2015874417,0.1388142373,-0.1024756261,0.3707355351,0.9399804266,1.737807198,0.2654262767,1.335650964,-0.4553562071,-0.1699085321,-0.05556812396,0.1275403879,0.4365267208,-0.7473209259,-0.1783945489,0.2084155856,-0.5616543798,-0.474834677,-0.268587199,0.04523238755,-0.002674326639,0.1096480913,-0.4290271743,-0.4077250561,-0.1461095362,0.2266054227
2324,0.7095734626,0.4803926203,0.6139442518,0.7732314858,0.6903057308,0.7546719728,0.5375523656,0.3340821087,0.5388879899,0.3311513354,0.3469634307,0.3761232414,0.3079719325,0.1781892035,0.2236592694,0.1834423271,0.3159457257,-0.674860154,0.02373143823,0.4073496577,0.9864979534,0.01202608907,0.2590713676,-0.6167897758,-0.1793574112,0.208509401,-0.5644960124,-0.01318730741,0.2225625767,0.8416290628,-0.4507805455,-0.2016756103,0.1382257397,-0.10328275,0.3698990166,0.9396397458,1.737841088,0.2649711682,1.335309659,-0.4554675041,-0.1702420872,-0.05420192496,0.1285299682,0.4361960052,-0.7476663664,-0.1788313577,0.2093136015,-0.5611670419,-0.4752969428,-0.2698886214,0.04580045538,-0.004101117935,0.111272155,-0.4284787828,-0.4079642432,-0.145334685,0.226471266
2325,0.7096544087,0.4815440468,0.6126196141,0.7739582194,0.6913610332,0.753304175,0.538205715,0.3348431042,0.5391285316,0.3317972557,0.3482343786,0.3762882373,0.3084818355,0.1793238016,0.2239084407,0.1831975887,0.3151913912,-0.676110187,0.0226173287,0.407932509,0.9871564339,0.01314744915,0.2591614579,-0.6168172156,-0.1799670329,0.2094362562,-0.5640625844,-0.01309727413,0.2232752426,0.8419087155,-0.4511399667,-0.2017395024,0.1375928939,-0.1039759436,0.3691241894,0.9393756923,1.737923794,0.2644906232,1.334920029,-0.4555897338,-0.1705366643,-0.05289938324,0.1294212115,0.4359495594,-0.7480488611,-0.1793180529,0.210202669,-0.5607772498,-0.4757620961,-0.2711638501,0.04632830444,-0.005448443226,0.1128455421,-0.4280065556,-0.4082242579,-0.1445670096,0.2262816504
2326,0.7097935461,0.482536403,0.6112893031,0.7746276406,0.6923898581,0.7517392733,0.5388626838,0.3355627782,0.5391427004,0.3324643271,0.3494376987,0.3762288196,0.3089843454,0.1804036674,0.2239609237,0.182964061,0.31471596,-0.6771294405,0.02190811578,0.4082766526,0.9876164209,0.01387058238,0.259380494,-0.6170190203,-0.1806105109,0.2103355236,-0.5639003475,-0.01296889336,0.2237102297,0.8420062869,-0.4514320328,-0.2016713758,0.1368067826,-0.104387912,0.3684412295,0.9392583171,1.738038702,0.2640190385,1.334397786,-0.4557307499,-0.1706612635,-0.0519145175,0.1300947684,0.4359586704,-0.7485159367,-0.179869955,0.2110637103,-0.5606850301,-0.4761397832,-0.2721737779,0.04655332023,-0.006490466295,0.1142542183,-0.4277849426,-0.4085679211,-0.1437495192,0.2259039451
2327,0.7100075573,0.4834080965,0.6100012559,0.7753065195,0.6934471907,0.7500126681,0.5395300685,0.3362608428,0.538995274,0.3331686866,0.3506001809,0.375998801,0.3095340803,0.1814264997,0.2238851217,0.182798187,0.3144133033,-0.6778644483,0.0216565199,0.408405745,0.9879652474,0.01420063324,0.2597319221,-0.6173080146,-0.1812939934,0.2112222223,-0.5638792598,-0.01277104543,0.2238226982,0.8419969725,-0.4516509084,-0.2016298711,0.135897777,-0.1045720889,0.3678374372,0.9393004758,1.73837168,0.2634571363,1.333719455,-0.4558741258,-0.1707428179,-0.05106235651,0.1306506356,0.4361125348,-0.749051584,-0.1804785537,0.2119025023,-0.5607835767,-0.4764958659,-0.273192049,0.04673798986,-0.007281190674,0.1155619327,-0.4276950513,-0.4089443621,-0.142945128,0.2253680653
2328,0.7102799606,0.4842543891,0.6087963129,0.7760799795,0.694583332,0.7482387554,0.5402074094,0.3369670193,0.538835263,0.3339061924,0.3517651409,0.3757406293,0.3101715195,0.1824021667,0.2238266669,0.1827313001,0.3140739726,-0.6783667942,0.02169977514,0.4084649314,0.9883786834,0.01430965685,0.2601572831,-0.6175334102,-0.1820286375,0.2121220686,-0.5637671721,-0.01247791488,0.2237114462,0.8420300516,-0.4518286621,-0.201810346,0.1349714673,-0.1046972279,0.3672772914,0.9394522374,1.739064601,0.2627082409,1.332932488,-0.4560015129,-0.1709686378,-0.05002351998,0.131250811,0.4362041183,-0.749610761,-0.1811252141,0.2127375017,-0.5608460252,-0.4769432373,-0.2745893325,0.04725537104,-0.008030809109,0.1168994252,-0.4275231037,-0.4092689605,-0.1422403479,0.2247951641
2329,0.7105989191,0.4850702603,0.6076517054,0.7769267191,0.6957726969,0.7464181117,0.5408924659,0.3376753895,0.538650686,0.3346700484,0.3529252284,0.3754478401,0.3108730663,0.1833345973,0.2237705679,0.1827337271,0.3137195841,-0.6786793877,0.02197930127,0.4084658054,0.9888365064,0.0142376456,0.2606398156,-0.6177210739,-0.1828103951,0.2130306649,-0.5635979406,-0.01210168602,0.2234238343,0.8420870985,-0.451974836,-0.202160333,0.134033029,-0.1047685995,0.3667560248,0.939690435,1.740035362,0.261810323,1.332059225,-0.456116292,-0.1712976961,-0.04884926457,0.131869395,0.436259726,-0.7501967026,-0.1818086263,0.2135689559,-0.5608920277,-0.4774606281,-0.2762709989,0.04801102115,-0.008746205457,0.118253724,-0.4273005964,-0.4095529214,-0.1416138396,0.2241900027
2330,0.7109527255,0.4858507394,0.6065446885,0.7778254941,0.6969895737,0.7445511388,0.5415831025,0.3383800447,0.5384296166,0.3354535461,0.3540730573,0.3751139804,0.3116152303,0.184227705,0.2237018528,0.1827759588,0.3133718992,-0.6788449744,0.0224366228,0.4084199394,0.989318395,0.01402477531,0.2611629461,-0.6178966682,-0.1836350071,0.2139438035,-0.5634052954,-0.01165453262,0.2230072686,0.8421500334,-0.4520991005,-0.2026274797,0.1330880524,-0.1047913425,0.3662689722,0.9399919559,1.741201689,0.2608009543,1.331122021,-0.4562216477,-0.1716886784,-0.04759046626,0.1324804684,0.4363055579,-0.7508124657,-0.1825273481,0.2143972009,-0.5609410945,-0.4780265205,-0.2781418031,0.04891135899,-0.00943403387,0.1196120092,-0.4270590037,-0.4098074883,-0.1410443676,0.223557539
2331,0.7113298028,0.4865909105,0.6054525398,0.7787551161,0.6982081223,0.7426380531,0.5422772865,0.3390750892,0.5381601827,0.3362500619,0.3552012064,0.3747326055,0.3123746249,0.1850853898,0.2236055689,0.1828286585,0.313052836,-0.6789061339,0.02301336774,0.4083388825,0.9898039204,0.01371140833,0.2617103025,-0.6180856443,-0.1844980006,0.2148574785,-0.5632228367,-0.01114862574,0.2225092013,0.8422011325,-0.4522112638,-0.2031595513,0.1321425541,-0.1047704585,0.3658115768,0.9403337375,1.742481126,0.2597172894,1.330143252,-0.4563205668,-0.172099969,-0.04629760828,0.1330580893,0.4363677088,-0.7514609232,-0.1832798058,0.2152226682,-0.5610125914,-0.4786191507,-0.2801058577,0.04986369891,-0.0101007169,0.1209616215,-0.4268297817,-0.4100439499,-0.1405108022,0.2229029306
2332,0.7117187021,0.4872859195,0.6043525578,0.7796944499,0.6994023749,0.7406788776,0.5429730833,0.3397546427,0.5378305642,0.3370530515,0.3563022219,0.3742972764,0.3131279626,0.1859115433,0.2234667825,0.1828626673,0.3127844832,-0.6789052756,0.02365126457,0.4082341638,0.9902725415,0.01333809111,0.2622657254,-0.6183132412,-0.1853946933,0.2157678968,-0.563084034,-0.01059614034,0.2219771332,0.8422230344,-0.4523212773,-0.2037044312,0.1312029862,-0.1047108113,0.3653793961,0.9406927621,1.743791025,0.258596058,1.329145305,-0.4564158411,-0.1724896386,-0.04502077281,0.13357629,0.4364721719,-0.7521447589,-0.1840642977,0.2160458924,-0.5611257385,-0.4792165147,-0.2820666132,0.05077627534,-0.01075244916,0.1222900697,-0.4266443721,-0.4102736445,-0.1399921198,0.2222315362
