frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz,F15_data.tx,F15_data.ty,F15_data.tz,F17_data.tx,F17_data.ty,F17_data.tz,F18_data.tx,F18_data.ty,F18_data.tz,F19_data.tx,F19_data.ty,F19_data.tz,F20_data.tx,F20_data.ty,F20_data.tz
56,6.378412455,1.609200318,0.1254805621,6.446621142,1.829463955,0.04358939687,6.438196845,1.81286665,0.1024008805,3.923319899,1.182094845,0.02459197983,5.287191244,1.320826116,-0.115488588,5.906489714,1.253846099,-0.2219572035,6.065749513,1.376713908,-0.1282099007,6.02177513,1.23863502,0.06542483977,6.152683451,1.29903503,-0.2060915946,6.187372317,1.414263756,-0.01378228273,6.215565904,1.32101854,-0.08235537988,6.258172996,1.422709313,-0.1662706763,6.268497657,1.409234057,0.08714420431,6.318070247,1.407573351,0.5315695575,6.443371291,1.58862786,-0.205277155,6.437307292,1.541738787,-0.1041880707,6.497845842,1.65721921,-0.1106910325,6.583452833,1.658911197,0.5791617773,6.755896322,1.917790081,-0.1456919199,6.839026131,1.959374436,-0.5747475461,6.645664432,1.86628641,-0.9800700133,6.946703925,2.119937123,-0.3221804957
57,6.361348075,1.579602051,0.1282500684,6.428845776,1.799145859,0.04625979155,6.421143369,1.783473934,0.1047810508,3.737275527,1.144652715,0.01492394869,5.114017463,1.275799813,-0.09780808761,5.868028098,1.257417983,-0.2094571727,6.035617987,1.348589654,-0.1179807998,5.997170364,1.220447466,0.07055148487,6.129855321,1.270017511,-0.2005020879,6.158001023,1.383531313,-0.005727252846,6.195775143,1.294034492,-0.07029344751,6.231509775,1.389922164,-0.1577482675,6.247528859,1.380602977,0.09229602102,6.295091539,1.377186656,0.5242415517,6.420831698,1.555342522,-0.2021143646,6.418279744,1.509997383,-0.09903389576,6.479624491,1.626303164,-0.108541071,6.566905348,1.6377185,0.5758993457,6.741726255,1.896669434,-0.1417784687,6.833636727,1.942055001,-0.5735679342,6.643637984,1.846952513,-0.972793216,6.939410812,2.099367758,-0.3185712345
58,6.343168063,1.549046579,0.1310844373,6.410187216,1.767583498,0.04896662958,6.403177403,1.752796697,0.1072532469,3.551878439,1.1029646,0.003901351153,4.931105854,1.222095563,-0.07994865351,5.815187087,1.260783073,-0.1954566243,6.000172181,1.322222444,-0.1085930874,5.968645129,1.206258108,0.07551010706,6.106273259,1.24073651,-0.1942389882,6.126204655,1.352685817,0.00165226873,6.17407332,1.267943433,-0.05930035234,6.203356314,1.357737664,-0.1494063221,6.224758344,1.352426335,0.0972618713,6.270381855,1.347055069,0.5170919747,6.396489315,1.521516374,-0.1988337068,6.398589867,1.477481592,-0.0942235371,6.46058562,1.594324333,-0.1060785792,6.549605969,1.61550708,0.5723400192,6.727206832,1.874467835,-0.1380269854,6.827465736,1.922982751,-0.5708942004,6.643511469,1.824673038,-0.9654995073,6.932165689,2.077981487,-0.3151401799
59,6.323090689,1.518951219,0.1320503393,6.390721116,1.735875829,0.04916893558,6.384157116,1.721569849,0.1079598081,3.361893918,1.052377889,-0.008320835977,4.756147216,1.166209093,-0.06650452138,5.728304356,1.263109305,-0.1793038685,5.957603958,1.302376086,-0.1035405808,5.935587833,1.20439957,0.07845967841,6.080971843,1.212391433,-0.1905489479,6.093859585,1.32459542,0.007837264736,6.150302079,1.243864242,-0.05589823426,6.17539981,1.328143749,-0.1422759079,6.198276891,1.32732529,0.09709085934,6.241875886,1.319382842,0.5077298629,6.370721824,1.489513846,-0.1978485945,6.378211913,1.446380083,-0.09163644902,6.440304428,1.56217913,-0.1049806545,6.531400825,1.589728826,0.5665872689,6.713657326,1.850365621,-0.1366085629,6.818320445,1.899754388,-0.5619485352,6.644623999,1.798331922,-0.960492595,6.923448355,2.057126892,-0.3145282675
60,6.301569527,1.488300665,0.1324373532,6.370468954,1.703084037,0.04842496241,6.364314669,1.689141141,0.1082457391,3.171567835,0.9965594635,-0.02081211631,4.574463442,1.101683592,-0.05430999382,5.62237216,1.268150918,-0.1614634614,5.911210718,1.286255895,-0.1005446244,5.900295579,1.209407852,0.08100288775,6.054456448,1.183285207,-0.1872868474,6.060921628,1.296710572,0.01339285687,6.124475518,1.220733259,-0.05637296669,6.147084775,1.299055428,-0.1358197426,6.169369241,1.303401476,0.09509985325,6.211044933,1.292616464,0.4979093878,6.343501255,1.457438512,-0.1975750454,6.357156409,1.415032692,-0.08985936837,6.419133755,1.529258304,-0.1041224251,6.512228377,1.562157748,0.5599531918,6.700532082,1.824827495,-0.1360915869,6.808000243,1.874039546,-0.5498998739,6.647895847,1.767830603,-0.9562281364,6.91463041,2.035945165,-0.315213963
61,6.279314758,1.457720752,0.1323299255,6.348748281,1.671090752,0.04728632252,6.34291517,1.657443743,0.1078497562,2.979423712,0.9328367004,-0.04241122316,4.400166391,1.037586002,-0.04299921138,5.499791176,1.256419987,-0.1435710318,5.843618294,1.26932027,-0.09721750153,5.84869329,1.215257065,0.08288792299,6.028134248,1.159124588,-0.1843827726,6.018637148,1.272953564,0.01721338281,6.098339613,1.200370914,-0.05672844236,6.113693087,1.275149238,-0.129737518,6.139419632,1.281657825,0.09340329885,6.179395447,1.267452962,0.4871877868,6.315354708,1.426274369,-0.197325713,6.336216654,1.383995953,-0.08951406147,6.397127208,1.49604961,-0.1035787777,6.492442888,1.533751836,0.5525971226,6.687099098,1.799174259,-0.1350514297,6.796628067,1.848507814,-0.5390485654,6.649277631,1.741435568,-0.9518948274,6.905307259,2.014127757,-0.3152473777
62,6.256430552,1.42760413,0.1316822303,6.325561665,1.640448071,0.04564668114,6.319824375,1.626904842,0.1065567631,2.775864753,0.8535073063,-0.07500670102,4.23821424,0.978053742,-0.03394020348,5.342884794,1.229093099,-0.1239019089,5.753530114,1.26185919,-0.09456917729,5.783584126,1.231974656,0.08454102088,6.00308235,1.138859444,-0.1822999882,5.969695907,1.258505382,0.02281418608,6.073711818,1.182304598,-0.05764824849,6.080745054,1.258849514,-0.1233115562,6.107066295,1.264912636,0.09033624735,6.146715519,1.243385689,0.4752444629,6.287238523,1.3970076,-0.1976158938,6.314921558,1.354550304,-0.09244529847,6.373340897,1.462410704,-0.103155654,6.472224899,1.502042998,0.5445500722,6.673924307,1.773522138,-0.1323717784,6.782117364,1.821453597,-0.5258719884,6.649206133,1.720589849,-0.9475320214,6.895779392,1.990251013,-0.3144321317
63,6.232666902,1.396970333,0.1307927844,6.301053116,1.609790508,0.04386481974,6.29529942,1.596258027,0.1048691367,2.574619011,0.770182634,-0.1142475701,4.079831933,0.916357143,-0.02520901452,5.174937805,1.187710425,-0.1042267735,5.646175922,1.250222235,-0.09162461415,5.703698994,1.246816676,0.08508980203,5.977810892,1.122779217,-0.1802004205,5.911753435,1.245167882,0.02560197726,6.047695676,1.166666609,-0.05809829431,6.041325873,1.245882453,-0.1173408507,6.073814109,1.24869424,0.08794282038,6.11294131,1.220601757,0.4628140067,6.257317017,1.368415992,-0.1976889873,6.293783182,1.324546837,-0.09603184529,6.349084728,1.428112456,-0.1028658818,6.451404745,1.470108392,0.5359011404,6.660023876,1.74720789,-0.1299273593,6.766905548,1.794051194,-0.513776816,6.6482283,1.701361509,-0.9430481137,6.885530518,1.966222472,-0.3132413766
64,6.209864306,1.365942308,0.1290197262,6.275459809,1.580031764,0.04186096069,6.269657668,1.566546558,0.1020843004,2.375748595,0.6791432254,-0.1685579666,3.922255108,0.8502207022,-0.01676613498,5.005282151,1.120539835,-0.0864470787,5.507668509,1.229198581,-0.08727442827,5.600200206,1.255408824,0.08146056975,5.95559016,1.115412052,-0.1785446479,5.835808348,1.234331134,0.01932718289,6.022161093,1.153648999,-0.05777863742,5.99558201,1.241147191,-0.1132657603,6.044574351,1.229591462,0.08833672077,6.083248578,1.199120035,0.4498651359,6.223630988,1.339311254,-0.1972410544,6.27432001,1.293595435,-0.09975769426,6.326626645,1.392309113,-0.1039138304,6.430349107,1.442526341,0.5259837005,6.644483078,1.722372932,-0.1291272358,6.753504621,1.770422212,-0.5107101081,6.645713223,1.689677825,-0.9397554972,6.873813341,1.945353947,-0.3110679355
65,6.185612593,1.334425963,0.1271048731,6.248422535,1.550049026,0.03983080244,6.242500737,1.536561669,0.09905854266,2.184945299,0.589524999,-0.2265387232,3.767821358,0.7812684941,-0.007519725584,4.8328742,1.038901156,-0.06940218894,5.354804788,1.198216157,-0.08199591621,5.480668824,1.256030794,0.0775109973,5.931357796,1.11251385,-0.1763602267,5.750900547,1.221629736,0.009780808243,5.993576248,1.143849562,-0.05607085399,5.939039867,1.237282802,-0.109567653,6.014020061,1.210724668,0.08996443561,6.050771005,1.179724945,0.4362792122,6.188391466,1.310469569,-0.1963285362,6.254871195,1.261677543,-0.102933107,6.303470118,1.356558284,-0.1049825639,6.40862586,1.415082255,0.5155421526,6.627948044,1.696557581,-0.1285063112,6.74009814,1.7470443,-0.5095304557,6.641223303,1.677974562,-0.9358857986,6.861288449,1.923921625,-0.3084726903
66,6.157948263,1.299749583,0.1267821358,6.219584413,1.516719907,0.03824087493,6.213511567,1.503198424,0.0968026141,2.013154449,0.5169193104,-0.2869553668,3.614598076,0.7057266179,0.006286548187,4.679766776,0.9417274612,-0.05495589183,5.190138236,1.141230796,-0.07333540819,5.341405629,1.233536497,0.07747411765,5.905374905,1.113956483,-0.1709647113,5.656733562,1.198314491,-0.005891318111,5.960060587,1.13878197,-0.04804111184,5.862886831,1.233821812,-0.1064080715,5.9870354,1.191100521,0.09525861274,6.016058239,1.161515498,0.4233312122,6.15419611,1.280612299,-0.1937169745,6.236314374,1.224848734,-0.1029906415,6.278822489,1.321161603,-0.1050915198,6.385164757,1.38759937,0.5057380323,6.610253662,1.667030901,-0.12766512,6.727539757,1.723117483,-0.5100512756,6.632705122,1.659426031,-0.9285893942,6.847345888,1.899981785,-0.3051680543
67,6.128349314,1.263253633,0.1271766679,6.189168541,1.481914501,0.03680845188,6.182912075,1.468341006,0.09468478635,1.851356943,0.4493717883,-0.3534537155,3.463263646,0.6255619502,0.02243104669,4.531422704,0.8280116699,-0.04203874843,5.008174788,1.069358084,-0.06255002612,5.183385851,1.198714776,0.07849482739,5.879023102,1.120479114,-0.1640261852,5.552146498,1.171137646,-0.02658972161,5.923974354,1.137553578,-0.03686759984,5.773884071,1.233650303,-0.1039416059,5.962343422,1.171393377,0.1032008964,5.98099697,1.144573472,0.4106167233,6.119562239,1.250422718,-0.1901019969,6.218579651,1.18529616,-0.1018805001,6.253576552,1.285485286,-0.1048817098,6.360546483,1.360707248,0.4959483059,6.591598023,1.635833745,-0.1268552113,6.715458851,1.699491806,-0.5130687846,6.621786396,1.639835789,-0.9197102304,6.83231872,1.875283757,-0.3010936738
68,6.095740964,1.229233165,0.1270856021,6.156644849,1.449119045,0.03610206338,6.150256244,1.435531729,0.09342408599,1.711506975,0.3912814914,-0.4029458595,3.318819878,0.5481859471,0.03889507269,4.381049218,0.713685405,-0.02846975755,4.835153679,0.9900906918,-0.05230859431,5.017978971,1.154503333,0.07802310316,5.839056768,1.128011419,-0.1578749113,5.446575158,1.138749642,-0.04163481231,5.878239985,1.13995049,-0.02764285886,5.66504479,1.218223212,-0.09970448473,5.920986939,1.154049044,0.1108269114,5.931248392,1.133324,0.3966601473,6.080926554,1.223527142,-0.1862903745,6.197698123,1.148211984,-0.1000062073,6.226503657,1.252122432,-0.1033378456,6.33584568,1.331718158,0.4858957365,6.571773717,1.603409401,-0.1257807214,6.702427605,1.674189915,-0.512082694,6.610391867,1.618137185,-0.9106643913,6.818069687,1.849523442,-0.2973754489
69,6.056450184,1.194158385,0.1275986995,6.122490332,1.413508068,0.035148588,6.116365183,1.400248967,0.09245888337,1.596859827,0.3543654717,-0.4319789074,3.185785142,0.4731102634,0.0581351329,4.229085857,0.5910853242,-0.01541146815,4.675746737,0.8957188263,-0.0449954481,4.835674217,1.094874513,0.07517087527,5.784515875,1.142646474,-0.1531255602,5.342971467,1.102671584,-0.0511489972,5.826760001,1.150616207,-0.02037279391,5.524015715,1.189084901,-0.09201624792,5.86933622,1.14572918,0.119245743,5.868914793,1.132778188,0.3815291548,6.042370331,1.200202876,-0.1846515678,6.173588394,1.11100873,-0.09622834188,6.196057794,1.22043933,-0.09882814736,6.311319591,1.298313973,0.4754148333,6.55035128,1.568205579,-0.1247793354,6.687845766,1.645515313,-0.5038101505,6.596307335,1.588960583,-0.9011018769,6.803403848,1.821807963,-0.2941505486
70,6.015939258,1.162099481,0.1270812636,6.086183684,1.3810581,0.035047628,6.080188302,1.36800479,0.09219303145,1.500395334,0.3221795031,-0.4499843192,3.056610885,0.3995684662,0.0767051903,4.075599216,0.4674236221,-0.001595701329,4.518336448,0.7949115715,-0.03709245257,4.647332318,1.027699678,0.07147450792,5.719527041,1.156922528,-0.1485990545,5.235123552,1.060901258,-0.05795198017,5.765383472,1.163008633,-0.01373897061,5.369599952,1.147749685,-0.08380253122,5.802198863,1.136052705,0.1270708165,5.793391661,1.135174734,0.3650588207,5.998612915,1.179241084,-0.181924266,6.146953933,1.076199811,-0.09203849674,6.164519756,1.190770409,-0.09410503137,6.286386764,1.264164211,0.4645430933,6.527638742,1.532040948,-0.123878796,6.672669534,1.61602852,-0.4943894602,6.581827862,1.559225482,-0.8914160208,6.789296483,1.793381551,-0.2912876396
71,5.977181168,1.136193057,0.1231181043,6.049252048,1.356706583,0.0347350551,6.043139636,1.343831552,0.09249991944,1.429434303,0.2924352962,-0.4440259785,2.931753073,0.3294335426,0.09186962854,3.907059934,0.3415126618,0.01659122596,4.367177971,0.6947860311,-0.02872328591,4.455598915,0.9562390853,0.06536505729,5.640238948,1.170768329,-0.1456331072,5.127243901,1.02295797,-0.05557849874,5.69337569,1.179323786,-0.01105762748,5.200727118,1.082909197,-0.07421203296,5.702386098,1.127502381,0.1321124783,5.696932057,1.143108307,0.345380492,5.951322254,1.159661562,-0.1796030745,6.114766799,1.046014491,-0.08854159529,6.131006938,1.162959991,-0.09010251865,6.262191679,1.228021237,0.45258702,6.504276543,1.495344469,-0.1225056903,6.656923588,1.585779507,-0.4841890861,6.568637436,1.532414143,-0.8838938542,6.778503493,1.763321474,-0.2899176098
72,5.938181601,1.115405716,0.1181428179,6.009196178,1.337566887,0.03641115781,6.002621434,1.324504479,0.09410336971,1.373065575,0.2599600788,-0.4297412297,2.808605064,0.2618276028,0.1052385864,3.739752432,0.2239456892,0.03514575645,4.218267445,0.5925361985,-0.0186947014,4.265879943,0.8810771374,0.05946531407,5.549869887,1.17902954,-0.1421020004,5.013787051,0.9741315568,-0.05030967965,5.607698076,1.193447483,-0.008723145116,5.026093113,1.005775499,-0.06508241851,5.585626947,1.113380898,0.1359641573,5.585813594,1.15069302,0.3246773712,5.895073589,1.143100688,-0.1740751509,6.080427233,1.020239844,-0.08484881806,6.097294981,1.138276219,-0.08640917984,6.237087605,1.192176607,0.4406109617,6.479825343,1.458652086,-0.1205315544,6.640684872,1.555556829,-0.47351395,6.555921918,1.506902573,-0.8756533934,6.768444272,1.732819114,-0.288414898
73,5.90632405,1.102175053,0.111025562,5.968919116,1.331447206,0.04444810456,5.961040779,1.316922013,0.09944266445,1.333623516,0.2069746448,-0.4131668113,2.683039795,0.1966569404,0.1137934087,3.585566342,0.1287690903,0.05547781831,4.067002425,0.4900237656,-0.006113816832,4.095398226,0.8072171077,0.0545927961,5.448052555,1.172033455,-0.1354244173,4.885330732,0.8959740173,-0.04580945503,5.497426941,1.197716061,-0.0053186022,4.860777108,0.9138490171,-0.05877894219,5.443890277,1.082841779,0.1377546564,5.456775803,1.151750385,0.3049428397,5.821478323,1.134719684,-0.1588393728,6.046829881,1.001789765,-0.08151030978,6.068645669,1.117225151,-0.08508917025,6.210803627,1.160526632,0.4296933498,6.453748083,1.423960248,-0.1180963488,6.624757175,1.527513585,-0.4653397643,6.548117138,1.49029559,-0.8652673996,6.760294774,1.704929522,-0.2862935196
74,5.877950463,1.094416528,0.1018467951,5.92792251,1.334018781,0.05580152983,5.918444133,1.317474168,0.1069271559,1.313460829,0.1462227835,-0.3873937614,2.558946889,0.1335328813,0.119136077,3.434986283,0.04306708329,0.07759146965,3.916828206,0.3849524179,0.007569428841,3.930842393,0.7302243978,0.04890005498,5.334184939,1.158027723,-0.1280713678,4.748404705,0.802433206,-0.03904250745,5.370236592,1.198784841,-0.002809748851,4.691813626,0.8059429166,-0.05339477708,5.279363185,1.044545232,0.1378556471,5.310995222,1.152288716,0.2845940981,5.73727764,1.13170235,-0.1388516774,6.011985686,0.9885521402,-0.0784752182,6.041971898,1.098953801,-0.08488052759,6.18410993,1.130316563,0.4188724176,6.426451405,1.389912857,-0.1155691579,6.608708359,1.500158685,-0.4578059177,6.542865075,1.478483728,-0.8543638636,6.753930768,1.677983676,-0.2843183494
75,5.841845275,1.094619165,0.09438145597,5.873212168,1.33495816,0.06790121447,5.86218603,1.31654384,0.1139353424,1.281765129,0.08123619147,-0.3722137071,2.430914827,0.0745698632,0.1238367214,3.293950792,-0.01819848988,0.09385266833,3.769679093,0.2877437007,0.02705058383,3.77279679,0.654871031,0.0457932113,5.212701032,1.131695107,-0.1220834489,4.607996197,0.6988789361,-0.03243271438,5.231238173,1.188597374,0.0009712517568,4.531617396,0.6985371778,-0.05086110256,5.120314489,0.9907323136,0.1371315825,5.157660486,1.142938071,0.2624822081,5.637013888,1.12740441,-0.1159990793,5.975596645,0.9820890075,-0.07619517415,6.013374186,1.087488901,-0.08433743004,6.154349472,1.103089942,0.4077957166,6.398770777,1.35707302,-0.1131595403,6.59177984,1.473524057,-0.4511566896,6.535060479,1.463523796,-0.8422790077,6.74462084,1.65091395,-0.2809250662
76,5.802003885,1.107952003,0.08903342492,5.802374633,1.337355406,0.08251363892,5.789838921,1.317018547,0.1207540895,1.235590788,0.001619568788,-0.3722737591,2.291115622,0.01834584156,0.1256809732,3.171757491,-0.04044421027,0.1030319947,3.626838956,0.1942258762,0.05097291771,3.629006641,0.5814141748,0.04644803571,5.080244966,1.087500222,-0.1177860476,4.462123676,0.5685029133,-0.02850690176,5.071554839,1.163154868,0.008400042556,4.385451165,0.5888715855,-0.05263941677,4.96855848,0.9153913271,0.1320956132,4.991407462,1.119291224,0.2361204561,5.514212697,1.124368157,-0.08588719944,5.944117637,0.9863960497,-0.07465337306,5.987987658,1.086297067,-0.08418957003,6.121373394,1.078770705,0.3968253138,6.370472318,1.326122102,-0.1107291791,6.573527837,1.449064801,-0.4469236899,6.523856701,1.444263466,-0.8271575035,6.730783893,1.62309019,-0.2742492256
77,5.759893294,1.130954436,0.08449134667,5.720943005,1.342764902,0.09961847481,5.706566284,1.320197551,0.1281237824,1.186841248,-0.08855807578,-0.3782287988,2.145335787,-0.03519511119,0.1252616155,3.061259217,-0.03623824222,0.1080257062,3.487067055,0.1025475087,0.07882428486,3.49565612,0.5076105627,0.04983703303,4.937265694,1.029499489,-0.1135622307,4.310076937,0.4174232178,-0.02497429398,4.893796967,1.127024764,0.01805043904,4.246922041,0.4731384921,-0.05697451811,4.813546976,0.823953073,0.1242354443,4.811981818,1.085996812,0.2071674861,5.374079485,1.123043907,-0.04996672159,5.914415058,0.9987215249,-0.07357075978,5.964361107,1.092190701,-0.08464539081,6.085985112,1.056441416,0.3860225938,6.341397688,1.296191152,-0.1079584362,6.554491033,1.425800889,-0.4439423979,6.511341927,1.423697454,-0.8098386748,6.714793218,1.594812787,-0.2655709499
78,5.700510479,1.1532695,0.08201891649,5.627856879,1.338652876,0.114049673,5.611111555,1.31420059,0.1341836028,1.126866005,-0.1639675038,-0.3891024762,2.008468841,-0.08160067093,0.1293759242,2.943685224,-0.03111770267,0.1075275462,3.348341053,0.02686812201,0.1164903198,3.355842313,0.4347752388,0.05604815578,4.793836443,0.9670017991,-0.1085156277,4.158525655,0.285680201,-0.01723879475,4.720269661,1.085268266,0.02648942582,4.110765618,0.3665448771,-0.06107017608,4.664861278,0.7261327253,0.1218994615,4.636170729,1.047634913,0.1808097943,5.228698526,1.113789528,-0.01876444257,5.871810399,1.010568373,-0.07295523464,5.928704015,1.099277482,-0.08345498076,6.046897696,1.036465536,0.3745640384,6.312436306,1.265568381,-0.1048082102,6.535337094,1.400150328,-0.4384308699,6.496786004,1.400091556,-0.7937237648,6.697799045,1.566418459,-0.2580868287
79,5.616735078,1.180196635,0.0830406145,5.515800504,1.318290745,0.1244050021,5.496026028,1.29258526,0.1378579494,1.047289975,-0.2228646045,-0.406153932,1.883009624,-0.1196170273,0.1371137042,2.816376769,-0.01997954862,0.09599636151,3.213003927,-0.02368940337,0.1646061805,3.205861765,0.36297839,0.0617810435,4.648316653,0.9001880156,-0.1063178985,4.008226615,0.1773735884,-0.00431317937,4.552433596,1.034469305,0.03428469872,3.975516819,0.2686581904,-0.05954503683,4.522815298,0.6174113563,0.1236274347,4.464373661,1.004234535,0.1557902905,5.076102416,1.095449081,0.005987089121,5.818878297,1.028231121,-0.07448372575,5.883877161,1.111698779,-0.08075144398,6.005277125,1.017192584,0.3607465181,6.285665403,1.233682421,-0.1008179566,6.516531633,1.371301735,-0.428992132,6.478861224,1.371353869,-0.7803938932,6.679627475,1.539386721,-0.2529235334
80,5.517027146,1.212856046,0.08641222497,5.388444181,1.289617211,0.1328961491,5.365381769,1.262973732,0.1401546404,0.9548905417,-0.2740911378,-0.429399494,1.762475002,-0.1513455811,0.1465838793,2.687230613,0.003102693892,0.07699265289,3.080780732,-0.05780016033,0.2206485036,3.052811845,0.2922160076,0.06824043896,4.497932675,0.8264306696,-0.1062749822,3.856982282,0.07804540317,0.01177425579,4.382456827,0.9748834357,0.04165728411,3.842995229,0.174162013,-0.05616647406,4.384192448,0.4969980809,0.1273896646,4.290674284,0.9550269776,0.1310738028,4.913240788,1.072321574,0.02850823901,5.759320157,1.051679805,-0.07740967322,5.832961464,1.129616507,-0.07699350197,5.961490735,0.9998948651,0.3456595242,6.259750618,1.201674434,-0.09653674099,6.497535818,1.341067077,-0.4176649103,6.45842532,1.339189791,-0.7681735037,6.659849612,1.513044972,-0.2484816215
81,5.409741772,1.234679807,0.0895208638,5.261223473,1.262140405,0.1398057186,5.235216649,1.234638669,0.142360922,0.8636918815,-0.3081637761,-0.4561451965,1.648235181,-0.1772059509,0.1630554102,2.553276936,0.01392621254,0.06285687725,2.945600692,-0.08782641443,0.2856177342,2.895918912,0.2238323223,0.08218756234,4.351005106,0.7509500396,-0.1010071215,3.706911272,7.032026881e-05,0.03088032641,4.218683425,0.9172321414,0.04462544357,3.712763172,0.0911042247,-0.06198816058,4.253201334,0.3803707024,0.1406215048,4.122356545,0.9035861635,0.1121366319,4.75056484,1.043028807,0.04720645924,5.680126381,1.062994786,-0.07812432085,5.76247807,1.141240085,-0.07043925747,5.913048128,0.9893625526,0.3326508181,6.230432847,1.170441794,-0.09344816731,6.477478253,1.3098368,-0.4058188918,6.438010138,1.307551711,-0.7555777834,6.639200636,1.484503245,-0.2438876927
82,5.284899679,1.243471581,0.09362573875,5.129090667,1.230051339,0.142701674,5.099676065,1.200354878,0.1432189033,0.7647890402,-0.3108060563,-0.4878299431,1.541637853,-0.19587292,0.189270128,2.4027636,0.003781301023,0.05220401588,2.799592996,-0.1053641562,0.3655065458,2.727924097,0.1563468804,0.1059542422,4.21089157,0.6725297534,-0.08930505448,3.556462784,-0.04144663171,0.0509215199,4.068700586,0.863091322,0.04048407014,3.583595605,0.02107464906,-0.06901174902,4.121506551,0.2578033558,0.1653954437,3.962896544,0.8478173537,0.1020887333,4.588466398,1.003747817,0.0590602384,5.574826855,1.06431742,-0.076324956,5.667449638,1.147880221,-0.06044162876,5.867624117,0.9896741521,0.3224932954,6.198351232,1.137312347,-0.09264149616,6.456617452,1.275635961,-0.3910235179,6.417839779,1.275738277,-0.7436728561,6.617492707,1.451907548,-0.2396458289
83,5.154649842,1.245230829,0.09747132062,4.996424918,1.199030094,0.1448364679,4.963679855,1.167793739,0.1442141586,0.6686605798,-0.3032397444,-0.5220460298,1.441069341,-0.2087825564,0.2203528338,2.251120303,-0.01160746869,0.04424713676,2.653916576,-0.1200808607,0.4521604608,2.55871057,0.09117182446,0.1351478963,4.071841717,0.5917893468,-0.07319137755,3.406450795,-0.06886788082,0.0745228231,3.920282359,0.8084695289,0.03464996849,3.457585896,-0.03888235696,-0.0860502605,3.998554499,0.1398152532,0.197407961,3.806105199,0.7893913185,0.09548343486,4.424699523,0.9593225728,0.06838590717,5.453945806,1.055902168,-0.0729856248,5.55714299,1.149454321,-0.04861271007,5.814331177,0.9937355823,0.3133870484,6.163336886,1.105318367,-0.09202419034,6.434828401,1.240705039,-0.3765115616,6.397206254,1.243823872,-0.731327823,6.5951235,1.418385766,-0.2355222811
84,5.03115933,1.228611482,0.09856354438,4.876916786,1.176399307,0.1493771085,4.84249307,1.14530943,0.14725757,0.583322684,-0.2862397525,-0.5590449797,1.347330829,-0.212825558,0.2590947533,2.104044234,-0.0339683278,0.04645995366,2.509911899,-0.1429075771,0.5455033537,2.390571909,0.03010913782,0.1715088453,3.930618045,0.5067307755,-0.04532048131,3.258065251,-0.08786395363,0.1020058054,3.768147688,0.7551972006,0.02659900923,3.334146033,-0.08302881107,-0.1234573881,3.891949985,0.03323201047,0.2407039947,3.651567148,0.7305079603,0.09526276123,4.261924083,0.9140182375,0.07642757591,5.306764746,1.027990867,-0.06511990775,5.425317759,1.141354782,-0.03413098124,5.747312682,1.006120696,0.3078917249,6.123956145,1.076772749,-0.09051505695,6.410783055,1.208090799,-0.3668947607,6.376563,1.214852957,-0.7162811827,6.573120352,1.385302029,-0.2314148733
85,4.906095885,1.207428855,0.09878709842,4.758737426,1.158313942,0.1541870881,4.722988317,1.128461641,0.1511993938,0.5069925295,-0.2674887238,-0.5974732647,1.259647724,-0.2134464871,0.3008699309,1.962421667,-0.05866806966,0.05208549013,2.369694404,-0.1664105632,0.6417959019,2.226223556,-0.02779743108,0.2125840916,3.790963624,0.4218589723,-0.01518389406,3.111001291,-0.1006196412,0.1344261121,3.615432464,0.7015260615,0.01829272559,3.215561808,-0.1187920496,-0.1741547066,3.797923506,-0.06157137187,0.2903285106,3.498975067,0.6710432049,0.09679364607,4.098537861,0.8651351596,0.08360951072,5.150337115,0.9893968321,-0.05622153788,5.281755798,1.127215184,-0.01829652618,5.669175947,1.018702934,0.3026184707,6.08112891,1.050814192,-0.08873456859,6.386007365,1.175312068,-0.3572620544,6.355582613,1.18614628,-0.700217158,6.550475483,1.351560908,-0.226893242
