frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz,F15_data.tx,F15_data.ty,F15_data.tz,F17_data.tx,F17_data.ty,F17_data.tz,F18_data.tx,F18_data.ty,F18_data.tz,F19_data.tx,F19_data.ty,F19_data.tz,F20_data.tx,F20_data.ty,F20_data.tz
86,4.789433141,1.191786553,0.0972583487,4.642493636,1.152059717,0.1583536297,4.60558612,1.126598545,0.1554235288,0.453258225,-0.2653746774,-0.6340717361,1.174672117,-0.2142566102,0.3412927991,1.837466686,-0.07830765877,0.06100670245,2.236754943,-0.1987706492,0.7355999604,2.071132958,-0.08126420949,0.2563179026,3.655940327,0.3415342011,0.0132745861,2.964487347,-0.1184238132,0.1757118264,3.461660032,0.6479565869,0.01375709169,3.103543063,-0.148577822,-0.2519497655,3.726130572,-0.1307879232,0.3430916691,3.349242675,0.6130959779,0.09209910097,3.929442084,0.8114691321,0.08861929489,4.998736543,0.938445614,-0.04957436322,5.13260224,1.104283594,-0.0006012161018,5.57083025,1.024683848,0.2952271667,6.034507686,1.028963517,-0.0867750058,6.361241681,1.141966728,-0.3466401499,6.334518636,1.156961013,-0.6823058851,6.526469497,1.317705372,-0.2202633893
87,4.675751993,1.172741207,0.09440201315,4.529006599,1.153337626,0.1621052533,4.491391198,1.134195316,0.1599204075,0.4126703747,-0.2657100705,-0.6715085988,1.093561943,-0.2115612554,0.3842042937,1.720660169,-0.09872407994,0.0740154326,2.10760952,-0.2355277945,0.8316493977,1.91974905,-0.1310096466,0.3048945321,3.523043262,0.2615422357,0.0447971183,2.818841452,-0.1316608083,0.2230268109,3.307924735,0.5946933946,0.009498107243,2.99613036,-0.1694647829,-0.3498408713,3.671024068,-0.1846066037,0.4019590548,3.202335739,0.5544459871,0.08684638595,3.756497889,0.7534202663,0.09143023801,4.839527459,0.8751081792,-0.04267231876,4.971305476,1.074089022,0.01929366362,5.458337136,1.030904196,0.2878668716,5.984375547,1.01008832,-0.08493675143,6.335754019,1.108599605,-0.3363251851,6.313391656,1.128182531,-0.6626161004,6.501407945,1.283254567,-0.2122869567
88,4.552738809,1.155132449,0.09215882229,4.409974046,1.154697001,0.1680468035,4.371136271,1.141289319,0.1664653095,0.3789237097,-0.2739119929,-0.7076819783,1.017628375,-0.211892595,0.4247260534,1.613007042,-0.1180257776,0.08423561473,1.995342488,-0.2698365351,0.9194454722,1.781162022,-0.1786949671,0.3551166086,3.389146539,0.1866145659,0.0696410945,2.679029531,-0.1476506671,0.2744241566,3.147832744,0.5383745906,0.006167443808,2.896623004,-0.1918066532,-0.4465508495,3.623880365,-0.223104359,0.4606193895,3.049824629,0.4943006757,0.08273245842,3.590228939,0.6945753873,0.1020930042,4.686991918,0.8088684278,-0.03499702703,4.810678043,1.04148695,0.03625248627,5.336721962,1.026888733,0.2779611826,5.929776056,0.9949458889,-0.08275802345,6.310174788,1.075086144,-0.3252786996,6.291831352,1.09875975,-0.6436011781,6.475389831,1.24756261,-0.2041704561
89,4.417049091,1.14363935,0.09011141328,4.282693245,1.159296249,0.1771325515,4.24212001,1.152041435,0.1760014619,0.3589149624,-0.2985680221,-0.7429316444,0.9512006333,-0.2171530763,0.4591329507,1.517145311,-0.1340066554,0.0855965334,1.901407292,-0.3013772068,0.9974015827,1.659218094,-0.2239331537,0.408427703,3.254516748,0.1165659707,0.084549549,2.539172883,-0.1715835056,0.3325752668,2.978117068,0.4776405806,0.008552041213,2.806117884,-0.2144846418,-0.5448786878,3.585458782,-0.2389953347,0.5182905637,2.889637287,0.4336154249,0.07688423545,3.426982603,0.631869776,0.1241613746,4.548110741,0.7404677251,-0.0262862176,4.651642495,1.006704922,0.04870044667,5.198745583,1.007822543,0.2626591831,5.875888362,0.9872340467,-0.07913257919,6.284981397,1.039366298,-0.3120622148,6.269272171,1.066953217,-0.6261850707,6.447982674,1.209062396,-0.1962711016
90,4.274062086,1.135142159,0.08781227029,4.151016526,1.168238861,0.1881174669,4.108596129,1.167921741,0.1876153706,0.3509456794,-0.3333963913,-0.777783579,0.8922977718,-0.224215874,0.4908670743,1.431369063,-0.1483015004,0.08357721217,1.820161624,-0.3320831444,1.0702473,1.54919852,-0.2661557713,0.4648540785,3.120110311,0.05035573903,0.09370737255,2.400250063,-0.198185783,0.3968789356,2.801902631,0.4143764019,0.01430149415,2.722804007,-0.2344637153,-0.6502969143,3.558044562,-0.2360018865,0.5776268196,2.725577387,0.3727993398,0.07012423871,3.265442876,0.5658943983,0.1522517198,4.413751442,0.6664791683,-0.01683315365,4.48892493,0.968063145,0.05915193749,5.045955212,0.9795895945,0.2441692279,5.820235087,0.9848556596,-0.07462065103,6.25969512,1.002385984,-0.297682827,6.245749489,1.033725558,-0.60950881,6.419486784,1.169026599,-0.1884140471
91,4.124533423,1.122686708,0.08713261879,4.016391816,1.170880144,0.2003533969,3.971618174,1.174819007,0.200359671,0.3359045481,-0.361356024,-0.810436957,0.8327715968,-0.2321584702,0.5258297279,1.350173203,-0.1648714889,0.088618006,1.754146946,-0.3587723011,1.13693251,1.447392867,-0.3069520161,0.5190548861,2.983949999,-0.00874034067,0.09844054163,2.277574777,-0.2193892529,0.4605167881,2.622443067,0.349919938,0.01331930134,2.645516912,-0.2591042443,-0.7455087797,3.53514691,-0.2307898873,0.6374296492,2.558069506,0.310119604,0.06963511856,3.119744347,0.5054749731,0.182968374,4.274136637,0.5900037744,-0.007025793281,4.326111224,0.9273105076,0.06859708953,4.896576581,0.9475265597,0.227562169,5.750342637,0.9798844962,-0.07127411294,6.233571542,0.9684920779,-0.2848140588,6.221845915,1.00202015,-0.5933876556,6.391158333,1.131019352,-0.1810517373
92,3.960344051,1.10543569,0.0889809713,3.87473906,1.166718563,0.2159459474,3.82631683,1.170494646,0.2159327055,0.310634085,-0.3808628344,-0.8420609586,0.7699766519,-0.2439112312,0.5632252572,1.273077912,-0.1862214041,0.1003206135,1.711209491,-0.3787992636,1.194812097,1.353583114,-0.3506007426,0.5721632405,2.843650887,-0.06171418816,0.09660911182,2.174934246,-0.2347435963,0.526191737,2.434544398,0.2821142717,0.001420774734,2.572052359,-0.2927907196,-0.8270484231,3.516735451,-0.2229384852,0.6992292847,2.381223681,0.2414731156,0.07782947075,2.993140568,0.4482375,0.2215352958,4.124866714,0.5102556799,0.005456914433,4.158779039,0.8829284191,0.07714189068,4.754742013,0.9121182883,0.2130136734,5.662370326,0.9734795572,-0.07141476418,6.206833486,0.9384603972,-0.2746085097,6.197283364,0.971355392,-0.5784377235,6.362624948,1.09418004,-0.1738415528
93,3.785671282,1.085167849,0.09222519882,3.72803119,1.159254415,0.2341492258,3.675114943,1.160545393,0.2338315572,0.2831468225,-0.3981605545,-0.8727370332,0.7077241724,-0.258268908,0.6017077706,1.202066477,-0.2100349294,0.115503245,1.686947475,-0.395222704,1.245663973,1.268878297,-0.3947822065,0.6257669703,2.701082189,-0.1095090964,0.08960592729,2.085545534,-0.247128979,0.5948408834,2.240362036,0.2118072925,-0.01612274746,2.504176723,-0.3307748365,-0.9023670189,3.505327553,-0.2073635137,0.7625955963,2.197801995,0.1690596919,0.09123475583,2.879202887,0.3922826833,0.2667809607,3.971860504,0.4264010244,0.01971027767,3.988698102,0.8353061164,0.08427530184,4.612734394,0.8717487407,0.1988333804,5.562727457,0.9681005893,-0.07321360514,6.179577636,0.910592707,-0.2657186926,6.172418502,0.9412915854,-0.5640918403,6.333718196,1.057574637,-0.1666079656
94,3.619695673,1.058516769,0.09565084229,3.586724344,1.143582229,0.2500002238,3.529917768,1.142341153,0.2497698929,0.2512500828,-0.4079155855,-0.8990143752,0.6475814494,-0.2681389151,0.6463574925,1.135343573,-0.2331402096,0.1404348642,1.665548688,-0.4134130943,1.295076647,1.191640287,-0.4312766115,0.6752350215,2.560772629,-0.1490222842,0.08407984665,2.008940128,-0.2536788437,0.6569919695,2.054320728,0.1444472763,-0.03519842477,2.446740101,-0.3669500841,-0.9705209827,3.498108027,-0.193662708,0.8233824652,2.021336025,0.1002629017,0.108236925,2.777722329,0.3468785524,0.3057481935,3.820980424,0.3412671293,0.03054209575,3.828837596,0.788716302,0.09006280799,4.471100536,0.8282356765,0.1872851019,5.454262896,0.9576911324,-0.07252129185,6.150949341,0.8854937312,-0.2570433954,6.148860432,0.914797295,-0.5483617175,6.306095003,1.024601991,-0.1600197527
95,3.462604335,1.024529073,0.0986478267,3.452770256,1.115018608,0.2638477064,3.391289564,1.110182739,0.2644765535,0.2133180827,-0.4054298975,-0.9153621057,0.5911233321,-0.2721033069,0.6997319321,1.07451937,-0.2580377634,0.1817537841,1.651634712,-0.4331145598,1.345697326,1.12129683,-0.46166855,0.7166405665,2.421784073,-0.1771585427,0.08048225384,1.951819719,-0.2495845687,0.7160244251,1.873352616,0.07785922831,-0.05608879816,2.398118543,-0.4043119257,-1.028043748,3.496040236,-0.1833130052,0.8842837948,1.849180499,0.03271053624,0.1299314642,2.699640997,0.3150760937,0.3390626723,3.664801126,0.2477010597,0.04030689825,3.685158543,0.7450713559,0.09377556561,4.331948141,0.7814931593,0.1784690288,5.326945062,0.9441857029,-0.06664554787,6.120679423,0.8638879347,-0.2496465576,6.128319435,0.8932396669,-0.5295684418,6.282730282,0.9987970481,-0.1552411833
96,3.310271218,0.9860584479,0.1021358607,3.321119827,1.080834306,0.2758906468,3.255843528,1.072211974,0.2775798185,0.1716312171,-0.397834334,-0.9298336389,0.5358163912,-0.2737403303,0.7571197276,1.017260822,-0.2821025401,0.2291077304,1.641975615,-0.4535827752,1.392672839,1.05880081,-0.4856324043,0.7553560348,2.284303465,-0.1986488308,0.07594023465,1.905182179,-0.2421776704,0.7688871396,1.697723437,0.01321369544,-0.07945263006,2.358875852,-0.440161252,-1.080264986,3.498096762,-0.1726980733,0.9422648042,1.682458672,-0.03178095711,0.154781129,2.630412126,0.2905667968,0.3676890373,3.510902392,0.1544052009,0.04630052107,3.545739795,0.6999447378,0.09629627044,4.191802276,0.7307171591,0.1716454696,5.193368462,0.9253445861,-0.0604269354,6.08934152,0.8444550071,-0.2427554415,6.107550494,0.8736487537,-0.5111916049,6.259111445,0.9749716902,-0.1510008056
97,3.171342183,0.9441729224,0.1029074102,3.195512309,1.04274436,0.281175467,3.1288796,1.031603699,0.2849592913,0.125680696,-0.3868386128,-0.9445432705,0.4802832726,-0.2731154233,0.8203701953,0.9662715918,-0.3022902803,0.2812712933,1.625451498,-0.4758221363,1.43569221,1.006977309,-0.4978745501,0.7913015734,2.152489941,-0.2113067938,0.07208812045,1.86625513,-0.2325308912,0.8092791759,1.537773616,-0.04605335991,-0.1051412346,2.332667712,-0.4717903431,-1.12823375,3.502540443,-0.1650133379,0.9933899531,1.528826657,-0.0874521807,0.1798188105,2.566015492,0.2769388393,0.3836712652,3.370443448,0.06324279443,0.04545743506,3.415122205,0.6551330949,0.09638666194,4.046630864,0.6752352682,0.1665650427,5.054460705,0.8989201104,-0.05612863032,6.056062313,0.8255530794,-0.2344789699,6.085680459,0.8564005985,-0.4945497666,6.232644485,0.9511341895,-0.147565393
98,3.037732567,0.8971914104,0.1059083075,3.071547527,1.000568772,0.2854437952,3.004980667,0.9872771924,0.2912120098,0.07770231408,-0.3728845998,-0.9596766,0.425918208,-0.2698272058,0.8864461697,0.9171653302,-0.3203774926,0.3372985702,1.61027053,-0.4990935778,1.474704161,0.9623399497,-0.5032231222,0.8268557934,2.023397171,-0.2197679379,0.06831531578,1.834255646,-0.2221589422,0.8421723322,1.38587974,-0.1021045629,-0.1321341981,2.31739752,-0.4997390354,-1.1730592,3.510747122,-0.1564606096,1.040955991,1.382958064,-0.1390575381,0.2085049847,2.504095052,0.2686507152,0.3946216876,3.23579106,-0.02261243588,0.03953320575,3.28593306,0.6074530581,0.09685381978,3.901469466,0.6162994231,0.1643563774,4.916110961,0.8650208062,-0.05142470387,6.022259829,0.8091795429,-0.2255971942,6.063525698,0.840920831,-0.4776857729,6.205493792,0.9281903807,-0.1434607627
99,2.905928584,0.8437914489,0.1158160642,2.943689406,0.9581085078,0.2916943759,2.880799526,0.9443259775,0.2979953814,0.02722089463,-0.3603921137,-0.9817896909,0.3706799841,-0.2631973625,0.9534435846,0.8651356468,-0.3337775719,0.3903699783,1.597168775,-0.5269118007,1.508006019,0.9252162732,-0.4976983333,0.8676031178,1.892709183,-0.2295708163,0.0649390776,1.802488285,-0.2152875214,0.8639574864,1.240569475,-0.1548184753,-0.1603482426,2.313539237,-0.5197863535,-1.2186652,3.523126453,-0.1441624112,1.083883959,1.245737629,-0.1861867365,0.2434911545,2.434665605,0.2649673738,0.4045434865,3.109620369,-0.09631755348,0.0293759372,3.147452763,0.5533923264,0.09961326078,3.755099334,0.5535873558,0.1683144283,4.796148971,0.8216194086,-0.04473422523,5.98837608,0.794033761,-0.2149045667,6.040096388,0.8247470194,-0.461891888,6.1761157,0.9023532359,-0.135665808
100,2.778696173,0.7850508589,0.129049552,2.815789682,0.9127809008,0.2972856048,2.759004015,0.8994724732,0.3036708211,-0.02650935878,-0.3462291941,-1.006551154,0.3156231133,-0.2535290423,1.023408614,0.8141859772,-0.3438436399,0.4449717806,1.58559376,-0.5577311748,1.536867371,0.8965397754,-0.4821518935,0.9094134396,1.762604266,-0.2360310502,0.06157464678,1.776041942,-0.2084257544,0.8761631695,1.102794258,-0.204296165,-0.1900056169,2.320663936,-0.5350510841,-1.261631139,3.539581185,-0.1303399227,1.122340644,1.116734974,-0.2284795517,0.2826302665,2.36611524,0.2684532847,0.4105708203,2.990687351,-0.1640724431,0.0149596568,3.008515905,0.49654724,0.1027987322,3.606797331,0.4868413563,0.1761534334,4.681920937,0.7711060684,-0.03671957195,5.953856338,0.780267055,-0.2031208803,6.016040222,0.8094255426,-0.4469451296,6.145038412,0.875953914,-0.126318555
101,2.652977174,0.7230438501,0.1465425222,2.689628102,0.8654726534,0.3045994556,2.638474519,0.8521925107,0.3104510694,-0.07608103835,-0.3294927146,-1.031692677,0.2649224348,-0.2418371534,1.089112581,0.7591282453,-0.3526401149,0.4993007045,1.574959834,-0.5857910966,1.560417957,0.8683385775,-0.4677150777,0.9508426722,1.638305658,-0.2424342836,0.0554755928,1.751585815,-0.2057110907,0.8842768544,0.9685782829,-0.2484932056,-0.2166048285,2.336894636,-0.5467621019,-1.303148791,3.558225794,-0.1139874035,1.156297789,0.9935656916,-0.2678129152,0.3229176398,2.290027139,0.265903914,0.4133496354,2.87321372,-0.2165506914,-0.01042732798,2.866627713,0.4351828428,0.1092854826,3.462976632,0.4200350273,0.1825339207,4.5718478,0.7115203308,-0.03104787293,5.921008424,0.7731172062,-0.1932802664,5.990486088,0.7960891406,-0.4313966427,6.112878707,0.8528843681,-0.1175662045
102,2.527624183,0.6549115523,0.1709977313,2.563184019,0.8156899357,0.315400798,2.517992716,0.801649723,0.3195731519,-0.1207045202,-0.3098208318,-1.059720569,0.2173145746,-0.2274390193,1.150323942,0.6971718213,-0.3601253209,0.5541538889,1.565370122,-0.6117479378,1.576617463,0.8396118017,-0.4551382156,0.9906648457,1.522214123,-0.2493941295,0.04609258251,1.728643481,-0.2095860866,0.8857133049,0.834651574,-0.2880895984,-0.2395879672,2.364814646,-0.5529857493,-1.347752141,3.580183446,-0.09326453227,1.187149463,0.8760402694,-0.3064691947,0.3643677244,2.201942417,0.2553789546,0.411525817,2.75530325,-0.2498743291,-0.05298186589,2.717315245,0.3632644039,0.1217006346,3.327903758,0.3528100542,0.1873799524,4.47013185,0.6335952642,-0.02887547835,5.893815844,0.7748406713,-0.1865554181,5.963400863,0.7827532816,-0.413864761,6.077699823,0.8336010457,-0.1086310851
103,2.404509891,0.5812161312,0.2004478206,2.437075306,0.7631489673,0.3279044057,2.398656054,0.7481746006,0.3296040888,-0.1631764264,-0.2875111135,-1.089888587,0.1718318003,-0.2103138172,1.209986863,0.6315922395,-0.3657643508,0.6102648445,1.557026579,-0.6369679773,1.586766673,0.8132927193,-0.4409894431,1.029969013,1.411567909,-0.2554070744,0.03485179937,1.708676406,-0.2173145774,0.8801163161,0.7044177494,-0.3235429136,-0.2609831568,2.403953174,-0.5541988252,-1.392946025,3.60538866,-0.0695171241,1.21461767,0.7647942833,-0.3428458178,0.408303475,2.106896186,0.2420494246,0.4052956017,2.639858636,-0.2691118356,-0.1073845566,2.563159944,0.2838018041,0.1375565612,3.197743719,0.2840615612,0.1929922771,4.37484093,0.542086551,-0.0286915682,5.869443008,0.7826852892,-0.1814541027,5.935019084,0.7701390247,-0.3952742327,6.040571475,0.8163086643,-0.09912269486
104,2.285178177,0.5090647977,0.2286968169,2.317073075,0.7089680788,0.339101926,2.282844882,0.6929296049,0.3386793806,-0.2015083038,-0.2626083199,-1.115002982,0.1331059907,-0.1926931018,1.265683923,0.5663225285,-0.3710450872,0.665747607,1.549515051,-0.656807789,1.594904455,0.7872780294,-0.430220066,1.07084432,1.303829004,-0.2606234406,0.02199089402,1.691231744,-0.225258081,0.8763182168,0.5839259673,-0.352453699,-0.2802228245,2.447796121,-0.5551042355,-1.429445973,3.630174196,-0.04658500431,1.236180726,0.6587203609,-0.3731441476,0.4536174317,2.010662624,0.2233582879,0.3977050467,2.528271341,-0.2783152762,-0.1631590135,2.412313554,0.208541212,0.1519664482,3.066799585,0.2165578645,0.1974483826,4.275251443,0.4560349898,-0.0303334741,5.839975699,0.7943490844,-0.1770455288,5.904904424,0.7633916579,-0.3776677691,6.006647555,0.8014661481,-0.09180883032
105,2.170824414,0.437519078,0.2548627648,2.205920825,0.6524856921,0.3483315302,2.171652549,0.6350643499,0.3460933383,-0.2341350759,-0.2324471831,-1.133122441,0.1026532831,-0.174976435,1.320368347,0.5006009446,-0.3780177285,0.7221273602,1.54251336,-0.6701922233,1.59965009,0.7616209639,-0.4237144787,1.113829865,1.200440045,-0.2639245174,0.005932298881,1.67717814,-0.2341174057,0.8725333545,0.4746577067,-0.3736449694,-0.2933497703,2.499108757,-0.5554783604,-1.45784427,3.653959753,-0.02570876596,1.250002255,0.5580835819,-0.3978685919,0.4987428033,1.911741794,0.1987072506,0.3862465828,2.418478588,-0.2717898546,-0.2296808265,2.267590856,0.1398611842,0.1636971632,2.934000652,0.1485744616,0.1979530718,4.171022722,0.375611951,-0.03483322269,5.807934391,0.8142927155,-0.1740184236,5.875414035,0.7649057887,-0.3614427313,5.97697541,0.7878929752,-0.08770377621
106,2.060249072,0.3646398311,0.2814169117,2.100267272,0.5937904155,0.3567596021,2.063840817,0.5746629408,0.3526498402,-0.2623595152,-0.1985295048,-1.147676606,0.07849700405,-0.1564418043,1.372862167,0.4334691414,-0.3852585772,0.7788556183,1.536382936,-0.679385898,1.599908603,0.7372187928,-0.419158397,1.157555962,1.101479561,-0.2657867276,-0.01285777851,1.666404792,-0.2449435386,0.866539912,0.3735813061,-0.3885217249,-0.3025241753,2.558722289,-0.5539664932,-1.480880225,3.678465697,-0.004988564139,1.257453658,0.4635620421,-0.4180735505,0.5444071876,1.809054668,0.1693409314,0.3711397265,2.311233014,-0.2507542886,-0.3060112612,2.125439328,0.07325513331,0.1748773804,2.801242263,0.07989130903,0.1957286799,4.065731452,0.294906968,-0.04174047628,5.774731778,0.8412126425,-0.1723004033,5.845737055,0.7719274497,-0.3458843335,5.949077587,0.7765174475,-0.08561204645
107,1.951489749,0.2960473337,0.3074376362,1.996776993,0.5351104962,0.3643501161,1.958324215,0.5142743044,0.3589699873,-0.2885608729,-0.1671667937,-1.159544027,0.06008982446,-0.1375516565,1.414582075,0.3686364977,-0.388979397,0.8310402628,1.531744882,-0.6847556374,1.600166542,0.713259629,-0.4166336393,1.201269159,1.002339778,-0.2687852604,-0.03096742144,1.656977985,-0.2546359972,0.8665505691,0.2799604698,-0.3985808564,-0.3161855193,2.61713734,-0.5535720828,-1.492559543,3.703493381,0.01647171878,1.26076659,0.374735951,-0.4307401963,0.593098813,1.708986117,0.1353899269,0.3596800713,2.21200795,-0.2298183254,-0.366123879,1.984528142,0.01010996309,0.1859339546,2.6673121,0.01551238795,0.1951173123,3.954608357,0.2238404633,-0.04846587627,5.730760593,0.8641941446,-0.1698668644,5.810715054,0.7819074619,-0.3313540993,5.922845468,0.7709451619,-0.08491003997
108,1.845270732,0.2325191762,0.3330893071,1.893670939,0.4787142322,0.3723843656,1.852153561,0.455273362,0.3669226686,-0.3133140222,-0.1371030953,-1.165735727,0.04800486611,-0.1191224725,1.444810233,0.3051939243,-0.3891078801,0.8808544316,1.529658915,-0.6840680617,1.598026356,0.6900878641,-0.4221110288,1.245158935,0.9002341556,-0.2711843949,-0.04696380336,1.649799045,-0.2612556446,0.8743282796,0.1970357288,-0.4030142757,-0.3330574853,2.675461894,-0.557084942,-1.491496325,3.728684156,0.03745411592,1.257619366,0.2933640273,-0.4327458327,0.6488264958,1.612663101,0.09406577542,0.3502989709,2.11586644,-0.2017958653,-0.4088665656,1.841281458,-0.04852339192,0.1944389711,2.529775746,-0.04661193606,0.197542828,3.83131055,0.17049017,-0.0559413758,5.673378791,0.8859703863,-0.1685359794,5.771733882,0.7994221325,-0.3207185492,5.900769346,0.7703629513,-0.0864291552
109,1.741456929,0.1722164844,0.3581032094,1.794236653,0.4211828181,0.3791845465,1.749688813,0.395585984,0.3738979192,-0.3359804787,-0.1084842807,-1.169989106,0.04109775787,-0.09979592184,1.466992419,0.2438088401,-0.3864554264,0.9266117215,1.528540406,-0.6799899705,1.596489497,0.6673819815,-0.4274977328,1.289940236,0.799530835,-0.2748415113,-0.06305471549,1.643748352,-0.2675062971,0.8859523014,0.1205673766,-0.4026750284,-0.3531258311,2.733644725,-0.5601259988,-1.480468692,3.754176852,0.05928622752,1.250916675,0.2166299025,-0.4290250084,0.70619536,1.517220004,0.04920928776,0.343846191,2.028255262,-0.1743766713,-0.4398361607,1.699832941,-0.105156571,0.2037331577,2.39222405,-0.1044301092,0.201610788,3.70525324,0.1214042872,-0.06339286689,5.607791772,0.9045928473,-0.1661984153,5.727451928,0.8185046062,-0.310096749,5.879851389,0.7743719079,-0.08898817245
