frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz
650,1.129460631,-0.4027507029,0.7689881001,1.039756826,-0.1378898171,0.6782848469,1.039756826,-0.1378898171,0.6782848469,2.846418166,-0.2030662711,-1.027273724,0.8331674349,-0.4162524186,-2.064602873,3.802111993,0.01081922781,0.9996244493,1.837950328,-0.2334188987,-0.8044382514,0.8216172346,-0.05817803425,-0.1292885203,2.282259415,0.036735797,0.4435606268,2.455306223,-0.4509931919,1.546491417,1.834869224,-0.2434983695,0.8242719832
651,1.128773726,-0.4055937984,0.7701425258,1.039538141,-0.1410742562,0.6787890887,1.039538141,-0.1410742562,0.6787890887,2.837469279,-0.2129645309,-1.032760997,0.834431239,-0.4198233375,-2.065441005,3.790952185,-0.00300627089,1.008950253,1.826876235,-0.2429103368,-0.8097339656,0.8189140711,-0.06094307009,-0.13193679,2.279713491,0.03172379157,0.4434762684,2.452119369,-0.4545751686,1.552051981,1.827529625,-0.2465382064,0.8246334443
652,1.128243333,-0.4085323945,0.7712226389,1.039708627,-0.1441306236,0.6793322128,1.039708627,-0.1441306236,0.6793322128,2.828310819,-0.2228923368,-1.037982564,0.8355989909,-0.423333251,-2.066247637,3.779989047,-0.01577743028,1.017626703,1.815390294,-0.2524264909,-0.8152665979,0.8157260443,-0.06400794049,-0.1345348982,2.27623512,0.02642050159,0.443501931,2.448583863,-0.4580757801,1.557650792,1.819927206,-0.2500148043,0.8251752481
653,1.127464932,-0.4116428903,0.772318552,1.039755439,-0.147249055,0.6798531673,1.039755439,-0.147249055,0.6798531673,2.818498631,-0.2335142039,-1.043139218,0.8366648162,-0.4272070444,-2.066979722,3.768879541,-0.02815540943,1.0262967,1.803136954,-0.2625204063,-0.8211210305,0.8117470534,-0.06716071975,-0.1372600984,2.271702764,0.02064846443,0.4436654938,2.444295289,-0.461612794,1.563703923,1.811522214,-0.2538333771,0.8257404785
654,1.126268117,-0.4149572866,0.7734959259,1.039360853,-0.1505967668,0.6803342539,1.039360853,-0.1505967668,0.6803342539,2.807910634,-0.2451410956,-1.048381267,0.837677864,-0.4316900217,-2.067612841,3.757425742,-0.04074808009,1.035457402,1.790127457,-0.2734648128,-0.8273611438,0.8069623402,-0.0702683779,-0.1402384413,2.266389806,0.01438540965,0.4439110485,2.439164715,-0.4652866151,1.570381613,1.80213083,-0.2578376493,0.826182021
655,1.125045069,-0.4184004472,0.7746946721,1.038937761,-0.1540592885,0.6808493478,1.038937761,-0.1540592885,0.6808493478,2.79701495,-0.2571514343,-1.053551579,0.8386918002,-0.4364258225,-2.068188359,3.745940246,-0.0531480908,1.044656598,1.776813478,-0.2847631265,-0.8339210282,0.8017422163,-0.07350012807,-0.1433409075,2.260631775,0.007861440124,0.4441674068,2.433639461,-0.4690135203,1.57729263,1.79230602,-0.2620322923,0.8265979876
656,1.124188774,-0.4218983873,0.775854886,1.038899611,-0.1575232207,0.6814725246,1.038899611,-0.1575232207,0.6814725246,2.786281323,-0.2689253157,-1.05849297,0.8397614775,-0.4410585955,-2.06874828,3.734738926,-0.06495095975,1.053441696,1.763648259,-0.2959206266,-0.8407346727,0.7964569945,-0.0770264092,-0.1464383204,2.254765465,0.001305251954,0.4443634048,2.428168539,-0.4727118034,1.584046242,1.782601177,-0.266424206,0.8270872483
657,1.124093031,-0.4253781993,0.7769167713,1.039660423,-0.1608761684,0.68227799,1.039660423,-0.1608761684,0.68227799,2.776181141,-0.279844539,-1.063048291,0.840942939,-0.4452329832,-2.069335319,3.724140768,-0.0757550043,1.061359772,1.751086593,-0.3064443649,-0.8477360583,0.7914770422,-0.0810189052,-0.1494013926,2.249128963,-0.005055925638,0.4444278477,2.42320264,-0.4763018471,1.590252193,1.773570173,-0.2710225376,0.8277493604
658,1.124674063,-0.4291790356,0.7779591088,1.041372873,-0.1642574991,0.6832760589,1.041372873,-0.1642574991,0.6832760589,2.76604024,-0.2905402886,-1.06704387,0.8423639379,-0.4495543387,-2.069707756,3.713837815,-0.08556787107,1.06880775,1.738673816,-0.3170085449,-0.8553817542,0.7864697008,-0.08557288858,-0.1524925531,2.242867586,-0.01164723848,0.4445036488,2.418335175,-0.4797796214,1.596626324,1.764820017,-0.276304333,0.8283977106
659,1.125545173,-0.4334170714,0.7790493026,1.043671199,-0.1677900998,0.684394928,1.043671199,-0.1677900998,0.684394928,2.755315352,-0.3016820938,-1.070618181,0.8439825012,-0.4544494855,-2.069781234,3.70347432,-0.09476258386,1.076268333,1.725921379,-0.328189898,-0.8637990978,0.7810445836,-0.09054668739,-0.1558654273,2.235550374,-0.0187615413,0.4446813749,2.413082675,-0.4832177693,1.603626039,1.75578489,-0.2823487105,0.8289143151
660,1.126646283,-0.4376862895,0.7801098641,1.046192001,-0.1713382703,0.6855844967,1.046192001,-0.1713382703,0.6855844967,2.744673906,-0.3127083855,-1.074082216,0.8456008753,-0.4592959725,-2.069835834,3.693298938,-0.1034871157,1.083416406,1.713231471,-0.3393476273,-0.8724283416,0.7754844768,-0.09575669673,-0.159227509,2.228151305,-0.02597378339,0.444812143,2.407782833,-0.4866536179,1.610473927,1.746759088,-0.2885686774,0.8295023863
661,1.127917032,-0.4415817665,0.7810622938,1.048571617,-0.174767637,0.6867930116,1.048571617,-0.174767637,0.6867930116,2.734781407,-0.3230547852,-1.077747006,0.8470211687,-0.4634720059,-2.070152937,3.683559618,-0.1118890799,1.089926142,1.701002303,-0.3498368533,-0.8807101164,0.7700704803,-0.1010180771,-0.16228633,2.221643373,-0.03285804318,0.4447481316,2.402774903,-0.490125265,1.616392881,1.738035634,-0.294376034,0.8303653224
662,1.12953962,-0.4453660388,0.7818625672,1.051092959,-0.1782236713,0.6880955461,1.051092959,-0.1782236713,0.6880955461,2.725370901,-0.3329990225,-1.081455963,0.8482197609,-0.4671375102,-2.070627226,3.674118365,-0.1198302968,1.095704624,1.689007494,-0.3596535295,-0.8889230028,0.7646930089,-0.1064685371,-0.1650409778,2.215645043,-0.03990006635,0.4444289668,2.39794913,-0.4936716157,1.621483632,1.729324412,-0.3000452902,0.8313802359
663,1.131651448,-0.4494726805,0.7825430063,1.054171907,-0.1818763504,0.6895707802,1.054171907,-0.1818763504,0.6895707802,2.715817238,-0.3431030019,-1.084898146,0.8493198345,-0.4708208103,-2.070998596,3.664712984,-0.1271274773,1.100933229,1.676832233,-0.3692440428,-0.8976146213,0.7590840768,-0.1123134027,-0.1676994383,2.209230202,-0.04766775886,0.4439297612,2.392996686,-0.4972859703,1.626360465,1.720247893,-0.3061436703,0.8323380541
664,1.13412468,-0.4537540151,0.7831389296,1.057644038,-0.1856288513,0.6911711079,1.057644038,-0.1856288513,0.6911711079,2.706247371,-0.3532265582,-1.088152633,0.8503437,-0.4744529732,-2.071316835,3.655404208,-0.1338598399,1.105697249,1.664589016,-0.3786363437,-0.9066291104,0.7532858698,-0.1184683117,-0.1702825559,2.202554163,-0.05585782395,0.4433070976,2.387959052,-0.5009380635,1.631016846,1.710966944,-0.3125211177,0.8333133344
665,1.136831339,-0.458062168,0.7836858395,1.061344891,-0.189384058,0.692849011,1.061344891,-0.189384058,0.692849011,2.696788303,-0.3632293792,-1.091297897,0.8513136562,-0.4779648856,-2.071631363,3.646252254,-0.1401061341,1.110082187,1.652390007,-0.3878585485,-0.9158102446,0.7473405185,-0.1248487366,-0.1728108758,2.19577212,-0.06416684626,0.442618298,2.382877467,-0.5045971612,1.635446409,1.701642178,-0.3190273692,0.8343811065
666,1.139643326,-0.4622490807,0.7842194848,1.065109965,-0.1930445364,0.6945571102,1.065109965,-0.1930445364,0.6945571102,2.687567085,-0.3729709898,-1.094411797,0.8522519953,-0.4812872387,-2.071991238,3.637316871,-0.1459447177,1.114173682,1.640347073,-0.3969390072,-0.9250014737,0.7412900862,-0.1313699674,-0.1753046164,2.189039175,-0.07229132122,0.4419214862,2.377792948,-0.5082320862,1.639642956,1.692433969,-0.3255119742,0.8356169008
667,1.142432452,-0.466166499,0.7847758858,1.068774736,-0.1965124997,0.6962481851,1.068774736,-0.1965124997,0.6962481851,2.678710851,-0.3823107636,-1.097571566,0.8531810226,-0.4843505228,-2.072445161,3.628657379,-0.1514536189,1.118057468,1.628571788,-0.4059063435,-0.9340459301,0.7351765695,-0.1379470996,-0.1777836418,2.182510397,-0.0799276849,0.4412756091,2.372746307,-0.5118112463,1.643600461,1.68350246,-0.3318243106,0.8370967733
668,1.145070475,-0.469665938,0.7853913216,1.072174686,-0.1996897642,0.6978751638,1.072174686,-0.1996897642,0.6978751638,2.670346865,-0.3911079633,-1.100853819,0.8541230908,-0.4870850299,-2.073041491,3.620332675,-0.1567105821,1.121819369,1.617175423,-0.414789467,-0.9427864039,0.7290419123,-0.144495028,-0.180267436,2.176340904,-0.08677234452,0.4407404202,2.367778176,-0.5153026666,1.647313086,1.675007592,-0.3378135978,0.838897328
669,1.147429161,-0.4725986211,0.7861022798,1.075145357,-0.2024776953,0.6993910819,1.075145357,-0.2024776953,0.6993910819,2.662602604,-0.3992218085,-1.104334558,0.855100649,-0.4894208674,-2.073828245,3.612401235,-0.1617930996,1.125545321,1.60626891,-0.4236175577,-0.9510652865,0.7229280323,-0.1509284452,-0.182775079,2.170685973,-0.09252170928,0.4403764223,2.362929045,-0.5186740244,1.650775205,1.667109133,-0.3433289064,0.8410957367
670,1.149959184,-0.4751937902,0.786853244,1.077811813,-0.2052960969,0.7010359529,1.077811813,-0.2052960969,0.7010359529,2.655174062,-0.40674382,-1.108044853,0.8562158586,-0.4913321161,-2.074960454,3.604777157,-0.166498688,1.129106307,1.5959304,-0.4325258309,-0.9591626564,0.7166846561,-0.1574503107,-0.1853626718,2.165565557,-0.09738282406,0.4399795342,2.358066936,-0.5221030009,1.653707685,1.659625576,-0.3486710489,0.8435572056
671,1.152980406,-0.4777111173,0.7875802717,1.080427081,-0.2084072597,0.7029447803,1.080427081,-0.2084072597,0.7029447803,2.647821832,-0.4138660218,-1.111892798,0.857491252,-0.4928965323,-2.076436776,3.597392987,-0.1706700313,1.132354248,1.586063183,-0.4415293537,-0.9673715664,0.7102275273,-0.1642330828,-0.1880301831,2.160820055,-0.1017933555,0.4394034846,2.353119972,-0.5256842163,1.656029162,1.652317022,-0.3541222722,0.8461363334
672,1.156168397,-0.4800466768,0.7883073095,1.083019198,-0.2114755414,0.7049137409,1.083019198,-0.2114755414,0.7049137409,2.640770493,-0.4205987227,-1.115769071,0.8588295964,-0.4941994834,-2.07807034,3.590334137,-0.1744520172,1.135346587,1.576515884,-0.4504773907,-0.9755535571,0.7036976799,-0.171145645,-0.1907117495,2.156335354,-0.1057955008,0.4387959283,2.348218292,-0.5292605182,1.658031149,1.645255496,-0.3595035137,0.8488950474
673,1.159198712,-0.4820958322,0.7890583408,1.085616818,-0.2141648024,0.7067398523,1.085616818,-0.2141648024,0.7067398523,2.634244608,-0.4269526782,-1.119563849,0.8601332367,-0.4953262058,-2.079674169,3.583685504,-0.1779893461,1.138140714,1.567137517,-0.4592193849,-0.9835701527,0.6972362892,-0.1780570258,-0.1933409341,2.151997022,-0.1094312541,0.4383044196,2.343491561,-0.5326748321,1.66000559,1.638512954,-0.3646354686,0.8518956111
674,1.1617469,-0.4837532042,0.7898573534,1.088249248,-0.2161384291,0.7082209301,1.088249248,-0.2161384291,0.7082209301,2.628468718,-0.4329390937,-1.123166786,0.8613040955,-0.4963617881,-2.081061201,3.577531489,-0.1814265663,1.140793992,1.557777481,-0.4676049154,-0.9912828433,0.6909846786,-0.184836398,-0.1958507078,2.1476903,-0.1127423765,0.4380763978,2.339069008,-0.5357701742,1.662244866,1.632161268,-0.3693385559,0.8552006423
675,1.163970602,-0.4848704096,0.7906771293,1.090810216,-0.2174813578,0.7093876263,1.090810216,-0.2174813578,0.7093876263,2.6233789,-0.4383691143,-1.127237407,0.8623698594,-0.4969631931,-2.082764307,3.571632417,-0.1844366635,1.143247597,1.548435599,-0.4756551689,-0.9988764509,0.6847139134,-0.19162183,-0.1984262977,2.143896262,-0.1154908625,0.4380326788,2.334444041,-0.5388433349,1.66425014,1.626254504,-0.3737643461,0.8587421406
676,1.166184093,-0.4855234134,0.7914926526,1.093234964,-0.2185291427,0.7104368699,1.093234964,-0.2185291427,0.7104368699,2.618742466,-0.4432109473,-1.131972001,0.8634120142,-0.4970085922,-2.085016562,3.565855513,-0.1868412036,1.145445952,1.539246134,-0.4835235394,-1.006501324,0.67824794,-0.1985528044,-0.2011487214,2.140794635,-0.117611796,0.4380277276,2.329408782,-0.5420799521,1.665662283,1.620723652,-0.3781062285,0.8624583342
677,1.168297722,-0.4859422588,0.7923311022,1.095615725,-0.2193204715,0.7114167365,1.095615725,-0.2193204715,0.7114167365,2.614530195,-0.4477130638,-1.136564834,0.8644116244,-0.4969150737,-2.087181285,3.56044504,-0.1890085274,1.147451693,1.530261267,-0.4912597962,-1.013966828,0.6718083191,-0.2055020697,-0.2037934307,2.137818338,-0.1194061714,0.4381086284,2.324540302,-0.5451577673,1.666984785,1.615456524,-0.3822476187,0.8664216566
678,1.170221494,-0.4863563223,0.7932195894,1.098044776,-0.2198936873,0.7123757044,1.098044776,-0.2198936873,0.7123757044,2.610711848,-0.4521255474,-1.140210062,0.8653479192,-0.4971001843,-2.088621992,3.555644888,-0.1913083187,1.14932796,1.521534265,-0.4989160937,-1.021081768,0.6656177346,-0.2123442616,-0.2061348659,2.134400054,-0.1211745104,0.4383214385,2.320415848,-0.5477565513,1.668722786,1.610341752,-0.3860724605,0.870704797
679,1.171832327,-0.4865805601,0.794241386,1.100490475,-0.2200436358,0.7133305254,1.100490475,-0.2200436358,0.7133305254,2.60746276,-0.4562986336,-1.143175052,0.8662038647,-0.4974054833,-2.089321822,3.551471103,-0.1935240206,1.151190988,1.512989666,-0.5064172216,-1.027797186,0.6595739372,-0.2191633413,-0.2081963463,2.130389862,-0.1226089129,0.4388163308,2.316870497,-0.5498795484,1.670853518,1.605441781,-0.3895135934,0.8755160777
680,1.173120976,-0.4863444759,0.7954240354,1.102872152,-0.2196189648,0.7142534168,1.102872152,-0.2196189648,0.7142534168,2.60489829,-0.4599707583,-1.14618418,0.8669848145,-0.4974403167,-2.089729787,3.547753097,-0.19526932,1.153062988,1.504546999,-0.5136812521,-1.034221705,0.6534550294,-0.2260913308,-0.2101584966,2.126097615,-0.1233118485,0.4396466774,2.313393269,-0.5517579683,1.673014409,1.600871056,-0.3926138999,0.8809207305
681,1.174168044,-0.4857490615,0.7967106793,1.105208606,-0.2187386792,0.7151258912,1.105208606,-0.2187386792,0.7151258912,2.602897154,-0.4632254514,-1.149117361,0.867702224,-0.4972743635,-2.08990866,3.544454787,-0.1966605766,1.154866458,1.496252742,-0.5207522983,-1.040400046,0.6473053284,-0.2330767733,-0.2120310307,2.121645546,-0.1234495277,0.4407125551,2.310042619,-0.5534153971,1.675202123,1.596597358,-0.3954232233,0.8867768603
682,1.175054301,-0.484895811,0.7980441213,1.107518694,-0.2175221511,0.7159289146,1.107518694,-0.2175221511,0.7159289146,2.601337737,-0.4661464115,-1.151855066,0.8683676755,-0.4969777066,-2.089921669,3.541540433,-0.1978147242,1.156523802,1.488153385,-0.5276750531,-1.046376904,0.6411696042,-0.2400689479,-0.2138238187,2.117156048,-0.1231889709,0.4419142186,2.306877351,-0.5548761776,1.677413351,1.592589381,-0.3979922408,0.892942379
683,1.175860667,-0.4838868532,0.7993668827,1.109821255,-0.216089185,0.7166429305,1.109821255,-0.216089185,0.7166429305,2.600098028,-0.4688174533,-1.154278451,0.8689929154,-0.4966209644,-2.089832522,3.53897458,-0.1988492559,1.157957263,1.480295464,-0.5344948909,-1.05219701,0.6350931283,-0.2470179675,-0.2155469807,2.112751643,-0.12269816,0.4431522038,2.303956599,-0.5561654549,1.679644754,1.588816808,-0.400372575,0.8992749168
684,1.176668184,-0.4828250054,0.8006212459,1.11213505,-0.214560032,0.7172478879,1.11213505,-0.214560032,0.7172478879,2.599055617,-0.4713224854,-1.15626942,0.8695898731,-0.4962753527,-2.089705405,3.536721995,-0.1998821703,1.159088858,1.472725585,-0.5412578998,-1.057905184,0.6291216934,-0.2538748173,-0.2172109331,2.108554953,-0.1221460906,0.4443273741,2.301339804,-0.5573091733,1.681892935,1.585250343,-0.4026168349,0.9056317775
685,1.177557984,-0.481813749,0.8017492816,1.114478725,-0.2130553539,0.7177232757,1.114478725,-0.2130553539,0.7177232757,2.598087758,-0.4737455209,-1.157710621,0.8701706613,-0.4960126759,-2.089604963,3.5347476,-0.201031877,1.15984034,1.465490435,-0.5480108469,-1.063546369,0.6233016067,-0.2605913323,-0.2188263858,2.104688667,-0.1217027281,0.4453409097,2.29908669,-0.5583340243,1.684154406,1.581861686,-0.4047785847,0.9118699356
686,1.17861126,-0.4809571267,0.8026928643,1.116870777,-0.2116961359,0.718048163,1.116870777,-0.2116961359,0.718048163,2.597071491,-0.4761707177,-1.15848538,0.8707475586,-0.495905249,-2.089596248,3.533016399,-0.2024170638,1.160133158,1.458636769,-0.5548010739,-1.069165658,0.6176796552,-0.2671201151,-0.2204042924,2.101275512,-0.1215388647,0.4460942393,2.297257244,-0.5592673448,1.686425573,1.578623461,-0.4069122424,0.917846076
687,1.179748126,-0.4800853716,0.8036121288,1.119397903,-0.2102140928,0.7183054461,1.119397903,-0.2102140928,0.7183054461,2.596390246,-0.4783235477,-1.158173074,0.8712160094,-0.4960182952,-2.089064636,3.532241903,-0.2039376282,1.16021585,1.452041728,-0.5617125528,-1.074981829,0.6122203847,-0.2737460171,-0.2218956077,2.098124875,-0.121549309,0.4467381144,2.295908226,-0.5599757521,1.689093484,1.57573163,-0.408847071,0.9239074495
688,1.180854065,-0.4790206934,0.8046260146,1.122073902,-0.2083827613,0.7185450582,1.122073902,-0.2083827613,0.7185450582,2.596327122,-0.4800117793,-1.156787151,0.8715331926,-0.4962828227,-2.087747726,3.532702072,-0.2054169587,1.160255975,1.445609022,-0.5687078947,-1.081009679,0.606868896,-0.2806217849,-0.2232660832,2.09505177,-0.1215090354,0.447435066,2.294997868,-0.5603882941,1.692272923,1.573282287,-0.4104639086,0.9303333563
689,1.181958498,-0.4778558959,0.8056142635,1.124807778,-0.2063863248,0.7186960113,1.124807778,-0.2063863248,0.7186960113,2.596609125,-0.4814429558,-1.154863393,0.87180521,-0.4965705771,-2.086239302,3.533708859,-0.2068583668,1.160051819,1.439424806,-0.5756521274,-1.086989315,0.6016432954,-0.2875022567,-0.2245499878,2.092187553,-0.1214099038,0.4481042543,2.294439072,-0.5606267135,1.695551297,1.571099132,-0.4118956669,0.9368775892
690,1.183091053,-0.476684378,0.8064564539,1.12750852,-0.2044093283,0.7186870355,1.12750852,-0.2044093283,0.7186870355,2.596963965,-0.4828246891,-1.15293863,0.8721395287,-0.4967540242,-2.085133351,3.534574525,-0.2082643502,1.159399839,1.433574585,-0.5824093846,-1.092662012,0.5965618352,-0.2941421223,-0.2257829336,2.08966381,-0.1212441752,0.4486647937,2.294145411,-0.560813369,1.698515436,1.569006208,-0.4132761542,0.9432930297
691,1.184281551,-0.4756000653,0.8070320347,1.130085118,-0.2026366185,0.718446633,1.130085118,-0.2026366185,0.718446633,2.597119985,-0.4843647339,-1.15155063,0.8726448343,-0.4967061967,-2.08502401,3.534611581,-0.2096365344,1.158094857,1.428143269,-0.5888430298,-1.097770151,0.5916428958,-0.3002959466,-0.2270017707,2.087612341,-0.1210044813,0.4490357661,2.294031057,-0.5610711693,1.700751658,1.566827876,-0.4147400683,0.9493317366
692,1.185507059,-0.474548219,0.8073228121,1.132705082,-0.200875661,0.7178645053,1.132705082,-0.200875661,0.7178645053,2.597137615,-0.4861633621,-1.149657208,0.8731652078,-0.496692612,-2.085593693,3.534503563,-0.2113706744,1.156260531,1.422989859,-0.5952240801,-1.102669631,0.5868479336,-0.3061788425,-0.2281005808,2.085899056,-0.1208491581,0.4491736681,2.29429684,-0.5612146261,1.702569245,1.564597541,-0.4161447045,0.9552450388
693,1.186731151,-0.4734356081,0.8074458964,1.135462146,-0.1989329145,0.717004413,1.135462146,-0.1989329145,0.717004413,2.597278027,-0.4880405506,-1.146599981,0.8735649619,-0.496880806,-2.086197418,3.535000676,-0.2135231079,1.154119584,1.418013207,-0.6017344218,-1.107642732,0.5821471354,-0.3120527871,-0.2290157377,2.084367472,-0.1208214041,0.4491582912,2.295050941,-0.5610920848,1.704406158,1.562484683,-0.417348149,0.9613169454
694,1.187963273,-0.4722985752,0.8074837824,1.138154039,-0.1969913903,0.7160557159,1.138154039,-0.1969913903,0.7160557159,2.597572667,-0.489783116,-1.143492866,0.8739844568,-0.4969971079,-2.086937878,3.535516509,-0.2155847378,1.151614074,1.41335857,-0.6081043731,-1.11232185,0.577573128,-0.3177430709,-0.2298481128,2.083116041,-0.1207416865,0.4490938323,2.296068865,-0.5608768609,1.706041193,1.560517858,-0.4184867614,0.9673479751
695,1.189212548,-0.4711732511,0.8075192827,1.14057776,-0.1952334848,0.7152077966,1.14057776,-0.1952334848,0.7152077966,2.598054825,-0.4911770662,-1.141449352,0.8745647299,-0.4967680142,-2.087917162,3.535465937,-0.2170454343,1.148685967,1.409172468,-0.6140655851,-1.11633888,0.5731598462,-0.3230755927,-0.2306982386,2.082243366,-0.1204307997,0.4490848364,2.29712595,-0.5607414071,1.707253055,1.558725388,-0.4196967134,0.9731387461
696,1.190471823,-0.4700293636,0.8073982778,1.142839038,-0.1935359851,0.7141992954,1.142839038,-0.1935359851,0.7141992954,2.598549166,-0.4924714784,-1.139768915,0.8753843053,-0.49616335,-2.089664953,3.534814261,-0.2184973492,1.145351541,1.405553461,-0.6197945714,-1.119867991,0.5688792378,-0.3279375783,-0.231813822,2.081716725,-0.1197667861,0.4489699417,2.298339612,-0.5606260806,1.708006049,1.557079512,-0.420851862,0.9786555298
697,1.191725928,-0.468829505,0.8070057291,1.14512056,-0.1917197331,0.7127978877,1.14512056,-0.1917197331,0.7127978877,2.598957423,-0.4939092477,-1.13739532,0.8763575625,-0.4953778768,-2.09228366,3.533970956,-0.2205105308,1.141654491,1.40241818,-0.6255499574,-1.123251607,0.5646865307,-0.3324222824,-0.2332089943,2.081450416,-0.1188391472,0.4486159228,2.29990031,-0.560392094,1.708458999,1.55555002,-0.4218129745,0.9840291417
698,1.192971421,-0.467598696,0.8064834445,1.147333781,-0.1898825484,0.7112364888,1.147333781,-0.1898825484,0.7112364888,2.599430591,-0.4952658746,-1.134907542,0.8773791257,-0.4944756954,-2.095233946,3.533018701,-0.2225412673,1.137578588,1.399641558,-0.6311878683,-1.126372932,0.5605914028,-0.3366653976,-0.2346330633,2.081463279,-0.1177859938,0.4481698827,2.30169264,-0.5600920373,1.708682427,1.554161155,-0.4226957884,0.9893073633
699,1.194204474,-0.466361682,0.8059734488,1.14938954,-0.1881220035,0.7097479975,1.14938954,-0.1881220035,0.7097479975,2.600120653,-0.4963158862,-1.132883684,0.8783428377,-0.493521302,-2.097976414,3.532041118,-0.2240462252,1.133108795,1.397099165,-0.6365648453,-1.129114178,0.5566034166,-0.3408031265,-0.2358346025,2.081773643,-0.1167453833,0.4477789677,2.303600912,-0.5597778481,1.708746997,1.552936814,-0.4236152158,0.9945383183
700,1.195420893,-0.4651429752,0.8056179528,1.151198108,-0.1865355042,0.7085652774,1.151198108,-0.1865355042,0.7085652774,2.601180442,-0.4968327795,-1.131901031,0.8791418177,-0.4925796765,-2.099971642,3.531122667,-0.2244825848,1.12823121,1.394667127,-0.6415377021,-1.131356591,0.5527320191,-0.3449721546,-0.2365615371,2.082399352,-0.1158552759,0.4475903298,2.305509168,-0.5595008638,1.70872351,1.551900571,-0.4246853371,0.9997704406
701,1.196757144,-0.4639130198,0.8050760647,1.153035796,-0.1849223436,0.7071851925,1.153035796,-0.1849223436,0.7071851925,2.602826887,-0.4967259294,-1.13215286,0.8800615584,-0.4911522371,-2.102536253,3.529869711,-0.2246092894,1.122414457,1.392615364,-0.6460716713,-1.133184663,0.5489681077,-0.3489239992,-0.2372413519,2.083746141,-0.1149555454,0.4473477664,2.307775558,-0.5592520701,1.708058136,1.551136078,-0.4257047436,1.004661031
702,1.198248214,-0.4626444919,0.8041605486,1.155047801,-0.183157394,0.7053083384,1.155047801,-0.183157394,0.7053083384,2.604948396,-0.4962078186,-1.133114727,0.8812601754,-0.4890999848,-2.10640597,3.528152658,-0.2250450774,1.11559331,1.391101751,-0.6502893677,-1.134724784,0.5453169375,-0.3524945187,-0.2381808135,2.085867229,-0.1138888015,0.4468706944,2.310566663,-0.5589913772,1.706605374,1.550635697,-0.4265411791,1.009106353
703,1.199737137,-0.461364905,0.803244169,1.156947102,-0.1814516069,0.7034728457,1.156947102,-0.1814516069,0.7034728457,2.60720488,-0.4955057726,-1.1342867,0.8824385083,-0.4870289888,-2.110170865,3.526453759,-0.2250397499,1.108454679,1.389834321,-0.6542833492,-1.135919328,0.5418084734,-0.3559466944,-0.2389458789,2.088250988,-0.1127964022,0.4464194358,2.313478537,-0.5587233362,1.705048998,1.550283857,-0.4274095507,1.01351354
704,1.201066782,-0.4601020587,0.80269929,1.158446691,-0.1800169075,0.7022160482,1.158446691,-0.1800169075,0.7022160482,2.609255885,-0.4948477244,-1.135169019,0.8832973542,-0.4855483517,-2.112422781,3.525257435,-0.2238471391,1.101686252,1.388520522,-0.6581456743,-1.136709557,0.5384716536,-0.3595432339,-0.2391025498,2.090385473,-0.1118195143,0.4462539353,2.316107059,-0.5584536664,1.704073233,1.549962625,-0.4285223169,1.018289445
705,1.202381517,-0.4588481679,0.8023583251,1.159617962,-0.178865129,0.7013551808,1.159617962,-0.178865129,0.7013551808,2.61161079,-0.4938945164,-1.136414561,0.8838841591,-0.4843328392,-2.113475968,3.524386246,-0.2217625777,1.094431658,1.387433537,-0.6618658156,-1.13674963,0.5353922245,-0.3634051228,-0.2386387086,2.092609464,-0.1109366216,0.4464480711,2.31893946,-0.5580939905,1.703096758,1.549730903,-0.4296915093,1.023329153
706,1.203845341,-0.4575814667,0.8018921073,1.160689894,-0.1778481809,0.7004360714,1.160689894,-0.1778481809,0.7004360714,2.614697892,-0.4923638007,-1.138612209,0.884442485,-0.4828212619,-2.114480317,3.523418575,-0.2194372727,1.085911122,1.38688426,-0.6653690722,-1.135964715,0.5325810281,-0.3673679343,-0.2378694159,2.095412021,-0.1100350373,0.4468318178,2.322443587,-0.5576002575,1.701410417,1.549694828,-0.430695526,1.028297842
707,1.205330338,-0.4563087773,0.8014301887,1.161611715,-0.1769385763,0.6995883403,1.161611715,-0.1769385763,0.6995883403,2.61805435,-0.4905694727,-1.141166805,0.8849666638,-0.4812701536,-2.115282444,3.522474376,-0.2166629114,1.076927229,1.386635538,-0.6686496662,-1.134701521,0.5299529647,-0.3712646857,-0.2368509157,2.098506365,-0.1091186973,0.4472989084,2.326185622,-0.5570457527,1.699506775,1.549804745,-0.4316934527,1.03325748
708,1.206708601,-0.4550371106,0.8011017111,1.162332653,-0.1761090218,0.6989413187,1.162332653,-0.1761090218,0.6989413187,2.621217093,-0.4888266341,-1.143484025,0.8854510123,-0.4799360395,-2.11572957,3.521673981,-0.2132329746,1.068282227,1.386449437,-0.671700748,-1.133306612,0.5274218767,-0.374927193,-0.2356391506,2.101605786,-0.1081916052,0.4477427471,2.329731422,-0.5565049574,1.697877966,1.550010161,-0.4328433555,1.038269787
