frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,AA01_data.tx,AA01_data.ty,AA01_data.tz,AA02_data.tx,AA02_data.ty,AA02_data.tz,AA03_data.tx,AA03_data.ty,AA03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz
31,8.402309493,2.391631086,-1.097288091,8.374599422,2.150238327,-0.931240461,8.109604968,2.193299328,-0.94231819,8.513421685,2.274742564,-0.3612432469,8.312297214,2.129462016,-0.2537181671,8.24119203,2.004448048,-0.4504917935,8.671999276,2.350223472,-1.107100961,7.983611497,1.912468704,-0.5964020493,7.896182951,1.845344389,-0.7603200773,8.209881757,2.009996864,-0.5732012902,8.675613512,2.368275,-1.210859471,7.887495195,1.862161718,-0.9052427441,8.689427309,2.3425866,-0.9814401893,7.433578994,1.543840107,-0.4282294638,8.741622135,2.300307495,-0.4935965754,8.775229925,2.397479789,-0.5920035766,7.949278083,1.900703365,-0.3846313385,8.090290513,1.942296208,-0.4134760093,8.150426413,1.991352708,-0.306306677,8.961045894,2.441905057,-0.1557050471
32,8.397574571,2.38908723,-1.098416717,8.369825514,2.147835973,-0.9321879897,8.104973967,2.190811764,-0.9433655879,8.508606893,2.272760621,-0.3622451824,8.307528043,2.12733987,-0.2547411099,8.236285262,2.002284008,-0.4513648304,8.667527787,2.347528273,-1.108312636,7.979048312,1.910273358,-0.5974398761,7.891461893,1.842995747,-0.7611477256,8.204545343,2.007617718,-0.5735308555,8.671215831,2.365426903,-1.211744987,7.882859877,1.859774641,-0.906124822,8.685024356,2.339977253,-0.9824275996,7.428825807,1.54179833,-0.4292082785,8.736892099,2.298042517,-0.494765507,8.770379338,2.395757795,-0.592868654,7.945747368,1.897859456,-0.3857278127,8.085505708,1.940045746,-0.4145329512,8.14590242,1.989098212,-0.3073632252,8.956159209,2.440217399,-0.1567596147
33,8.39285979,2.386500524,-1.099555223,8.365065621,2.145392893,-0.9331427589,8.100369365,2.188295695,-0.9444211073,8.503800039,2.270768309,-0.3632498597,8.302766808,2.1251843,-0.2557874525,8.231366368,2.000097416,-0.4522495212,8.663078075,2.344772778,-1.109589816,7.974531413,1.908083072,-0.5984903914,7.886735537,1.840610502,-0.7619891015,8.199004354,2.005239678,-0.5738498246,8.666854324,2.362511901,-1.212637932,7.878260142,1.857365288,-0.9069896923,8.680670348,2.337312225,-0.9834333611,7.424082316,1.539740884,-0.4301852196,8.732180562,2.295739973,-0.4959550836,8.765524632,2.39405625,-0.5937217914,7.942412457,1.894868905,-0.3868497049,8.080633801,1.937718008,-0.4156468649,8.141477847,1.986752652,-0.3084469604,8.951273171,2.43851596,-0.1578168471
34,8.388160747,2.383910896,-1.100681874,8.360317549,2.142945464,-0.9340882646,8.095776644,2.18578979,-0.9454648596,8.498999733,2.268787807,-0.3642389947,8.298010805,2.123030585,-0.2568292437,8.226441882,1.997921693,-0.4531266633,8.658629616,2.342016206,-1.11088683,7.970032469,1.905926995,-0.5995251659,7.882003542,1.838222548,-0.7628287799,8.193334737,2.002891781,-0.5741844319,8.662501732,2.359598868,-1.213526015,7.873683603,1.854964666,-0.907823442,8.676332409,2.3346481,-0.9844369097,7.419352419,1.537690532,-0.4311318282,8.727473837,2.293446408,-0.4971357264,8.76066994,2.39235883,-0.5945561411,7.939163678,1.891824208,-0.3879649858,8.07571042,1.935367384,-0.4167735736,8.137158526,1.984337619,-0.3095293711,8.946392359,2.436802714,-0.1588572949
35,8.38347304,2.381358311,-1.101775149,8.355579111,2.140530082,-0.9350082076,8.091181288,2.183332742,-0.9464771718,8.494204591,2.26684132,-0.3651944637,8.293257334,2.120914047,-0.2578387274,8.221518347,1.995790279,-0.4539772439,8.65416188,2.339317863,-1.112158279,7.965523151,1.903834322,-0.6005159603,7.877265577,1.835865793,-0.7636515327,8.187612459,2.000602983,-0.5745610761,8.658130798,2.356756681,-1.214397244,7.869117879,1.852603793,-0.9086123519,8.671977666,2.332041484,-0.9854179472,7.414640019,1.535670086,-0.4320198059,8.722758233,2.291208413,-0.498278086,8.755819417,2.390649207,-0.5953649172,7.935891351,1.888817897,-0.3890420036,8.070771185,1.933048361,-0.4178691308,8.132950297,1.98187476,-0.3105821059,8.941521366,2.435079664,-0.1598616134
36,8.378792276,2.378882765,-1.102813747,8.350848124,2.13818316,-0.9358864959,8.086568787,2.180963269,-0.9474385881,8.489413236,2.264951076,-0.3660983052,8.288503692,2.118870053,-0.2587883449,8.216602302,1.993736642,-0.4547824411,8.649654326,2.336737148,-1.113359034,7.960975128,1.901834287,-0.6014347259,7.872521312,1.833574159,-0.7644423307,8.181913505,1.998402163,-0.5750063202,8.653714263,2.354054217,-1.215239929,7.864550596,1.85031369,-0.9093428983,8.667573242,2.329549003,-0.9863564432,7.409949017,1.533702406,-0.4328210165,8.718020059,2.289072633,-0.4993530437,8.750977236,2.388911045,-0.5961413996,7.93248578,1.885942536,-0.3900494894,8.065851704,1.93081552,-0.4188898232,8.128859009,1.979385783,-0.3115769779,8.936664797,2.43334884,-0.1608105662
37,8.374114058,2.376524294,-1.103776586,8.346122406,2.135941133,-0.9367072433,8.081924627,2.178720116,-0.9483298685,8.484624292,2.263139328,-0.3669327205,8.283747172,2.116934022,-0.2596507334,8.211700288,1.991794274,-0.4555236222,8.645086394,2.334333544,-1.114444239,7.956360065,1.899956161,-0.6022536043,7.867770422,1.831381582,-0.7651863436,8.176313881,1.99631814,-0.5755468855,8.649224858,2.351560353,-1.216042672,7.85996938,1.84812539,-0.9100017523,8.663086252,2.327227305,-0.9872326338,7.405283313,1.531810402,-0.4335074855,8.71324561,2.287085759,-0.5003317097,8.746147594,2.387128011,-0.5968789412,7.928837247,1.883290713,-0.3909565583,8.060987566,1.928723544,-0.4197921654,8.124890515,1.976892455,-0.312485967,8.931827265,2.431612306,-0.1616850306
38,8.369433981,2.374322969,-1.104642793,8.341399771,2.133840462,-0.9374547655,8.077234287,2.176642057,-0.9491319844,8.47983638,2.261428357,-0.3676800727,8.278985052,2.115141418,-0.2603987227,8.206818834,1.9899967,-0.4561823382,8.640437496,2.332166618,-1.115369297,7.951649612,1.898229252,-0.6029449268,7.863012575,1.829322023,-0.765868936,8.170889614,1.994379696,-0.5762096397,8.644635297,2.349343972,-1.216794363,7.855361853,1.846069933,-0.9105757776,8.658483797,2.325133057,-0.9880270148,7.400646792,1.530017025,-0.4340513979,8.708421165,2.285294533,-0.5011854164,8.741334712,2.385283773,-0.5975709794,7.924835994,1.880955027,-0.3917327053,8.056214332,1.926827209,-0.4205328877,8.121050671,1.974416608,-0.3132812212,8.927013395,2.429872157,-0.1624660044
39,8.364772878,2.372295866,-1.105395804,8.336667292,2.131894915,-0.9381134971,8.072483371,2.17480547,-0.9498104174,8.475052239,2.259860809,-0.3683122286,8.274204292,2.113525091,-0.2610206719,8.201898731,1.988426616,-0.4567317339,8.635697471,2.33029757,-1.116079707,7.946880304,1.896723596,-0.603505058,7.858219155,1.827403661,-0.7665198712,8.165384545,1.99262746,-0.5769535275,8.639914174,2.347463399,-1.217497327,7.850758984,1.844194216,-0.9110167757,8.65376732,2.323311443,-0.988711722,7.396037255,1.52838663,-0.4343762703,8.703518052,2.283768513,-0.5018790104,8.736533823,2.383153787,-0.5981818635,7.920699017,1.878749602,-0.3923822516,8.051439833,1.925084015,-0.4211617005,8.117620684,1.97176266,-0.3139716759,8.922273281,2.427853372,-0.1631173866
40,8.360178647,2.370461745,-1.106074874,8.331958949,2.130120914,-0.9387247488,8.067720576,2.173244543,-0.9504051469,8.470305993,2.258461572,-0.3688636894,8.269434902,2.112085597,-0.2615768024,8.196943785,1.987110491,-0.457218596,8.63092696,2.328734405,-1.11663267,7.942132203,1.895475267,-0.6040053974,7.853417596,1.825635541,-0.7672072914,8.159636145,1.991083302,-0.577749188,8.635124514,2.345915382,-1.218184715,7.846225151,1.842529484,-0.911363574,8.64901706,2.321764624,-0.9893233153,7.391481951,1.526949537,-0.4345473685,8.698576779,2.282515729,-0.5024568706,8.731770763,2.380734416,-0.5987215418,7.916683786,1.876523792,-0.3929859037,8.046606346,1.923444996,-0.4217950355,8.114713231,1.968877217,-0.3146282322,8.917646233,2.425497841,-0.163663505
41,8.35564691,2.368802173,-1.106720568,8.32730252,2.128504652,-0.9393260841,8.062985679,2.171880981,-0.9509767626,8.465607048,2.257194213,-0.3693845962,8.264702525,2.110782914,-0.2621144805,8.192017165,1.985962932,-0.457696145,8.62617087,2.327394377,-1.117128772,7.937403029,1.894423138,-0.6044868487,7.848651094,1.824007351,-0.7679269258,8.153822247,1.989708724,-0.5786021796,8.63033937,2.344609973,-1.218869977,7.841756732,1.841031835,-0.9116869527,8.644278365,2.320427272,-0.9899164162,7.386989362,1.525646801,-0.4346873814,8.69365039,2.281452377,-0.502985778,8.727058346,2.378298483,-0.5992327298,7.912703225,1.874392013,-0.393583375,8.041763098,1.921922734,-0.4224476431,8.112044205,1.965966791,-0.3152766785,8.913086303,2.423107446,-0.1641599124
42,8.35112633,2.367271494,-1.107319642,8.322678734,2.127011253,-0.9398924404,8.058271472,2.170615714,-0.9515237412,8.460920222,2.256021446,-0.369867523,8.259988135,2.109580632,-0.2626174632,8.187136325,1.984895283,-0.4581491422,8.621427134,2.326166294,-1.117614114,7.932643918,1.893498197,-0.6049177481,7.843915402,1.822495331,-0.7685991446,8.148074481,1.988457841,-0.579449603,8.625584458,2.343425252,-1.219512698,7.837302263,1.839638581,-0.9119829186,8.639550014,2.319210248,-0.9904909904,7.382520875,1.524419151,-0.4348311241,8.688747023,2.280488314,-0.5034765331,8.722364213,2.376108926,-0.5997064266,7.908624267,1.872468456,-0.3941413188,8.036913435,1.9205283,-0.4230631394,8.109284049,1.96323987,-0.3158740484,8.908504094,2.420989361,-0.1646127615
43,8.346565505,2.365823734,-1.107858205,8.318068242,2.125605572,-0.9403980994,8.05357073,2.169349384,-0.9520438401,8.456210272,2.254905691,-0.3703044455,8.255272643,2.108442069,-0.2630688965,8.182318696,1.983818653,-0.4585616505,8.616693717,2.324938607,-1.118134046,7.927805954,1.892631177,-0.6052658374,7.839206148,1.82107554,-0.7691436743,8.142524375,1.987284634,-0.5802277825,8.620885456,2.342239064,-1.220071676,7.83281025,1.838286767,-0.9122468396,8.634830764,2.318024116,-0.9910462853,7.378037882,1.523207033,-0.435012807,8.683874803,2.279533093,-0.5039392438,8.717655745,2.374428386,-0.600133303,7.904313664,1.870866982,-0.3946259956,8.032060573,1.919272557,-0.4235845543,8.10610295,1.96090448,-0.3163771884,8.90380993,2.419450395,-0.1650279922
44,8.341946299,2.364376666,-1.108325368,8.31343578,2.124206046,-0.9408462525,8.048798111,2.168067973,-0.9525131448,8.451459841,2.253800304,-0.3706855405,8.250538675,2.1073305,-0.2634310222,8.177485893,1.982756797,-0.4588992812,8.611877313,2.323741281,-1.118609853,7.922747528,1.89184095,-0.6054643091,7.834511186,1.819687197,-0.7695227706,8.137072489,1.98616144,-0.5811045235,8.616130619,2.341117715,-1.220578104,7.828260445,1.83691467,-0.9124386049,8.630001937,2.316888052,-0.991653514,7.373566269,1.521940605,-0.4350236192,8.678933214,2.278612267,-0.5043749464,8.712912335,2.37304634,-0.6005376742,7.899579707,1.869670394,-0.3949689545,8.027210556,1.918184783,-0.4239799391,8.102851845,1.958659616,-0.3167776219,8.899003823,2.418276364,-0.1653733973
45,8.337302482,2.363014442,-1.108667878,8.308780002,2.122886458,-0.9411986533,8.043924901,2.166924885,-0.9528657418,8.446682729,2.252793453,-0.3709519557,8.24578556,2.106335804,-0.2636436006,8.17258555,1.981867113,-0.4591040469,8.606944477,2.322757997,-1.118905117,7.917461227,1.891254316,-0.6054632129,7.829827195,1.81840011,-0.7697378304,8.131565823,1.985187036,-0.5821408778,8.61125407,2.340266766,-1.221016197,7.823686941,1.835626031,-0.9124942242,8.625017621,2.31596042,-0.9922730554,7.369142422,1.520713852,-0.434709869,8.673870544,2.277886173,-0.5047110874,8.708145369,2.371741758,-0.6008708957,7.894466899,1.868868536,-0.3951187371,8.02236527,1.91733767,-0.4242244974,8.099939602,1.956283684,-0.3170529251,8.894152912,2.417188927,-0.1655647731
46,8.332658473,2.361842588,-1.108877031,8.304131043,2.121748488,-0.9414335849,8.039027555,2.165976874,-0.9530999062,8.441896023,2.251958272,-0.3710911843,8.241025295,2.105521766,-0.2637215159,8.167677417,1.9811703,-0.459187861,8.60198078,2.322008213,-1.119049707,7.912100622,1.890872882,-0.6053150937,7.825161966,1.817294121,-0.7698253022,8.12605739,1.984413588,-0.5831758673,8.606346995,2.339672571,-1.221345459,7.819117239,1.834512576,-0.9124313085,8.619984811,2.315262358,-0.9928091588,7.36474472,1.519626153,-0.4342386633,8.668772445,2.277372665,-0.5049189562,8.703373666,2.370666521,-0.6010875917,7.889199666,1.868346944,-0.3951262353,8.017524974,1.916717444,-0.42433306,8.097127763,1.954014435,-0.3172022116,8.889276739,2.416306768,-0.1656060947
47,8.32800138,2.360794134,-1.109010139,8.299482904,2.120729988,-0.941583036,8.034146498,2.165118515,-0.9532646008,8.437092763,2.251230934,-0.3711536852,8.236246611,2.104822235,-0.2637316057,8.162793195,1.980548212,-0.4592068395,8.597034129,2.321336096,-1.119142441,7.906787635,1.890554385,-0.6051071628,7.820487779,1.81629782,-0.7698512561,8.120569651,1.983749043,-0.5840921016,8.60146108,2.33914124,-1.221595165,7.81454071,1.833507811,-0.9122977557,8.614975113,2.314646068,-0.993235076,7.360319884,1.518645959,-0.433783488,8.663698273,2.276944174,-0.5050381422,8.698588595,2.369821978,-0.6012162434,7.883974702,1.867857932,-0.3950753301,8.012661978,1.916174466,-0.4243586158,8.094152131,1.951958219,-0.3172669447,8.884376239,2.415617821,-0.1655811307
48,8.323318376,2.35980216,-1.109124214,8.294829623,2.119768909,-0.9416786969,8.029322253,2.164244491,-0.9534083709,8.432266056,2.250547679,-0.3711896207,8.231438328,2.104171098,-0.2637404118,8.15796471,1.979882794,-0.4592166721,8.592152618,2.32058585,-1.119281628,7.901644368,1.890156687,-0.6049260751,7.815776998,1.815339819,-0.7698814662,8.115124977,1.983101722,-0.5847717914,8.596648163,2.338479038,-1.221794018,7.8099468,1.83254531,-0.9121411651,8.610060186,2.313964013,-0.9935235432,7.355814807,1.517741546,-0.4335176344,8.658707497,2.276473282,-0.5051077668,8.693781505,2.369209582,-0.6012851412,7.878988952,1.867153999,-0.395049099,8.007748739,1.915559146,-0.4243537304,8.090748406,1.950221225,-0.3172888453,8.879452404,2.415110045,-0.1655734301
49,8.31861524,2.35876893,-1.109279119,8.290176729,2.118777106,-0.9417903162,8.024543155,2.163252121,-0.9536056568,8.427419994,2.249811733,-0.3712647892,8.226639623,2.103470848,-0.2637778084,8.153219115,1.979084387,-0.4592950042,8.587299966,2.319717776,-1.119531288,7.896533827,1.88975734,-0.6047594244,7.810999137,1.814347415,-0.7699531286,8.109716061,1.982424794,-0.585588964,8.591886203,2.337679097,-1.222006248,7.805300517,1.831553135,-0.9119957743,8.605187737,2.313178946,-0.993787365,7.351267618,1.516778808,-0.4334362244,8.653778545,2.275907404,-0.5052032483,8.688973439,2.368853957,-0.6013816509,7.873959479,1.866352174,-0.3950695354,8.002900432,1.914896791,-0.424340961,8.087145126,1.948545745,-0.3173021148,8.874498945,2.41478385,-0.1656549755
50,8.313883868,2.357812617,-1.109405928,8.285513119,2.117877501,-0.9418662622,8.019751126,2.162292706,-0.9537924866,8.42254228,2.249169199,-0.371313589,8.221856691,2.102868931,-0.2637452194,8.148521752,1.978341019,-0.4593646855,8.582398675,2.318953363,-1.119785913,7.891285653,1.889615648,-0.604468928,7.806153023,1.813456549,-0.7699605184,8.104313842,1.981893452,-0.5867260032,8.587098349,2.337005144,-1.222187548,7.800584468,1.830657584,-0.9117708959,8.600253747,2.312511353,-0.9940475141,7.346730739,1.515844208,-0.4333078801,8.648829947,2.275462076,-0.5052737861,8.684156971,2.368873196,-0.6014728078,7.868596717,1.865832513,-0.395012996,7.998167477,1.914444921,-0.424221862,8.083640992,1.946867435,-0.3172262372,8.869491759,2.414786238,-0.165740324
51,8.30911451,2.357054609,-1.109425479,8.280827442,2.11718249,-0.941823711,8.014937516,2.161505412,-0.9538748435,8.417624577,2.248750733,-0.3712515112,8.21704945,2.102495964,-0.2635850653,8.143829536,1.977790626,-0.4593228718,8.577458188,2.318388314,-1.119948545,7.885987903,1.889712956,-0.6040291244,7.801269101,1.812768528,-0.7698351038,8.098925443,1.981595304,-0.5878509844,8.582277549,2.336533509,-1.222261949,7.795828658,1.829955692,-0.911405961,8.595275464,2.312054341,-0.9941983833,7.342181584,1.515090788,-0.4330587606,8.643854731,2.275243671,-0.5052306545,8.679305716,2.369244026,-0.6014639267,7.863103668,1.865584311,-0.3948216307,7.993441952,1.914243011,-0.4239436565,8.080094289,1.945416795,-0.3170064135,8.86443179,2.415137363,-0.1657329921
52,8.304324255,2.356383457,-1.109383186,8.27613091,2.116565274,-0.9417146608,8.01011722,2.160797635,-0.9538886109,8.412691065,2.248419287,-0.3711251807,8.212207809,2.102215429,-0.2633750996,8.139123852,1.977314625,-0.4592065077,8.57251368,2.317879058,-1.120051473,7.880749349,1.889787135,-0.6035547238,7.796394502,1.812150704,-0.7696510627,8.093580952,1.981368687,-0.5887708763,8.577441802,2.336105508,-1.222281886,7.791078596,1.829316814,-0.9109821744,8.590297143,2.311655841,-0.9942641774,7.337610365,1.514435114,-0.4327658784,8.638877602,2.275090803,-0.5051175285,8.674426393,2.369678599,-0.6013887318,7.85770581,1.865345062,-0.3945786517,7.988639286,1.914076286,-0.4235943125,8.076388525,1.944163116,-0.3167286896,8.859359252,2.415569004,-0.1656654236
53,8.299530368,2.355688436,-1.109325163,8.271434935,2.115899747,-0.94159177,8.005305275,2.160077517,-0.9538703904,8.407766151,2.248038549,-0.3709818177,8.207321933,2.101891418,-0.2631936771,8.134386274,1.976795128,-0.4590532027,8.567600533,2.317282834,-1.120127596,7.875679214,1.889576688,-0.6031605777,7.791576578,1.8114711,-0.769483142,8.088310489,1.981053364,-0.5892931346,8.572609362,2.33556319,-1.222300375,7.786380017,1.82861091,-0.9105813192,8.585363258,2.31116462,-0.9942696732,7.333007466,1.513794302,-0.4325069321,8.633923528,2.274842842,-0.5049786177,8.669526143,2.369889819,-0.6012811611,7.852629013,1.864853122,-0.3943673545,7.983675263,1.913730457,-0.4232622628,8.072407284,1.943076074,-0.3164801764,8.85431476,2.415813752,-0.1655703002
54,8.294744456,2.354885408,-1.109304793,8.266770409,2.115067759,-0.9415207848,8.000534359,2.15919157,-0.9538967375,8.402878237,2.247430462,-0.370865155,8.202405957,2.101382122,-0.2630955516,8.129700887,1.976049682,-0.4589520221,8.562717169,2.316440826,-1.120302561,7.870732469,1.889015086,-0.6028666914,7.786739366,1.810605172,-0.7694249903,8.083171088,1.980530883,-0.589557372,8.567816601,2.334769473,-1.222382159,7.781714997,1.827750154,-0.9102080434,8.580485709,2.310441279,-0.9942710849,7.328351937,1.513011261,-0.432493418,8.629040625,2.274335661,-0.5048542977,8.664647889,2.36994181,-0.6012032779,7.847721782,1.86399498,-0.3942519148,7.978385834,1.913017716,-0.423100639,8.068150421,1.941978165,-0.3162811199,8.849288821,2.415919105,-0.1655294771
55,8.289976951,2.354152085,-1.109183787,8.262163622,2.114256518,-0.9413532646,7.995826015,2.158277724,-0.9538422799,8.398029971,2.246795585,-0.3706276028,8.197490553,2.100899917,-0.2629068505,8.125135453,1.97525117,-0.4587721949,8.557852481,2.315538045,-1.120474153,7.86581582,1.888440049,-0.6024486739,7.781843127,1.809737776,-0.769311842,8.078171369,1.980029169,-0.5896521786,8.563084266,2.333926571,-1.222381358,7.777066635,1.82692449,-0.9096637365,8.575649862,2.309691938,-0.9941436959,7.323676295,1.51222038,-0.4325919166,8.62423848,2.273797041,-0.5045946997,8.659816542,2.37023196,-0.6010275209,7.842749374,1.863099519,-0.394050339,7.972812724,1.912190567,-0.4229584046,8.0637334,1.940976999,-0.3159310675,8.844247953,2.416302675,-0.1654225521
56,8.285222534,2.353613677,-1.108864588,8.257593668,2.113633156,-0.9409765413,7.991154291,2.157525235,-0.9535900908,8.393195028,2.246366643,-0.3701806595,8.192575938,2.10064169,-0.2625186056,8.120625236,1.974628774,-0.4583826599,8.553005305,2.314783093,-1.120483716,7.860939492,1.888025948,-0.6018158066,7.776957699,1.809041892,-0.7689947911,8.073244916,1.97973023,-0.5894684677,8.558383868,2.333226195,-1.222184408,7.772448646,1.826268855,-0.908888289,8.570840046,2.309112086,-0.9937917061,7.319015614,1.511613216,-0.4325349661,8.619470795,2.273455446,-0.5041122024,8.655000259,2.370778289,-0.6006521479,7.837788786,1.862388145,-0.3936385089,7.967157273,1.911512027,-0.4226294365,8.059192702,1.940278236,-0.3153480493,8.839193253,2.417029018,-0.1651282075
57,8.280472967,2.35309773,-1.108465317,8.253027447,2.113051811,-0.9405172079,7.986483121,2.156825644,-0.9532527556,8.388353382,2.245998972,-0.3696646864,8.187663174,2.100426773,-0.2620612089,8.11609572,1.974057539,-0.4579029571,8.548169119,2.314074024,-1.120397683,7.856096588,1.887621091,-0.6011312632,7.772128221,1.808385741,-0.7685849493,8.068313195,1.97947749,-0.5891462435,8.553680515,2.332559347,-1.221901094,7.767848235,1.825627537,-0.9080797737,8.56603755,2.308572959,-0.9933453514,7.314371374,1.511067147,-0.4323357912,8.614696243,2.273163433,-0.5035499137,8.650175476,2.371230731,-0.6001968235,7.832902705,1.861736657,-0.3931482943,7.961608368,1.910895807,-0.4221612514,8.054556191,1.939722329,-0.3147027806,8.834145254,2.417741299,-0.164745714
58,8.275720389,2.352432811,-1.108104644,8.248432212,2.11236758,-0.9401024975,7.981776713,2.15607149,-0.9529435648,8.383485395,2.245548883,-0.3692206374,8.182753755,2.100075527,-0.2616654965,8.111472711,1.973413433,-0.4574533298,8.543337609,2.313310101,-1.12028323,7.85128064,1.887074673,-0.6005587163,7.767400136,1.807638627,-0.7681939485,8.063298068,1.979115321,-0.588826076,8.548939598,2.331818075,-1.221641961,7.763253055,1.824845577,-0.9074368081,8.561224008,2.307946804,-0.9929355422,7.309745234,1.510460775,-0.4320081402,8.609873907,2.272774508,-0.5030515651,8.645319307,2.371240257,-0.5997812903,7.828154141,1.861021918,-0.3927120838,7.956355092,1.910257067,-0.421601796,8.049852146,1.939150633,-0.3141665106,8.829125173,2.418083863,-0.1643743325
59,8.270941149,2.351529174,-1.107904205,8.243819288,2.111446184,-0.9398686988,7.977022027,2.155123481,-0.9528070566,8.378584273,2.244827305,-0.3689666842,8.177794686,2.09945575,-0.2614993162,8.106766045,1.972502355,-0.4571698773,8.538509318,2.312302875,-1.120327529,7.846518539,1.886106954,-0.6002269229,7.762760175,1.806676616,-0.7679591782,8.058063078,1.978547927,-0.588452737,8.544167338,2.330820592,-1.22157866,7.758663956,1.823805734,-0.9070100008,8.556413628,2.307067668,-0.9927383499,7.305080359,1.509646611,-0.4318375737,8.605026962,2.272085479,-0.5027521757,8.640420686,2.371120589,-0.5995337722,7.823688844,1.859875092,-0.3924999061,7.951037014,1.909354004,-0.4211235023,8.044943851,1.938495587,-0.3138629564,8.824103634,2.418100645,-0.1641644134
