frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,AA01_data.tx,AA01_data.ty,AA01_data.tz,AA02_data.tx,AA02_data.ty,AA02_data.tz,AA03_data.tx,AA03_data.ty,AA03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz
882,3.798449401,0.8695609565,-0.3799666289,3.625692787,0.776954589,-0.2041054234,3.538248209,1.006290224,-0.1240708693,2.3162588,0.5995096353,0.5203746801,2.279557057,0.6802688689,0.7855802979,2.146140875,0.481143815,0.8469161962,1.940226792,-0.3797837462,1.746299334,4.007306953,1.127379694,-0.2574496153,3.20758851,0.3940954606,0.7079010758,2.815676133,1.314555657,-0.2604180906,0.8987566102,0.3186401072,1.036880499,3.59530029,0.5263061682,0.5170260797,1.790417998,0.5021029439,0.9261629623,2.96307682,0.5718341381,0.5433527446,1.023462903,0.4596543128,1.353298491,3.519903327,1.167842134,0.4705848096,2.143536005,0.5146586216,1.335565344,4.459437346,1.043355627,0.1874580123,NaN,NaN,NaN,2.3834775,-0.5781928409,1.24854975
883,3.791936863,0.8617090205,-0.3967819481,3.62904948,0.7697306851,-0.2115585814,3.536995683,0.9990593936,-0.1364274378,2.308772784,0.6000154211,0.5287613556,2.263540516,0.6807757811,0.7934929807,2.134212299,0.4786377732,0.8524090648,1.933883092,-0.3880914379,1.745725518,3.995614104,1.139619313,-0.253796039,3.195275754,0.4004404509,0.7059526438,2.792453905,1.311747219,-0.2714327821,0.8845797611,0.3203429572,1.035197003,3.601792514,0.5280107555,0.5116737102,1.77363554,0.4945505075,0.9372173642,2.946287645,0.5763145971,0.5322102893,0.9988591803,0.4596234908,1.345394617,3.483414332,1.162109916,0.4763756689,2.133982577,0.5084061079,1.341114929,4.461981584,1.047916367,0.1755277721,NaN,NaN,NaN,2.379312859,-0.5867534489,1.245757801
884,3.784864769,0.8539189119,-0.4134357073,3.632948677,0.7633489363,-0.2191765493,3.535347422,0.9917588988,-0.1487419178,2.300495848,0.6021249783,0.5372508946,2.246693188,0.6819234492,0.8009658771,2.12271239,0.4764900251,0.8576210074,1.928747493,-0.3940978401,1.744907587,3.98268785,1.15176145,-0.2501268906,3.183278485,0.4080288708,0.7045989846,2.76872517,1.307565692,-0.2813090075,0.8699743326,0.3226763363,1.034833757,3.607627352,0.5304253332,0.5064411907,1.755939547,0.4862238444,0.9479230149,2.929096178,0.5839732527,0.5211877783,0.9728204973,0.4584755302,1.336600984,3.446766449,1.155183543,0.4836206954,2.123862203,0.5018895972,1.346254719,4.463361886,1.051129898,0.162510595,NaN,NaN,NaN,2.376184296,-0.592139439,1.243143259
885,3.777322756,0.8462699872,-0.429861269,3.637220455,0.7577825034,-0.2269539566,3.533359417,0.9844908786,-0.1609384466,2.291599584,0.6054746358,0.5457537866,2.229356901,0.6836224792,0.808042052,2.111612265,0.4747396181,0.8626346505,1.924665319,-0.3981572004,1.743943516,3.968708088,1.163745001,-0.2463486157,3.171642689,0.4165847693,0.7037679211,2.744769782,1.30227646,-0.2901548065,0.8549652254,0.3255585343,1.035618946,3.612993366,0.5335560393,0.5013530025,1.737578568,0.4774395518,0.9583172405,2.911639939,0.5940835061,0.5102049959,0.9456553547,0.4565525784,1.327236804,3.410071278,1.14730127,0.4919353525,2.113236063,0.49527885,1.351150541,4.463820194,1.053446624,0.148732724,NaN,NaN,NaN,2.373932756,-0.5948939444,1.240742378
886,3.769389674,0.8387715331,-0.4460596595,3.641683088,0.7529340259,-0.234953779,3.531081509,0.9772876384,-0.173004594,2.282244619,0.6096462163,0.554115227,2.211865907,0.6857247766,0.8147010118,2.100871074,0.4733678815,0.8674671077,1.921457622,-0.4006945483,1.742848143,3.953851795,1.175431404,-0.2424322412,3.160401158,0.4257543629,0.7033119895,2.720866293,1.296095658,-0.2981304229,0.8395620061,0.3288753238,1.037320206,3.618067228,0.5373255093,0.4963590236,1.718789049,0.4684635371,0.9683748232,2.894046561,0.6058498707,0.4991103244,0.9176625654,0.4541545487,1.317562696,3.373441,1.138622328,0.5008741434,2.102157474,0.4886758845,1.355902873,4.463596413,1.055219677,0.1344515503,NaN,NaN,NaN,2.372367528,-0.5956305276,1.238501586
887,3.761144148,0.8314334674,-0.4620320315,3.64615466,0.7487057385,-0.2432388418,3.528563287,0.9701817652,-0.1849279061,2.272592227,0.6142224158,0.5621790775,2.194554691,0.6880836019,0.8209211191,2.090447865,0.4723563569,0.8721354485,1.91894617,-0.4021351256,1.741635432,3.938296825,1.186682785,-0.2383491959,3.149587495,0.4351848309,0.7030828604,2.697292397,1.289241613,-0.3053961693,0.8237740906,0.3325136152,1.03970487,3.623025721,0.5416567885,0.4914086746,1.699806288,0.4595627727,0.9780705466,2.876445528,0.6184782314,0.4877499236,0.8891407574,0.451582407,1.307839327,3.336986201,1.12930854,0.509991621,2.090679416,0.4821828348,1.360612291,4.462930302,1.056802166,0.119925058,NaN,NaN,NaN,2.371298951,-0.5949628718,1.236366011
888,3.752664583,0.8242663811,-0.477779698,3.650453146,0.74499939,-0.2518717642,3.525854081,0.96320616,-0.1966959406,2.262804481,0.6187868444,0.5697879569,2.177758036,0.6905536744,0.826679584,2.080301619,0.4716867632,0.8766567121,1.916953701,-0.4029045054,1.740318655,3.922221914,1.197362089,-0.234071341,3.139236228,0.4445242359,0.702931433,2.674324759,1.281934841,-0.3121125621,0.8076107631,0.3363614015,1.042539995,3.628045804,0.5464733829,0.4864509109,1.680864346,0.4510053938,0.9873790727,2.858968487,0.6311758509,0.4759679498,0.8603882885,0.4491383989,1.298327262,3.300815691,1.119524208,0.5188422912,2.078854523,0.4759020316,1.365379419,4.462061376,1.058547381,0.1054116546,NaN,NaN,NaN,2.370538743,-0.5935049132,1.23427972
889,3.74402917,0.8172815681,-0.4933041602,3.654396482,0.7417161994,-0.2609149127,3.523002964,0.9563940614,-0.208296297,2.253044348,0.6229240512,0.5767833146,2.161811076,0.6929912206,0.8319524579,2.070391299,0.4713409663,0.8810479196,1.915304095,-0.4034286781,1.738910543,3.905806668,1.207333169,-0.2295710009,3.12938287,0.4534214496,0.7027079108,2.65223888,1.274398001,-0.318440433,0.7910811811,0.3403077159,1.045592377,3.633304668,0.5516992818,0.4814342173,1.662196005,0.4430607544,0.9962748423,2.84174945,0.6431513663,0.463606736,0.8317032049,0.4471262096,1.289286837,3.265036355,1.10943599,0.5269805344,2.06673509,0.4699360672,1.370304884,4.461228862,1.060808933,0.09117002901,NaN,NaN,NaN,2.369900217,-0.5918709347,1.23218592
890,3.735315896,0.8104910404,-0.5086071307,3.657802618,0.7387568472,-0.2704303635,3.520058762,0.9497790602,-0.2197166416,2.2434757,0.6262195304,0.5830054879,2.14704931,0.6952539655,0.8367146307,2.060675876,0.4713009571,0.8853260853,1.913822469,-0.4041341064,1.737423407,3.889231516,1.216460847,-0.2248209932,3.120063924,0.4615260822,0.7022618621,2.631309012,1.266855815,-0.3245410163,0.7741943688,0.3442426012,1.048628566,3.638979776,0.5572589537,0.476306606,1.644032777,0.4359994439,1.004731999,2.824924842,0.6536147738,0.4505069343,0.8033832451,0.4458510554,1.280978052,3.229753049,1.099212798,0.5339605433,2.054373085,0.464387846,1.375489279,4.46067171,1.063940844,0.07745903836,NaN,NaN,NaN,2.369198398,-0.590675621,1.230027114
891,3.726602551,0.8039075315,-0.5236905518,3.660489561,0.7360215042,-0.2804798734,3.51707006,0.9433951044,-0.2309447268,2.234263276,0.6282597102,0.5882937433,2.13380861,0.6972010671,0.8409398317,2.051114366,0.4715488341,0.8895082265,1.912335204,-0.4054477486,1.73586923,3.872677645,1.224610945,-0.2197946601,3.111316829,0.4684884151,0.7014422634,2.611808109,1.259534939,-0.3305760141,0.7569591977,0.3480570921,1.051414875,3.645248894,0.563077315,0.4710156172,1.626604958,0.4300932632,1.012724334,2.80863343,0.6617774018,0.4365076195,0.77572589,0.4456197071,1.273660501,3.195068542,1.089025695,0.5393362776,2.041820182,0.4593606196,1.38103313,4.460628658,1.068297575,0.06453762245,NaN,NaN,NaN,2.368250027,-0.5905340763,1.227745229
892,3.717229313,0.7974187336,-0.5390860623,3.663253933,0.7340252932,-0.2920233565,3.514307831,0.9370544042,-0.2421411606,2.224760621,0.6303987531,0.5926410392,2.121431485,0.6998261184,0.8442633215,2.042096311,0.4728581211,0.8936728867,1.911760441,-0.4057750185,1.734065223,3.855431285,1.23184157,-0.2139972194,3.10370274,0.4745961342,0.7006323276,2.593223405,1.251599334,-0.3358345001,0.7384330308,0.3516835885,1.055263112,3.652015288,0.5689706938,0.4656695096,1.609207876,0.4247011092,1.020370728,2.79250769,0.6693754151,0.4215104443,0.7471277855,0.4455663862,1.266773443,3.160814534,1.078358277,0.5442810602,2.028540913,0.4543325804,1.386998415,4.460440814,1.072936547,0.05129551138,NaN,NaN,NaN,2.367554423,-0.5896509079,1.225483353
893,3.7068517,0.7910284296,-0.5551783748,3.666582124,0.7331224481,-0.305500745,3.511774742,0.9306949596,-0.2535786058,2.214550232,0.6336847649,0.5960976798,2.109261696,0.7036574133,0.8464417321,2.033849294,0.4755021342,0.8976486735,1.912706838,-0.4040550315,1.731725047,3.837007669,1.238396947,-0.20750936,3.097378399,0.4804271876,0.6999442765,2.574997676,1.242512917,-0.340027263,0.71833297,0.355205897,1.060798451,3.659020186,0.5749852378,0.4601491846,1.591322356,0.419208158,1.027588864,2.776248836,0.678063182,0.4055128451,0.716710701,0.4449408877,1.259655855,3.126811019,1.066814409,0.5496067715,2.014345547,0.4489497365,1.393094252,4.459563973,1.077101779,0.03678205963,NaN,NaN,NaN,2.367572834,-0.5866285587,1.223132295
894,3.696043049,0.7848415704,-0.5714919574,3.669839438,0.7329002855,-0.3199345848,3.509126763,0.9244738351,-0.2651716871,2.204112656,0.6372382428,0.598785347,2.097598347,0.7078636133,0.8478190796,2.026045227,0.4787220252,0.9012763343,1.914446784,-0.4014593353,1.728944557,3.81794345,1.24435533,-0.2009262086,3.091737139,0.4860560369,0.6990691438,2.557352354,1.232892345,-0.3437664939,0.6976010898,0.3587771511,1.066902446,3.666171605,0.5813630511,0.4543280608,1.573403979,0.4139478891,1.034231917,2.760078553,0.6869085659,0.3887189946,0.685795365,0.4442697559,1.252557441,3.093116737,1.054726188,0.5545439092,1.999735143,0.4436049097,1.399090517,4.458406055,1.08136972,0.02177287094,NaN,NaN,NaN,2.367996448,-0.5826537609,1.220525156
895,3.685403413,0.7788365566,-0.5872592695,3.672405515,0.732831198,-0.3340516845,3.506031668,0.9184420125,-0.2765590815,2.193889074,0.6401551291,0.6010428067,2.08668957,0.71160474,0.8489467643,2.018295678,0.4817543078,0.9046155436,1.916129934,-0.3991142447,1.726084153,3.798788705,1.249689151,-0.1945716304,3.086120653,0.4915168285,0.697976716,2.540528396,1.223266661,-0.3474592984,0.6771019435,0.3625894355,1.072608697,3.673341445,0.5882805799,0.448383128,1.555836363,0.4092687428,1.040351202,2.744191952,0.694929064,0.371578078,0.655619457,0.4441276519,1.245873828,3.059757695,1.042378524,0.5585673781,1.98511947,0.4387182443,1.404976524,4.457375152,1.086207676,0.00736036159,NaN,NaN,NaN,2.368416932,-0.5789060653,1.217794173
896,3.67553762,0.7729906363,-0.6017146147,3.673667554,0.7323818744,-0.3465769961,3.502159848,0.912647999,-0.2873771472,2.184323954,0.641533664,0.6032037679,2.076787452,0.7140419379,0.8503714331,2.010214128,0.4838360073,0.9077239886,1.916910795,-0.3981489764,1.72350434,3.780091793,1.254376091,-0.188774598,3.07987077,0.49684296,0.6966371714,2.524764423,1.214167223,-0.3515130642,0.6576958383,0.3668414102,1.076944642,3.680402728,0.5959135366,0.4424923892,1.539001096,0.40552261,1.045995758,2.728791185,0.7011402006,0.3545330124,0.6274213016,0.4450921613,1.239993254,3.02675645,1.030060287,0.5611499604,1.970906003,0.4347134509,1.410739985,4.456883742,1.092080791,-0.005363762792,NaN,NaN,NaN,2.368430287,-0.57656605,1.215069894
897,3.665492314,0.7670210928,-0.6155750187,3.674406272,0.732160687,-0.3591495815,3.498231532,0.9069482901,-0.2975649104,2.174767818,0.6413864239,0.605039719,2.067994332,0.7157857125,0.8516975781,2.001753725,0.4858650025,0.9110162288,1.917424299,-0.3977042411,1.721440326,3.761061586,1.258402724,-0.1826364249,3.073930512,0.5015846442,0.6954764715,2.510111359,1.205221465,-0.3549222092,0.6374401234,0.3719971831,1.081143152,3.687663764,0.6041512121,0.4366482456,1.522570279,0.4028670121,1.051190188,2.713572177,0.705559797,0.3366449713,0.5989641372,0.4475253439,1.235039277,2.993870764,1.017424125,0.5624435913,1.956424485,0.43134273,1.41693198,4.456458161,1.098881445,-0.01699404352,NaN,NaN,NaN,2.36822906,-0.5747338923,1.212637454
898,3.654385809,0.7608750978,-0.6298306651,3.675419355,0.7328729018,-0.3735270276,3.494778752,0.9012761069,-0.3074846117,2.16464486,0.6405602882,0.6061833058,2.060169468,0.7178439612,0.8523115025,1.99330214,0.4888794564,0.9146120197,1.918738191,-0.396428241,1.719711006,3.740938403,1.261823261,-0.1756362579,3.069252917,0.5056076097,0.6946274266,2.496362333,1.19583807,-0.3570090603,0.614983119,0.3780506561,1.086592418,3.695369268,0.6128440798,0.4306211303,1.506152807,0.4010918008,1.055956104,2.698273362,0.7090843697,0.3171834075,0.5684688482,0.451064178,1.230815602,2.961038376,1.004148859,0.5629301089,1.941167957,0.4281998939,1.423785558,4.455572766,1.106215812,-0.02882490473,NaN,NaN,NaN,2.368320641,-0.5720099995,1.210511639
899,3.64296449,0.7548345738,-0.6439890969,3.676140123,0.7340784914,-0.3884736334,3.491202097,0.895747575,-0.3172761613,2.154460202,0.6393623127,0.6067887634,2.053136074,0.719925706,0.8524558489,1.985051615,0.4922794092,0.9181416887,1.920515284,-0.3947754814,1.718044003,3.720326381,1.264669534,-0.1685159783,3.06513156,0.5093580043,0.6937146618,2.483387397,1.186191672,-0.3586047461,0.5919806847,0.3844710731,1.092467753,3.703253491,0.6220471139,0.4243909983,1.489949545,0.3999550061,1.060319098,2.683129018,0.7119996401,0.2969728324,0.5377622671,0.4551699397,1.227144612,2.928504937,0.9905083683,0.5626771205,1.925675918,0.4254170792,1.430822897,4.45455826,1.114055455,-0.04061686454,NaN,NaN,NaN,2.368664655,-0.5688836333,1.208435621
900,3.632039139,0.7490695478,-0.6571859237,3.676039313,0.7352262466,-0.4023748749,3.486930025,0.8903741708,-0.3267260478,2.14463292,0.6380480156,0.607208981,2.046605823,0.72169453,0.8525590508,1.977069443,0.4954240307,0.9214174326,1.9221776,-0.3932213328,1.716361786,3.699848379,1.266868162,-0.1616455674,3.060758208,0.5132094257,0.6926762377,2.471095245,1.176374945,-0.3603143313,0.5699398233,0.3907268329,1.097961222,3.710984595,0.6317237452,0.4183219241,1.474017831,0.399187605,1.064430394,2.668325176,0.7145217027,0.2770996514,0.5085088419,0.4593084455,1.22385721,2.896442907,0.9767050524,0.5620363382,1.910298564,0.4230994447,1.437742182,4.453745849,1.122254328,-0.05166923428,NaN,NaN,NaN,2.36903655,-0.5658859794,1.206404413
901,3.622425767,0.7437531597,-0.6685630258,3.674597812,0.7357630206,-0.4136155995,3.48139371,0.8851661063,-0.335621056,2.135582257,0.6368739256,0.6077924057,2.040292793,0.7228127957,0.8530478061,1.969423608,0.4976725451,0.9242481247,1.923148845,-0.3922432823,1.714587567,3.680124847,1.26834803,-0.1554022711,3.055323784,0.5175329722,0.6914512384,2.459392445,1.166481189,-0.3627468958,0.5503656185,0.3962915976,1.102253946,3.718233893,0.6418358455,0.4127804367,1.458415215,0.3985206599,1.068435849,2.654055538,0.7168681357,0.2586457007,0.4823752057,0.4629519183,1.22077087,2.865024724,0.9629427066,0.5613496484,1.895383105,0.4213532456,1.444235624,4.453472482,1.130667492,-0.06128301103,NaN,NaN,NaN,2.369214009,-0.5635492481,1.204412413
902,3.61367416,0.7386611495,-0.6782970682,3.671855094,0.7358441389,-0.4227935562,3.474670609,0.8799822267,-0.3437497645,2.126934131,0.635055914,0.6082659074,2.034537686,0.7229861254,0.8537036011,1.961684087,0.4990751586,0.926704262,1.923447051,-0.3917729513,1.712689897,3.66069384,1.268968156,-0.1494223946,3.049259096,0.5219574939,0.6901865397,2.448963599,1.156733819,-0.365369197,0.5320453859,0.4017858936,1.105539009,3.725313731,0.6527372146,0.4075474616,1.443103441,0.3984457105,1.071952593,2.640408056,0.7187096154,0.2408609171,0.4581194105,0.4667974445,1.218068013,2.833852972,0.9487469304,0.5601533256,1.8804872,0.4202325354,1.450433515,4.453591954,1.139511502,-0.0695133364,NaN,NaN,NaN,2.369143552,-0.5617183682,1.202481618
903,3.604883398,0.7335560778,-0.6871674861,3.668271302,0.7360470373,-0.4315475808,3.467286706,0.8747692244,-0.3511457865,2.11816103,0.6319284095,0.6082069679,2.029812163,0.7223357459,0.8540718163,1.953561381,0.5002047619,0.9290065091,1.923593678,-0.3913386708,1.710754252,3.640796635,1.268747809,-0.1431825785,3.043502506,0.526017529,0.6890389317,2.440313894,1.147223103,-0.3673628871,0.513081007,0.4080230985,1.108616565,3.732701825,0.6647416237,0.4022097654,1.428051399,0.3995164388,1.074664324,2.6273135,0.7197132895,0.2224412941,0.4336944076,0.4717109357,1.216037968,2.802570777,0.9337180996,0.5578994504,1.86510207,0.4197354809,1.456689814,4.453767851,1.149097967,-0.07694507092,NaN,NaN,NaN,2.369025726,-0.559827467,1.200677196
904,3.596171176,0.7285611546,-0.6952481033,3.663940501,0.7364134352,-0.4398493191,3.459325758,0.8696328562,-0.3579851561,2.109431097,0.6278988831,0.6077164568,2.026009673,0.7211163299,0.8542051072,1.945313061,0.5011752429,0.9311637975,1.923734715,-0.3908552276,1.708841873,3.620593638,1.267816795,-0.1368399297,3.03798192,0.5298967576,0.6879369514,2.43306371,1.137823833,-0.368923346,0.4939264372,0.4147605059,1.111551733,3.740296687,0.6776996954,0.3968150997,1.413306189,0.4015328707,1.076791662,2.614711391,0.7200596812,0.2036145927,0.40953914,0.4774116464,1.214632757,2.77139626,0.918132676,0.5547835009,1.849452795,0.4198488154,1.463005221,4.454037689,1.159370427,-0.08369775597,NaN,NaN,NaN,2.368982037,-0.5578332055,1.199015942
905,3.587656055,0.723725672,-0.7025335994,3.658943946,0.7368991909,-0.4475887633,3.450858607,0.8645965665,-0.3643674097,2.100839981,0.6233013793,0.6068877112,2.022940884,0.7195021372,0.854147129,1.937102855,0.5020209531,0.9331624934,1.923849048,-0.3903450991,1.706954819,3.600235512,1.266208966,-0.130449102,3.032544063,0.5336712244,0.686848547,2.42683245,1.128361995,-0.3702143176,0.4749306382,0.4217173836,1.114303993,3.747936252,0.6913422784,0.3914920016,1.398811382,0.4042266299,1.078500626,2.602491388,0.719852093,0.184633625,0.3859828385,0.4835792754,1.213697483,2.740488169,0.9021720034,0.551045748,1.833639513,0.420462682,1.46935039,4.454419663,1.170146858,-0.08975084188,NaN,NaN,NaN,2.368989268,-0.555795307,1.197474015
906,3.579456021,0.7191000517,-0.7090191233,3.653363087,0.7374608609,-0.4546562562,3.441955445,0.8596845671,-0.3703925627,2.092482432,0.6184704177,0.6058139315,2.02041604,0.7176668927,0.8539420953,1.929094461,0.5027768531,0.9349887293,1.923915629,-0.3898308617,1.705095161,3.579872779,1.263959089,-0.1240648503,3.02703553,0.537416656,0.6857421606,2.421239248,1.11866283,-0.3713989744,0.4564436804,0.428614656,1.116832476,3.75545998,0.7053994613,0.3863694961,1.384511837,0.4073295223,1.079957361,2.590543266,0.7191946194,0.1657517223,0.3633555211,0.4898957316,1.213076948,2.710004631,0.8860190807,0.5469258778,1.817762663,0.4214678446,1.475695693,4.45493279,1.181245555,-0.09508365873,NaN,NaN,NaN,2.369024374,-0.5537735817,1.196027654
907,3.571688523,0.7147357795,-0.7147003039,3.647279565,0.7380557935,-0.4609424586,3.432685859,0.854921837,-0.3761611096,2.084452194,0.6137410769,0.6045879919,2.018244899,0.7157837572,0.8536345846,1.921451529,0.5034785513,0.9366283979,1.92391348,-0.3893351655,1.703264978,3.559655757,1.261102876,-0.1177421026,3.021302786,0.5412084584,0.6845866198,2.415903023,1.108550636,-0.3726399974,0.4388167828,0.4351749279,1.119096176,3.762708918,0.7196006354,0.3815771954,1.370353741,0.4105736395,1.081328279,2.578756778,0.7181922443,0.1472225769,0.3419881037,0.4960449973,1.212615894,2.680103028,0.8698587263,0.5426628955,1.801923056,0.4227557205,1.482011327,4.45559699,1.192485091,-0.09967533254,NaN,NaN,NaN,2.36906451,-0.5518279286,1.194653173
908,3.564470509,0.7106853084,-0.7195732455,3.640775214,0.7386421778,-0.4663383192,3.423118879,0.8503341217,-0.3817740127,2.076841969,0.6094490343,0.6033023199,2.016236705,0.7140253262,0.8532693966,1.914337651,0.5041623043,0.9380671515,1.923821694,-0.3888807104,1.701466338,3.539734501,1.257676981,-0.1115360196,3.015192169,0.5451217496,0.6833510609,2.410442481,1.097848685,-0.3740996634,0.422402289,0.4411224361,1.121054083,3.769525709,0.7336745626,0.3772453606,1.356284587,0.4136914367,1.08278015,2.567021564,0.7169509069,0.1293001181,0.3222124336,0.5017129464,1.212159154,2.650939915,0.8538776551,0.5384950657,1.786221914,0.4242183934,1.488267398,4.456433125,1.203684263,-0.1035047263,NaN,NaN,NaN,2.369087026,-0.5500183319,1.193326957
909,3.557918484,0.7070019293,-0.7236345101,3.633932052,0.7391790494,-0.4707350464,3.413323019,0.8459479332,-0.3873326784,2.069743463,0.6059305606,0.6020488445,2.014200202,0.7125636573,0.8528914583,1.907916356,0.5048649799,0.9392904071,1.923619431,-0.3884902227,1.699701299,3.520258754,1.25371898,-0.1055020432,3.008549926,0.549231426,0.6820048825,2.404476075,1.086379246,-0.3759399405,0.4075535801,0.4461829283,1.122665254,3.775754548,0.7473494491,0.3735049298,1.342253115,0.4164157863,1.084480153,2.555227077,0.7155775362,0.112238422,0.3043612467,0.5065871177,1.211551731,2.622670991,0.8382644674,0.53465989,1.770760888,0.4257486054,1.494433983,4.457462995,1.214662028,-0.1065504055,NaN,NaN,NaN,2.369069461,-0.5484048529,1.192025456
910,3.552148572,0.7037396122,-0.7268810832,3.62683227,0.7396262513,-0.4740240814,3.403366327,0.84179055,-0.392938922,2.063247505,0.6035224716,0.6009190126,2.011943692,0.7115703243,0.852545781,1.902351121,0.5056239822,0.9402833558,1.92328591,-0.388186432,1.697971896,3.501377897,1.249267312,-0.09969593373,3.001222242,0.5536122651,0.6805177316,2.397621918,1.073963721,-0.378322591,0.394624926,0.45008347,1.123888807,3.781241088,0.7603530218,0.3704875088,1.328209189,0.4184800046,1.086595875,2.543262557,0.7141800546,0.09629165558,0.2887680489,0.5103564426,1.210638802,2.595451124,0.8232095509,0.5313941204,1.755642049,0.4272397283,1.500481176,4.458709304,1.225237422,-0.1087906282,NaN,NaN,NaN,2.368989518,-0.5470476181,1.190725166
911,3.547219985,0.7008217664,-0.7285751942,3.61836307,0.73946717,-0.475280551,3.392037665,0.8375295884,-0.3980746789,2.057167479,0.6019516564,0.5995202812,2.009942719,0.7105522466,0.8521692612,1.897487003,0.5062084542,0.9407905717,1.922648492,-0.3881101006,1.696205592,3.482676369,1.243752058,-0.09382936473,2.993134411,0.5582016474,0.6787193735,2.391809534,1.060707235,-0.381028484,0.3834132843,0.453338545,1.124384321,3.786386285,0.7735315872,0.3681111857,1.313856292,0.4206473757,1.088384791,2.531473055,0.7123067795,0.08107830888,0.2757545524,0.5136339228,1.2097989,2.56894696,0.8076035184,0.5280812354,1.740573622,0.4291583319,1.506146291,4.460258678,1.236117741,-0.1099512967,NaN,NaN,NaN,2.368836297,-0.5459515585,1.189396951
912,3.542983179,0.6981084104,-0.7284276873,3.608036013,0.7385507099,-0.474291692,3.378826231,0.8329883431,-0.4023795285,2.05123839,0.6006939626,0.5975904955,2.008528145,0.7091297431,0.8516706189,1.892959212,0.5065113854,0.9407273762,1.921544698,-0.3882476692,1.694376625,3.463787742,1.236913105,-0.08769939105,2.984398415,0.5628676116,0.6766301454,2.388175697,1.046890993,-0.383769138,0.3732519412,0.4565672737,1.124003619,3.791484665,0.7875013304,0.3662342655,1.299064128,0.4235544591,1.089318814,2.520080957,0.7096536516,0.0661276715,0.2648562568,0.5171164186,1.20926643,2.542765944,0.7908276153,0.5241934124,1.725203279,0.4318360214,1.511353786,4.462083232,1.247732236,-0.1098840517,NaN,NaN,NaN,2.368512684,-0.5450200833,1.188080582
913,3.539245282,0.6956007382,-0.7271814534,3.596885696,0.7374261177,-0.4720958646,3.364870521,0.8284624559,-0.4062562264,2.045514601,0.5996949772,0.5954220742,2.007382985,0.7076221749,0.8510640558,1.888717885,0.5067308725,0.9403473177,1.920129653,-0.3884303488,1.692548891,3.444962101,1.229282464,-0.08154994145,2.975226557,0.5675832302,0.6744581005,2.385167106,1.032608643,-0.3866014323,0.3639143171,0.459594574,1.123087924,3.796288237,0.801668297,0.3648143342,1.284145775,0.4267055445,1.089928294,2.508842353,0.7065542701,0.05154214925,0.2553448112,0.520554255,1.208771986,2.517045447,0.773805519,0.5200806383,1.709677166,0.4349244743,1.516372081,4.464063165,1.259530113,-0.1088674658,NaN,NaN,NaN,2.368003027,-0.5441817127,1.186820281
914,3.535797074,0.6933176852,-0.7256821159,3.585944908,0.7366542321,-0.4698389114,3.351312953,0.824254917,-0.4101963678,2.040124825,0.5988596017,0.5932981897,2.006279282,0.7062979969,0.8503611836,1.884810273,0.5070106635,0.9399014679,1.918711915,-0.3885690004,1.690748482,3.426471192,1.221386094,-0.07570327238,2.965909573,0.5722857687,0.6723390537,2.38123634,1.017946916,-0.3895949121,0.3552853758,0.462171551,1.122074808,3.800604833,0.8154198734,0.3636920905,1.269524157,0.4295409853,1.090777353,2.497549446,0.7033230848,0.03738885822,0.2466078956,0.5236184073,1.208152617,2.49198916,0.7574253753,0.5160590188,1.694278214,0.4379991631,1.521475562,4.466098729,1.27096384,-0.1073239457,NaN,NaN,NaN,2.367412846,-0.5434231329,1.185587935
915,3.532428891,0.6912769511,-0.724774518,3.576244653,0.7367964006,-0.4686660469,3.339294533,0.8206700001,-0.4146905336,2.035197963,0.5980929717,0.5915030968,2.004988569,0.7054252747,0.8495739079,1.881283513,0.507494553,0.9396417439,1.917599555,-0.3885736199,1.689001604,3.408587151,1.21374845,-0.07047917482,2.956737682,0.5769127377,0.6704106678,2.374836379,1.002989402,-0.3928179929,0.3472506066,0.4640486886,1.121404367,3.80424189,0.8281436279,0.3627088778,1.255623767,0.4315012454,1.092433253,2.485991356,0.7002743322,0.02373692398,0.238033335,0.5259777473,1.20724851,2.467799981,0.7425742033,0.5124476925,1.679291216,0.4406348764,1.52694187,4.468090021,1.281485656,-0.1056750308,NaN,NaN,NaN,2.366847289,-0.5427305811,1.184355684
