frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz
577,0.5775079466,-0.4079398651,1.114106226,0.677399298,-0.4999415202,0.9464151811,0.6513681441,-0.5044826205,0.9035606389,0.2452108268,-0.6619796158,-1.023922954,0.718192288,-0.4574913291,-0.8724960509,0.6742142066,-0.4217981181,-0.4487853658,-0.2735347883,-0.5742859857,-0.9606088901,0.5068366089,-0.7059621857,-0.9193045468,-0.2037374774,-0.3415193271,-1.274121333,0.8172123907,-0.6352117635,-0.9857557121,-0.02684210401,-0.4550800041,-0.7057657688,0.7066988366,-0.02424691903,-2.282963044,-0.309406063,-0.4157812521,-1.27013964,1.222826798,-0.603494086,-0.7910289717,0.3929357877,-0.6101678377,-0.6520018789,0.3870156517,-0.690678468,-0.9857200086
578,0.5647875735,-0.4077913514,1.103141543,0.668629517,-0.5010558563,0.9378052711,0.642251827,-0.5054548255,0.8956303293,0.247168524,-0.6567651418,-1.031685529,0.708831083,-0.4640708323,-0.8791237072,0.6532580759,-0.4213984567,-0.4557700548,-0.2778814817,-0.5718415373,-0.9671607308,0.5071523217,-0.7026639698,-0.9230569035,-0.2075138238,-0.3366678907,-1.279626508,0.8069015552,-0.6278127732,-0.9876181817,-0.03622056155,-0.4638186417,-0.717989184,0.689693237,-0.02408125786,-2.28255595,-0.3082102751,-0.4130725457,-1.274466368,1.212020253,-0.6139829307,-0.7930765918,0.3802000954,-0.6095601141,-0.6541208536,0.388282736,-0.6887037917,-0.989752848
579,0.5528897302,-0.4072293195,1.094618621,0.6610334744,-0.5022197265,0.9312872619,0.6340553875,-0.5067967441,0.8890242433,0.2505500973,-0.655957343,-1.034185771,0.6990916438,-0.470605219,-0.884152247,0.636103914,-0.420417429,-0.4617050711,-0.2781292101,-0.5714885236,-0.9689669129,0.5096828152,-0.6996184444,-0.9243008598,-0.2101640193,-0.3323317704,-1.284569767,0.7961272886,-0.6232968971,-0.9880988904,-0.04518065904,-0.4729802097,-0.727935488,0.6759923646,-0.02275396827,-2.281715487,-0.3060667394,-0.4131837189,-1.276631937,1.201698705,-0.6221132003,-0.7980242096,0.3666146447,-0.6062781603,-0.6550306196,0.3905277532,-0.6871148166,-0.9913853722
580,0.5413090838,-0.406503787,1.087422772,0.6537751503,-0.5033492364,0.926007993,0.6262032425,-0.5082922521,0.883351027,0.2545738937,-0.657645266,-1.033971531,0.6888555971,-0.4771907276,-0.8882105399,0.6199254084,-0.419082546,-0.4668248853,-0.2761149121,-0.5723952907,-0.9678133674,0.513154344,-0.6966759494,-0.9241017062,-0.2129629426,-0.328025709,-1.289285718,0.7849956478,-0.6204194574,-0.9876805924,-0.05397487447,-0.4823545496,-0.7368299676,0.6641639507,-0.02116467108,-2.280387152,-0.3036355361,-0.4145751475,-1.277361638,1.191336198,-0.6291169366,-0.8041302493,0.3526989444,-0.6015255859,-0.6548322438,0.3930089582,-0.6854444491,-0.9916651725
581,0.5292338888,-0.4057041203,1.080645796,0.6455388458,-0.5042201798,0.9214510334,0.6175753018,-0.5097092026,0.878534119,0.2571265809,-0.6591214253,-1.033289838,0.6770895763,-0.4848313425,-0.8913372403,0.6024805007,-0.4188828524,-0.4725396009,-0.2748585451,-0.5737588393,-0.964594889,0.5158915819,-0.694732317,-0.9236062209,-0.2183764091,-0.3224352865,-1.293225086,0.773036981,-0.6183001894,-0.9858507069,-0.06282308381,-0.4910370214,-0.7461216081,0.6546663825,-0.02227867714,-2.279274779,-0.3025512887,-0.4151311706,-1.277324933,1.180136992,-0.6368398723,-0.8079167969,0.3388653061,-0.5962876192,-0.6530947349,0.3941937738,-0.6828673757,-0.9913863283
582,0.5165215278,-0.4045910182,1.073494653,0.6361149377,-0.5047150226,0.9178850614,0.6081733501,-0.5111342,0.87468273,0.2573739986,-0.6604460836,-1.033627973,0.6634148875,-0.4939914896,-0.892886399,0.5826037427,-0.4205205058,-0.4803032906,-0.2750006764,-0.5759434197,-0.9577522572,0.5177339709,-0.6951622064,-0.9234844848,-0.2286255242,-0.3141889785,-1.296602893,0.7586487716,-0.6166580471,-0.9819314051,-0.07050200374,-0.4971083608,-0.7581988189,0.6483427602,-0.02942243275,-2.279505019,-0.3035965638,-0.4141531603,-1.276801334,1.167250795,-0.6459137891,-0.8086009577,0.3252084072,-0.5897481854,-0.6491905981,0.3928787314,-0.6780981473,-0.9908853096
583,0.5034234838,-0.4037621769,1.066537874,0.6259751841,-0.5050269335,0.9143490399,0.5979270844,-0.512541643,0.8709991469,0.256724992,-0.661147905,-1.03338451,0.6485483443,-0.5040397112,-0.8948471379,0.562140974,-0.422966677,-0.4885462983,-0.2755779371,-0.5781994539,-0.9503958348,0.5190223126,-0.6958045581,-0.9235258533,-0.2401639402,-0.3053197186,-1.299622631,0.744775927,-0.6153878333,-0.977372699,-0.078893138,-0.503546919,-0.7697471572,0.6436396584,-0.03731056313,-2.279781337,-0.3049425585,-0.4129854487,-1.276139006,1.154109899,-0.6553451302,-0.8076234272,0.3115979225,-0.5829543319,-0.6445481546,0.3910106692,-0.6727144902,-0.9900934938
584,0.4893051971,-0.4036694659,1.060804604,0.6142386541,-0.5051456833,0.9097434791,0.5853681591,-0.5136230619,0.8668992947,0.2552140758,-0.658973571,-1.031096792,0.6314481502,-0.5155819213,-0.89887643,0.5409093811,-0.4256029304,-0.4957823314,-0.2771829104,-0.5795178832,-0.9459522353,0.5189816697,-0.6948187354,-0.9236418208,-0.25150593,-0.2966495241,-1.301943477,0.7347530448,-0.6146195658,-0.9729278388,-0.09046771804,-0.5132292992,-0.7776056514,0.6399492095,-0.04266031093,-2.278575808,-0.3063053711,-0.411244306,-1.275262768,1.14094011,-0.6665096767,-0.8034737942,0.2982111394,-0.5767230958,-0.639977973,0.3900932343,-0.6686761599,-0.9889693134
585,0.4746867111,-0.4041294099,1.055749607,0.6015784057,-0.5052679216,0.9046698033,0.5715200591,-0.5146230274,0.8626456475,0.252875695,-0.6554598843,-1.027705899,0.6129553365,-0.5278846043,-0.9038754155,0.5195086243,-0.4287353049,-0.5028172705,-0.2794034416,-0.580308091,-0.9427783007,0.5180974276,-0.6935041769,-0.9238022226,-0.2631453056,-0.2879347078,-1.303830665,0.7266217727,-0.6143288719,-0.9684048531,-0.1039404897,-0.5244989321,-0.7833795706,0.6375647331,-0.04730115915,-2.27683649,-0.307790579,-0.4092398848,-1.274290686,1.127720301,-0.6784921655,-0.7969822154,0.2847161731,-0.5706705183,-0.6352095515,0.3893757473,-0.6654623726,-0.9877979968
586,0.4610848315,-0.4055339781,1.050154257,0.590036887,-0.5059542306,0.8993225526,0.5588971259,-0.5159773612,0.8580733554,0.2509670921,-0.6527981555,-1.024435305,0.5965178035,-0.5383140188,-0.9097119107,0.5013959242,-0.4326449352,-0.509959,-0.2813317869,-0.5802526488,-0.9411793233,0.5173480675,-0.6921706879,-0.9239246443,-0.2718742123,-0.2813822056,-1.305599821,0.7188021206,-0.6136870184,-0.9650581837,-0.1185576263,-0.5369756178,-0.7871155267,0.6347227684,-0.04894187639,-2.275368148,-0.3076988825,-0.408975813,-1.274278102,1.116716572,-0.6872770685,-0.7915281871,0.2704239438,-0.5667896849,-0.6312495381,0.3886712057,-0.6628335662,-0.9872440564
587,0.4493619396,-0.4082191702,1.043055741,0.5808030277,-0.5075392182,0.8933278057,0.5488681026,-0.5176780131,0.8528784894,0.24995706,-0.6518786348,-1.021932353,0.5834356486,-0.5453386241,-0.9170303946,0.4882857106,-0.4373042448,-0.5175361192,-0.2828953148,-0.5787009869,-0.9421511424,0.5170160877,-0.6908104735,-0.9241558938,-0.2763092862,-0.2777448017,-1.307595925,0.710597901,-0.6114146809,-0.9636471556,-0.135211339,-0.551470011,-0.7880370836,0.6300817272,-0.04484887706,-2.274663671,-0.3043557468,-0.4124161201,-1.276391463,1.109050991,-0.6911549549,-0.7881404767,0.2549989079,-0.5661187196,-0.6292337214,0.3874877256,-0.6600073148,-0.9878741548
588,0.4382789258,-0.4116676084,1.035285741,0.5725316723,-0.5095838714,0.8871042376,0.539878514,-0.5194608539,0.8475807289,0.2492270734,-0.6516114318,-1.019749239,0.5718082883,-0.5504378244,-0.9251882319,0.4777085596,-0.4425792876,-0.5254843409,-0.2845225153,-0.5763330778,-0.9444922933,0.51649732,-0.6892173757,-0.9245009502,-0.2785716234,-0.2756350369,-1.309170788,0.7021546877,-0.6082606701,-0.9632232737,-0.1532112195,-0.5671152352,-0.7872551009,0.6247529297,-0.03735412649,-2.274319644,-0.2995600834,-0.4176833295,-1.27948127,1.10350616,-0.6914225658,-0.7861299495,0.2388001311,-0.5675034379,-0.6277039552,0.3858312989,-0.6568723166,-0.9889971616
589,0.4262002701,-0.4150032628,1.028320976,0.5634619261,-0.5114974468,0.8820385677,0.5300565312,-0.5213870596,0.8432543311,0.2484020919,-0.6512193543,-1.017463207,0.5602843933,-0.5555078273,-0.9321168335,0.4668457033,-0.4486061324,-0.5335154482,-0.2860601351,-0.5748305563,-0.9452130577,0.515439529,-0.6874053508,-0.9246649748,-0.2807142073,-0.2740568893,-1.309148423,0.6931557095,-0.6064384783,-0.9624858,-0.1694233579,-0.5810198399,-0.7876291453,0.6206546148,-0.03176512426,-2.273805371,-0.2968248509,-0.4210237728,-1.281124019,1.098851781,-0.6885809907,-0.7863012752,0.2221760697,-0.5696488877,-0.6237738493,0.3842611432,-0.6541978668,-0.9893943997
590,0.4122572272,-0.4177066142,1.022947761,0.5528090041,-0.5130611076,0.8791582133,0.5182775489,-0.523427456,0.840645995,0.2470600298,-0.6505928709,-1.014127281,0.5497442862,-0.5631089285,-0.937077203,0.4554664112,-0.4563915224,-0.5413155281,-0.2874462802,-0.5749927328,-0.9424627286,0.5135081879,-0.6849518641,-0.9245653465,-0.2832015623,-0.2734011225,-1.306353507,0.6833329426,-0.6068991537,-0.9603172264,-0.1829925556,-0.5929993433,-0.7908449209,0.6188266889,-0.0301984676,-2.272650183,-0.2975063212,-0.4210403415,-1.279951151,1.095273619,-0.6812808035,-0.7898503423,0.2051429643,-0.5723382931,-0.6145552375,0.3828514209,-0.6520650005,-0.987951305
591,0.3974319662,-0.420329191,1.01845311,0.5414509786,-0.514696105,0.8774448459,0.5056402393,-0.5258463924,0.8389722734,0.2456493437,-0.6499135525,-1.010262911,0.5403053148,-0.5715148361,-0.9409700156,0.4443215329,-0.4653386639,-0.5489050236,-0.2885100604,-0.5763029101,-0.9374545902,0.511319356,-0.6819410015,-0.9241459148,-0.2851552142,-0.2737501094,-1.301945589,0.6731970685,-0.6087423212,-0.957548785,-0.1945762101,-0.6037816469,-0.7951551846,0.6184279005,-0.03063887308,-2.271017273,-0.2997500082,-0.4193785194,-1.27721826,1.092789451,-0.6711518115,-0.7952058012,0.1878268846,-0.5761662418,-0.6026236216,0.3817493874,-0.6503381993,-0.9853463452
592,0.3828709598,-0.4236167201,1.014063112,0.5301266348,-0.5167879828,0.8752145353,0.4936127031,-0.5291609353,0.837010157,0.2451042539,-0.6488523751,-1.007649013,0.5294824198,-0.5761996364,-0.9442039344,0.4320767894,-0.4731860173,-0.5565095569,-0.2889343235,-0.5784809846,-0.9317952429,0.5099478475,-0.679153449,-0.9231476681,-0.2866082164,-0.2736575589,-1.298256889,0.6636023529,-0.6114184898,-0.9558078434,-0.2032979019,-0.6118462353,-0.7982701881,0.6185565037,-0.03220245226,-2.26932993,-0.3022511223,-0.4168605122,-1.274433719,1.089910838,-0.6631564301,-0.7990072219,0.1707438242,-0.5810822073,-0.5932928882,0.3816253906,-0.6494737966,-0.9830475288
593,0.3693305226,-0.4286646369,1.009785322,0.5190150359,-0.5199267931,0.8715291057,0.4826312891,-0.5346991254,0.8340296657,0.246585419,-0.6479170315,-1.007120838,0.5162290069,-0.5752583984,-0.9469294085,0.4182639784,-0.4792226635,-0.5640298307,-0.2880638437,-0.582438239,-0.9247938569,0.5103923831,-0.6768329764,-0.9215729357,-0.2869416197,-0.2727934877,-1.29642495,0.6559499644,-0.6179669549,-0.9570583146,-0.2080982373,-0.6162242891,-0.7998794419,0.6193529003,-0.03577567154,-2.267773969,-0.3054305132,-0.4121444511,-1.271845217,1.086624753,-0.6591809905,-0.8004883122,0.1532858106,-0.5892008122,-0.5889888215,0.3841003592,-0.6515909297,-0.9820688104
594,0.3559874504,-0.4339085278,1.005341721,0.5079534612,-0.5228925326,0.8678086216,0.4720944868,-0.5402467907,0.8308781939,0.2482507061,-0.6464601706,-1.007532698,0.5017353329,-0.5708424532,-0.9490386156,0.4036414217,-0.4843204201,-0.5716914188,-0.2868195426,-0.5862499611,-0.91874146,0.5109763851,-0.6750881537,-0.9195318372,-0.2869345419,-0.2719332473,-1.29504943,0.6481652105,-0.6234887751,-0.958569004,-0.2109989617,-0.6183208647,-0.8000315614,0.6203428728,-0.03974887792,-2.266401529,-0.3086143458,-0.4073984217,-1.269363923,1.082685021,-0.656705494,-0.8004865806,0.136431422,-0.596762573,-0.5864647837,0.3864137602,-0.653812965,-0.9814396559
595,0.3423615324,-0.4377177894,1.000106108,0.4970896932,-0.524610084,0.8647981739,0.4622586264,-0.5434422765,0.8281493306,0.2484418582,-0.6428397647,-1.009078545,0.4844691805,-0.5610952957,-0.9499601817,0.3876965216,-0.4876373518,-0.5798307204,-0.286152867,-0.5880917362,-0.9163769934,0.5102969486,-0.6745106067,-0.9164324054,-0.2875638252,-0.2706057538,-1.293615748,0.6368902792,-0.6212009232,-0.9577380133,-0.2134425774,-0.6175046963,-0.7972324451,0.6210515849,-0.04268667853,-2.265382926,-0.310716438,-0.4055210464,-1.267340416,1.077118863,-0.6550897943,-0.7979167632,0.1207215469,-0.6001703575,-0.5857188339,0.3856192387,-0.6527740552,-0.9803123311
596,0.3286896945,-0.4410634945,0.9945842947,0.4863989149,-0.5260927494,0.8618894344,0.4529972838,-0.5458866928,0.8255319958,0.2485151506,-0.638476363,-1.011669946,0.4660705953,-0.5479204851,-0.9502192972,0.3707183012,-0.4896406031,-0.58816364,-0.2855638693,-0.5893139779,-0.9157338476,0.5094638691,-0.674832538,-0.9127762442,-0.2882191867,-0.268861198,-1.292356085,0.6244224272,-0.6153462925,-0.9560657891,-0.2145726352,-0.6144776065,-0.792481678,0.6217215259,-0.0451331898,-2.264452608,-0.3122092333,-0.4049455858,-1.265604831,1.070629454,-0.6546784335,-0.793411037,0.1060054841,-0.6015933444,-0.5865368153,0.3838039086,-0.6507913674,-0.9790927955
597,0.3148246717,-0.4446075625,0.9892670611,0.4758474473,-0.5281473852,0.8589041957,0.4436446163,-0.5487323523,0.8228061989,0.2494199965,-0.6359148054,-1.01369115,0.4521746607,-0.5385194971,-0.9514777949,0.3544181029,-0.4924021765,-0.5964797352,-0.2849168252,-0.5901683835,-0.9158430509,0.5093135491,-0.6753538792,-0.9101027241,-0.2886471361,-0.267706184,-1.290919186,0.6148705728,-0.610016374,-0.9543047426,-0.2146854338,-0.6132768059,-0.7877754944,0.6216059047,-0.04543615262,-2.263195658,-0.312474198,-0.4050733104,-1.264361694,1.06388889,-0.6552934382,-0.7885731866,0.0941307819,-0.6008326435,-0.5854172085,0.3826118084,-0.6493680261,-0.978162179
598,0.3008288872,-0.4480069898,0.9846360189,0.4660466477,-0.5308882721,0.8562699991,0.4344970187,-0.5524016108,0.8199406661,0.2521017165,-0.6371596182,-1.013942351,0.4473158953,-0.5379614911,-0.9541961608,0.3409708262,-0.4969802871,-0.6035146303,-0.2834384897,-0.5905397523,-0.9178151146,0.5108859838,-0.6771945556,-0.908561483,-0.2880854548,-0.2690724562,-1.288596511,0.6121216941,-0.6082234602,-0.951496825,-0.2134201854,-0.6169277866,-0.7819869683,0.6195644534,-0.04130266155,-2.260292561,-0.309011771,-0.4080236134,-1.263586103,1.056530695,-0.6584982119,-0.7817848685,0.08729152993,-0.5961932399,-0.5795763,0.3827467703,-0.6497782814,-0.9770244239
599,0.2866171113,-0.45197737,0.9799211633,0.455926909,-0.5339942159,0.8534826808,0.4248038343,-0.5563289851,0.8169064699,0.2547814141,-0.6389248556,-1.013956647,0.4447747945,-0.5389587458,-0.9577039576,0.3275078213,-0.5023396214,-0.6113091431,-0.2821552187,-0.5905236943,-0.9197332061,0.5124499514,-0.6781871421,-0.9078653181,-0.2875630701,-0.270554444,-1.286411254,0.6101942135,-0.6054775896,-0.9492259168,-0.2113323586,-0.6210613126,-0.7771298617,0.617709782,-0.0369152417,-2.257909575,-0.3054840216,-0.4104221471,-1.263256038,1.049304857,-0.6618623201,-0.7758870316,0.08214397001,-0.5904245344,-0.5726365456,0.38300609,-0.649695289,-0.9764977991
600,0.2717674178,-0.4579875413,0.9739701897,0.4443463206,-0.5373623478,0.8493229053,0.4134052153,-0.5602375803,0.8129758006,0.2564316828,-0.6386751393,-1.015587831,0.440932549,-0.537020761,-0.9628642926,0.3108267916,-0.5082143242,-0.623276945,-0.2825246437,-0.5901359759,-0.9191018021,0.5124726979,-0.6751956844,-0.9093024714,-0.2882101494,-0.2694347334,-1.285786745,0.6046912845,-0.5981080597,-0.9501126857,-0.2084552477,-0.6226924952,-0.7773506746,0.6178196296,-0.03528666224,-2.258968087,-0.3064053826,-0.4070635891,-1.264000562,1.042814508,-0.6626981251,-0.7748754143,0.07631654189,-0.5858796213,-0.5671992202,0.3830366782,-0.6468023435,-0.9785627001
601,0.2566898912,-0.4651008387,0.9673339961,0.4321275079,-0.5409398195,0.8444870178,0.4011904503,-0.5640073383,0.8086152477,0.2577179522,-0.6378268558,-1.017784258,0.4376076139,-0.5344777615,-0.9692550435,0.2927330125,-0.5144195748,-0.6373474522,-0.2836188509,-0.5892118074,-0.9177788608,0.5119581458,-0.6702836693,-0.9121512128,-0.2893644955,-0.2671145936,-1.2860887,0.5984187552,-0.5886153766,-0.9527574663,-0.2047643459,-0.6234188059,-0.7801009517,0.618639398,-0.03443550901,-2.261636094,-0.3093107078,-0.4009241057,-1.265358273,1.036764085,-0.6625095475,-0.7761927424,0.07112289747,-0.5813895338,-0.5622026072,0.3830805642,-0.6427007277,-0.9820786652
602,0.2422588379,-0.4719560457,0.9611901748,0.4196573258,-0.5449574372,0.8402725029,0.388989194,-0.5675430936,0.8053999503,0.2580322007,-0.6369264743,-1.018685564,0.4316950838,-0.530242661,-0.9749407425,0.2748719588,-0.520020286,-0.6500383612,-0.2844270882,-0.5880391738,-0.916785903,0.5113853361,-0.6656322902,-0.9143004315,-0.2907745656,-0.264282184,-1.286491955,0.5914847759,-0.5791177756,-0.9557137285,-0.2018509809,-0.6230842307,-0.7820635969,0.6197592059,-0.03494297326,-2.263583986,-0.3123634777,-0.3954483976,-1.265931264,1.03215585,-0.6614372829,-0.7783118111,0.06564390294,-0.5781494915,-0.558257249,0.3828079016,-0.6393815733,-0.984727092
603,0.2284242601,-0.4784538154,0.9559455762,0.4064294974,-0.5497634132,0.8374260864,0.3766200234,-0.5704668288,0.8044053626,0.2563949796,-0.6365114097,-1.016493674,0.4219235296,-0.5229700282,-0.9792510256,0.2575471561,-0.5247262289,-0.6605801854,-0.284489541,-0.5868398902,-0.9159899902,0.51067055,-0.6612016925,-0.9148203449,-0.2925474169,-0.2602006443,-1.286665775,0.5820473763,-0.5668755801,-0.9576802155,-0.2005964843,-0.6201976398,-0.7819105305,0.6225485295,-0.03928976629,-2.264118456,-0.316307316,-0.3902449759,-1.264502774,1.030065083,-0.6588994067,-0.781374201,0.06037420328,-0.5755198175,-0.5542366258,0.3815778529,-0.6372855143,-0.9857568075
604,0.2152112037,-0.4843677567,0.9516284484,0.3930452842,-0.5548677089,0.8350986771,0.3642495191,-0.5736826099,0.8043908403,0.2543544201,-0.6362410525,-1.013595,0.410569061,-0.5153619227,-0.9824838919,0.2405164784,-0.529004474,-0.6692262574,-0.2846280685,-0.5857102255,-0.9146581606,0.5100283848,-0.6573737612,-0.9145515612,-0.2942786054,-0.2565562667,-1.286751221,0.5727811774,-0.5561241578,-0.9599085736,-0.1999429357,-0.6173875304,-0.7808897712,0.6248415607,-0.04371932576,-2.263653038,-0.3195379722,-0.3864736809,-1.262709506,1.028977723,-0.6561547187,-0.7846069378,0.05446223607,-0.5741750715,-0.551156093,0.3802899427,-0.6359341514,-0.9854756927
605,0.2030793967,-0.4892519318,0.9487198618,0.3800096185,-0.560705495,0.8329954159,0.3521754663,-0.578406445,0.8047876219,0.2530331326,-0.6360333958,-1.011627129,0.3971503932,-0.5094383586,-0.9845826141,0.2243902373,-0.5322407734,-0.6735747326,-0.2851387608,-0.5844512524,-0.9132894954,0.5100256314,-0.6557564626,-0.9135168624,-0.2956354084,-0.2550978062,-1.286840558,0.5681831299,-0.5538645907,-0.9640090416,-0.1994126186,-0.6179518197,-0.7789391654,0.6230762847,-0.04314041064,-2.261257372,-0.3185340576,-0.388286996,-1.262134629,1.02784189,-0.6546934899,-0.786828835,0.04609983499,-0.5765719221,-0.5514615737,0.3799067253,-0.6360268058,-0.9830051081
606,0.1917415781,-0.4934057955,0.9467532227,0.3674016421,-0.5675292342,0.8311940449,0.340332974,-0.5838032962,0.8057166908,0.2517558169,-0.6356946188,-1.009774472,0.3820166242,-0.5039332561,-0.9859848749,0.2089676131,-0.5352322121,-0.6756455628,-0.285732066,-0.5830569502,-0.9121250693,0.5102413571,-0.6551787773,-0.9118768788,-0.2970366555,-0.2545738855,-1.286643968,0.5655321123,-0.5561563847,-0.9690739848,-0.1991867108,-0.6198031701,-0.776299445,0.6193535399,-0.04030749998,-2.257686068,-0.3154052584,-0.3931203255,-1.261804605,1.027094735,-0.6535560756,-0.788853843,0.03630086094,-0.5814029208,-0.5538069218,0.3797704305,-0.6368242491,-0.9791100497
607,0.181061902,-0.4964105502,0.9449344597,0.3566308052,-0.5740543177,0.8291696959,0.3295270613,-0.5886406752,0.8063283628,0.2510119564,-0.6342964659,-1.008772525,0.3686090764,-0.4989157251,-0.9869428955,0.1938405739,-0.5403311782,-0.6800929405,-0.2864406109,-0.5819118963,-0.9108965551,0.5101075872,-0.6542899467,-0.9103846892,-0.2986027836,-0.254805311,-1.285465574,0.560860773,-0.5591747101,-0.9737026613,-0.198951732,-0.6208901087,-0.7739753882,0.6164555886,-0.03821520314,-2.25480564,-0.3132480271,-0.3966745385,-1.260764896,1.026072306,-0.6519637914,-0.7907739822,0.02636500303,-0.5861802714,-0.5563387493,0.379420199,-0.6367889992,-0.9755301374
608,0.1711144781,-0.4976194939,0.9431455951,0.3486531893,-0.5796900996,0.8268757128,0.3201119402,-0.5920158067,0.8063235237,0.2518031804,-0.6307568512,-1.010321207,0.3598703186,-0.4944297536,-0.9869101642,0.1785287874,-0.5500354399,-0.6904474224,-0.2870423694,-0.5810918286,-0.9100039439,0.5092943584,-0.6523352971,-0.9093392456,-0.2997100711,-0.2570490615,-1.28332375,0.5522725594,-0.5623563501,-0.9766813539,-0.1981098628,-0.6207454371,-0.7724950558,0.6155623065,-0.03804354445,-2.253519133,-0.3137917673,-0.396557424,-1.258261063,1.024899715,-0.6494941722,-0.7924817419,0.01597385719,-0.5896326784,-0.5590185239,0.3787463537,-0.6354187438,-0.9729471864
609,0.1619405016,-0.4975170341,0.9411662643,0.3426058246,-0.5841538324,0.8242067623,0.3118759363,-0.5945872994,0.8057844115,0.2536447664,-0.6263175958,-1.013347385,0.353564754,-0.4904845267,-0.9864706029,0.1634696544,-0.5619505645,-0.7036123871,-0.2874496887,-0.580408403,-0.9094416439,0.5084138267,-0.6501674802,-0.9086617336,-0.3003049397,-0.2604918714,-1.280936053,0.5410905094,-0.5655723272,-0.978822384,-0.1970683466,-0.6200851565,-0.7715041212,0.6159072624,-0.03904115345,-2.253156745,-0.3155130549,-0.3946464829,-1.25509694,1.023939231,-0.6465765341,-0.7937679991,0.005752127894,-0.5923409197,-0.5622840802,0.3783047784,-0.63395186,-0.9710673197
610,0.1533599332,-0.4973869855,0.9380390712,0.3371762003,-0.5866282992,0.8205332851,0.3047785874,-0.5974721397,0.8044212934,0.254797398,-0.6235369718,-1.014424579,0.3453729852,-0.4871041971,-0.9875795045,0.1496404865,-0.5710928176,-0.7143202749,-0.2878957393,-0.579853247,-0.9083316664,0.5083149712,-0.6488556414,-0.9085394461,-0.3013589196,-0.2618525953,-1.278663795,0.5281893068,-0.5656473278,-0.9817894822,-0.1970173521,-0.6186409213,-0.7706902778,0.6173525737,-0.04131934063,-2.253215963,-0.3166248261,-0.3930514102,-1.252664599,1.022888378,-0.6437141039,-0.7945739102,-0.001581259098,-0.5945935521,-0.5650104522,0.3786358812,-0.6334744231,-0.9701688336
611,0.1453799604,-0.4974031426,0.9336870782,0.3323024648,-0.5861012808,0.815521778,0.299112417,-0.6013149694,0.8024118189,0.2541401129,-0.6240552517,-1.01056501,0.3329210408,-0.4844254812,-0.9910714508,0.1377937066,-0.5756860449,-0.7199493418,-0.2886438452,-0.5796669994,-0.9052664481,0.5100210628,-0.6496878522,-0.9089515642,-0.303487562,-0.2595280133,-1.276154853,0.5128175298,-0.5605583898,-0.9860888682,-0.1990526783,-0.6152871689,-0.7695971852,0.620638717,-0.0464650358,-2.253598279,-0.316319219,-0.3928179661,-1.251509211,1.021720709,-0.6411484482,-0.794857659,-0.004190368871,-0.5968448934,-0.5661907359,0.3801981438,-0.6350513726,-0.9702948139
612,0.1378451109,-0.4973029628,0.9290206518,0.3277112376,-0.5837456218,0.8099605705,0.2944658891,-0.6052872499,0.8003006347,0.2522914293,-0.6262094041,-1.003693311,0.3175752391,-0.4822846279,-0.9955808185,0.1268874453,-0.5771540273,-0.7222154713,-0.2900578963,-0.5799242806,-0.9002691758,0.5123064829,-0.6517311658,-0.9093118571,-0.3065095219,-0.2552362529,-1.273268966,0.4962308923,-0.5526100794,-0.9918978402,-0.2023532968,-0.6107839923,-0.7682518756,0.6245629264,-0.05319460331,-2.253941148,-0.3156777007,-0.3931649096,-1.250742223,1.020084245,-0.6386542767,-0.7947511917,-0.00398639159,-0.5994091617,-0.5662373588,0.3820982563,-0.6373288058,-0.970516499
613,0.1303277332,-0.4977126067,0.9245670899,0.3217669881,-0.58201498,0.8049034173,0.2897410791,-0.6082920056,0.7983465294,0.2501281678,-0.6276024641,-0.9977509038,0.3006244026,-0.4802509396,-0.9997612097,0.1152091953,-0.575301285,-0.7223684332,-0.2925196595,-0.5803660569,-0.8946090105,0.5126465725,-0.6527178706,-0.9089668305,-0.310199416,-0.250677868,-1.270687053,0.4823148693,-0.5451257688,-1.000374688,-0.2052366095,-0.6076908741,-0.7670590014,0.6260738442,-0.05730526676,-2.253361161,-0.3157493165,-0.3934606471,-1.24960331,1.017187783,-0.6360316986,-0.7944569843,-0.003871237515,-0.6023610374,-0.5661576691,0.382848087,-0.6377591397,-0.9696605789
