frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz
178,0.5534584801,-0.5545568178,1.492230658,0.4518543912,-0.4433108679,1.327150519,0.43750826,-0.4803286849,1.29515614,-0.00991807155,0.1326479092,-1.56206574,0.3239783275,-0.08235544923,-1.924597508,1.424636629,0.1921795716,-1.348723644,-0.3400646461,0.01457319938,-1.350864325,-0.04074955008,0.01185421321,-1.61112914,2.011814894,-0.4567822029,-1.629483519,0.348349739,0.1471078359,-1.805081353,1.169781513,-0.05481773093,-2.185392243,-0.16943725,-1.063821634,-2.401483729,-0.465043271,-0.3601416863,-1.195655478,0.4701817338,-0.2492854042,-1.998809845,-0.01200016144,-0.1531309491,-1.624386113,-0.008659751829,-0.1928349324,-1.551775896
179,0.5561595028,-0.5450760982,1.510770947,0.4515680876,-0.4449365472,1.336263349,0.4452385454,-0.4839223101,1.308231498,-0.0136008562,0.132142754,-1.566419787,0.3232213531,-0.08683432584,-1.924259391,1.454790452,0.1909444722,-1.335669535,-0.342028761,0.01356488234,-1.352868643,-0.0423793238,0.009629601094,-1.608562236,2.024164211,-0.460782716,-1.605187692,0.3473952373,0.147858606,-1.804218423,1.183483793,-0.06507740556,-2.177179387,-0.1892852515,-1.07959054,-2.402497859,-0.4653595327,-0.36138906,-1.193508067,0.4597224027,-0.251348493,-1.991493301,-0.008055872832,-0.1551386329,-1.623238786,-0.01040718394,-0.1980634475,-1.548889937
180,0.5620477711,-0.5338431451,1.520631079,0.4561281148,-0.4437068822,1.338353857,0.4560308268,-0.4792625225,1.316531821,-0.01442515892,0.1321378043,-1.567914072,0.3234018019,-0.08704182021,-1.92479009,1.493428359,0.1912909629,-1.321831594,-0.3412077964,0.0122692254,-1.353278341,-0.04122460768,0.007125240566,-1.607959098,2.035215443,-0.4666361223,-1.58100091,0.3484618551,0.1489131091,-1.805390545,1.197663527,-0.07553447837,-2.169707146,-0.2053067392,-1.092871064,-2.406690196,-0.4635438225,-0.3630422159,-1.191696811,0.4498708516,-0.2563517811,-1.983639418,-0.002656840011,-0.1562141755,-1.621402462,-0.008909910533,-0.201131055,-1.547655963
181,0.5691760988,-0.5208913123,1.526055704,0.4624771596,-0.4397295912,1.337691847,0.4680175534,-0.4700913499,1.322194756,-0.01436360313,0.1320594051,-1.568566617,0.3240463807,-0.08572565692,-1.925221384,1.534873903,0.1906847949,-1.305388872,-0.339447252,0.01071359173,-1.352989116,-0.03947511532,0.004813086205,-1.60789948,2.045425332,-0.4734769001,-1.556731244,0.350792818,0.1495043191,-1.807163813,1.210604584,-0.08674190773,-2.15969296,-0.2192616105,-1.104674358,-2.4116394,-0.4613766475,-0.3648330543,-1.190239673,0.4401140135,-0.262374033,-1.976405632,0.002892113617,-0.1572550479,-1.619262057,-0.006730556211,-0.2038545604,-1.546660854
182,0.5774957755,-0.507084712,1.52638965,0.4719186294,-0.4334477894,1.333851298,0.4811656741,-0.4574842319,1.323617117,-0.01289605407,0.1320009168,-1.568452021,0.3259079626,-0.08132014912,-1.92642261,1.577642579,0.1873322402,-1.282402676,-0.3365542327,0.008543015954,-1.353089775,-0.03714837725,0.004668214982,-1.610309691,2.054859836,-0.4812676083,-1.533453512,0.3564652731,0.1483184212,-1.810144483,1.224202182,-0.09990516081,-2.146376492,-0.2311656733,-1.114800201,-2.418057453,-0.4594949084,-0.3664194754,-1.190892207,0.4319115526,-0.2638538036,-1.976985742,0.006865307009,-0.1588740983,-1.619518981,-0.004508452318,-0.2062443339,-1.547296838
183,0.584290545,-0.4914094829,1.528004792,0.4796078426,-0.4224356407,1.333181274,0.4914180539,-0.4451069726,1.324991563,-0.01173558042,0.130503219,-1.568661133,0.3265162184,-0.07607034609,-1.926818156,1.617707554,0.1776370573,-1.250763821,-0.3342259693,0.007193478673,-1.352012927,-0.03603948867,0.004965043199,-1.610497034,2.064710179,-0.4858657989,-1.510749838,0.3618998946,0.1468556956,-1.81212446,1.234490289,-0.1153117569,-2.126541621,-0.2420883197,-1.122012787,-2.424399918,-0.4596901899,-0.3673304372,-1.1925415,0.4228001857,-0.2612528071,-1.981319507,0.0082691838,-0.161441488,-1.618694826,-0.003939862599,-0.2083041447,-1.546387461
184,0.5899457557,-0.4751937034,1.529298157,0.4864462746,-0.4105320236,1.332883414,0.5004864131,-0.4336389375,1.325207209,-0.01075588986,0.1290275009,-1.568643378,0.3264776624,-0.07045400962,-1.927256395,1.656374433,0.1657136231,-1.215443431,-0.3321842526,0.00637866778,-1.350860587,-0.03552645253,0.005580824805,-1.610201048,2.072690532,-0.4901977233,-1.486948773,0.3670383566,0.1456926566,-1.813759863,1.241753408,-0.1308619487,-2.10370447,-0.2517080889,-1.127308242,-2.430652973,-0.4609554705,-0.3674452445,-1.194658172,0.4127156644,-0.2571445722,-1.988799402,0.008317858716,-0.16383793,-1.618242837,-0.004587813935,-0.2095939543,-1.545588141
185,0.5928263138,-0.4594258928,1.533113548,0.4893520795,-0.4013048699,1.334210796,0.5071556916,-0.4269478603,1.325075589,-0.01074418043,0.1283271642,-1.56753907,0.325389807,-0.06770255441,-1.927525806,1.690722911,0.152614052,-1.178714721,-0.3315645343,0.006589754125,-1.350206324,-0.03701906562,0.00582174702,-1.608008941,2.078180996,-0.4957426929,-1.458546975,0.3704699904,0.1444226225,-1.813860374,1.242787538,-0.1447113465,-2.077590819,-0.2609053483,-1.131594909,-2.434924013,-0.4642575882,-0.3653826135,-1.1962105,0.4008950829,-0.2524539672,-1.999745415,0.007333808662,-0.1645378172,-1.616844008,-0.008612479771,-0.209289385,-1.544464699
186,0.5945595263,-0.4438681162,1.53719288,0.4914025383,-0.39321445,1.335871351,0.51341046,-0.4223871873,1.32449809,-0.01124766974,0.1280774236,-1.566770182,0.323874441,-0.0655792708,-1.92776585,1.723028471,0.1392121246,-1.141293196,-0.3312347517,0.006926002703,-1.350230147,-0.0387368707,0.006165056566,-1.606008436,2.079278803,-0.5020179746,-1.428981533,0.3729243632,0.144365732,-1.813464682,1.240773064,-0.1578166808,-2.049795747,-0.2688018311,-1.134998008,-2.438259883,-0.4681679891,-0.362612675,-1.197870049,0.3878814886,-0.2478497978,-2.012550131,0.005422838492,-0.164324333,-1.616303459,-0.01334340961,-0.208204101,-1.543884982
187,0.5950609507,-0.4301317909,1.539706254,0.4927197424,-0.3885233132,1.335112444,0.5200764268,-0.4219774647,1.32166316,-0.01311457181,0.1295706718,-1.568595808,0.3210461726,-0.06225047675,-1.93012408,1.753931658,0.1264453062,-1.107181631,-0.330933591,0.007575255247,-1.352889457,-0.03970948022,0.006750224617,-1.606215709,2.073305671,-0.5109487697,-1.398313477,0.3721494016,0.1492607979,-1.81377149,1.235937809,-0.1687007531,-2.023482712,-0.2740779811,-1.135901964,-2.442730717,-0.4726917745,-0.3583095943,-1.200347166,0.3729170608,-0.2437412413,-2.027288429,0.002218991157,-0.1620779977,-1.619643816,-0.01876315288,-0.2049283991,-1.546159231
188,0.5944769152,-0.4160414007,1.542912471,0.4963730976,-0.3848657245,1.335830097,0.5293932442,-0.4242443318,1.319886008,-0.01447114984,0.130959138,-1.569937726,0.318583394,-0.05866517054,-1.930882987,1.783947256,0.1154136931,-1.073091978,-0.3298024601,0.007534371979,-1.355515292,-0.03985462355,0.008205486277,-1.608748167,2.059961473,-0.5191739114,-1.367558349,0.3714999797,0.1557085012,-1.813549107,1.230735744,-0.1790311097,-1.997582779,-0.2782079483,-1.137996985,-2.445094314,-0.4752207015,-0.3563578749,-1.202580807,0.3572358129,-0.2416050473,-2.040792336,-0.002352452139,-0.1599960121,-1.626072241,-0.02158246273,-0.2032619475,-1.549601106
189,0.593698256,-0.4018300228,1.546988793,0.5007934379,-0.3814966994,1.337986633,0.5379349531,-0.4253882948,1.320161226,-0.01553322332,0.1322414737,-1.570997405,0.3166409833,-0.05591479633,-1.930778139,1.813087745,0.1073841624,-1.038821354,-0.3288107581,0.007319701717,-1.357794242,-0.03969631703,0.009590146699,-1.611577725,2.041429877,-0.5257521026,-1.339383581,0.3718607768,0.1620647775,-1.812887308,1.224891362,-0.1893981444,-1.971772428,-0.2814461653,-1.140514486,-2.445819586,-0.4771318692,-0.3550903053,-1.204373827,0.340497568,-0.2413475944,-2.054147129,-0.006169752126,-0.1583370712,-1.632084957,-0.02281584524,-0.2020796905,-1.552908882
190,0.5944898767,-0.3866736945,1.5526768,0.5067818225,-0.3766280057,1.34365691,0.5438991176,-0.4196873596,1.326119077,-0.01556234576,0.1326135337,-1.57173075,0.3166539786,-0.05568666276,-1.927915387,1.841188776,0.1047230769,-1.003786691,-0.3276757448,0.006480752773,-1.358343242,-0.03951986312,0.0111173457,-1.61453454,2.016985718,-0.5266763848,-1.318594286,0.3769265581,0.1655059934,-1.811665186,1.218877303,-0.201528434,-1.944859667,-0.2846067053,-1.145607165,-2.442829207,-0.4777227935,-0.355702642,-1.205573268,0.3241983153,-0.2451399193,-2.065320029,-0.006822765236,-0.1581339618,-1.634601481,-0.02023539105,-0.2027803763,-1.554360837
191,0.5954951961,-0.3700604793,1.561556959,0.5124451616,-0.3701100374,1.352485722,0.5447175307,-0.4070136177,1.337466387,-0.01549404458,0.1309804849,-1.5717607,0.3165889473,-0.05728235492,-1.923963056,1.869329227,0.1062991874,-0.9665029505,-0.3286907964,0.005590999768,-1.357662002,-0.03974342721,0.01072203449,-1.614001155,1.990706828,-0.5237011812,-1.304323335,0.383237984,0.1662816058,-1.80899633,1.213355066,-0.2152180033,-1.917821972,-0.2874282145,-1.151487746,-2.437357119,-0.4787706948,-0.3562787122,-1.204405052,0.3046711368,-0.2513065183,-2.076664195,-0.004154372577,-0.1599080972,-1.629807825,-0.01610367287,-0.2036249979,-1.552433936
192,0.5962390633,-0.3533963837,1.571335893,0.517845823,-0.3634192259,1.36230192,0.545084607,-0.3938265747,1.349956645,-0.01504791097,0.1292386556,-1.57090857,0.3167972653,-0.05943386661,-1.920207444,1.896508068,0.1118183234,-0.9291485017,-0.3303752682,0.005106885015,-1.356590085,-0.03979571184,0.009876129472,-1.612670591,1.962134761,-0.5199983015,-1.294553496,0.389012303,0.1667908727,-1.80562426,1.209381547,-0.2288063932,-1.891253242,-0.289353438,-1.156669972,-2.431765823,-0.4795593874,-0.3569107618,-1.202888672,0.2834713701,-0.2583946446,-2.088190452,-0.0003931956796,-0.1622068088,-1.623771451,-0.01138276088,-0.2045611416,-1.550222818
193,0.5963818154,-0.3368819915,1.581414629,0.5217569909,-0.3573888597,1.371485007,0.5467740332,-0.3843180284,1.360563866,-0.01390315379,0.1288762342,-1.567032392,0.3169835794,-0.06150459379,-1.918309876,1.923834812,0.1220377363,-0.8926327015,-0.3333254371,0.006441938109,-1.354841597,-0.03914364351,0.007927441988,-1.609723642,1.932176316,-0.5188842759,-1.288454128,0.3922577448,0.167893477,-1.801443896,1.208874156,-0.2413393908,-1.865930945,-0.2896515294,-1.159610162,-2.428353953,-0.4802437107,-0.3566516349,-1.200958333,0.2595060569,-0.2649372083,-2.101256644,0.004717905166,-0.1652626496,-1.618376165,-0.008255196702,-0.2049747823,-1.548894681
194,0.5957864762,-0.3229185913,1.590041189,0.5264384057,-0.3528898658,1.378787238,0.5528065837,-0.3799629277,1.367802927,-0.0126018814,0.1293666636,-1.563731385,0.3189425734,-0.06393514484,-1.918961748,1.94802166,0.13656634,-0.8581884599,-0.3353903552,0.007551235341,-1.354436224,-0.03683766564,0.006299959324,-1.608663378,1.901932113,-0.5217449299,-1.285332708,0.3918958124,0.1717026775,-1.79707753,1.212500405,-0.2522547577,-1.843085606,-0.2874195772,-1.15930163,-2.428550892,-0.4806489724,-0.3555524083,-1.201463721,0.2348514538,-0.270154875,-2.114914017,0.008181121905,-0.1670698741,-1.617347137,-0.005124009772,-0.2044174407,-1.550337981
195,0.5950149469,-0.3107584295,1.598451611,0.5309628787,-0.349233723,1.386072038,0.5599568003,-0.3777693229,1.374483853,-0.0116860747,0.1299856152,-1.560836118,0.3209857542,-0.06630385832,-1.92021982,1.969760319,0.1533627368,-0.8243740909,-0.3373874,0.008143532884,-1.354512151,-0.03464786748,0.004832143653,-1.60779455,1.871548018,-0.5258829454,-1.284350925,0.3898061194,0.1760241045,-1.792486959,1.217241861,-0.2625800907,-1.821204321,-0.2854638446,-1.158158478,-2.428881988,-0.481147869,-0.3543896515,-1.202205577,0.2093097784,-0.2753926701,-2.128494116,0.01016615332,-0.1683894505,-1.617813474,-0.002626499492,-0.2035988348,-1.552071121
196,0.5930566926,-0.3009040198,1.606263207,0.5348821304,-0.346257219,1.393936227,0.569025592,-0.3787368611,1.380728459,-0.01186618867,0.130804305,-1.559472948,0.322436213,-0.06771306969,-1.922078612,1.986451493,0.1711268642,-0.7911234528,-0.3384151936,0.007685225849,-1.355384045,-0.03480402889,0.005812876415,-1.608676489,1.843149644,-0.5287919896,-1.285529108,0.385757741,0.1809679741,-1.788070467,1.221692596,-0.2722183425,-1.800961233,-0.2873442793,-1.156592145,-2.427444601,-0.4819763919,-0.3537258128,-1.203605207,0.1827194005,-0.2812356575,-2.141514688,0.00684990305,-0.1679604917,-1.622222599,-0.001448725634,-0.2024813301,-1.554106728
197,0.5913668441,-0.2932149428,1.613655511,0.5383055212,-0.3442844183,1.402061109,0.5777231602,-0.3811208903,1.38705628,-0.01241310573,0.1315500895,-1.558901703,0.3231720162,-0.06841511696,-1.923621333,2.001315908,0.1896709015,-0.7583815483,-0.3394549072,0.006770881043,-1.357022603,-0.03568997887,0.006959472836,-1.609689582,1.814246895,-0.5321616203,-1.287583048,0.3812860912,0.1854588507,-1.784123888,1.225354208,-0.2811699602,-1.780775164,-0.2900822036,-1.155034739,-2.425575996,-0.4828535185,-0.3534866154,-1.204860589,0.1569103697,-0.2870984302,-2.153830981,0.002506330491,-0.1671503478,-1.627380536,-0.001000133608,-0.2016376431,-1.5560704
198,0.5917921807,-0.2890323541,1.620728341,0.5413613947,-0.3432783323,1.411124591,0.581728832,-0.3804209582,1.39596978,-0.01381360208,0.1317259978,-1.560630008,0.3228439765,-0.06881075604,-1.923253944,2.016779472,0.2069119014,-0.7260498,-0.3414604054,0.00452019399,-1.360257106,-0.03786776466,0.006970623068,-1.609484866,1.784892535,-0.5358785653,-1.289138058,0.3799056673,0.1864813872,-1.782083653,1.225649087,-0.2902505126,-1.759439148,-0.2953675287,-1.155567665,-2.421225698,-0.4838292441,-0.3540745826,-1.204851558,0.1329916603,-0.2930607795,-2.16469736,-0.0009675041019,-0.1668972146,-1.630417354,-0.001138469452,-0.2015517065,-1.556440108
199,0.5935712449,-0.2859120825,1.628877461,0.5437960149,-0.3436587244,1.421399138,0.5840347958,-0.3808569768,1.406211687,-0.0158925496,0.1303078049,-1.56188833,0.3189010838,-0.06739329342,-1.919455328,2.031508625,0.2230636873,-0.6930094806,-0.3443315288,0.001531417152,-1.36243226,-0.03969059592,0.00470204391,-1.606430006,1.751631338,-0.5431102742,-1.287773053,0.3763093375,0.1870526867,-1.778847034,1.223225349,-0.2990617139,-1.735427637,-0.298478044,-1.158019429,-2.416057172,-0.4855684038,-0.3557394655,-1.201847134,0.110685027,-0.2998397433,-2.174684156,-0.003179415851,-0.1674678851,-1.629778317,-0.002673621164,-0.2031528358,-1.554176473
200,0.5962768457,-0.2843738912,1.636641095,0.5459193528,-0.3453905628,1.431422012,0.5854859019,-0.3824474982,1.416284933,-0.01780794064,0.1284926542,-1.563104359,0.3145932788,-0.06537623043,-1.915272196,2.0448858,0.2404270238,-0.6596952345,-0.3469667434,-0.001529831201,-1.364544596,-0.04095654069,0.001943657808,-1.603157193,1.717446737,-0.5499753576,-1.28587077,0.3729774851,0.1873657819,-1.775601397,1.219617756,-0.3068396721,-1.710762834,-0.2999636417,-1.159996297,-2.411650517,-0.4872970802,-0.3575985687,-1.198415995,0.09102522465,-0.3065137879,-2.183507151,-0.00467347771,-0.1681900652,-1.62874045,-0.004536973013,-0.2050287382,-1.551603266
201,0.5992599132,-0.2844221182,1.642659709,0.547190926,-0.3488259502,1.43933604,0.587047274,-0.3873949478,1.423568385,-0.01838351632,0.1273835103,-1.563601005,0.3105205648,-0.06140847638,-1.91251888,2.055839144,0.2615525175,-0.6266267175,-0.3483039311,-0.002867238572,-1.36642221,-0.04026354361,-0.0004295147609,-1.601602054,1.680572726,-0.5554126111,-1.284246131,0.3700687303,0.189024605,-1.772440652,1.216152894,-0.3122749189,-1.686331009,-0.2958562027,-1.157752658,-2.412376805,-0.4882385328,-0.3593245777,-1.196597273,0.07596130757,-0.3123727451,-2.191460855,-0.004682419313,-0.1684132007,-1.630009478,-0.006330432308,-0.2071589221,-1.551377307
202,0.6038719288,-0.2865196351,1.646880748,0.5503628739,-0.3551501127,1.445769201,0.5895202655,-0.3939120038,1.429889213,-0.01734630353,0.1261628207,-1.563733894,0.3106947845,-0.05987410664,-1.912041252,2.062767832,0.2902408824,-0.591207168,-0.3478025518,-0.00414078147,-1.36859809,-0.03772878268,-0.001807160104,-1.602917143,1.649069809,-0.5552379731,-1.283764871,0.3701035282,0.1914082364,-1.76909788,1.213123076,-0.315351352,-1.663367965,-0.2887668558,-1.153493376,-2.416204476,-0.4884029676,-0.3601221061,-1.19659638,0.06641034808,-0.3171214237,-2.198098787,-0.003481398955,-0.1689338374,-1.633708202,-0.006397937191,-0.2065336299,-1.55210614
203,0.6092706835,-0.2898625805,1.650653279,0.5539344282,-0.3625861069,1.451713032,0.5922291636,-0.401258068,1.435834985,-0.01526919214,0.1246505769,-1.562881251,0.3125758453,-0.05972778963,-1.912295859,2.070505649,0.318468218,-0.5561192631,-0.3463004453,-0.005732987622,-1.37074774,-0.03454222301,-0.003157436724,-1.604762672,1.618713408,-0.5533707618,-1.28332423,0.3716930834,0.1928287197,-1.766627285,1.209485303,-0.3173845743,-1.640270891,-0.2812331841,-1.149166355,-2.420517848,-0.4881170462,-0.3609277781,-1.197026578,0.06075892759,-0.3212495986,-2.202825584,-0.001267177646,-0.1697773335,-1.636878571,-0.005306604005,-0.2055558076,-1.553290468
204,0.6158956851,-0.2935153853,1.655182606,0.5577982611,-0.370620583,1.458359317,0.5955008882,-0.4087947969,1.442656007,-0.01166039477,0.1225079715,-1.558676178,0.3173921653,-0.06315639274,-1.913363944,2.083130863,0.3407239325,-0.522379203,-0.3432477732,-0.008861611787,-1.3726749,-0.03141440488,-0.004726422561,-1.605705928,1.589676344,-0.5490261031,-1.283188362,0.3756469809,0.191557192,-1.76541019,1.204756244,-0.3192846362,-1.615459004,-0.2772661318,-1.146969077,-2.421711311,-0.4874841081,-0.3617795484,-1.196232655,0.05892018462,-0.3247359495,-2.203657161,0.001707792592,-0.1710486633,-1.636925337,-0.002441123756,-0.2037960243,-1.553840687
205,0.6215290724,-0.2983523433,1.659225036,0.5603312058,-0.3778731863,1.464322407,0.5986024993,-0.4167786146,1.448288432,-0.007518790127,0.1204510033,-1.555334611,0.322750578,-0.0672463613,-1.915354799,2.101581315,0.3550394322,-0.4917547505,-0.341042169,-0.01221155829,-1.376901041,-0.0292552171,-0.006385966928,-1.606848233,1.561854063,-0.5458748974,-1.282219632,0.3822228499,0.1866526407,-1.769078267,1.198889242,-0.3208318778,-1.590848362,-0.27564955,-1.146358789,-2.422587535,-0.4855045144,-0.3639479137,-1.19785169,0.06105617647,-0.3268547093,-2.203029596,0.006088761481,-0.1725274421,-1.635303568,0.001876298621,-0.203794925,-1.556494032
206,0.6269367058,-0.3036725014,1.663505327,0.562658623,-0.3843632387,1.470071449,0.6017196973,-0.4241482492,1.453649288,-0.00371292716,0.1184986519,-1.552581593,0.3276469897,-0.071549106,-1.916725423,2.121925436,0.3665242384,-0.4620705707,-0.3389375532,-0.01555677573,-1.380479804,-0.02750511798,-0.008080022284,-1.607545739,1.535322358,-0.5434958486,-1.280481367,0.3886577205,0.1808645062,-1.773680554,1.192197774,-0.3224578837,-1.565617024,-0.2752064193,-1.146863507,-2.422392544,-0.4833092753,-0.3664488953,-1.19979925,0.06474497193,-0.3285605175,-2.200821291,0.01043275673,-0.1745158268,-1.633048662,0.006206134622,-0.2049705887,-1.559121017
207,0.6321050398,-0.3091608563,1.66921129,0.5651508434,-0.388769782,1.476148716,0.6048951066,-0.4293479755,1.459394162,-0.001890618705,0.1165371935,-1.551944813,0.3282658021,-0.07396254965,-1.914292297,2.143234902,0.3754183762,-0.4334510152,-0.3368640365,-0.01912526903,-1.379917862,-0.02600560721,-0.01065154559,-1.606449928,1.508631353,-0.5457088211,-1.276292357,0.3916762687,0.1749319504,-1.777266812,1.184394138,-0.32558794,-1.539876201,-0.2748313944,-1.149481692,-2.419579144,-0.4817883284,-0.3693740485,-1.20093363,0.06749561173,-0.3316285155,-2.197258202,0.01293803064,-0.1780458945,-1.630463742,0.009667368154,-0.2104704843,-1.560089919
208,0.6364411727,-0.3143060487,1.675300731,0.5673843038,-0.3917531164,1.481880752,0.6076220771,-0.4328700637,1.46490791,-0.001262608738,0.1151783408,-1.552137358,0.3280109493,-0.07604690212,-1.911070149,2.164502882,0.3837423911,-0.4049470052,-0.3353089906,-0.02180421837,-1.377997897,-0.02515185385,-0.01287264357,-1.604526231,1.482506846,-0.5482376988,-1.271479985,0.3927987597,0.1699432852,-1.780295379,1.175812795,-0.3285572863,-1.513247483,-0.2754647851,-1.152475665,-2.415948263,-0.4810212534,-0.3718398929,-1.201683766,0.06944002222,-0.33436395,-2.192785763,0.0148222373,-0.1815217537,-1.627186708,0.01143814198,-0.216058011,-1.560281091
209,0.6389382841,-0.3182478567,1.681011814,0.5685359953,-0.3926134387,1.48611938,0.6087113004,-0.4334138187,1.469290916,-0.003192931802,0.1158448677,-1.555121366,0.3277213855,-0.07748273342,-1.908142953,2.181944478,0.3969314149,-0.3744866593,-0.3351128095,-0.02168844388,-1.375343785,-0.02535478951,-0.01344680029,-1.602062127,1.457633884,-0.548308347,-1.267518419,0.3910920496,0.1687194019,-1.781379898,1.167051342,-0.3305974291,-1.485212901,-0.2776109913,-1.154399025,-2.412239459,-0.4820495083,-0.3719526019,-1.202474796,0.06797909032,-0.3358154393,-2.187722447,0.01564185259,-0.1844307794,-1.624526098,0.008737685207,-0.2191723852,-1.559737904
210,0.6400198053,-0.3207471049,1.687707514,0.5699029674,-0.3922922773,1.491066651,0.609344814,-0.4322420894,1.474640879,-0.006579395012,0.1172101263,-1.556764698,0.327450185,-0.07958174174,-1.905210395,2.196974118,0.4124004791,-0.3427612811,-0.3362703354,-0.01990558091,-1.3710557,-0.02764285555,-0.01219628819,-1.598617933,1.434041288,-0.5463245822,-1.262873662,0.3860841434,0.1706352244,-1.780260814,1.157358205,-0.3313307856,-1.45473354,-0.2816707427,-1.154907864,-2.408717558,-0.4838729274,-0.3722710774,-1.201320515,0.06412854841,-0.3359107108,-2.182545316,0.01572497209,-0.1854806273,-1.621043621,0.002392069129,-0.218180714,-1.557036344
211,0.6408394848,-0.3231381153,1.694281001,0.5718856628,-0.3912772703,1.495732995,0.6104788007,-0.4304531546,1.479647871,-0.009874338116,0.1185113586,-1.557872767,0.3273028569,-0.0815443467,-1.9023478,2.211865414,0.4273756589,-0.3105562014,-0.3377050905,-0.01759537809,-1.36652702,-0.03003858756,-0.01070880415,-1.595600393,1.412972033,-0.5440240826,-1.258145032,0.3800569992,0.1736463932,-1.778392908,1.147186545,-0.3317622125,-1.424106195,-0.2856007157,-1.154950705,-2.405657256,-0.4857765508,-0.3725457628,-1.19982534,0.05998639291,-0.335614721,-2.177718937,0.01556392011,-0.1856580644,-1.617470602,-0.004325546271,-0.2167427187,-1.553923787
212,0.641353986,-0.3266023103,1.699829601,0.5747151509,-0.3898562348,1.499796411,0.6129466504,-0.4295394503,1.483371004,-0.0108007114,0.1183644941,-1.557215794,0.3285174409,-0.08357066746,-1.901344439,2.229574963,0.4376933271,-0.2794066446,-0.3390189611,-0.01541785397,-1.363803056,-0.03111057063,-0.01034099467,-1.595158837,1.395511847,-0.5425735176,-1.25368502,0.374667384,0.1761741198,-1.777703007,1.135175534,-0.3313660139,-1.396339839,-0.2872484969,-1.153744937,-2.405323447,-0.4865571828,-0.3740539012,-1.199872907,0.05741245713,-0.335215698,-2.175414186,0.01635580968,-0.183758811,-1.613049183,-0.008616611131,-0.2170006246,-1.552260373
213,0.6422945891,-0.3302637456,1.704921215,0.5784994412,-0.3883526496,1.503335712,0.6163842671,-0.4286498254,1.486516142,-0.01108585863,0.11786477,-1.555949412,0.3298484032,-0.08490624791,-1.90041329,2.247700582,0.4459287141,-0.2478992781,-0.3401065673,-0.01394801726,-1.361804822,-0.0317496455,-0.01024832427,-1.595143078,1.380914042,-0.5412775944,-1.24921372,0.369979806,0.1785254717,-1.776979332,1.123993948,-0.3315007603,-1.368724902,-0.2881929149,-1.152766428,-2.405252558,-0.4871338557,-0.375406688,-1.199645957,0.05554627709,-0.3350645738,-2.173437589,0.01703824051,-0.1817864884,-1.608902828,-0.01161680705,-0.2180009848,-1.550783234
214,0.6454031474,-0.3348729112,1.709093986,0.5847767075,-0.3874779094,1.506085074,0.62255993,-0.428627283,1.48878185,-0.01063098384,0.1167506153,-1.555828537,0.3307260527,-0.08409709856,-1.899097676,2.265928748,0.4525273535,-0.21638029,-0.3401458031,-0.01475334932,-1.361435038,-0.03072967898,-0.01098155157,-1.596108773,1.372845943,-0.5414497287,-1.244182874,0.3681196744,0.1797295156,-1.776416858,1.116036095,-0.3335526326,-1.341085451,-0.2866804023,-1.152584009,-2.405109704,-0.4864280313,-0.3765265072,-1.199224216,0.056096052,-0.3360952149,-2.172013248,0.01680573634,-0.1814662772,-1.608524469,-0.01052100551,-0.2228258431,-1.550142459
215,0.650528183,-0.3394677661,1.713896071,0.592337759,-0.3874622971,1.508583573,0.6295422231,-0.4283533471,1.491364914,-0.008876137709,0.1151881974,-1.551865846,0.3300137847,-0.08179402153,-1.894214208,2.284847551,0.4560942933,-0.1839487877,-0.3387663073,-0.01781536203,-1.359621089,-0.02971819434,-0.01210811701,-1.59536079,1.36440568,-0.540944501,-1.239395294,0.3669760885,0.1790343361,-1.774511297,1.11019378,-0.3389318131,-1.311260919,-0.2861198093,-1.155827574,-2.401461469,-0.4870356231,-0.3757527177,-1.195396752,0.05699024917,-0.3384524652,-2.167469733,0.0160110482,-0.1827770811,-1.606169424,-0.007811552779,-0.2274299851,-1.547849141
216,0.6562409252,-0.34384484,1.718114149,0.6001410216,-0.3879501553,1.510472832,0.6366377982,-0.4282692144,1.493507997,-0.006693717685,0.113296296,-1.547180017,0.3290411404,-0.07934706083,-1.888754707,2.303418568,0.4574028912,-0.1490321917,-0.3372035123,-0.02171725928,-1.357986918,-0.02890934777,-0.01348473761,-1.594160034,1.35669442,-0.5408408002,-1.235380117,0.3663825481,0.1779971246,-1.772264067,1.105976502,-0.3455467846,-1.282113153,-0.2860990625,-1.160012654,-2.397133101,-0.4878873024,-0.3747776548,-1.191231846,0.05803566033,-0.3413744213,-2.162460923,0.01509259552,-0.1844432587,-1.603421579,-0.004752228194,-0.2314593189,-1.545384148
