frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz
416,1.057291691,0.3056965707,-0.2827146744,1.259085009,0.4555748854,-0.2201357753,1.145295109,0.3491412345,-0.1109727546,0.5788662518,0.4671024331,1.246867228,0.3926128842,0.3471593785,0.8796106971,0.129451221,0.8707145879,1.367473518,0.9576586882,0.7994640674,-1.780955886,3.287994638,1.125145375,-0.214843646,3.636838202,1.118378091,0.1071449152,0.05658873631,0.4796362645,-1.075581316,7.217235712,0.7395245564,-0.1766832334,0.4441687097,0.3470907504,-0.9662354629,6.814806469,0.6062230799,-0.5908876444,7.267657632,0.6906147682,-0.04716644474,7.197710496,0.9783683844,-0.8736430549
417,1.058235596,0.307482139,-0.2821007664,1.260217529,0.4570193024,-0.2192270673,1.146213565,0.3503131763,-0.1101863758,0.578525174,0.4680029395,1.246131257,0.3925428788,0.3474859683,0.8789507978,0.1291399879,0.8704841027,1.367281219,0.9563697297,0.7984375569,-1.78010353,3.287043853,1.120475099,-0.2207544185,3.629805908,1.110964395,0.1017052824,0.05739004742,0.4789722127,-1.075290042,7.218115108,0.7374036195,-0.1719629165,0.4449013816,0.3463247655,-0.9661029046,6.814541248,0.6044956922,-0.5862751967,7.267343622,0.6888027071,-0.04258528266,7.199824373,0.9773355611,-0.8695374692
418,1.059221116,0.3093467145,-0.2814788529,1.261468967,0.4584612226,-0.2183432729,1.147189851,0.3515422124,-0.1094492506,0.5781937163,0.4689248786,1.24523458,0.3926389565,0.3477837197,0.87827736,0.1288335274,0.870220012,1.367000306,0.9557494129,0.7970132182,-1.779169957,3.286842427,1.115390462,-0.2264941991,3.623898821,1.103668984,0.09598645036,0.05832084802,0.4782236863,-1.074978629,7.219138927,0.7350958016,-0.1670831871,0.4457855219,0.3453495732,-0.9660183352,6.814278278,0.6026223202,-0.5814625844,7.26704525,0.6868667527,-0.03797263448,7.202509576,0.9761681333,-0.8654887416
419,1.060248847,0.3112883586,-0.2808492549,1.262824935,0.4599126441,-0.2174785834,1.148223684,0.3528337661,-0.1087551047,0.5778703375,0.4698701864,1.244226653,0.3928649593,0.3480478497,0.8775960941,0.1285384095,0.8699369599,1.366649567,0.9556738356,0.7952938343,-1.778190693,3.287504133,1.10997301,-0.2320353498,3.619163572,1.096504112,0.09005081338,0.05935679957,0.4774206294,-1.074660384,7.220272316,0.7326384094,-0.1620491606,0.4467930496,0.344226487,-0.9659736125,6.8140286,0.6006310915,-0.5764577784,7.266762286,0.6848314465,-0.03330065642,7.205620166,0.974892513,-0.8614345572
420,1.061319366,0.3133051153,-0.2802123844,1.264270996,0.4613855171,-0.2166272614,1.149314749,0.3541932245,-0.1080977192,0.5775533703,0.4708405715,1.243156856,0.3931847145,0.348273456,0.8769125533,0.1282611516,0.8696494903,1.366247809,0.9560190715,0.7933821084,-1.777201211,3.289142623,1.104304049,-0.2373495528,3.615646766,1.089481525,0.08396114005,0.06047357346,0.4765929848,-1.074348591,7.221480397,0.7300687423,-0.1568659678,0.447895808,0.3430167354,-0.965960484,6.813803242,0.5985501709,-0.5712686937,7.266494414,0.6827212342,-0.02854149308,7.209010021,0.9735347604,-0.8573129188
421,1.062433227,0.3153950099,-0.2795687531,1.265792669,0.4628917447,-0.2157836483,1.150462701,0.3556259339,-0.1074709379,0.5772410118,0.4718375021,1.242074492,0.3935620361,0.3484555221,0.8762321244,0.1280082183,0.8693720382,1.36581386,0.9566612003,0.7913806994,-1.776236937,3.291871442,1.098464665,-0.2424077692,3.613394972,1.082612472,0.07778057168,0.0616468588,0.4757706995,-1.07405652,7.222728275,0.7274241,-0.15153876,0.4490655752,0.3417814631,-0.9659705826,6.813613217,0.5964077617,-0.565903189,7.266241228,0.6805604593,-0.0236672814,7.212532835,0.9721206023,-0.8530621771
422,1.06359096,0.3175560472,-0.278918979,1.267375426,0.4644431817,-0.2149421703,1.151667155,0.3571371959,-0.1068686738,0.5769313131,0.4728621994,1.241028777,0.3939607245,0.3485889199,0.8755600207,0.1277860179,0.8691189243,1.365366566,0.9574763286,0.7893922423,-1.775333262,3.29580404,1.092535756,-0.2471802029,3.612454705,1.075907737,0.07157262264,0.06285236788,0.4749837256,-1.073797425,7.223981047,0.7247417868,-0.1460727162,0.4502740693,0.3405817309,-0.9659954292,6.813469534,0.5942321081,-0.5603690649,7.266002232,0.678373358,-0.01865015299,7.216042108,0.9706754456,-0.8486210609
423,1.064793067,0.3197862091,-0.2782637915,1.269004691,0.4660516335,-0.2140973453,1.152927691,0.3587322637,-0.1062849154,0.576622169,0.4739156346,1.240068841,0.3943445678,0.3486684095,0.8749012754,0.1276008994,0.8689043502,1.364924791,0.9583406035,0.7875193557,-1.774525563,3.301053768,1.08659808,-0.2516362699,3.612872412,1.06937767,0.06540118246,0.06406583925,0.4742620184,-1.073584556,7.225203802,0.7220591107,-0.1404730486,0.4514929494,0.339478514,-0.9660264409,6.8133832,0.5920514941,-0.5546740612,7.265776836,0.6761840563,-0.01346223497,7.219391143,0.9692243855,-0.8439287074
424,1.06604002,0.3220834516,-0.2776040353,1.270665838,0.4677288537,-0.2132437892,1.154243843,0.3604163383,-0.1057137307,0.5763113067,0.4749985316,1.239243719,0.394677342,0.3486886367,0.8742607371,0.1274591469,0.868742397,1.364507415,0.9591302175,0.7858646348,-1.773849242,3.307733878,1.080732307,-0.2557445734,3.614694452,1.063032232,0.05933051965,0.06526303853,0.4736355299,-1.073431168,7.226361625,0.7194133782,-0.1347450099,0.4526938109,0.3385326977,-0.9660549445,6.813365219,0.5898942434,-0.5488258538,7.265564351,0.6740165696,-0.008075649342,7.222433028,0.967792209,-0.8389246913
425,1.067332258,0.324445702,-0.2769406718,1.272344183,0.46948654,-0.2123762223,1.155615097,0.3621945648,-0.1051492719,0.5759962737,0.4761113739,1.238602352,0.3949228125,0.3486441279,0.8736430662,0.1273669734,0.8686470256,1.36413333,0.9597214064,0.7845306314,-1.773339769,3.315957512,1.075019088,-0.2594728839,3.617967077,1.056881054,0.05342528756,0.06641975685,0.4731341992,-1.073350531,7.227419592,0.7168418857,-0.1288938995,0.4538481767,0.3378050731,-0.9660721965,6.813426594,0.5877887168,-0.5428320495,7.265363976,0.6718948032,-0.002462510789,7.22502062,0.9664033928,-0.8335490543
426,1.068670185,0.3268708542,-0.2762747801,1.274024984,0.4713363299,-0.2114894759,1.157040885,0.3640720292,-0.1045857786,0.5756744263,0.4772544175,1.238193587,0.3950447347,0.3485292821,0.8730527333,0.1273305129,0.8686320788,1.363821441,0.9599904386,0.7836198203,-1.773032738,3.325837679,1.069539131,-0.2627881252,3.622736412,1.050933493,0.04775053215,0.06751180705,0.4727879391,-1.073355948,7.228342765,0.7143819058,-0.1229250711,0.4549274832,0.3373563296,-0.966069408,6.813578317,0.5857633091,-0.5367001812,7.265174789,0.6698425562,0.003405076992,7.227006531,0.9650820964,-0.8277423338
427,1.070114943,0.3294462017,-0.2756159981,1.275793061,0.4733331347,-0.210601914,1.15858223,0.3661431057,-0.104114145,0.5752725832,0.4784952711,1.237929086,0.3951086929,0.3483062552,0.8724467428,0.1273371191,0.8687056758,1.363534556,0.9602035168,0.7830511843,-1.772923319,3.338051785,1.064351847,-0.2655305799,3.629841207,1.045334091,0.04224714599,0.06861547317,0.4725558899,-1.073462838,7.229247401,0.7120286383,-0.1168869521,0.4560142237,0.3371188718,-0.9660515871,6.813847239,0.583842527,-0.530419781,7.265031083,0.6679209227,0.009486538009,7.228470219,0.9638619277,-0.8215285353
428,1.071719165,0.3322370285,-0.2749726539,1.277732982,0.475504035,-0.2097338434,1.160292623,0.3684704208,-0.1038087379,0.5747535592,0.479877331,1.237687382,0.3952091929,0.3479592494,0.871785035,0.12737857,0.8688589884,1.363220532,0.9606929745,0.7826590997,-1.772968227,3.352936916,1.059409325,-0.2676129708,3.639799246,1.040178006,0.0368216952,0.06982335456,0.4723834437,-1.073673914,7.230258893,0.7097396127,-0.1107863663,0.4572095506,0.3369860564,-0.9660369221,6.814250586,0.5820151215,-0.5239570782,7.264964364,0.6661472395,0.01574581259,7.229636878,0.9627423663,-0.8149688183
429,1.073459421,0.3352040299,-0.2743392809,1.279818896,0.4778146255,-0.2088791333,1.16214969,0.3710071932,-0.1036346808,0.574162531,0.4813613376,1.237474454,0.3953458874,0.3475124598,0.8710837955,0.1274620012,0.8690776501,1.362884152,0.9614183175,0.7824142533,-1.773141173,3.370085838,1.054625946,-0.2691142125,3.652166441,1.035394767,0.03148307681,0.07112163601,0.47227594,-1.07397566,7.231347832,0.7074876486,-0.1045824926,0.4584991705,0.3369558518,-0.966029842,6.814775182,0.5802480869,-0.517299457,7.264961751,0.6644717938,0.02220131096,7.230567236,0.9616880949,-0.808076132
430,1.075302573,0.3383092273,-0.2737023506,1.282015141,0.4802330641,-0.2080254258,1.164121943,0.3737094763,-0.1035495884,0.5735405561,0.4829189449,1.237306557,0.3955129702,0.3469975187,0.8703709767,0.1275891515,0.8693575135,1.3625397,0.9623210073,0.7822770841,-1.773411457,3.389080857,1.049925731,-0.2701211797,3.666489609,1.030926632,0.02623123291,0.07248194772,0.4722304647,-1.074343575,7.232478971,0.7052703448,-0.09825532033,0.4598555585,0.3370202254,-0.966024463,6.815400475,0.5785287075,-0.5104526514,7.265005355,0.6628708192,0.02885085869,7.231312363,0.9606836124,-0.8008861718
431,1.07721549,0.3415145334,-0.273048541,1.284286062,0.4827273964,-0.2071605613,1.166177817,0.3765331282,-0.1035112975,0.5729286591,0.4845217933,1.237200025,0.3957044916,0.346445952,0.8696746202,0.1277617075,0.8696943741,1.362201462,0.9633424498,0.7822078463,-1.773748671,3.409504578,1.045232473,-0.2707222944,3.682315553,1.026715341,0.02106450996,0.07387583935,0.4722439726,-1.074753266,7.233617009,0.703085121,-0.09178493855,0.4612511721,0.3371710689,-0.9660150176,6.816105953,0.5768441917,-0.503422459,7.265077325,0.6613204648,0.03569219218,7.231923469,0.9597135021,-0.7934344932
432,1.079165053,0.3447817536,-0.2723647397,1.286596008,0.4852655564,-0.2062725846,1.16828566,0.3794338191,-0.1034778687,0.5723678309,0.4861415174,1.237171288,0.3959143478,0.3458891848,0.8690228474,0.1279813013,0.8700839739,1.361883736,0.9644239916,0.7821666116,-1.77412271,3.430939945,1.040469671,-0.2710076491,3.69919108,1.022702068,0.01597952203,0.07527477424,0.4723132907,-1.07518045,7.234726587,0.7009292227,-0.08515154768,0.4626584518,0.3374001991,-0.9659958612,6.816871156,0.5751816715,-0.4962147472,7.265159861,0.6597967962,0.04272295635,7.232451922,0.958762434,-0.7857564943
433,1.081118154,0.3480725881,-0.2716380461,1.288909338,0.4878153678,-0.2053497482,1.170413731,0.3823670381,-0.1034075879,0.5718990288,0.4877497519,1.237236881,0.3961362734,0.3453585464,0.8684438502,0.1282495079,0.8705220052,1.361600825,0.965506916,0.7821132727,-1.774503784,3.452970286,1.035560475,-0.2710691131,3.716663016,1.018827381,0.01097103199,0.07665012472,0.4724351229,-1.075600968,7.235772293,0.6987997261,-0.07833546874,0.4640498223,0.3376993586,-0.9659614773,6.817675682,0.5735282027,-0.4888354584,7.265235216,0.6582757974,0.04994070278,7.232949258,0.9578151659,-0.7778873998
434,1.083041696,0.3513486338,-0.2708557725,1.29119042,0.4903445467,-0.2043805156,1.172530192,0.3852881004,-0.1032589672,0.5715631753,0.4893181365,1.237413462,0.3963638351,0.3448852758,0.8679658835,0.1285678445,0.8710041136,1.361367038,0.9665324405,0.7820075468,-1.77486242,3.475179346,1.030427643,-0.2710004234,3.734278228,1.015031212,0.00603185054,0.07797316825,0.4726060537,-1.075990784,7.236718657,0.6966935433,-0.0713171513,0.465397693,0.338060217,-0.965906482,6.818499194,0.5718707657,-0.4812906151,7.265285704,0.656733373,0.05734288831,7.233467196,0.9568565432,-0.7698622477
435,1.084902597,0.3545713864,-0.2700054451,1.293403632,0.4928207029,-0.2033535642,1.174603108,0.3881521538,-0.1029907449,0.5714011588,0.4908183193,1.237717812,0.3965904273,0.344500526,0.8676172579,0.1289377691,0.8715259002,1.361196693,0.9674417127,0.7818089804,-1.775169473,3.497151313,1.024993509,-0.2708972607,3.751583628,1.011252839,0.001152753175,0.07921508454,0.4728225526,-1.076325992,7.237530159,0.6946074279,-0.0640771797,0.4666744592,0.3384743723,-0.9658256275,6.819321423,0.5701962658,-0.4735863234,7.265293707,0.6551453497,0.06492687402,7.234057647,0.9558714991,-0.7617158789
436,1.086667791,0.3577022437,-0.2690748037,1.295513361,0.4952113432,-0.2022577858,1.176600443,0.3909141848,-0.1025618853,0.5714538328,0.4922219587,1.23816685,0.3968092699,0.344235368,0.8674263337,0.1293606802,0.8720829245,1.36110411,0.9681758084,0.7814769544,-1.775396126,3.518470844,1.019179963,-0.270857308,3.768126192,1.00743088,-0.0036775851,0.08034695346,0.4730809786,-1.076582823,7.238171224,0.6925379803,-0.05659627764,0.4678525027,0.3389333531,-0.9657138043,6.820122177,0.5684915347,-0.4657287767,7.265241678,0.6534874789,0.07268992464,7.234772722,0.9548450525,-0.7534829285
437,1.088304223,0.3607025081,-0.2680518015,1.297484005,0.4974838743,-0.2010822875,1.178490055,0.3935290252,-0.1019315775,0.5717620164,0.4935007234,1.23877763,0.3970134081,0.3441207946,0.867421516,0.1298379168,0.8726707059,1.361103618,0.9686757283,0.7809706896,-1.775513896,3.538723076,1.012908438,-0.270980295,3.783452963,1.00350329,-0.008472637269,0.081339754,0.4733775847,-1.076737641,7.23860623,0.6904816539,-0.04885531119,0.4689041929,0.339428621,-0.9655660427,6.820881341,0.5667433317,-0.4577242575,7.265112149,0.6517354389,0.0806292084,7.235664742,0.9537623057,-0.7451978195
438,1.089869065,0.3637162401,-0.2669489996,1.299362475,0.4997853996,-0.1998122675,1.180342113,0.3961585823,-0.1011623165,0.5723510354,0.4946682139,1.239569079,0.3971816772,0.3441113155,0.8675894912,0.130364913,0.8733111193,1.361196676,0.9689566416,0.7803468675,-1.775634361,3.559533489,1.006347243,-0.2708415827,3.799100884,0.9998555678,-0.01303997793,0.08220095112,0.4737059329,-1.076846601,7.238913003,0.6884791189,-0.04086645827,0.4698028331,0.3400435735,-0.9653809633,6.821778924,0.5649670464,-0.4495432457,7.265004404,0.649918385,0.08876846224,7.236764817,0.9527276369,-0.7368874237
439,1.091520396,0.3668847247,-0.2657541447,1.301298262,0.5022593506,-0.1984133678,1.182317627,0.3989661616,-0.1003026552,0.5732444972,0.4957701823,1.240559647,0.3973720814,0.3441372466,0.8679124487,0.1309807337,0.8740167237,1.361382,0.9691920167,0.7796739721,-1.775839326,3.582509044,0.9997611489,-0.2699771396,3.816654212,0.9968844844,-0.01716059658,0.08306199358,0.4740349041,-1.07695605,7.239249486,0.6867245363,-0.03252804314,0.4706559364,0.3408231338,-0.9651391263,6.823034753,0.5633356716,-0.4410323252,7.265071279,0.6482461845,0.0972591632,7.238111561,0.9519824249,-0.7284030624
440,1.093308085,0.3701644533,-0.2644487771,1.303345034,0.5048620043,-0.1968777367,1.184455041,0.4019046802,-0.09932264876,0.5744346284,0.4968242302,1.2417425,0.3976423724,0.3441977342,0.8683900556,0.1317157629,0.8747749776,1.361655398,0.9694812622,0.7789431773,-1.776080863,3.607153864,0.9931644606,-0.2684864769,3.835680559,0.9944850612,-0.02087074765,0.08400324767,0.4743510811,-1.077043992,7.239641927,0.685311755,-0.02375784359,0.4715593376,0.3417193624,-0.9648310371,6.824622259,0.561951912,-0.4321151532,7.265318268,0.6468311436,0.1061817101,7.239706805,0.9515904203,-0.7196209302
441,1.09517813,0.3735035351,-0.2630519084,1.305458334,0.5075339656,-0.1952376873,1.186693401,0.4049138087,-0.09823137999,0.5758450817,0.497837132,1.243085622,0.3979691631,0.3442911337,0.8689987886,0.1325457871,0.875574628,1.362001466,0.9698008703,0.7781594195,-1.776340472,3.632889463,0.9864862106,-0.2665523539,3.85567013,0.9924565433,-0.02429506089,0.08498697567,0.4746737095,-1.077103258,7.240030307,0.6841334026,-0.01463549411,0.4724892899,0.3427037188,-0.9644718171,6.826416043,0.5607351134,-0.4228701815,7.265666141,0.6455819621,0.1154536046,7.241459582,0.9514225695,-0.7105758507
442,1.097076862,0.3768499528,-0.2615826698,1.30759407,0.5102157341,-0.1935256494,1.188972016,0.4079330548,-0.09703811039,0.5773996887,0.4988155981,1.244556909,0.3983291442,0.3444158385,0.8697152152,0.1334466912,0.8764044196,1.362404861,0.9701271974,0.7773275587,-1.776599598,3.659137911,0.9796538207,-0.2643606204,3.876113666,0.9905969132,-0.02756103256,0.08597537151,0.475021942,-1.077126661,7.240355178,0.6830819883,-0.005240840644,0.4734221763,0.3437476309,-0.9640765894,6.828291254,0.5596043645,-0.4133763081,7.266036243,0.6444072178,0.1249921199,7.243279407,0.9513495075,-0.7013030399
443,1.098950969,0.3801515494,-0.26006032,1.30970856,0.5128476924,-0.1917741727,1.191230497,0.4109017476,-0.09575228969,0.5790224752,0.4997662351,1.24612413,0.3986991052,0.3445702716,0.8705159877,0.1343944754,0.8772530841,1.362850292,0.9704364524,0.7764523866,-1.776839647,3.685321937,0.9725928294,-0.2621004473,3.896502589,0.9887026634,-0.03079918381,0.08693055974,0.4754148373,-1.077107012,7.240557769,0.6820498895,0.004346052476,0.4743345348,0.3448224945,-0.9636604774,6.830123678,0.5584784452,-0.4037129223,7.266350586,0.6432153356,0.1347142745,7.245076365,0.9512415287,-0.6918381319
444,1.100747516,0.3833560265,-0.2585042526,1.311758541,0.5153701035,-0.1900159315,1.19340877,0.4137590335,-0.09438356436,0.5806376738,0.500695523,1.247754904,0.3990559511,0.3447528816,0.8713778388,0.1353652676,0.8781093351,1.363322513,0.9707046881,0.7755386357,-1.777041999,3.710864989,0.9652267821,-0.2599644798,3.91632909,0.9865687093,-0.03414316372,0.08781460032,0.4758713642,-1.077037133,7.24058004,0.6809293538,0.01404490043,0.4752030738,0.3458996768,-0.9632386042,6.831789787,0.557275809,-0.3939599342,7.266531899,0.6419145784,0.1445368166,7.246761157,0.9509685794,-0.6822171957
445,1.102413936,0.3864109533,-0.2569340021,1.313701172,0.5177231196,-0.1882837294,1.195447075,0.4164438842,-0.09294178489,0.5821697338,0.5016098112,1.249416682,0.3993767159,0.3449621421,0.872277577,0.1363353313,0.8789618644,1.363806319,0.9709077964,0.7745909885,-1.777188021,3.735191243,0.9574772814,-0.2581489102,3.93508614,0.9839884372,-0.03772979765,0.08858949934,0.4764104117,-1.076909856,7.240364708,0.6796125189,0.02377520022,0.4760046786,0.3469505236,-0.9628260922,6.833166763,0.5559145981,-0.384197788,7.266503646,0.6404130602,0.1543762157,7.248245111,0.950400269,-0.6724767466
446,1.103898019,0.3892637872,-0.2553692484,1.315494013,0.5198468001,-0.1866105047,1.197285947,0.4188951163,-0.09143701192,0.5835433281,0.502515332,1.251076733,0.3996385724,0.3451965546,0.8731920823,0.1372810671,0.8797993432,1.364286534,0.9710215076,0.7736140876,-1.777259063,3.757725568,0.9492641996,-0.2568534753,3.95226744,0.9807538922,-0.04169908122,0.08921722527,0.477050803,-1.076718025,7.239855224,0.6779914478,0.03345623696,0.4767164075,0.3479463701,-0.9624380655,6.834132484,0.554312692,-0.3745074594,7.26619001,0.6386187806,0.1641486634,7.249440144,0.9494059031,-0.6626537489
447,1.105147874,0.3918619047,-0.253829822,1.317094976,0.5216811401,-0.1850293375,1.198866185,0.4210514232,-0.08987952145,0.5846833566,0.5034182319,1.252702147,0.3998188374,0.3454546559,0.8740983031,0.1381790109,0.8806104263,1.364748008,0.9710213925,0.7726125459,-1.777236466,3.777893443,0.9405060516,-0.2562813749,3.967367279,0.9766561017,-0.04619412065,0.08965973072,0.4778113157,-1.076454487,7.238995716,0.6759581809,0.04300709367,0.4773154791,0.348858555,-0.9620896519,6.834565477,0.5523877888,-0.3649704384,7.265515834,0.6364396793,0.1737700816,7.250258702,0.947854535,-0.6527856137
448,1.10611188,0.3941526441,-0.2523357066,1.318462268,0.5231661081,-0.1835734568,1.200128794,0.4228514176,-0.08827980922,0.5855149456,0.5043246212,1.254259845,0.3998949742,0.3457350282,0.8749732521,0.1390058248,0.8813837596,1.365175608,0.9708828681,0.7715909582,-1.777101555,3.795120811,0.9311205286,-0.2566391155,3.979880333,0.9714855376,-0.05136102012,0.08987897943,0.478710707,-1.07611208,7.23773089,0.673404803,0.05234666396,0.4777792494,0.3496584387,-0.9617959873,6.834344842,0.5500575185,-0.3556686965,7.264406532,0.6337837133,0.1831561385,7.250613638,0.9456150377,-0.6429101895
449,1.106831333,0.3963699362,-0.2508402518,1.31968805,0.5244283219,-0.1821724504,1.20114016,0.424432319,-0.0865073648,0.5861460915,0.5052726107,1.255777327,0.399855052,0.3461209953,0.8758318274,0.1397802308,0.8821590649,1.365551475,0.9703892888,0.770466178,-1.776849018,3.8107083,0.9209573134,-0.2575633654,3.990806033,0.9655231725,-0.05692549368,0.08973065116,0.479830099,-1.075647387,7.236182546,0.6703597409,0.06155086266,0.4779924111,0.3504462883,-0.9615357115,6.833788714,0.5473176773,-0.3465240777,7.263061737,0.630646698,0.192404648,7.250756749,0.9427771096,-0.633162871
450,1.107457097,0.3987353694,-0.2492308662,1.320943257,0.5256285673,-0.1806775572,1.202071794,0.4259618851,-0.084401645,0.5867609938,0.5062782992,1.257357768,0.3997545478,0.3466651881,0.8767520032,0.1405583205,0.8829671327,1.365918094,0.9695197773,0.7691820425,-1.776438565,3.826219396,0.9100552861,-0.2584599344,4.001428008,0.9592391347,-0.06241876644,0.0892441954,0.4811940579,-1.075004967,7.234549076,0.6670655284,0.07097030431,0.4779875243,0.3513176846,-0.9612343326,6.833311017,0.5443549104,-0.3371953991,7.261750188,0.62723333,0.2018851797,7.251022893,0.9396510587,-0.6233839392
451,1.108057304,0.401171163,-0.2474727937,1.322262241,0.5267494832,-0.1790529211,1.202981167,0.4274173958,-0.08197413617,0.58738363,0.5073166381,1.259046036,0.399648074,0.3473230428,0.8777740721,0.1413633334,0.8837897565,1.366322684,0.9684744617,0.7677750096,-1.775840287,3.841435618,0.8985831107,-0.2592859012,4.011632689,0.9526731155,-0.06779580806,0.08858360366,0.4827383525,-1.074184361,7.232852116,0.6636676384,0.08077729965,0.47790582,0.3522351427,-0.9608589666,6.832887892,0.5413085287,-0.327521012,7.260465038,0.6236971193,0.2117618466,7.251401031,0.9363670926,-0.6133279961
452,1.108586933,0.4035926502,-0.2456203119,1.323572539,0.5277599496,-0.1773587942,1.203819422,0.4287657476,-0.07932861043,0.5879812298,0.5083652494,1.260815716,0.3995152415,0.3480600206,0.8788733678,0.1421771643,0.884624529,1.366758304,0.9672979476,0.7662852374,-1.775105209,3.856041457,0.8866196565,-0.2601814233,4.021217957,0.9457685198,-0.07320084415,0.08777326718,0.4844266366,-1.073236933,7.231019456,0.6601149838,0.09084004701,0.4777488535,0.3531766123,-0.960442856,6.832383472,0.5381353767,-0.3176296021,7.259109027,0.6199936424,0.2218933636,7.25176981,0.9328611314,-0.6030529574
453,1.109001327,0.4059151072,-0.2437281713,1.324802019,0.5286287652,-0.1756559172,1.20453825,0.4299738808,-0.07656922001,0.5885212116,0.5094016516,1.262640123,0.399335832,0.3488414866,0.8800250189,0.1429817546,0.8854689039,1.36721786,0.9660350296,0.7647528867,-1.774284027,3.869721804,0.8742436045,-0.2612884143,4.029982078,0.9384686044,-0.07877949696,0.08683787739,0.4862225876,-1.07221404,7.22897977,0.6563564659,0.1010264162,0.4775183587,0.3541199822,-0.9600193202,6.831662766,0.5347922459,-0.3076505109,7.257585819,0.6160784582,0.2321380069,7.25200843,0.9290688777,-0.5926173826
454,1.109256178,0.4080537636,-0.2418516048,1.325878886,0.5293246626,-0.1740055326,1.205089918,0.4310087963,-0.07380050236,0.5889711878,0.510403265,1.264492288,0.3990898016,0.3496327128,0.8812039344,0.1437590957,0.8863201952,1.367694086,0.9647307162,0.7632181124,-1.773427093,3.88216197,0.8615335292,-0.2627505172,4.037723701,0.9307165347,-0.08467875512,0.08580243738,0.4880899036,-1.071167026,7.226662639,0.6523409952,0.1112039447,0.4772162508,0.3550430774,-0.9596217582,6.830591679,0.5312359091,-0.2977137518,7.255800031,0.6119071336,0.2423536021,7.251996645,0.9249258429,-0.5820804935
455,1.109307518,0.4099238149,-0.2400463246,1.326731675,0.529816326,-0.1724693832,1.205427272,0.4318375713,-0.07112737372,0.5892989656,0.5113474188,1.266344957,0.3987572783,0.3503988812,0.8823847964,0.1444912308,0.8871755785,1.368179535,0.9634302479,0.7617210524,-1.772584412,3.893047694,0.8485679896,-0.2647130281,4.044241829,0.9224554454,-0.09104690371,0.08469226279,0.489992299,-1.070147224,7.223998548,0.6480175125,0.1212398507,0.4768446223,0.355923657,-0.95928365,6.829037009,0.5274231584,-0.2879499999,7.253657226,0.6074352706,0.2523975326,7.251614762,0.9203673822,-0.5715021676
456,1.109111683,0.4114404361,-0.2383685031,1.32728923,0.5300724104,-0.1711096955,1.205503714,0.4324273726,-0.06865511147,0.5894725413,0.5122113611,1.268170586,0.3983185543,0.3511050904,0.8835420587,0.145160257,0.888032096,1.368666576,0.9621791073,0.7603018144,-1.771805647,3.902065125,0.8354256284,-0.2673227684,4.049335764,0.9136285045,-0.09803341484,0.08353297211,0.4918934977,-1.069205956,7.220918861,0.643335012,0.1310010601,0.4764057321,0.3567394126,-0.9590385568,6.826866424,0.5233108472,-0.2784905548,7.251063892,0.6026185345,0.2621267672,7.250743622,0.9153287376,-0.5609429064
457,1.108625268,0.4125187957,-0.236874742,1.327480676,0.5300615637,-0.1699891481,1.205273174,0.4327454682,-0.06648932568,0.5894600901,0.5129722712,1.269941361,0.3977540719,0.3517163628,0.8846499515,0.1457483245,0.8888866638,1.36914739,0.961023023,0.7590004597,-1.771140139,3.908900782,0.8221852805,-0.2707279088,4.052805016,0.9041789817,-0.1057887994,0.08235046652,0.4937572239,-1.068394532,7.217355765,0.6382425652,0.1403542504,0.4759019886,0.3574679661,-0.9589201193,6.823948413,0.5188559354,-0.2694672784,7.247927388,0.5974126848,0.2713979073,7.249264571,0.9097450888,-0.5504637799
458,1.107805075,0.4130740719,-0.2356220264,1.327235371,0.5297524507,-0.1691708254,1.204690045,0.4327592369,-0.06473592035,0.5892299489,0.5136072741,1.271629206,0.3970444041,0.3521976545,0.8856824932,0.1462376354,0.8897360819,1.369613973,0.9600079668,0.7578569854,-1.770636935,3.913241495,0.8089260906,-0.2750777429,4.054449197,0.894050321,-0.1144644199,0.08117089927,0.495547191,-1.067764256,7.213242196,0.6326893461,0.1491659072,0.4753359254,0.3580868685,-0.9589620555,6.820152208,0.5140155389,-0.2610125069,7.244155856,0.5917736071,0.2800672511,7.247059412,0.903551613,-0.5401263455
