frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz
2511,-0.4715270569,0.01036154974,-0.02735366484,-0.401145366,0.1219131585,0.192922712,-0.372472756,0.1506846373,0.02998593549,0.8277149482,0.3112355593,-0.9126170073,0.5990479718,0.7131971663,1.497387281,1.491636356,-2.121962198,2.607095775,1.396329146,0.4442998177,-1.507116538,2.261866445,-0.3903474567,-1.247812481,2.658013577,0.509152293,-0.91866313,2.584541031,-0.0956536773,-0.9621509137,0.313123585,0.62170416,1.302373989,0.5195552618,0.801882549,-1.509740069,0.5960695567,0.2533965416,0.7528409283,2.584712543,-0.09581076278,-0.9629019895,0.1293075416,0.3989904018,0.9823587843
2512,-0.4748838021,0.009532436452,-0.0278257328,-0.4032355329,0.1196443468,0.192642541,-0.374346581,0.1484517053,0.03006496186,0.8282268488,0.312007957,-0.913804191,0.599247581,0.7134933377,1.497366796,1.492652207,-2.120289904,2.611787004,1.397473954,0.4459007406,-1.50756562,2.261687766,-0.3902423609,-1.24858951,2.658317865,0.5085417646,-0.9196202599,2.584603188,-0.09567737444,-0.9629022901,0.3133375901,0.6216590272,1.302345492,0.5190790651,0.8013737234,-1.509184524,0.5948381105,0.2541699278,0.7532325797,2.584775877,-0.09586954431,-0.9636548423,0.129699517,0.3992443972,0.9827592277
2513,-0.4786844425,0.008550092712,-0.02825207044,-0.4054982457,0.1171544027,0.1923272811,-0.3760654664,0.1459369644,0.0297413894,0.8284295834,0.3126714157,-0.9147172103,0.5994631598,0.7138843658,1.497714242,1.493602646,-2.118599858,2.616561839,1.398362049,0.4474182123,-1.507659567,2.261525797,-0.3901151734,-1.249367334,2.658236586,0.5079652617,-0.920455709,2.58458468,-0.09563082392,-0.9636395959,0.3135212458,0.6217010892,1.302252525,0.5185897723,0.8010262261,-1.508736634,0.593813774,0.2549081935,0.7537272203,2.584751943,-0.09584297976,-0.9643750044,0.1298470586,0.3993265421,0.9827464494
2514,-0.4830224733,0.007440322733,-0.02868037496,-0.4080168565,0.1142848145,0.1920163472,-0.377651312,0.1429767823,0.02918389066,0.8284245964,0.3132892877,-0.9152470937,0.5996925819,0.7144214474,1.498461439,1.49446852,-2.116847786,2.621460007,1.399204392,0.4488728014,-1.507413338,2.261311419,-0.3900018045,-1.250102189,2.657865023,0.5073595205,-0.9211970622,2.584485378,-0.09559179132,-0.9643631549,0.3136957595,0.6218204215,1.302113244,0.5181864439,0.8006782741,-1.508484191,0.5929101945,0.2557259252,0.7542911547,2.58464315,-0.09582891226,-0.9650688052,0.1296433625,0.3992126398,0.9821163944
2515,-0.487803124,0.00621297248,-0.02910050703,-0.4107408335,0.1111225102,0.1917020745,-0.3791484689,0.1396648215,0.0284175792,0.8282398962,0.3138636555,-0.9154658972,0.5999311543,0.7150707073,1.499524126,1.495275017,-2.115052181,2.626452134,1.399990225,0.4502644655,-1.506902455,2.261063002,-0.3898947733,-1.250805973,2.657250235,0.5067331378,-0.9218561753,2.584320726,-0.09554939078,-0.965077785,0.3138649022,0.6219984953,1.301932913,0.5178573898,0.8003367115,-1.508397448,0.592118772,0.2565948092,0.7549077303,2.584465169,-0.09581480092,-0.9657430379,0.1291635434,0.3989336106,0.9809898838
2516,-0.4929316449,0.0048779606,-0.02950213126,-0.4136196625,0.10775446,0.1913768199,-0.3806013993,0.1360947016,0.02746734051,0.8279036685,0.3143967031,-0.9154456345,0.6001744407,0.7157982981,1.500817989,1.49604742,-2.113231568,2.631508859,1.400708969,0.4515932242,-1.506202478,2.260798946,-0.3897864995,-1.251490596,2.656439323,0.5060948603,-0.9224448513,2.58410618,-0.09549262888,-0.9657883292,0.3140324543,0.6222168283,1.301716755,0.5175908495,0.8000083934,-1.508446739,0.5914309722,0.2574865298,0.755560243,2.584233681,-0.09578799737,-0.9664045212,0.1284823681,0.398520495,0.9794878834
2517,-0.4983133012,0.003445252468,-0.02987471776,-0.4166028277,0.104267663,0.1910329388,-0.3820546558,0.1323600226,0.02635780235,0.8274442804,0.3148906797,-0.9152582723,0.6004182554,0.7165703721,1.502258676,1.496811101,-2.111404509,2.636600847,1.401350225,0.4528591332,-1.505389002,2.260537678,-0.389669308,-1.252167977,2.655479425,0.5054535646,-0.9229748342,2.583857205,-0.09541040873,-0.9664996492,0.3142022012,0.6224569874,1.301469961,0.5173749912,0.7997002041,-1.508602476,0.5908383219,0.2583727714,0.7562319478,2.583964385,-0.09573575089,-0.9670600928,0.1276742611,0.3980044806,0.9777314946
2518,-0.5038533686,0.001924840798,-0.03020754556,-0.4196397997,0.1007491384,0.1906627693,-0.3835528665,0.1285543808,0.02511331561,0.8268902819,0.3153478729,-0.9149757292,0.6006586586,0.7173530627,1.503761807,1.497591519,-2.109589616,2.641698796,1.401903775,0.4540622663,-1.504537658,2.260297653,-0.3895354322,-1.252850037,2.654417721,0.5048182421,-0.9234578046,2.583589275,-0.095291533,-0.9672166207,0.3143779299,0.6227005917,1.301197698,0.5171979108,0.7994190709,-1.508835147,0.5903324065,0.2592252194,0.7569060645,2.583672991,-0.09564521223,-0.9677166052,0.1268133102,0.3974169212,0.9758419474
2519,-0.5094571288,0.0003267328444,-0.03048970798,-0.4226800309,0.09728592125,0.190258625,-0.3851407293,0.1247713779,0.02375794569,0.8262704075,0.3157705928,-0.9146698759,0.6008919538,0.718112475,1.505242982,1.498414221,-2.107805552,2.646773439,1.402359586,0.4552027039,-1.503724111,2.260097357,-0.3893770149,-1.253548702,2.653301432,0.5041979888,-0.9239053786,2.58331787,-0.09512470582,-0.9679441303,0.3145634282,0.6229293139,1.30090511,0.5170476305,0.7991719724,-1.509115316,0.5899048704,0.2600155632,0.757565779,2.583375222,-0.09550343607,-0.9683809226,0.1259732715,0.3967893472,0.9739405929
2520,-0.5150298656,-0.001339055812,-0.03071011975,-0.425672959,0.09396506401,0.1898127955,-0.3868630126,0.1211046225,0.02231547434,0.8256135749,0.3161611661,-0.9144125376,0.6011146854,0.7188146849,1.506617778,1.499304839,-2.10607103,2.651795539,1.402707809,0.4562805292,-1.503024064,2.259955298,-0.3891861064,-1.254275898,2.652177818,0.5036019994,-0.9243291086,2.583058477,-0.09489853365,-0.9686870748,0.3147624849,0.6231248819,1.300597319,0.5169120981,0.7989659416,-1.509413617,0.5895474184,0.2607154996,0.7581942382,2.583086809,-0.09529738223,-0.9690599197,0.1252275743,0.3961534684,0.9721488974
2521,-0.5204768619,-0.003062500864,-0.03085752617,-0.428568018,0.09087364245,0.1893175542,-0.3887645642,0.1176477253,0.02080941208,0.8249488832,0.316521941,-0.9142754993,0.6013236396,0.7194257475,1.50780174,1.500289091,-2.104404802,2.656735881,1.402938778,0.4572958318,-1.502513264,2.259890011,-0.3889546616,-1.255043559,2.651094177,0.5030395663,-0.9247404872,2.582826582,-0.09460152503,-0.9694503608,0.3149788925,0.6232690781,1.300279418,0.5167791859,0.7988080645,-1.509700758,0.5892518206,0.2612967362,0.7587745412,2.58282349,-0.09501391546,-0.9697604815,0.1246493253,0.3955411676,0.9705884368
2522,-0.5257033966,-0.004833562267,-0.03092051398,-0.4313146565,0.0880987668,0.1887651753,-0.3908903285,0.114494286,0.01926302112,0.8243056097,0.316855302,-0.9143305125,0.6015158447,0.7199117149,1.508710373,1.50139279,-2.102825652,2.661565262,1.403043005,0.4582487185,-1.502267508,2.259920049,-0.3886745332,-1.255863627,2.650097842,0.5025200826,-0.9251509533,2.582637671,-0.09422208926,-0.9702389078,0.3152164512,0.6233437396,1.29995646,0.5166366894,0.7987054735,-1.509947517,0.5890099193,0.2617309965,0.7592897246,2.582601003,-0.09463980393,-0.970489505,0.1243113125,0.3949844865,0.9693808918
2523,-0.5306147429,-0.006642170575,-0.03088752428,-0.4338623649,0.08572759789,0.1881479579,-0.3932853705,0.1117378744,0.01769934874,0.8237132045,0.3171636954,-0.9146493044,0.601688575,0.7202386622,1.509259118,1.50264184,-2.101352377,2.666254464,1.403011182,0.4591393318,-1.502362654,2.260063982,-0.3883374642,-1.256748063,2.649236179,0.5020530508,-0.9255719012,2.582507217,-0.09374853402,-0.9710576518,0.3154789753,0.6233307563,1.299633449,0.5164723267,0.7986653354,-1.510124747,0.5888136375,0.2619900252,0.7597227432,2.582435079,-0.09416171635,-0.9712539026,0.1242860088,0.3945156028,0.9686480447
2524,-0.535510973,-0.008587446053,-0.03081090421,-0.4363243425,0.08367808668,0.1873595106,-0.3959652033,0.1092720112,0.01583810548,0.8230514643,0.3174083544,-0.9152082299,0.601842,0.7204060311,1.509535458,1.503971763,-2.100036971,2.67070506,1.402757532,0.4599912679,-1.502748581,2.260306331,-0.3879171958,-1.257795486,2.648255646,0.5018006123,-0.9260243171,2.582363427,-0.09307737541,-0.9720111336,0.3157483561,0.6232226531,1.299212263,0.5162477785,0.7988006649,-1.51034215,0.5886787743,0.2620299278,0.7600734113,2.582252424,-0.09346715478,-0.972144742,0.1244942519,0.3940454736,0.9683023942
2525,-0.5406962965,-0.01074551454,-0.03074151574,-0.4388331202,0.08179946547,0.1863349278,-0.3988902608,0.1069225776,0.01346407548,0.822212574,0.3175616694,-0.9159132364,0.6019824051,0.7204507839,1.509696305,1.505310955,-2.098895617,2.674879752,1.40223348,0.4608215632,-1.503307788,2.260615986,-0.3874033487,-1.259063239,2.646933517,0.5018629868,-0.9265128586,2.582139988,-0.09214842301,-0.9731677448,0.316006896,0.6230336775,1.298624889,0.5159491616,0.799186439,-1.510706627,0.588626104,0.2618517926,0.7603559034,2.581985849,-0.09249157587,-0.9732187588,0.1248036528,0.3934791167,0.9681522359
2526,-0.5460822346,-0.01307182173,-0.0306652648,-0.4413673112,0.08007580295,0.1851289265,-0.4020233023,0.1046815998,0.01069797098,0.821244603,0.3176428337,-0.9167303441,0.6021163611,0.7203952603,1.509761178,1.506674537,-2.097893286,2.678840944,1.401485591,0.4616205113,-1.504015037,2.260987981,-0.3868115269,-1.260501367,2.645363431,0.5021568046,-0.9270241253,2.581860521,-0.09101496442,-0.9744781154,0.3162589294,0.6227782725,1.297921446,0.5156007589,0.7997727363,-1.51118477,0.5886550319,0.2614947897,0.7605746079,2.58166018,-0.09129362155,-0.9744312784,0.1252066567,0.3928397522,0.9681631153
2527,-0.5515803659,-0.01552187661,-0.03056775307,-0.4439056315,0.0784910437,0.1837964,-0.4053273594,0.1025409513,0.007660739378,0.820195504,0.3176709398,-0.917625454,0.6022503584,0.720261713,1.509749609,1.508077419,-2.096994849,2.682650996,1.400560353,0.4623783108,-1.504844992,2.26141722,-0.3861575398,-1.262059908,2.64363907,0.5025985796,-0.9275444174,2.581548554,-0.08973047679,-0.9758927967,0.3165086467,0.6224707605,1.29715207,0.5152268088,0.8005095477,-1.511743087,0.5887649063,0.2609979961,0.760733899,2.581300168,-0.08993212062,-0.9757375447,0.1256957736,0.3921504576,0.9683005801
2528,-0.5571023225,-0.018051256,-0.03043425046,-0.4464269023,0.07702897209,0.1823923905,-0.4087657351,0.1004922659,0.004473542959,0.8191131175,0.3176649557,-0.9185643396,0.6023908106,0.7200722932,1.50968115,1.509534306,-2.09616511,2.686372241,1.399504183,0.4630850368,-1.505772232,2.26189848,-0.385457431,-1.26368892,2.641854146,0.5031047024,-0.9280598013,2.581227516,-0.08834865651,-0.9773623119,0.3167600982,0.6221253165,1.29636692,0.5148515013,0.8013467544,-1.512348034,0.5889550236,0.2604003923,0.760838166,2.580930484,-0.08846611514,-0.9770927735,0.1262635792,0.3914342043,0.9685301933
2529,-0.5625597873,-0.0206156003,-0.030249677,-0.4489100516,0.07567319062,0.1809720664,-0.4123020018,0.09852688172,0.001257742339,0.8180451729,0.3176437128,-0.9195126413,0.6025440564,0.719849041,1.509575387,1.511059705,-2.095368836,2.690067008,1.398363424,0.4637306228,-1.506771247,2.262426412,-0.3847274963,-1.265338493,2.640102412,0.5035914419,-0.9285561485,2.580920744,-0.08692343592,-0.9788371873,0.3170171975,0.6217559545,1.295616189,0.514498978,0.802234116,-1.512966056,0.589224631,0.2597408598,0.7608918347,2.580575718,-0.08695487503,-0.9784521869,0.1269027138,0.3907138835,0.9688175411
2530,-0.567864496,-0.0231706005,-0.02999859453,-0.4513341141,0.0744071125,0.1795907063,-0.4158999975,0.09663581726,-0.001865116381,0.8170392904,0.3176259046,-0.920435862,0.6027163608,0.7196138805,1.509451948,1.512667921,-2.094570759,2.693797626,1.397184356,0.4643048498,-1.507816436,2.262995544,-0.3839842906,-1.266958751,2.638477659,0.5039749558,-0.9290191508,2.580651483,-0.08550898704,-0.9802679667,0.3172837238,0.6213765248,1.294950105,0.5141933352,0.8031212672,-1.513563596,0.5895729255,0.2590581792,0.7608993836,2.580260389,-0.08545790062,-0.9797710289,0.1276058798,0.3900123236,0.9691282399
2531,-0.5729282407,-0.02567197617,-0.02966520787,-0.4536782293,0.0732139687,0.178303688,-0.4195238218,0.09480977907,-0.004773310606,0.81614298,0.3176300961,-0.9212993649,0.6029139134,0.7193886197,1.509330514,1.514373058,-2.093735576,2.697626434,1.396013195,0.4647973449,-1.508882091,2.263600284,-0.3832446233,-1.268499854,2.637073736,0.5041713101,-0.9294343103,2.580442896,-0.08415971235,-0.9816052074,0.3175633236,0.6210007241,1.294418939,0.5139586305,0.8039577243,-1.514107094,0.5899990517,0.2583910282,0.7608653525,2.580008947,-0.08403491352,-0.9810045611,0.1283658375,0.3893522977,0.9694279384
2532,-0.5776628768,-0.02807544454,-0.02923337568,-0.4559216396,0.07207682937,0.1771664839,-0.4231378291,0.0930392007,-0.007344946273,0.8154036409,0.3176747445,-0.9220683727,0.6031428268,0.7191949551,1.509230816,1.516189021,-2.092827921,2.701615782,1.3948961,0.4651975888,-1.509942388,2.264234924,-0.3825255425,-1.269911978,2.635984561,0.5040965072,-0.9297869047,2.580318074,-0.08293022278,-0.982799459,0.3178595118,0.6206421175,1.29407301,0.5138188923,0.8046929005,-1.514562978,0.5905020956,0.2577779808,0.7607943452,2.579845788,-0.08274583556,-0.9821080401,0.129175398,0.3887565222,0.9696823181
2533,-0.5819803331,-0.03033668051,-0.02868663092,-0.4580436857,0.07097863961,0.1762346624,-0.4267066226,0.0913143135,-0.009457958846,0.8148685581,0.317778231,-0.9227079686,0.6034091323,0.7190544805,1.509172642,1.518129506,-2.091812333,2.705828025,1.393879178,0.4654949313,-1.510971354,2.26489365,-0.3818443087,-1.2711453,2.635304143,0.5036665227,-0.9300619278,2.580300054,-0.08187530293,-0.9838012233,0.3181756717,0.6203141721,1.293962691,0.5137981327,0.8052761309,-1.514897628,0.5910810767,0.2572575064,0.7606910251,2.579795271,-0.08165075615,-0.9830366748,0.1300274157,0.3882476458,0.9698570895
2534,-0.5857926242,-0.03241126755,-0.02800821103,-0.4600238019,0.06990226975,0.1755638946,-0.4301950452,0.08962524884,-0.0109901102,0.8145848989,0.3179589027,-0.9231830995,0.6037187751,0.7189887011,1.509175833,1.520207993,-2.090653195,2.710325515,1.393008491,0.4656786163,-1.511942847,2.265570543,-0.3812183566,-1.272149966,2.635126611,0.5027973512,-0.9302440048,2.580411833,-0.08104986345,-0.9845608968,0.3185150541,0.6200303027,1.294138407,0.5139203628,0.8056567064,-1.515077334,0.5917349373,0.2568679699,0.7605601048,2.579881737,-0.08080988786,-0.983745565,0.1309147779,0.3878482289,0.9699179863
2535,-0.5891680506,-0.03439565237,-0.02712540541,-0.4619001467,0.0688661021,0.1751626643,-0.4338232676,0.08795883025,-0.01194323114,0.8145104735,0.3181990257,-0.9234870522,0.6040929739,0.7189665725,1.509209294,1.522483391,-2.089339894,2.715151283,1.392213082,0.4656695855,-1.512949405,2.266326183,-0.3806234018,-1.272870751,2.635434343,0.5015861716,-0.9303321978,2.580695678,-0.08041585452,-0.9850521108,0.3189207286,0.6197810678,1.294580559,0.5142334564,0.8057753559,-1.515098878,0.5925310191,0.2565204081,0.7603972047,2.580143525,-0.08018541846,-0.9841949437,0.1319195941,0.3875411259,0.9699285859
2536,-0.5922501434,-0.03640345425,-0.02600539395,-0.4637210213,0.06789999019,0.1749781072,-0.4377748849,0.0863157861,-0.01245219289,0.8145625545,0.3184646878,-0.9236521046,0.6045366033,0.7189446348,1.509226621,1.524979083,-2.087901565,2.720269216,1.391397131,0.4654255872,-1.514081221,2.267207782,-0.3800255717,-1.273321971,2.636113327,0.500187995,-0.9303389968,2.58115555,-0.07989196116,-0.9853078784,0.3194193333,0.6195465901,1.295218212,0.514745704,0.8056407519,-1.514996413,0.5935144986,0.2561142465,0.7601996826,2.580580088,-0.07968998495,-0.9844040769,0.1331028099,0.387290618,0.9699710326
2537,-0.595063824,-0.03841575626,-0.02469113522,-0.4654811071,0.06700416246,0.1749739446,-0.4419599677,0.08470742532,-0.01259406474,0.8147274659,0.3187500915,-0.9237015959,0.6050310278,0.718925769,1.509224724,1.527655238,-2.086362127,2.725622958,1.390569301,0.4649911439,-1.515308433,2.268189425,-0.3794278772,-1.273558051,2.637113225,0.498605725,-0.9302689191,2.581757066,-0.07946811126,-0.9853675568,0.3199894184,0.6193247005,1.296024803,0.5154217694,0.8053041614,-1.514792197,0.5946509685,0.2556704039,0.7599748423,2.581157536,-0.07930938983,-0.9844164926,0.1344255913,0.3870913568,0.9700388607
2538,-0.5976340025,-0.04041348919,-0.02322571628,-0.4671750385,0.06617904296,0.1751138773,-0.4462884796,0.08314545761,-0.01244577276,0.8149916077,0.3190495667,-0.9236588872,0.6055576169,0.7189129237,1.509200481,1.530472233,-2.084745645,2.731156164,1.389738141,0.4644109777,-1.516601159,2.26924535,-0.3788331911,-1.273633458,2.638383713,0.4968423775,-0.9301266467,2.58246596,-0.07913408993,-0.9852705576,0.3206095969,0.6191132948,1.296973729,0.5162263121,0.8048169051,-1.514508557,0.5959059673,0.2552098528,0.7597299049,2.581842098,-0.07902929557,-0.9842757721,0.1358491172,0.3869380157,0.9701255172
2539,-0.5999855847,-0.04237749187,-0.02165236746,-0.4687973992,0.06542521763,0.1753615832,-0.4506702812,0.08164196707,-0.01208411473,0.8153414583,0.3193575402,-0.9235473754,0.6060977466,0.7189091095,1.509150721,1.533390657,-2.083076396,2.736812507,1.388912063,0.4637300348,-1.517929562,2.270349955,-0.3782443026,-1.273602727,2.639874462,0.4949010362,-0.9299170758,2.58324807,-0.07887959171,-0.9850563897,0.321258546,0.6189102978,1.29803833,0.5171239599,0.8042303193,-1.514167949,0.5972449729,0.254753608,0.7594719817,2.582600109,-0.07883527814,-0.9840255956,0.1373345859,0.386825268,0.9702243572
2540,-0.6021434754,-0.04428855931,-0.02001447058,-0.470342718,0.06474340687,0.1756807169,-0.4550151321,0.08020938872,-0.01158576926,0.8157635766,0.3196685111,-0.9233905037,0.6066327997,0.7189173964,1.50907221,1.536371326,-2.081378914,2.742535676,1.388099322,0.4629935014,-1.519263888,2.271477794,-0.3776639558,-1.273520476,2.64153513,0.4927848152,-0.9296453583,2.584069334,-0.07869426011,-0.9847646918,0.3219150081,0.6187136347,1.299191881,0.5180792891,0.803595727,-1.513792997,0.5986333991,0.2543227161,0.7592080558,2.583398004,-0.07871286708,-0.9837097773,0.1388432198,0.3867477697,0.9703286413
2541,-0.6041325787,-0.04612747848,-0.0183555605,-0.4718054655,0.06413444456,0.1760349131,-0.4592326924,0.07886048806,-0.01102729946,0.8162446025,0.3199770322,-0.9232117687,0.6071441669,0.7189409134,1.508961649,1.539375285,-2.079678022,2.748269376,1.387308013,0.4622468115,-1.520574502,2.272603575,-0.3770948757,-1.273441423,2.643315349,0.4904968299,-0.9293169336,2.584895782,-0.07856771473,-0.9844352554,0.3225577908,0.618521211,1.300407589,0.5190568128,0.8029644175,-1.513406515,0.6000365955,0.2539382489,0.7589449736,2.584202304,-0.0786475722,-0.9833722891,0.1403362698,0.3867001495,0.9704315352
2542,-0.6059777963,-0.0478750518,-0.01671932022,-0.4731800502,0.06359926332,0.1763877917,-0.4632325212,0.07760834359,-0.01048515094,0.8167712569,0.320277699,-0.9230347228,0.607613248,0.7189828502,1.508815663,1.542363811,-2.077998845,2.753957336,1.386546061,0.4615356451,-1.521831895,2.27370216,-0.3765397773,-1.273420388,2.64516471,0.4880401737,-0.9289375524,2.585693524,-0.07848956571,-0.9841080373,0.3231657673,0.6183309007,1.301658588,0.5200209753,0.8023876367,-1.513031519,0.6014198493,0.2536212982,0.7586894443,2.584979615,-0.07862489691,-0.9830572737,0.1417750179,0.3866770047,0.9705261121
2543,-0.607704023,-0.0495121082,-0.01514956946,-0.4744608145,0.06313888622,0.1767029662,-0.4669240741,0.07646633237,-0.01003564438,0.8173303401,0.3205651428,-0.9228829744,0.6080214527,0.7190464614,1.508630814,1.545298411,-2.07636681,2.7595433,1.385821226,0.4609059182,-1.52300668,2.274748561,-0.376001362,-1.273512293,2.647032759,0.4854179036,-0.9285132921,2.586428753,-0.07844941578,-0.9838231619,0.3237178757,0.6181405415,1.302917941,0.5209361543,0.8019165856,-1.512691219,0.6027483907,0.2533929734,0.7584480486,2.585696619,-0.07863033814,-0.9828090467,0.1431207794,0.3866729027,0.9706053572
2544,-0.6093361388,-0.05101950181,-0.0136902469,-0.4756420315,0.0627544248,0.1769440546,-0.4702166989,0.07544811855,-0.00975496266,0.8179087295,0.320834032,-0.9227801828,0.6083502025,0.7191350738,1.508403602,1.548140815,-2.074807625,2.764971032,1.385141112,0.4604037639,-1.524069576,2.275717933,-0.3754822984,-1.273772158,2.648868976,0.4826330327,-0.9280505627,2.587067734,-0.07843684978,-0.9836209142,0.3241931175,0.6179479389,1.304158649,0.5217666698,0.8016024288,-1.512408991,0.6039873997,0.2532744014,0.7582272568,2.58632007,-0.07864937302,-0.9826720876,0.1443349041,0.3866823896,0.970662175
2545,-0.6108990001,-0.05237809809,-0.01238538612,-0.476717901,0.06244708337,0.1770746929,-0.473019629,0.07456764484,-0.009719132705,0.8184933759,0.3210790783,-0.9227500513,0.6085809315,0.7192520944,1.508130483,1.550852967,-2.073347249,2.770184315,1.384513179,0.4600755062,-1.52499137,2.276585575,-0.3749851893,-1.274255083,2.650622768,0.4796885297,-0.9275561049,2.587576806,-0.07844141175,-0.9835417224,0.324570556,0.6177508778,1.305353654,0.5224768003,0.8014963128,-1.512208345,0.6051020169,0.2532867298,0.7580334554,2.586816796,-0.07866743213,-0.98269102,0.1453787753,0.3867000036,0.9706893981
2546,-0.6122814503,-0.05357779808,-0.01109666667,-0.4776805956,0.06224613326,0.1772235537,-0.4754003158,0.07384264107,-0.009748146323,0.8191766886,0.3213207597,-0.922649952,0.6087076322,0.7194397646,1.507810172,1.553505635,-2.071883482,2.775388818,1.383917684,0.459799368,-1.52571581,2.27742893,-0.374511877,-1.274916238,2.65251849,0.4763604507,-0.9269440823,2.588012031,-0.07853135961,-0.9834860426,0.3248343295,0.6175460575,1.306708808,0.5231300343,0.8015098142,-1.512010815,0.6061489957,0.2534676428,0.7578617294,2.587259662,-0.07875628921,-0.9827270125,0.1462959862,0.3867593455,0.9706853339
2547,-0.613382931,-0.05463309357,-0.009683523878,-0.4785314021,0.06216985224,0.1775145935,-0.4775066711,0.07326910816,-0.009639174161,0.8200329495,0.3215796678,-0.9223594427,0.6087472202,0.7197209281,1.507444229,1.556188089,-2.070320792,2.780781608,1.383332522,0.4594437198,-1.526238087,2.278326381,-0.374060467,-1.275666345,2.654762594,0.4724963579,-0.9261503491,2.588448061,-0.07876194975,-0.9833433612,0.324995248,0.6173330623,1.308391286,0.5238065783,0.8015305709,-1.511739054,0.6072058386,0.2538181809,0.7576971216,2.587733842,-0.07897836976,-0.9826403924,0.1471589942,0.3868882215,0.9706544196
2548,-0.6142440911,-0.05556176819,-0.008186827011,-0.4792780455,0.06220308136,0.1779043421,-0.4793684405,0.07282864353,-0.009433998974,0.8210220772,0.3218507436,-0.9219356353,0.6087155644,0.7200700758,1.507033343,1.558890339,-2.068695437,2.786293576,1.382761564,0.4590403649,-1.526606249,2.279254726,-0.373627779,-1.276493969,2.657277475,0.4682064326,-0.9252147559,2.588879179,-0.07910306483,-0.9831378349,0.3250725612,0.6171140457,1.310315965,0.5244957938,0.8015738681,-1.511418389,0.6082688522,0.2543046185,0.7575308686,2.588224718,-0.07930492906,-0.9824747176,0.1479725236,0.3870725554,0.9705986102
2549,-0.6149054715,-0.0563816834,-0.006647625099,-0.4799281294,0.06233070529,0.1783492693,-0.4810152502,0.07250287289,-0.00917454255,0.8221041301,0.3221289185,-0.9214357798,0.6086285903,0.7204618544,1.506578199,1.561602621,-2.067043891,2.791855633,1.382208731,0.4586212583,-1.526868465,2.280190754,-0.3732104908,-1.277387803,2.65998539,0.463600797,-0.9241776728,2.589299674,-0.07952445805,-0.9828937696,0.3250856952,0.616891176,1.312397697,0.5251870744,0.8016550373,-1.511074247,0.6093344349,0.2548933271,0.7573541651,2.588717724,-0.07970711801,-0.9822737128,0.1487413286,0.3872983694,0.9705198322
2550,-0.6154075038,-0.05711080177,-0.005107127049,-0.4804891354,0.06253763074,0.178805799,-0.4824766052,0.07227342498,-0.008902845481,0.8232393036,0.3224090852,-0.920917264,0.6085022825,0.7208710725,1.506079481,1.564315392,-2.065402872,2.797398716,1.381677989,0.4582184783,-1.527073037,2.281111243,-0.3728051306,-1.278336675,2.66280844,0.4587894798,-0.9230800589,2.589703842,-0.07999576674,-0.9826356438,0.3250542462,0.6166665959,1.314551298,0.5258698447,0.801789445,-1.510732159,0.6103990794,0.2555507728,0.7571581822,2.589198337,-0.08015600138,-0.9820812913,0.1494701947,0.3875517879,0.9704199885
2551,-0.6157905095,-0.05776719724,-0.003606685198,-0.4809684236,0.06280877681,0.1792303224,-0.4837818896,0.07212191906,-0.008661050283,0.8243879273,0.3226860862,-0.9204376106,0.6083526851,0.721272706,1.505537876,1.567019331,-2.063809346,2.802853788,1.381173351,0.4578642111,-1.527268402,2.281992964,-0.3724080709,-1.279329555,2.665668565,0.4538823968,-0.9219634969,2.590085977,-0.08048651957,-0.9823881189,0.3249979767,0.6164424048,1.316691549,0.5265335602,0.8019924892,-1.510417751,0.6114593754,0.2562435163,0.7569340787,2.589652076,-0.0806225639,-0.9819415638,0.1501639403,0.3878190396,0.9703009619
2552,-0.6160946997,-0.05836905226,-0.002187782362,-0.4813732328,0.06312907726,0.1795792075,-0.4849603658,0.07202996508,-0.00849138788,0.8255104625,0.3229547189,-0.9200544739,0.6081959012,0.7216419013,1.504954073,1.569705336,-2.062300515,2.808151838,1.380698872,0.4575907476,-1.527503124,2.282812677,-0.3720155255,-1.280355546,2.668487538,0.4489893459,-0.9208701943,2.590440375,-0.08096613737,-0.982176037,0.3249368118,0.6162206613,1.318733196,0.5271677085,0.8022796019,-1.510156735,0.6125120087,0.2569382147,0.7566730072,2.590064501,-0.08107770424,-0.981898836,0.1508274164,0.3880864586,0.9701646179
