frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz,F15_data.tx,F15_data.ty,F15_data.tz,F16_data.tx,F16_data.ty,F16_data.tz
211,0.8610059551,-0.221922667,-2.019857184,0.7688206543,-0.3372586432,-1.780867364,0.7688206543,-0.3372586432,-1.780867364,2.422205933,-0.7775035778,-1.635476126,0.348988537,0.2199157663,-1.773701192,3.612308207,0.7060494752,-1.334902866,2.883653825,0.03863707904,-0.60814795,-0.3404977401,-0.5016586397,0.9163273712,-0.3355432145,-0.04001370538,-1.31247534,-0.4727651327,-0.1100549301,1.237740856,-0.3751328209,-0.1133442816,-1.372790107,1.51204275,-0.03212477069,-1.603406068,1.519841774,-0.6274935294,-0.4861830564,-0.2646413801,-0.5442663171,-0.9347101601,-0.1617044037,-0.4056206451,-1.215648847,0.004430323094,-0.08809164218,-1.614313759,-0.05376610231,-0.01031193836,-1.613417476,0.6804955005,-0.5049474839,-1.663382237,-0.372187512,-0.2227891821,-1.335335284
212,0.8580232036,-0.2167267352,-2.011844311,0.7508479093,-0.3364408098,-1.781860458,0.7508479093,-0.3364408098,-1.781860458,2.413697579,-0.7741985623,-1.628659005,0.3511968033,0.220333184,-1.775170606,3.623357047,0.7368364769,-1.311187898,2.808801969,-0.01567185927,-0.6276253908,-0.3389642873,-0.4884790154,0.9557043784,-0.3398345859,-0.04194627161,-1.315600398,-0.4709444349,-0.1077457023,1.240356333,-0.3745038548,-0.1150811583,-1.372529948,1.496047425,-0.04407327647,-1.602856058,1.482049838,-0.6111382123,-0.5246605605,-0.2632820787,-0.537330093,-0.9486200236,-0.1715103477,-0.3946798378,-1.224108416,-0.001161891793,-0.09265219232,-1.606771552,-0.05328946503,-0.01060595146,-1.618504466,0.6674118998,-0.4995568502,-1.660405685,-0.3718318271,-0.2225785589,-1.335663803
213,0.8567310801,-0.2106363562,-1.998686329,0.731959943,-0.3323193554,-1.778869698,0.731959943,-0.3323193554,-1.778869698,2.402795416,-0.7707700406,-1.623033276,0.3502443631,0.2185658251,-1.775767697,3.636579596,0.7601359161,-1.28353282,2.734858149,-0.05944521257,-0.643693724,-0.3337093125,-0.4734079862,0.9975256236,-0.3450246483,-0.0430716498,-1.319220415,-0.471772234,-0.103743046,1.242384245,-0.373707502,-0.1169821344,-1.373334065,1.476367227,-0.0570251562,-1.603293345,1.437524855,-0.6025855711,-0.5609933792,-0.2605498177,-0.527472804,-0.9627247593,-0.1796065068,-0.3830197956,-1.230915888,-0.008759210109,-0.09774378693,-1.597928713,-0.05254866311,-0.01065057904,-1.624463945,0.6523362959,-0.4924498579,-1.654853399,-0.3719739698,-0.2217296858,-1.336619081
214,0.8548633367,-0.2052982631,-1.984889901,0.7143760988,-0.3260154024,-1.774677584,0.7143760988,-0.3260154024,-1.774677584,2.39204771,-0.7676982602,-1.616093198,0.3457663399,0.2149563247,-1.775985029,3.648984988,0.7810934985,-1.253713871,2.661501222,-0.09719929557,-0.6621376191,-0.3267292258,-0.456835859,1.032783732,-0.3500150829,-0.04291125546,-1.321776327,-0.4749845753,-0.1001987753,1.24398714,-0.3736099794,-0.1191311121,-1.375387185,1.457942804,-0.06795809377,-1.599185755,1.387008189,-0.601365966,-0.5937749497,-0.2577814987,-0.5169790036,-0.9755248128,-0.1881997236,-0.3690397098,-1.235142043,-0.01737276304,-0.1011533502,-1.590018401,-0.05182115983,-0.0110115828,-1.627208607,0.631584619,-0.4804793164,-1.64796436,-0.3704373613,-0.2216823336,-1.338396485
215,0.8536578072,-0.2004827246,-1.970815691,0.6981393741,-0.3185017004,-1.769887833,0.6981393741,-0.3185017004,-1.769887833,2.380762103,-0.7646153884,-1.60981511,0.34073865,0.2108488342,-1.775946952,3.661414706,0.7998262913,-1.221897491,2.590267402,-0.1298887362,-0.6819643277,-0.3197424256,-0.4404145861,1.06214185,-0.3541884815,-0.0417499374,-1.323616376,-0.4784569986,-0.09737347993,1.245172255,-0.3734912651,-0.1208579193,-1.377750718,1.440174128,-0.07818534362,-1.593640325,1.333750764,-0.6016712281,-0.6259891857,-0.2546709095,-0.5053790168,-0.9885299187,-0.1965720908,-0.3555432889,-1.238575418,-0.02538455411,-0.1038196451,-1.583205273,-0.05081915534,-0.01146851895,-1.629118671,0.6078875091,-0.4660494039,-1.641122763,-0.3684383639,-0.2220562747,-1.340429407
216,0.8516557373,-0.1977794994,-1.959626264,0.6856727764,-0.3115984721,-1.766305451,0.6856727764,-0.3115984721,-1.766305451,2.370295081,-0.7619537704,-1.60400187,0.3352582286,0.2051205104,-1.775352192,3.671750059,0.8191577557,-1.18831466,2.52478517,-0.1571678543,-0.7045006982,-0.3136857708,-0.4248991142,1.076447715,-0.3552865025,-0.03958603751,-1.322458313,-0.4809002066,-0.09694551787,1.247159092,-0.3738516931,-0.1219085016,-1.37991591,1.42568161,-0.08749560802,-1.583886862,1.281849738,-0.6051017454,-0.654951849,-0.2525975104,-0.4926588248,-1.001318141,-0.206739104,-0.3413793551,-1.240226014,-0.031626826,-0.1039001348,-1.579669668,-0.04952875855,-0.01266172287,-1.627817683,0.5783640098,-0.4473954351,-1.635219093,-0.3652206878,-0.2241292041,-1.342240041
217,0.8500311572,-0.1971319865,-1.951297239,0.6760613004,-0.3056928342,-1.764328075,0.6760613004,-0.3056928342,-1.764328075,2.360502753,-0.7598545986,-1.599841946,0.3318232428,0.1994978147,-1.774580407,3.682930283,0.8372174879,-1.155079539,2.464298952,-0.1820352829,-0.7264007746,-0.3128268156,-0.4125689863,1.082325921,-0.3542920244,-0.03572646622,-1.319479456,-0.481186405,-0.09805036774,1.249281439,-0.3734984627,-0.1222264344,-1.381382177,1.411865268,-0.09671498512,-1.574365831,1.229966888,-0.6068004936,-0.6881883063,-0.2507192165,-0.479605421,-1.01560134,-0.2170983452,-0.3295930553,-1.242153401,-0.03348691973,-0.1039527247,-1.579062992,-0.04795526193,-0.01450193796,-1.627037294,0.5470336375,-0.4279615693,-1.631515359,-0.3625205419,-0.2266667121,-1.34352343
218,0.8490825813,-0.197729621,-1.945024865,0.6686180664,-0.3002489242,-1.763349247,0.6686180664,-0.3002489242,-1.763349247,2.350926479,-0.7580579448,-1.596245803,0.3293911053,0.1944948567,-1.773732913,3.693958633,0.8537967238,-1.121657981,2.407539027,-0.2059818307,-0.7494141387,-0.3154672117,-0.4024889346,1.084063141,-0.3532326395,-0.03199179442,-1.317318292,-0.4808020659,-0.09964910285,1.250704604,-0.3726728625,-0.1220217705,-1.382803359,1.398521163,-0.1042575948,-1.565723288,1.174124127,-0.6043699602,-0.7218312439,-0.2484816126,-0.4664776186,-1.031111832,-0.2255630757,-0.3212340002,-1.244643116,-0.03387660459,-0.1036019209,-1.579703908,-0.0463112291,-0.01623923648,-1.625995196,0.5154630827,-0.4080434585,-1.629504692,-0.3601713528,-0.2292659375,-1.344759695
219,0.8499761154,-0.2000998437,-1.941936262,0.6631757302,-0.2952628405,-1.764574107,0.6631757302,-0.2952628405,-1.764574107,2.341370513,-0.755441633,-1.593016173,0.3305538348,0.1925308177,-1.772857688,3.706105267,0.8673577979,-1.089371765,2.355387643,-0.231996969,-0.7731656523,-0.3247582165,-0.397527899,1.084857635,-0.3538721344,-0.02842264652,-1.319352961,-0.4799744725,-0.1003661806,1.250424467,-0.3704783961,-0.1201733139,-1.383930476,1.384932239,-0.1093759372,-1.560873352,1.105832147,-0.5884716135,-0.7575195591,-0.245652705,-0.4537171831,-1.048303005,-0.2296351238,-0.3210439362,-1.24963731,-0.03206448166,-0.1039039364,-1.580817212,-0.0445095533,-0.01726185547,-1.626237865,0.4867171821,-0.389796188,-1.630267895,-0.3591764224,-0.2315241916,-1.346167224
220,0.8517874381,-0.2035345166,-1.941507317,0.6595451647,-0.2914865758,-1.766566802,0.6595451647,-0.2914865758,-1.766566802,2.331717044,-0.7525648727,-1.588934492,0.3336734694,0.193540448,-1.772174444,3.716533871,0.8796993334,-1.056033055,2.308190857,-0.2631598251,-0.7994084696,-0.3388771181,-0.3959496362,1.0896865,-0.357659422,-0.02847786557,-1.326177227,-0.4789654068,-0.1005997987,1.248030248,-0.3673076853,-0.1180626757,-1.385180521,1.370089155,-0.1099292097,-1.560910104,1.031286342,-0.5634092816,-0.7880439115,-0.2416146114,-0.4400221761,-1.068675861,-0.2267209614,-0.3315134247,-1.25599509,-0.03119590324,-0.1045935588,-1.581174352,-0.04312084083,-0.01731292424,-1.625980858,0.4617346939,-0.373984268,-1.63345362,-0.3589051575,-0.2333940765,-1.347393819
221,0.8539675864,-0.2074493625,-1.942603356,0.6573289722,-0.288448295,-1.768813506,0.6573289722,-0.288448295,-1.768813506,2.321604727,-0.7503553742,-1.584459543,0.337358994,0.1955511644,-1.771510304,3.725984167,0.8910208915,-1.023103116,2.263312506,-0.2950419456,-0.8270811132,-0.3551175736,-0.3948754109,1.094757637,-0.3612520458,-0.02925949454,-1.333294446,-0.4776306595,-0.1010435467,1.24508009,-0.3640621869,-0.1161454858,-1.386272944,1.355972966,-0.1083754861,-1.562344152,0.9585613921,-0.5384839848,-0.8177508242,-0.2365318476,-0.4272612515,-1.090326939,-0.2213175508,-0.3440698707,-1.263156968,-0.03004367156,-0.1052601911,-1.581444454,-0.04189165384,-0.01698301618,-1.62588811,0.4385186229,-0.3589256967,-1.63832352,-0.35927042,-0.2346694248,-1.348400232
222,0.8558712008,-0.2111952292,-1.944803557,0.6563763592,-0.2866751973,-1.77082161,0.6563763592,-0.2866751973,-1.77082161,2.310808856,-0.7501924263,-1.578320732,0.3391969017,0.1974734019,-1.770882607,3.733438026,0.9024712335,-0.9911858189,2.218251216,-0.329479314,-0.8557676404,-0.3741413046,-0.3911885043,1.103376054,-0.3656985163,-0.03137580792,-1.33975847,-0.4758215661,-0.1018812783,1.241672463,-0.3614166451,-0.1152809382,-1.387726242,1.341712504,-0.1033321852,-1.565321495,0.8934657675,-0.5201504345,-0.8463091569,-0.2297047633,-0.4161090831,-1.113762382,-0.2122985132,-0.3571195882,-1.270877859,-0.02980545289,-0.1053129986,-1.58087189,-0.0413853103,-0.01604282801,-1.625362542,0.417123944,-0.3444645026,-1.64490197,-0.3611715535,-0.233946906,-1.349138274
223,0.8576549692,-0.2140943457,-1.947465008,0.6561394204,-0.2851949879,-1.772415652,0.6561394204,-0.2851949879,-1.772415652,2.298932827,-0.7525799086,-1.572398062,0.3401661745,0.1987458444,-1.770453425,3.739090292,0.9142468849,-0.960870711,2.172678174,-0.3609535924,-0.8874426885,-0.3905881317,-0.384141341,1.109518227,-0.3652625232,-0.03299980925,-1.342258929,-0.4742793632,-0.1035178163,1.239235416,-0.3595594406,-0.1160723373,-1.388873147,1.331326153,-0.09765358438,-1.565564635,0.8393691066,-0.5132612988,-0.8769918272,-0.2211504865,-0.4094786177,-1.137405501,-0.2050234413,-0.360661829,-1.280309887,-0.02977170714,-0.1040673655,-1.580365138,-0.04070570537,-0.01476828236,-1.625902295,0.3956439232,-0.3288388065,-1.653295099,-0.3629314509,-0.2320808637,-1.349668314
224,0.8595426591,-0.2163733786,-1.950636552,0.6568517198,-0.2839968001,-1.774006516,0.6568517198,-0.2839968001,-1.774006516,2.287183658,-0.7560115464,-1.567029307,0.3410162696,0.1999459188,-1.770250187,3.744219254,0.925226936,-0.9316209094,2.128522038,-0.3898922743,-0.9205276424,-0.4046039886,-0.3764592768,1.114102983,-0.3627564046,-0.03434734868,-1.343304426,-0.4728596969,-0.1053246008,1.236885671,-0.3581207977,-0.1177922606,-1.389964435,1.323542162,-0.0918551787,-1.565061879,0.7919322807,-0.5089625919,-0.9082030787,-0.2118069699,-0.4050648092,-1.160706585,-0.1992028766,-0.3599609991,-1.289694172,-0.02967572421,-0.1025278484,-1.580061453,-0.03974903173,-0.01347972256,-1.626757992,0.3766894926,-0.313404737,-1.662327538,-0.3639601071,-0.2301825892,-1.350317931
225,0.8612847501,-0.2176382398,-1.953578708,0.6575940406,-0.2820159927,-1.774830047,0.6575940406,-0.2820159927,-1.774830047,2.27556604,-0.7607942473,-1.562633555,0.3417636079,0.2004295378,-1.770207494,3.748689377,0.9353176659,-0.9029583785,2.086697918,-0.4119749862,-0.9542290243,-0.4114793245,-0.3675907271,1.114186419,-0.3548166311,-0.03369222009,-1.339350466,-0.4717562713,-0.1078341511,1.236371136,-0.3574445225,-0.121066766,-1.389582828,1.320864293,-0.088062553,-1.560914339,0.7579916755,-0.512793133,-0.9410602743,-0.201727272,-0.4036881135,-1.182990926,-0.1992992601,-0.347544265,-1.298428727,-0.0290165219,-0.1010778278,-1.580197074,-0.03795841025,-0.01289328994,-1.629261543,0.3600798609,-0.2981692339,-1.672032964,-0.362768252,-0.2292479931,-1.350817845
226,0.8626553925,-0.2181992835,-1.955688027,0.6599000491,-0.2811468319,-1.775179187,0.6599000491,-0.2811468319,-1.775179187,2.264060452,-0.7643400835,-1.558800718,0.3422531567,0.2001488826,-1.769828771,3.755246455,0.942376123,-0.8761524917,2.046315762,-0.4285445845,-0.9867983696,-0.4141735156,-0.3584827128,1.1132526,-0.3449407898,-0.03074997833,-1.333548713,-0.4715131094,-0.1094474458,1.236084711,-0.3578294377,-0.1250675791,-1.389237645,1.320901745,-0.08728097525,-1.556245545,0.7302843138,-0.51352645,-0.9750610435,-0.1927295748,-0.4035780772,-1.201906165,-0.2049163173,-0.3310503393,-1.303911506,-0.0279750639,-0.1007148157,-1.580388026,-0.03649480299,-0.012662176,-1.631115721,0.3482892388,-0.2843561938,-1.679156129,-0.3604201135,-0.2297862556,-1.351537397
227,0.8636509778,-0.218303092,-1.957172376,0.6625029602,-0.2807583666,-1.775038122,0.6625029602,-0.2807583666,-1.775038122,2.252599322,-0.7682426737,-1.555732021,0.342878859,0.1997287404,-1.76919179,3.762221698,0.9478430317,-0.8505438623,2.006222663,-0.4430365612,-1.019927503,-0.4143319643,-0.3496583353,1.111689403,-0.335405826,-0.02738101787,-1.32744919,-0.4713818753,-0.1105092109,1.235431758,-0.3590122601,-0.1292230368,-1.389076558,1.322393463,-0.0882840232,-1.551422004,0.7077604347,-0.5126622932,-1.008182456,-0.1845283326,-0.4042045033,-1.217984384,-0.2124178233,-0.3138382322,-1.307307217,-0.02662248942,-0.1009377406,-1.580525158,-0.03500304481,-0.01283337211,-1.632247131,0.3400833456,-0.2711367246,-1.684513164,-0.3579992539,-0.2309760466,-1.352055852
228,0.8644576809,-0.2181280902,-1.957586574,0.665544309,-0.2811932701,-1.774976253,0.665544309,-0.2811932701,-1.774976253,2.241614286,-0.7720200671,-1.554485428,0.3436545505,0.1988780771,-1.768111757,3.770283854,0.9516617058,-0.8270547034,1.965958002,-0.4573487718,-1.054252334,-0.412253822,-0.343302943,1.110494055,-0.3303037278,-0.02493194774,-1.325246326,-0.4714928245,-0.1097412975,1.232545479,-0.3612552138,-0.1331124686,-1.390448795,1.323880932,-0.09113089269,-1.547535979,0.6807122918,-0.4970185445,-1.038714005,-0.1785721226,-0.4045110776,-1.229052943,-0.221307379,-0.3018805236,-1.30700564,-0.02538428228,-0.1021507977,-1.580873819,-0.03344784706,-0.01382236623,-1.630069706,0.3375451119,-0.2590422855,-1.685273498,-0.355861539,-0.2336371981,-1.352430287
229,0.864543916,-0.2172668417,-1.957342767,0.6674506658,-0.2816557811,-1.774849277,0.6674506658,-0.2816557811,-1.774849277,2.231246868,-0.7774404795,-1.554520179,0.3463131832,0.199587422,-1.767162868,3.777532836,0.9548840756,-0.8022878028,1.9262022,-0.4738487663,-1.090443172,-0.4089928179,-0.3392382215,1.10881524,-0.3305705195,-0.0246344226,-1.325959531,-0.4712598524,-0.1079390111,1.227618966,-0.3642474598,-0.1355103075,-1.392997323,1.32464077,-0.09561289743,-1.545458956,0.6584068379,-0.4763380036,-1.066468923,-0.1734706864,-0.4035110247,-1.237277405,-0.2281993975,-0.2971063711,-1.303996704,-0.02426409268,-0.1036644379,-1.58116764,-0.03112575041,-0.01551385659,-1.626372789,0.3397093066,-0.2470492372,-1.683978499,-0.3547777359,-0.2366734489,-1.35266583
230,0.8641761011,-0.2157588096,-1.956844726,0.6689337417,-0.2822161927,-1.774457014,0.6689337417,-0.2822161927,-1.774457014,2.221923739,-0.78298243,-1.555422941,0.349571498,0.201050436,-1.766189867,3.784449414,0.956902023,-0.7782776907,1.885893462,-0.4900585113,-1.127338759,-0.4050944269,-0.3360479632,1.106888247,-0.3328777633,-0.0249994642,-1.327796457,-0.4709593444,-0.1058651599,1.222237159,-0.3673654396,-0.1372601012,-1.395862995,1.325432855,-0.1017082671,-1.544605212,0.640632612,-0.4551808338,-1.091361113,-0.1692892791,-0.4022125173,-1.243166974,-0.2340345703,-0.2945482481,-1.299992193,-0.02317466386,-0.1051929159,-1.58121951,-0.02901855866,-0.01689042669,-1.622633518,0.3444498283,-0.2348505844,-1.682223424,-0.3539560082,-0.2397245671,-1.352950259
231,0.8632575276,-0.2132079474,-1.95652443,0.669107327,-0.2822262812,-1.773218094,0.669107327,-0.2822262812,-1.773218094,2.213485084,-0.7885778331,-1.556822868,0.3544502742,0.2048702147,-1.76519006,3.790657438,0.9578736353,-0.7551455163,1.842499371,-0.5081113607,-1.165739822,-0.4028108904,-0.3321380206,1.105856659,-0.3368431085,-0.02554588322,-1.329924118,-0.4688675451,-0.1051314504,1.216053394,-0.3700239216,-0.137638854,-1.398706888,1.325812566,-0.1101435962,-1.546168972,0.633814222,-0.443672023,-1.113230314,-0.1658062065,-0.3999038095,-1.246602307,-0.2352034549,-0.2935667323,-1.296867123,-0.02129673476,-0.1060969159,-1.580328572,-0.02801129036,-0.01634653399,-1.621431854,0.3500698331,-0.2209450946,-1.682072931,-0.354496065,-0.2414680132,-1.353456702
232,0.8619092336,-0.2102412325,-1.956075828,0.6689064327,-0.2823008289,-1.77150839,0.6689064327,-0.2823008289,-1.77150839,2.206228953,-0.7937790294,-1.558792869,0.3590370964,0.2088682458,-1.764163395,3.796587106,0.9576259493,-0.7336841541,1.797761612,-0.5248036987,-1.204067354,-0.400723334,-0.3286484134,1.104812811,-0.3413983639,-0.02630505046,-1.332314597,-0.4670206626,-0.1045635554,1.210795903,-0.3724286318,-0.1372389909,-1.401370306,1.326122423,-0.1197968948,-1.548778905,0.6313958619,-0.435373273,-1.131577507,-0.1630943551,-0.3976326873,-1.248426895,-0.2348751028,-0.293596581,-1.294009135,-0.0193238844,-0.1069198323,-1.579215137,-0.02735728471,-0.015281393,-1.621031806,0.3563028783,-0.2064239486,-1.68253184,-0.3553271335,-0.2426596435,-1.35391013
233,0.8601703027,-0.2070421091,-1.955732417,0.6683261403,-0.282439273,-1.768793095,0.6683261403,-0.282439273,-1.768793095,2.201626295,-0.799347227,-1.561478188,0.3627343629,0.2128582819,-1.763075202,3.802869814,0.9560686678,-0.7149636519,1.752573075,-0.5385832939,-1.24293336,-0.3982037443,-0.3261185014,1.104220906,-0.3450302545,-0.0273992028,-1.334540429,-0.4658358549,-0.1045418346,1.208408477,-0.3736844934,-0.1362317949,-1.40245606,1.327052075,-0.1306594817,-1.551977807,0.6323500094,-0.4337931278,-1.143933391,-0.160920149,-0.3962552057,-1.249373427,-0.2334210245,-0.2901231804,-1.293434045,-0.01752569121,-0.1074024059,-1.577642813,-0.02750094115,-0.01328994249,-1.623255912,0.3611152814,-0.1906782174,-1.684930094,-0.3550493546,-0.243261781,-1.354013369
234,0.8580982972,-0.2037205409,-1.9554619,0.6683114343,-0.2830666462,-1.766054214,0.6683114343,-0.2830666462,-1.766054214,2.199459841,-0.8027854446,-1.564377771,0.363137811,0.2141525661,-1.762176646,3.808675884,0.9530156613,-0.6984709143,1.707418859,-0.5477019596,-1.278563697,-0.3958918465,-0.3246834739,1.102025727,-0.3468160945,-0.02919565299,-1.335923768,-0.4679603904,-0.103829773,1.210769246,-0.3741254052,-0.1352949106,-1.402966557,1.328130556,-0.1419942457,-1.555888167,0.6332370256,-0.4330990918,-1.152114091,-0.1593645565,-0.3958057457,-1.250796602,-0.2316715177,-0.287918547,-1.293447359,-0.01651627782,-0.1080396642,-1.576327246,-0.02741980966,-0.01152688612,-1.626021343,0.3649933085,-0.174997249,-1.688215311,-0.3541716904,-0.2430280664,-1.354218358
235,0.8560423136,-0.2006138654,-1.955207186,0.6682525066,-0.2837648181,-1.763420312,0.6682525066,-0.2837648181,-1.763420312,2.198216568,-0.8045494586,-1.567414169,0.3621349535,0.214318779,-1.761268781,3.813748051,0.9481283961,-0.6833611564,1.660399819,-0.5535166414,-1.312017673,-0.3940998389,-0.3237776588,1.099309073,-0.3478151021,-0.03077854067,-1.336871634,-0.4705663461,-0.1035649661,1.214604816,-0.3741793331,-0.1342380837,-1.40322546,1.328928988,-0.1534150025,-1.559965266,0.6350419798,-0.4337199136,-1.157716418,-0.1584437107,-0.3958831194,-1.25170022,-0.2294375272,-0.2866748269,-1.293840092,-0.01552463817,-0.1087866771,-1.57512097,-0.0272411012,-0.009705204003,-1.628782667,0.3687865353,-0.1595072745,-1.693424092,-0.3534891215,-0.2425245396,-1.354477007
236,0.8539883016,-0.1983635358,-1.954638638,0.6684693451,-0.2848750289,-1.761361219,0.6684693451,-0.2848750289,-1.761361219,2.197424927,-0.802333744,-1.570299707,0.3577847031,0.2110369354,-1.759839575,3.817301533,0.9416834702,-0.6699857231,1.609196406,-0.554386081,-1.341688457,-0.3936469197,-0.3228391348,1.095531381,-0.3467842356,-0.03093887961,-1.336346286,-0.4738367652,-0.103889526,1.22003121,-0.3742118862,-0.1331384156,-1.404129997,1.328925058,-0.1646077716,-1.564219857,0.6357444944,-0.4316565,-1.16192921,-0.1589226412,-0.395990516,-1.25188209,-0.22759289,-0.2887820956,-1.293576789,-0.01410274336,-0.110388542,-1.574453121,-0.026739489,-0.007977916801,-1.629694462,0.3721438185,-0.1455305394,-1.699408339,-0.3545517406,-0.2417380344,-1.354598033
237,0.8526845059,-0.1973517713,-1.953739111,0.6680474108,-0.2856370928,-1.759412972,0.6680474108,-0.2856370928,-1.759412972,2.194326515,-0.7992913265,-1.572424289,0.3537871021,0.2078708865,-1.75847526,3.820176127,0.9325564334,-0.6565263928,1.554226052,-0.5521954329,-1.368602015,-0.3955164073,-0.3205254842,1.092385642,-0.3455175668,-0.02935307605,-1.335408322,-0.47529394,-0.1057663571,1.225227077,-0.3747926251,-0.1316948217,-1.40472069,1.327801742,-0.1739678141,-1.566668309,0.6360101909,-0.4295305365,-1.165585574,-0.1595596298,-0.3970330452,-1.250940678,-0.2253539592,-0.2931591261,-1.293463253,-0.01140219031,-0.1126024104,-1.574076448,-0.02535315063,-0.006709827702,-1.629242636,0.3765483339,-0.1319337669,-1.708992332,-0.355904252,-0.2412418513,-1.354486367
238,0.851793173,-0.196858201,-1.95258571,0.6676779539,-0.2863425651,-1.757571275,0.6676779539,-0.2863425651,-1.757571275,2.190577691,-0.7952814956,-1.573928735,0.3498906928,0.2047138788,-1.757063135,3.822261786,0.9208364074,-0.6436953935,1.497319157,-0.547878879,-1.392652879,-0.3978782563,-0.3186316373,1.089505009,-0.3445659497,-0.02773115142,-1.33440519,-0.4763095352,-0.1077960521,1.229941414,-0.375132118,-0.1305680249,-1.404999495,1.326083691,-0.1824490853,-1.567740357,0.636459696,-0.4307398328,-1.167240652,-0.1605140915,-0.3986695847,-1.249570109,-0.2230702003,-0.298254352,-1.293290989,-0.008767957923,-0.1146013492,-1.573690316,-0.02371692787,-0.006030268029,-1.627803499,0.3806534071,-0.1182942596,-1.721532382,-0.3576022167,-0.2407907344,-1.354273583
239,0.851806684,-0.196678524,-1.951328268,0.6672559174,-0.2865660442,-1.755879564,0.6672559174,-0.2865660442,-1.755879564,2.18495423,-0.7912424325,-1.573852247,0.348657329,0.2038438094,-1.755875989,3.823116356,0.9045256924,-0.6289656239,1.437900979,-0.5429749113,-1.413578303,-0.4006986671,-0.317435823,1.086861308,-0.3455448163,-0.02667619872,-1.334146343,-0.4758148422,-0.1104215025,1.232787294,-0.3752310407,-0.1306799504,-1.404861199,1.32408938,-0.1892619986,-1.566441201,0.6378504005,-0.4384066188,-1.168019783,-0.1612017021,-0.4013756452,-1.248089331,-0.2202067521,-0.3033504747,-1.293051351,-0.006891950535,-0.1152770247,-1.572802,-0.02166819072,-0.00623844881,-1.625123555,0.3849922626,-0.1031054271,-1.739885999,-0.3596045922,-0.2407482099,-1.354428901
240,0.8520680085,-0.1965115213,-1.949680796,0.6677082137,-0.2870981419,-1.754622966,0.6677082137,-0.2870981419,-1.754622966,2.179807725,-0.7865065963,-1.573233263,0.3485365232,0.2038502906,-1.754429889,3.823125947,0.8854739401,-0.6164758961,1.377605583,-0.5375548713,-1.43121384,-0.4021881165,-0.3180890666,1.085704725,-0.3487031983,-0.02750346493,-1.33442516,-0.4746791265,-0.111238815,1.231398267,-0.373702623,-0.1317897509,-1.403586774,1.321037562,-0.194607913,-1.562980016,0.6406076115,-0.4546365389,-1.165470708,-0.1624486457,-0.4041728241,-1.24664715,-0.2180637688,-0.3058905345,-1.292268654,-0.00621604122,-0.1149641853,-1.571373471,-0.0203348641,-0.007776758726,-1.620890667,0.3870575205,-0.0873986804,-1.762294834,-0.3613846888,-0.2409826788,-1.354680868
241,0.8527245706,-0.196611538,-1.948035239,0.6683406825,-0.2874622828,-1.753576262,0.6683406825,-0.2874622828,-1.753576262,2.174733304,-0.7809504549,-1.57226975,0.3486778333,0.2041099195,-1.752989221,3.822540096,0.8646558832,-0.6052703263,1.317899477,-0.5306551343,-1.446207433,-0.4032887766,-0.319636122,1.085139684,-0.3519598349,-0.02882291511,-1.334863667,-0.4734061992,-0.1115233058,1.228538434,-0.3717227619,-0.1330180424,-1.402072869,1.317509471,-0.2002862837,-1.558144856,0.6424943397,-0.4746753171,-1.160333646,-0.1639510258,-0.4071315618,-1.245056097,-0.2165195811,-0.3075191904,-1.291823946,-0.006055398194,-0.1140947125,-1.569935682,-0.01945841968,-0.00915132942,-1.616634531,0.388301191,-0.07239832971,-1.78680471,-0.3630520552,-0.2412553396,-1.354761776
242,0.8534600031,-0.1968758435,-1.946348263,0.6694466738,-0.2879152086,-1.752567456,0.6694466738,-0.2879152086,-1.752567456,2.170462468,-0.7745877908,-1.571489339,0.3484245083,0.2040193853,-1.751536012,3.822330803,0.8437478152,-0.5980244533,1.263108107,-0.5229987786,-1.458865329,-0.4025644219,-0.3234392766,1.08612256,-0.3550285013,-0.03191349947,-1.335501578,-0.4734944129,-0.1098017199,1.224487761,-0.3688566028,-0.1330118574,-1.399758243,1.312871081,-0.2079270161,-1.551779134,0.6434123538,-0.5007862062,-1.15101922,-0.1653928586,-0.4107107921,-1.243221497,-0.2165934021,-0.3068717822,-1.292291359,-0.007123848987,-0.1123045602,-1.568767551,-0.01959072417,-0.01019437029,-1.613456087,0.3874879262,-0.05838721444,-1.812644687,-0.364172067,-0.2410536557,-1.353850155
