frame,A01_data.tx,A01_data.ty,A01_data.tz,A02_data.tx,A02_data.ty,A02_data.tz,A03_data.tx,A03_data.ty,A03_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz,F15_data.tx,F15_data.ty,F15_data.tz,F16_data.tx,F16_data.ty,F16_data.tz
623,1.962412309,-0.3242248238,-1.359078818,1.701783346,-0.3389720577,-1.449422838,1.684385749,-0.3603295608,-1.408897882,2.440117173,-0.5070050914,-1.585841495,0.009119224652,-0.4108859903,-0.6086544837,0.3579750089,-0.4469406825,-0.9159815438,0.4937573052,-0.4465859798,-0.8984969164,-0.6521894773,-0.3255618554,0.7889344983,-0.4311760698,-0.09470105578,-1.369897172,-0.7251738856,-0.2446894385,0.903263271,-0.5334586739,-0.2868529464,-1.199019058,-0.1680839912,-0.3754876316,0.7315109368,-0.0320490449,-0.3029878246,0.9450074353,-0.0151337115,-0.3893446935,0.3082980469,-0.06725174284,-0.205996306,1.274365067,0.2754903154,-0.3929702003,-0.4820333853,1.206885104,-0.4155835015,-0.7267898665,0.270481915,-0.4707263395,-0.9684918669,-0.121760846,-0.407222901,0.4014797736
624,1.962025839,-0.3223844541,-1.359471187,1.701742104,-0.3377319906,-1.449125744,1.684017344,-0.3592329865,-1.409210422,2.436800494,-0.5081974033,-1.583598666,0.006528476501,-0.4049586294,-0.608815102,0.3565122291,-0.4434615377,-0.9168414302,0.5004177532,-0.4576089708,-0.9064357789,-0.6517526383,-0.3239897361,0.7885165892,-0.4270910054,-0.09629554756,-1.369875645,-0.728353777,-0.2460482443,0.8986449328,-0.5326063801,-0.2863618994,-1.196881769,-0.1672398705,-0.3728012361,0.7399613248,-0.03365994867,-0.3033866238,0.9409996693,-0.01511929723,-0.3877784926,0.3078176967,-0.06260071401,-0.2015347723,1.264179299,0.271317269,-0.3916533498,-0.4848882936,1.197196188,-0.4143524982,-0.7311221451,0.2710492315,-0.4706150393,-0.9685134186,-0.1217143299,-0.4062308481,0.4013909466
625,1.962076292,-0.3210009916,-1.360018304,1.701946126,-0.336439257,-1.448705175,1.683913005,-0.3580979138,-1.409249547,2.433431123,-0.5096141534,-1.581148603,0.004948419367,-0.4006120583,-0.6088385246,0.3557813097,-0.4411773038,-0.9176322153,0.5059687967,-0.4661721323,-0.9124455426,-0.6504174455,-0.3228355862,0.7877671091,-0.4248598731,-0.09819960331,-1.369771665,-0.7303602968,-0.2470257545,0.8951013236,-0.5320372976,-0.2862674083,-1.194930051,-0.1657590433,-0.3711899358,0.7492650013,-0.03458002077,-0.3036365731,0.9378954412,-0.01522432766,-0.3860477959,0.3075954861,-0.05985328512,-0.1998417628,1.259462485,0.2669940645,-0.3899476119,-0.4879552555,1.187322752,-0.4140401673,-0.7366128132,0.2715089421,-0.4705344557,-0.9685448917,-0.1209485134,-0.4057685027,0.4015254696
626,1.962742969,-0.3205628522,-1.360896484,1.702424661,-0.3350363983,-1.448126046,1.684111942,-0.356880153,-1.408854551,2.429684651,-0.5118593726,-1.578120411,0.00496379192,-0.3986312873,-0.6087645808,0.3561501958,-0.4412126341,-0.9185940931,0.5099489964,-0.4709409596,-0.9158484689,-0.6477511049,-0.322634176,0.7864947687,-0.4263891162,-0.1010904312,-1.369783513,-0.7305373803,-0.2473556588,0.8932451043,-0.5323033872,-0.2867809421,-1.193473424,-0.1631751182,-0.3711378221,0.7598749713,-0.03461039633,-0.3034848169,0.9362597992,-0.01540004006,-0.3843626575,0.307963732,-0.06058074879,-0.2025962017,1.263666925,0.2620922477,-0.3872698732,-0.4918652553,1.177030803,-0.4154141506,-0.7448649233,0.2717269954,-0.4704328841,-0.9686220539,-0.1190878272,-0.4058666319,0.4020398185
627,1.963670762,-0.3206273122,-1.361872143,1.70292978,-0.3335536496,-1.447383886,1.684323244,-0.3556099802,-1.408197885,2.425408204,-0.5147152743,-1.57454843,0.005774325556,-0.3976058592,-0.6086113731,0.3571110545,-0.4422750451,-0.9195751109,0.5136681888,-0.4741645379,-0.9179164043,-0.6441984364,-0.3227088827,0.7845678076,-0.4297931416,-0.1044319222,-1.36994378,-0.7299902805,-0.2473038593,0.8921130791,-0.5330520389,-0.2876512541,-1.192220882,-0.1599677959,-0.3717715511,0.7709282481,-0.03441781187,-0.3030541215,0.9351166937,-0.0157281015,-0.382839823,0.3085771319,-0.06348807796,-0.2077819356,1.273022656,0.2567414181,-0.3839470484,-0.4960571549,1.166257161,-0.4177382873,-0.7543046477,0.2718000005,-0.4702929169,-0.9687586075,-0.1166808493,-0.4063664698,0.4027386135
628,1.964319778,-0.3204009856,-1.362498631,1.70313183,-0.3321985691,-1.446785836,1.684330065,-0.3544229085,-1.407491546,2.42237833,-0.5159897913,-1.572153598,0.006134238738,-0.3961608853,-0.6080712289,0.3576736292,-0.442585008,-0.9200565899,0.5146391721,-0.4745623642,-0.9184938661,-0.6408841746,-0.32215483,0.7821691673,-0.4335336139,-0.1059166805,-1.369919544,-0.7292841179,-0.2468608424,0.8915792752,-0.5336260078,-0.2885952486,-1.191209455,-0.1572071914,-0.3723690187,0.7816098952,-0.03443058031,-0.3026318961,0.9344571111,-0.01620438073,-0.3814951155,0.3090233878,-0.06674842584,-0.2127114331,1.282562271,0.251003519,-0.3818658802,-0.4997808173,1.155981274,-0.4197886391,-0.7611587221,0.2713186498,-0.4697795769,-0.9688805004,-0.1150280912,-0.4064422635,0.4032939141
629,1.964564971,-0.3195886957,-1.362360441,1.702990798,-0.3311280344,-1.446294855,1.684149345,-0.3534705009,-1.406475245,2.421036608,-0.5149743385,-1.571174193,0.005473965793,-0.3935489295,-0.6064626676,0.3576386449,-0.4413975856,-0.9191788389,0.5103687303,-0.4699042546,-0.9160802139,-0.6371748409,-0.3200147883,0.7781312642,-0.4380505199,-0.1042133127,-1.369407906,-0.7279817528,-0.2456914236,0.8926343719,-0.5338522915,-0.2901169928,-1.190409896,-0.1551119066,-0.3732171324,0.7923816883,-0.03431775995,-0.3020162085,0.935358652,-0.01692303821,-0.380339691,0.3093446066,-0.07038708781,-0.217653228,1.293509247,0.244542935,-0.382229581,-0.5027859042,1.14672047,-0.4217818266,-0.7632262529,0.2697695115,-0.4690838479,-0.9687519296,-0.114541348,-0.4058051956,0.4039549564
630,1.964604142,-0.3186132677,-1.361681684,1.702698479,-0.3303146539,-1.445651921,1.683926633,-0.3527232113,-1.405102342,2.42061127,-0.5127112354,-1.570992186,0.004292756615,-0.3907120909,-0.604048603,0.3574867752,-0.4398377606,-0.917401963,0.5033476774,-0.4623562818,-0.911431918,-0.6329948488,-0.3171384254,0.7734076709,-0.4434771019,-0.1009369451,-1.368385257,-0.7261096891,-0.2439537028,0.8949330534,-0.5340085296,-0.2920552315,-1.189562822,-0.1531920424,-0.3743937218,0.8036440055,-0.03394604083,-0.3012441554,0.9374985094,-0.01770754676,-0.379370191,0.3098113705,-0.07457599005,-0.2231626681,1.306702152,0.2377410387,-0.3837177638,-0.50506294,1.137902437,-0.4239194894,-0.7627737247,0.2677198848,-0.4683786409,-0.9682678787,-0.1145771027,-0.4048549052,0.4048594308
631,1.964381836,-0.3177591821,-1.360974602,1.702273055,-0.3296904162,-1.444830561,1.683637696,-0.3520463955,-1.403904891,2.42105727,-0.5096371724,-1.572046344,0.002947273109,-0.388811695,-0.6019362756,0.3572468542,-0.4389328551,-0.9161859951,0.4985621848,-0.4572371724,-0.9077755947,-0.6303025481,-0.3153265842,0.7713678948,-0.4478149688,-0.09819997882,-1.366939751,-0.7249300929,-0.2423810156,0.8963479466,-0.5341131825,-0.2931290144,-1.188362529,-0.1514580348,-0.3748680791,0.8144891309,-0.03404160892,-0.3009644808,0.9387689924,-0.01814786999,-0.3785814147,0.3103540653,-0.07771777558,-0.2269947506,1.316587537,0.231737262,-0.3844299522,-0.5062259726,1.128873279,-0.4249548119,-0.7627336615,0.2663818063,-0.4673024102,-0.9675517595,-0.1148534758,-0.4037997942,0.4055127267
632,1.963796819,-0.3169152998,-1.360523588,1.701611807,-0.3292685152,-1.443870407,1.683190843,-0.3513839628,-1.403273501,2.423248652,-0.5045957422,-1.575902381,0.001437765563,-0.3887980202,-0.6007334433,0.356866682,-0.438900663,-0.9165147997,0.4983232737,-0.4566657653,-0.9064919971,-0.6303821244,-0.3154602849,0.7739020191,-0.4505412601,-0.09652908312,-1.365217723,-0.7251593107,-0.2411457679,0.8954777595,-0.5340526101,-0.2925852691,-1.187088001,-0.1497094239,-0.374248143,0.8246595482,-0.0351092499,-0.3017175384,0.9381082552,-0.01822603554,-0.3778415074,0.3106145526,-0.07916108902,-0.2282602192,1.320481527,0.2269831182,-0.3843290342,-0.5060336546,1.120090336,-0.4238820014,-0.7629221976,0.2661352742,-0.4652015674,-0.9667115652,-0.115441353,-0.4028472418,0.4053145864
633,1.962933886,-0.3160892191,-1.360145337,1.700652038,-0.3290088163,-1.4427841,1.682537068,-0.3507422346,-1.402889546,2.426364351,-0.4983609833,-1.581263109,-0.000199509089,-0.3899535261,-0.5999416934,0.3561735288,-0.4391030123,-0.9175466112,0.4998142691,-0.4578481696,-0.9060383817,-0.6323233845,-0.3165034351,0.7790924717,-0.4522373394,-0.09501919158,-1.363214074,-0.72621437,-0.2400165565,0.8935111836,-0.5339123635,-0.2910369963,-1.185744029,-0.1482765595,-0.3728738446,0.834337835,-0.03693450681,-0.3029791561,0.9364022087,-0.01832446304,-0.3768848144,0.3107633147,-0.07984827496,-0.2279900291,1.321069417,0.2227194778,-0.3838945592,-0.5048469003,1.111290769,-0.4215036704,-0.7629795364,0.2663473888,-0.4623205684,-0.9657261189,-0.1164612386,-0.4018137834,0.404721349
634,1.96217585,-0.3156704526,-1.359810698,1.699631836,-0.3286956459,-1.441665361,1.681876811,-0.3500157,-1.402382914,2.427983803,-0.4941619225,-1.584440562,-0.001389325699,-0.3909763011,-0.5991653595,0.3551807394,-0.4392932382,-0.9181620997,0.5004939491,-0.4587419454,-0.9054145998,-0.6346237359,-0.3175028189,0.7844493676,-0.4524100053,-0.09365398691,-1.360930251,-0.7272441677,-0.2392580547,0.8920604781,-0.5338494408,-0.2892814731,-1.183765348,-0.1477968921,-0.3709236847,0.8431194332,-0.03899834842,-0.303914632,0.934312883,-0.01846498911,-0.3755857242,0.3113668742,-0.08040959691,-0.2269571292,1.320697975,0.21843607,-0.3820331917,-0.5033454017,1.100903059,-0.419277746,-0.7657371511,0.266877771,-0.459655084,-0.9646874325,-0.1175358308,-0.4004103915,0.4046657141
635,1.961929914,-0.3158974163,-1.359892347,1.698730371,-0.3280151395,-1.440850925,1.681523035,-0.3488178364,-1.401920076,2.426964163,-0.4937069678,-1.583624413,-0.001435323311,-0.3916360352,-0.5987326052,0.3543146589,-0.4397672136,-0.9183599986,0.5007188842,-0.4599031614,-0.9050019022,-0.6373070349,-0.3190127659,0.7899720916,-0.449965224,-0.09253231001,-1.358495836,-0.7281218339,-0.2392247251,0.891102066,-0.5336035448,-0.2873134006,-1.180827621,-0.1486041042,-0.3683233185,0.8508545521,-0.04105899382,-0.3046959529,0.9312065966,-0.01808425044,-0.3742462543,0.3125375516,-0.08087646366,-0.2252892568,1.319401317,0.2144450854,-0.3775428856,-0.5019543123,1.088165592,-0.4173637591,-0.7733729004,0.2681584667,-0.4573275002,-0.9641205253,-0.1183345967,-0.3986209591,0.4050362045
636,1.96193892,-0.3163873085,-1.360281279,1.697993319,-0.3271031157,-1.440350531,1.681407083,-0.3473456264,-1.401694456,2.425174986,-0.4947882695,-1.581296518,-0.0006887087628,-0.392183796,-0.5987239287,0.3536117595,-0.4405497063,-0.9185548257,0.5011321347,-0.4614884916,-0.9050595038,-0.6403289301,-0.3210951917,0.7959532739,-0.44580711,-0.09160408713,-1.356033425,-0.7288619767,-0.2397606944,0.8901593927,-0.5330839805,-0.2850826387,-1.17740053,-0.150122506,-0.3653728983,0.8574513586,-0.04307655334,-0.3055722672,0.927235292,-0.0171365025,-0.3731321542,0.3139055073,-0.08103853663,-0.2229349851,1.316704615,0.2109516682,-0.3714920577,-0.5005151851,1.074132309,-0.415502531,-0.7838357002,0.2701293029,-0.4551888274,-0.9639459698,-0.1188846072,-0.3966704482,0.4054293622
637,1.961848918,-0.3163964665,-1.36068848,1.697721545,-0.3262186103,-1.44024114,1.681419474,-0.3461748508,-1.401853185,2.424990572,-0.4945077194,-1.580678101,8.988557118e-05,-0.3920357673,-0.598919334,0.3527501042,-0.4409223153,-0.9187909987,0.4998737625,-0.4607840828,-0.9049437651,-0.6419056645,-0.3222834777,0.7997801203,-0.4421905191,-0.09054119078,-1.354054801,-0.7286530105,-0.2406026796,0.8896127271,-0.5324511381,-0.2832603621,-1.174659726,-0.151445473,-0.3630173839,0.8620447268,-0.04466030293,-0.3060352595,0.9237030345,-0.01622000294,-0.372187976,0.3147697045,-0.08100690709,-0.2206625542,1.313667622,0.2075143274,-0.366193952,-0.4993658923,1.060196409,-0.4144457628,-0.7941192889,0.2721626288,-0.453760446,-0.9638929885,-0.1191470913,-0.3947730685,0.4057883635
638,1.961266138,-0.3156442721,-1.360891227,1.698112791,-0.3254828491,-1.440478008,1.681490069,-0.3456164598,-1.402454126,2.427169717,-0.4919855944,-1.582820809,0.0005384635118,-0.3909477986,-0.5992714829,0.3515036704,-0.4408517048,-0.9190494878,0.4945361923,-0.4553087322,-0.9040665372,-0.6415839943,-0.3213529756,0.8000701721,-0.4391398909,-0.08868287321,-1.352785124,-0.7272354284,-0.2416367452,0.8894575933,-0.5317283936,-0.2817310157,-1.172947381,-0.153042188,-0.3612428248,0.864129467,-0.04614781487,-0.3053214144,0.9209611958,-0.01578098788,-0.3713292248,0.314770066,-0.08105845643,-0.218111575,1.310091374,0.2035249319,-0.3621166467,-0.4984348862,1.045853201,-0.4151115891,-0.804369808,0.274554369,-0.4534381794,-0.9636850869,-0.1195715125,-0.3924769886,0.4063249654
639,1.960375882,-0.3145322225,-1.360944565,1.698839507,-0.3248711165,-1.440915076,1.681594667,-0.3454163921,-1.40326915,2.430304783,-0.4886239722,-1.586074148,0.0005688342785,-0.3891485551,-0.5997087506,0.3500065584,-0.4405466354,-0.919258363,0.4868391716,-0.4473048476,-0.9027415376,-0.6405293067,-0.3191901206,0.7984231425,-0.4362718486,-0.08637830549,-1.351859718,-0.7253208597,-0.2426420728,0.8896098074,-0.5312148999,-0.2803373557,-1.171816914,-0.1550418932,-0.3596121428,0.8644007745,-0.04768937653,-0.3038405552,0.9186228414,-0.01582426045,-0.3703044186,0.3143593841,-0.08111325492,-0.2150476759,1.305739695,0.1991850553,-0.3583494738,-0.4975500185,1.030929541,-0.4166135468,-0.815213102,0.277079186,-0.4537564079,-0.9633584973,-0.1201708226,-0.3898758512,0.4070110944
640,1.959693135,-0.3133399329,-1.360976085,1.699414545,-0.3244236374,-1.441476731,1.681692553,-0.3453029677,-1.404015552,2.433519699,-0.4849501895,-1.589608968,-0.0001687202572,-0.3867627791,-0.5999745822,0.3484774927,-0.4396523122,-0.9193829977,0.4811129955,-0.4411455892,-0.9016761544,-0.6393861417,-0.317497115,0.7966987401,-0.435229789,-0.08481304438,-1.350904553,-0.7235536748,-0.243194686,0.890329195,-0.5314852801,-0.2796892294,-1.171259549,-0.1560282528,-0.3584373203,0.863795464,-0.04861337872,-0.3028435364,0.9168851395,-0.01628594519,-0.3688079869,0.3140561369,-0.08074804224,-0.2124263582,1.301618396,0.1952662213,-0.3551392601,-0.4968942813,1.017316058,-0.4169952484,-0.8243608503,0.2783277937,-0.4539433221,-0.9631112943,-0.1202520357,-0.3880029495,0.407431472
641,1.959234906,-0.312058175,-1.360619702,1.699866397,-0.3246191757,-1.44217288,1.681829189,-0.3457292942,-1.404798586,2.438987383,-0.4791052718,-1.596019728,-0.002103904938,-0.3831768264,-0.5996852801,0.3479295115,-0.4389103853,-0.9193441115,0.4778479976,-0.4369081585,-0.9006213923,-0.6379202756,-0.3168444232,0.7958490635,-0.4382595032,-0.08539679556,-1.349902385,-0.7210459211,-0.242848289,0.8938186413,-0.533454264,-0.2806159327,-1.171740238,-0.1542991278,-0.3579131293,0.8613922605,-0.04829751866,-0.3028515421,0.9165869147,-0.01751844578,-0.3663279544,0.3142220457,-0.0795253555,-0.2107621361,1.29811307,0.1924614735,-0.3531034935,-0.4964099185,1.005896706,-0.4161243402,-0.8308161381,0.2773378054,-0.4541721117,-0.9628050356,-0.1188048033,-0.3879202034,0.4075505134
642,1.959131288,-0.3106277898,-1.360546374,1.700289274,-0.3246539451,-1.443090758,1.681978617,-0.3459994462,-1.405624291,2.444044113,-0.473495242,-1.60189475,-0.004018228078,-0.3796598221,-0.5995649246,0.3468393247,-0.4373285034,-0.919403667,0.4762183663,-0.434055395,-0.9000351843,-0.635906421,-0.316548732,0.7943926834,-0.4417394715,-0.08636567877,-1.348936243,-0.7185617503,-0.2427646062,0.8968732298,-0.5353671507,-0.2818125954,-1.172471983,-0.1520479443,-0.3579073161,0.8583480453,-0.04742289545,-0.3032823179,0.9164080626,-0.01854286015,-0.3639013598,0.3142710946,-0.07793151753,-0.2096294262,1.294752511,0.1900586126,-0.351516133,-0.4961490505,0.9954564394,-0.4143549735,-0.8361908542,0.2758017811,-0.4543132351,-0.962708245,-0.117077082,-0.3881996454,0.4074096173
643,1.959868849,-0.309237089,-1.361561313,1.700323194,-0.3237617917,-1.444273824,1.682015628,-0.3452398996,-1.406078382,2.44474084,-0.4713730667,-1.602251417,-0.005286396919,-0.3771699898,-0.5999812752,0.3431082934,-0.4329309581,-0.919600754,0.4783065331,-0.4353896629,-0.9008370761,-0.6337018704,-0.3164642266,0.7909839379,-0.4433556615,-0.08638201644,-1.347772929,-0.717660391,-0.2435353248,0.8965341667,-0.5360139479,-0.2824688753,-1.1727402,-0.1510918841,-0.3583919838,0.856105861,-0.04649768822,-0.3042392703,0.9145248375,-0.01874726326,-0.3620141251,0.3139954014,-0.07623492873,-0.2087776813,1.291325351,0.1873625642,-0.3496337449,-0.4962422547,0.9859683075,-0.4106602058,-0.8404323999,0.2744274426,-0.4540104335,-0.9632600323,-0.1161714106,-0.3880034794,0.4067440549
644,1.961065732,-0.3078372688,-1.363012588,1.70014791,-0.3225040692,-1.44557936,1.681988185,-0.3440665029,-1.406293255,2.44344964,-0.4708048084,-1.600074342,-0.006568897713,-0.3749391362,-0.600533176,0.3381221947,-0.4270299203,-0.9197586691,0.4826840118,-0.4392306499,-0.9022142146,-0.6313939444,-0.3166454051,0.7866087255,-0.4447706325,-0.08625000845,-1.346483004,-0.7175325448,-0.2445141669,0.8949054693,-0.5364051939,-0.2832556687,-1.172965528,-0.1504198934,-0.3593240387,0.8538065356,-0.04526358335,-0.3056149197,0.9122270587,-0.01879000308,-0.3601468237,0.3136516435,-0.07429548985,-0.2081676195,1.28799406,0.1846811397,-0.347816269,-0.4965466169,0.9775345172,-0.4057309152,-0.8433900277,0.2726859071,-0.4535177504,-0.9640574951,-0.1153880173,-0.387945391,0.4058004146
645,1.96200608,-0.3063008542,-1.364313733,1.700088088,-0.321005895,-1.446689693,1.681910754,-0.3427341371,-1.406578606,2.441424222,-0.470971672,-1.597376943,-0.007785161286,-0.3732805113,-0.6014218973,0.3334134561,-0.4215717736,-0.9199739117,0.4863291644,-0.4422823445,-0.9032718743,-0.6293729292,-0.3171192807,0.7830119078,-0.4448838952,-0.08556613023,-1.345264815,-0.7178850463,-0.245734799,0.891764194,-0.536542133,-0.2837557443,-1.172926847,-0.1503547186,-0.3604178608,0.8520987437,-0.04399363468,-0.3066080597,0.9111924242,-0.0186446822,-0.3587420297,0.31308301,-0.07260624406,-0.2075700486,1.28508549,0.1820680408,-0.345907541,-0.496946624,0.9689808619,-0.4009035509,-0.8464724344,0.2711872076,-0.4524939411,-0.9645907997,-0.1148495618,-0.3874295547,0.4050944202
646,1.962403139,-0.3045408577,-1.365256268,1.700072577,-0.3190113088,-1.44727759,1.681503729,-0.3410987386,-1.406884018,2.438434121,-0.4719428535,-1.594163539,-0.008829875288,-0.3729258624,-0.6029635373,0.3278684591,-0.4161465981,-0.9199532196,0.4884702244,-0.4437322117,-0.9036915406,-0.627920776,-0.3180548727,0.7808189227,-0.4425850497,-0.08385241249,-1.3439197,-0.7190400659,-0.2475059406,0.8859425311,-0.5362406353,-0.2835524617,-1.172383989,-0.1517902831,-0.3619404865,0.8517051228,-0.04275739722,-0.3067656753,0.9126361145,-0.01803873918,-0.3584046447,0.3121130359,-0.07150678776,-0.2070141334,1.283220834,0.1795686647,-0.3440959923,-0.4972312608,0.9602760875,-0.3964284689,-0.849521625,0.2698948893,-0.4506086958,-0.9643086241,-0.1148725294,-0.386097659,0.4050053197
647,1.962663995,-0.3025350139,-1.366257528,1.700154441,-0.3166576727,-1.447748828,1.681021429,-0.3391864864,-1.407385172,2.434487899,-0.4736674758,-1.590331379,-0.009714871316,-0.3731821356,-0.6049880736,0.3217895186,-0.4104410512,-0.9199041624,0.4904570972,-0.4447673818,-0.904055321,-0.6264159637,-0.319397569,0.7791441634,-0.438618637,-0.08165726634,-1.342599177,-0.7205332481,-0.2498487294,0.8783679161,-0.5355017964,-0.2829447176,-1.171678793,-0.153671921,-0.3638483475,0.8518663311,-0.04133668882,-0.3066176921,0.9153209152,-0.01689723408,-0.3588628355,0.3107851672,-0.07047081715,-0.2067551232,1.281794638,0.1773066312,-0.3424831363,-0.4976009829,0.9518475201,-0.3917802588,-0.8524037516,0.2688166118,-0.4481175235,-0.9638115883,-0.1151568283,-0.3842581263,0.4051394813
648,1.962918685,-0.3003867601,-1.367352473,1.700651364,-0.3147858229,-1.448574014,1.681083537,-0.337628671,-1.408418444,2.430999678,-0.4753280104,-1.587389175,-0.01075522824,-0.3721799581,-0.6067000519,0.3186197686,-0.4065474588,-0.9203936134,0.4922346375,-0.4451012013,-0.9045312072,-0.6241488202,-0.320638835,0.777711158,-0.4348491772,-0.08011060292,-1.341795369,-0.7211451347,-0.2521492359,0.8721967028,-0.5348034966,-0.2825626239,-1.171217465,-0.1536595965,-0.3652110721,0.851270096,-0.03983157729,-0.3066603715,0.9175073443,-0.01573463083,-0.3591190825,0.3095384581,-0.06895583145,-0.2066913515,1.279545375,0.1752316402,-0.340739122,-0.4982866411,0.942993983,-0.387164053,-0.856265834,0.2684140175,-0.4455601032,-0.9640350076,-0.1151492413,-0.3821771591,0.4051196723
649,1.962804018,-0.2981485157,-1.367933016,1.701500105,-0.3139611718,-1.449567428,1.681678934,-0.3369255724,-1.409903675,2.427997098,-0.4772038363,-1.585526864,-0.01278039737,-0.3686743407,-0.6074197675,0.3196981824,-0.405887917,-0.9215929363,0.4935600855,-0.4445468385,-0.9046339716,-0.6211145969,-0.3214424843,0.7772000442,-0.4313249266,-0.07946127048,-1.341482969,-0.720836508,-0.2538395141,0.8689651884,-0.5346767276,-0.2828446537,-1.171086793,-0.1506511147,-0.365367896,0.8496481141,-0.03854751406,-0.3068339781,0.9194048055,-0.01525827814,-0.3583851782,0.3089661688,-0.06699993544,-0.2064081318,1.275989941,0.1732290367,-0.3384928311,-0.4990630291,0.9329371691,-0.3819353639,-0.8610880517,0.2686399311,-0.4424928785,-0.9649532254,-0.1149792207,-0.3794216247,0.4052787875
650,1.962292786,-0.2960348272,-1.367919275,1.702337153,-0.313815741,-1.450345549,1.682344107,-0.3368017237,-1.41134304,2.424883963,-0.479611365,-1.583761265,-0.01541404729,-0.3639563905,-0.6074184259,0.3231720532,-0.4071692778,-0.9229888094,0.4943519441,-0.4434566557,-0.9042935699,-0.6179528478,-0.3219712926,0.7778111102,-0.4280973336,-0.07915520529,-1.341284752,-0.7204332531,-0.2550567023,0.8671441776,-0.5350261195,-0.2834242539,-1.170807438,-0.1463973961,-0.3647017527,0.8477833416,-0.03760186612,-0.3068180808,0.9216115259,-0.01537932678,-0.3569379866,0.3090204061,-0.06515485997,-0.205882091,1.272172723,0.1710716182,-0.335861072,-0.4996704162,0.9217625477,-0.376419407,-0.8661258189,0.2689032305,-0.439029039,-0.9659657213,-0.1149938056,-0.3761395106,0.4057925338
651,1.961989455,-0.2945178754,-1.367985196,1.702998266,-0.3139193415,-1.450921667,1.682989692,-0.3368517625,-1.41228442,2.422102685,-0.4819263332,-1.581692694,-0.01717281772,-0.3600462263,-0.6071211863,0.3276785962,-0.4085119088,-0.9239218611,0.4947789215,-0.4424536492,-0.9041041061,-0.6148960016,-0.322483312,0.7787664315,-0.4270636497,-0.07923894908,-1.340960986,-0.7199855093,-0.2562571853,0.8655087569,-0.5354141614,-0.2838356979,-1.169721626,-0.1428120265,-0.3638638759,0.8461488379,-0.03678509136,-0.3067317235,0.9231746559,-0.01540517983,-0.3554195593,0.3093836305,-0.06361109461,-0.2055939927,1.269322753,0.1685326123,-0.3333271998,-0.5000878515,0.9100479107,-0.3723756169,-0.8712554505,0.2688303889,-0.4366467536,-0.9669427739,-0.1149510503,-0.3735061654,0.4062570254
652,1.96212988,-0.2936604489,-1.368713268,1.70370401,-0.314301741,-1.451552155,1.683938941,-0.3370831768,-1.412682359,2.419677165,-0.484389887,-1.578779221,-0.01715184037,-0.3576539746,-0.6066174691,0.3345691681,-0.4100567827,-0.9243297996,0.494952471,-0.4417318944,-0.9044745424,-0.6113144449,-0.3232790114,0.7799974747,-0.4294290421,-0.07980315718,-1.340636156,-0.7191672138,-0.2575216499,0.8634036919,-0.5353029565,-0.28372857,-1.167269426,-0.1393712954,-0.3624104956,0.8444726387,-0.03589180971,-0.3067805538,0.9228961971,-0.01494889771,-0.3540948122,0.3100596733,-0.06224479705,-0.2059415965,1.267803151,0.165467291,-0.3309651181,-0.5004733436,0.8977800728,-0.3709542066,-0.8769386151,0.268946117,-0.4365437243,-0.9684412828,-0.114620779,-0.3719034855,0.4063754807
653,1.962524259,-0.2931905523,-1.369755567,1.704493017,-0.3149571923,-1.452209377,1.685176842,-0.3374800193,-1.412799226,2.417592615,-0.4868104633,-1.575600735,-0.01610194035,-0.3559303368,-0.6059110737,0.3434118662,-0.4121164898,-0.9244794083,0.4948672299,-0.4409796708,-0.9050964841,-0.6073508212,-0.3240940974,0.7812385302,-0.4337924177,-0.08083753177,-1.340388731,-0.7180045979,-0.2587632137,0.8613380526,-0.5348648346,-0.2833064019,-1.164007779,-0.135841536,-0.3605648562,0.8427341537,-0.0349852781,-0.3069775283,0.9215628858,-0.01420820249,-0.3528636719,0.3109395232,-0.06098142888,-0.2065940631,1.266964123,0.1620669295,-0.3287230304,-0.5008461859,0.8853970045,-0.3710936644,-0.8832152097,0.2693841341,-0.4377678782,-0.9703506196,-0.1140971758,-0.3708148771,0.4063029413
