frame,A01_data.tx,A01_data.ty,A01_data.tz,AA01_data.tx,AA01_data.ty,AA01_data.tz,F01_data.tx,F01_data.ty,F01_data.tz,F02_data.tx,F02_data.ty,F02_data.tz,F03_data.tx,F03_data.ty,F03_data.tz,F04_data.tx,F04_data.ty,F04_data.tz,F05_data.tx,F05_data.ty,F05_data.tz,F06_data.tx,F06_data.ty,F06_data.tz,F07_data.tx,F07_data.ty,F07_data.tz,F08_data.tx,F08_data.ty,F08_data.tz,F09_data.tx,F09_data.ty,F09_data.tz,F10_data.tx,F10_data.ty,F10_data.tz,F11_data.tx,F11_data.ty,F11_data.tz,F12_data.tx,F12_data.ty,F12_data.tz,F13_data.tx,F13_data.ty,F13_data.tz,F14_data.tx,F14_data.ty,F14_data.tz
595,-0.07752503028,1.222286999,-1.05843199,0.5512887739,0.4127239776,-0.1061446415,0.6152250999,1.239855819,1.58695677,0.8895369378,1.031473691,1.792086988,0.3002583357,1.198113252,1.350476146,0.5070813292,1.054389496,1.609045435,0.210005498,1.104769853,1.318497384,0.4787269954,0.9455395456,1.527681289,-0.1628547492,1.015634956,1.142913748,-0.342756822,0.7105565628,0.9611018547,-0.1400215814,1.104746941,-1.122050915,-0.0448445307,0.99778819,-1.217825908,0.2633300159,1.148403239,-1.353481203,3.509721061,0.9166108908,-0.4032739418,0.3486009128,1.041022648,-1.448179143,0.2628777936,0.3055522256,0.8471607374
596,-0.07769896765,1.223370515,-1.059435105,0.551477759,0.4130918788,-0.1066224817,0.6152457266,1.239513484,1.586915604,0.8889839467,1.03126728,1.79226078,0.2996844562,1.198794872,1.351523661,0.5058601511,1.056107849,1.608922488,0.2105695412,1.106760784,1.317701959,0.4780433173,0.9454163896,1.527104497,-0.163351539,1.01480126,1.14275535,-0.34209147,0.7117290103,0.9615328156,-0.1403773566,1.105603994,-1.122839371,-0.04479587035,0.9982980267,-1.218803833,0.2637949978,1.149824513,-1.354307564,3.511287979,0.9180217371,-0.4033577606,0.3489544287,1.041936591,-1.449378309,0.2636731,0.3050680406,0.846601632
597,-0.07784196494,1.224080111,-1.060308453,0.5518438888,0.4133707374,-0.1066795472,0.6152848099,1.239330977,1.587145645,0.8886581822,1.030728179,1.792685225,0.2992736403,1.199470006,1.352691726,0.5054360704,1.056967615,1.609054839,0.2109985888,1.108356007,1.317319022,0.4775187709,0.945530651,1.526833873,-0.1636551966,1.014596786,1.142878662,-0.3416817736,0.7125594335,0.961914272,-0.1406288953,1.105975867,-1.123571553,-0.04464965753,0.9984609382,-1.219529344,0.2641429071,1.150746497,-1.35519211,3.51265622,0.9189265178,-0.4036620894,0.3493823276,1.042570434,-1.450431495,0.2643955418,0.3049389094,0.8464111787
598,-0.07799601957,1.224409957,-1.060991066,0.5523705481,0.4135003181,-0.1063420591,0.6153971885,1.239321203,1.587643164,0.888757039,1.029465423,1.793441265,0.2990044907,1.2001717,1.3541859,0.5059642451,1.056740078,1.609485659,0.2113511142,1.109606817,1.317333754,0.4770326087,0.9457795403,1.526774276,-0.1637744627,1.015159584,1.143402586,-0.3416094446,0.7129559029,0.9622420356,-0.1408767078,1.106028273,-1.124119401,-0.04444005688,0.9981715423,-1.219962959,0.2643333752,1.15129281,-1.356036292,3.513788826,0.919501198,-0.4040994911,0.3498181151,1.043006344,-1.45126421,0.2649633753,0.3050348032,0.8467380369
599,-0.07817402828,1.224396403,-1.061447262,0.5530069936,0.4134532128,-0.1056158908,0.6155615847,1.239520395,1.588400201,0.8892755139,1.02744867,1.794597221,0.2987709469,1.20098369,1.356151533,0.5072135596,1.055680532,1.610238537,0.2116918825,1.110759583,1.317651353,0.4763994704,0.9460746211,1.52684429,-0.1638057263,1.016405583,1.144372234,-0.3418363907,0.7130442585,0.9626121183,-0.1411722161,1.105923757,-1.124377274,-0.04417977431,0.9974010534,-1.220106277,0.2644365838,1.151660817,-1.356687801,3.514781255,0.9199926673,-0.4043590638,0.3502368433,1.043292322,-1.451805524,0.2653616219,0.3051919831,0.8476493746
600,-0.07834651891,1.224077686,-1.061735259,0.5537440237,0.4132808903,-0.1044965807,0.6157143838,1.239920865,1.589406335,0.8900102733,1.025050951,1.796085557,0.2985450419,1.201910008,1.358435422,0.5089100221,1.054143268,1.611263477,0.2119917272,1.111866562,1.318229653,0.4756551136,0.9464728673,1.527093089,-0.1637835025,1.01815716,1.145676801,-0.3422634655,0.7129651241,0.9630607006,-0.1414394865,1.105583244,-1.124434242,-0.04385032943,0.9962684615,-1.220013895,0.2645234384,1.151845566,-1.357179264,3.515702736,0.9203471127,-0.4044187744,0.3506822462,1.043393704,-1.452111455,0.2656642757,0.3054618816,0.849002293
601,-0.07850810272,1.223531511,-1.061925446,0.5545684089,0.4130247596,-0.1030472136,0.6158633073,1.240435567,1.590613711,0.8908337208,1.022553289,1.797784353,0.2983608743,1.202890551,1.360856908,0.510849177,1.052404862,1.6124712,0.2122808117,1.112918815,1.31899883,0.4748994151,0.9469565337,1.527525775,-0.163691454,1.020189327,1.147186601,-0.3427517422,0.7128215006,0.9636003663,-0.1416313238,1.104970787,-1.124394466,-0.04346686349,0.9949380723,-1.219762625,0.2646288558,1.151887241,-1.357570808,3.516616877,0.9204597793,-0.4044104096,0.3511566427,1.043323444,-1.452272967,0.2659733861,0.3058529789,0.8505918499
602,-0.07865337669,1.222835552,-1.062087722,0.5554669302,0.4127259363,-0.1013304531,0.616015838,1.240977059,1.591974612,0.8916187324,1.02023668,1.799572533,0.2982522619,1.203864893,1.363235608,0.5128270499,1.050742043,1.613773462,0.2125891776,1.113907136,1.319889505,0.4742321941,0.9475072813,1.528147688,-0.1635138445,1.022276922,1.148771823,-0.3431620692,0.712715711,0.9642440628,-0.1417008028,1.104050364,-1.124361972,-0.04304430382,0.9935741576,-1.219428712,0.2647876923,1.151825903,-1.357922116,3.517586794,0.9202254922,-0.4044653636,0.3516621976,1.043094498,-1.452380629,0.2663908003,0.3063735509,0.8522133003
603,-0.07877690299,1.222067409,-1.062291609,0.5564264226,0.4124251067,-0.09940858847,0.6161792298,1.241457428,1.593441533,0.8922387212,1.018382017,1.80132978,0.2982527421,1.204772214,1.365391446,0.5146402086,1.049431644,1.615082899,0.2129467644,1.114821963,1.320832726,0.4737532329,0.9481061035,1.52896446,-0.163235551,1.024194513,1.150302695,-0.3433550436,0.7127493593,0.9650050595,-0.1416012675,1.102785827,-1.12444077,-0.04259732279,0.9923408919,-1.21908795,0.2650347602,1.151701453,-1.358292494,3.51867509,0.9195386423,-0.4047147076,0.3522009375,1.042719762,-1.452524688,0.2670181864,0.307031532,0.8536621521
604,-0.07887320656,1.221304603,-1.062606285,0.5574338006,0.4121624055,-0.09734352826,0.6163605015,1.241788214,1.594967188,0.8925676734,1.017270089,1.802936744,0.2983955261,1.205551347,1.367144641,0.5160858051,1.048750599,1.616313194,0.2133834085,1.115653324,1.321759951,0.4735622949,0.9487332025,1.529982029,-0.1628421139,1.025716376,1.151649446,-0.3431909815,0.7130232404,0.9658969764,-0.1412863591,1.101140909,-1.124735011,-0.04214031501,0.9914023231,-1.218815634,0.265404827,1.151553605,-1.358740899,3.51994381,0.9182932094,-0.4052893508,0.3527747415,1.042212059,-1.452795122,0.2679570052,0.3078345224,0.8547342163
605,-0.07907430289,1.220611068,-1.06308128,0.5585682819,0.4119290982,-0.09534792371,0.6164847454,1.241975576,1.596621353,0.8927255506,1.016686318,1.804380987,0.2987329902,1.206146573,1.368594141,0.5178018734,1.047943202,1.617423576,0.213942714,1.116360248,1.322538981,0.4736533879,0.9492958237,1.531192213,-0.1621825751,1.027332049,1.15284238,-0.3427460048,0.7134196619,0.9668444865,-0.1407611205,1.09873267,-1.125550311,-0.0418526954,0.9906005684,-1.21859028,0.2656008355,1.151712641,-1.359389149,3.520820364,0.9162951264,-0.406817492,0.3530081609,1.041880249,-1.453171339,0.2686624868,0.3088992711,0.8556089223
606,-0.07942310519,1.219907468,-1.063582034,0.559851369,0.4116910576,-0.09332419565,0.616547868,1.242156183,1.59850934,0.8929063509,1.016280095,1.805849555,0.2992421066,1.20664104,1.370023013,0.5201361332,1.046594911,1.618557504,0.2146022141,1.116975017,1.32328871,0.4739242138,0.9498276824,1.53262202,-0.161250092,1.029370191,1.15409733,-0.3421908844,0.7138300657,0.9678764309,-0.1401117328,1.09557334,-1.126753665,-0.04175134433,0.9897042606,-1.218263306,0.2655148531,1.152129279,-1.360151897,3.521158564,0.913680524,-0.4092033122,0.3528420876,1.041738687,-1.453498425,0.268966418,0.3102526591,0.8566126585
607,-0.07974972494,1.219076905,-1.064012124,0.561198346,0.4114306583,-0.0910010643,0.6166678998,1.242357624,1.600536018,0.8930968604,1.016038709,1.807417068,0.299849518,1.207113424,1.371422229,0.5224552128,1.045416117,1.619799726,0.2152991802,1.117530548,1.324207689,0.4743332015,0.9504222643,1.534217396,-0.1602409765,1.031306987,1.155444366,-0.34152163,0.7143192853,0.9690330662,-0.1393818339,1.092242065,-1.127904895,-0.04157609264,0.9887930554,-1.217837244,0.265497991,1.152301334,-1.360888555,3.52168599,0.9108008919,-0.4115766822,0.3527855661,1.041388665,-1.453779096,0.2695383762,0.3117159823,0.8576218887
608,-0.07985510885,1.218098514,-1.064471917,0.5625489078,0.4111277566,-0.08838182972,0.6170008699,1.242444694,1.602410336,0.8933205094,1.01576376,1.8089401,0.3005187911,1.207504827,1.372584919,0.5241637027,1.044954766,1.621024767,0.216006925,1.11792669,1.325288186,0.474873571,0.9510182614,1.535701511,-0.1593190371,1.032506613,1.156698274,-0.3407043372,0.7148591727,0.9701117854,-0.1385850943,1.089419931,-1.128769165,-0.0410402228,0.9880570979,-1.217532843,0.2659283059,1.151846438,-1.361664658,3.523163881,0.9079988218,-0.4133037066,0.3533731863,1.040559341,-1.454232828,0.2710727946,0.3130204391,0.8582278186
609,-0.07976880485,1.216955026,-1.065047652,0.5640225079,0.4107525367,-0.08543089238,0.6174776451,1.242322621,1.604328759,0.8933771548,1.015792751,1.810321267,0.3013735418,1.207734723,1.373229311,0.525118751,1.045488825,1.622086192,0.2169223668,1.118506018,1.326298522,0.4756677394,0.9519375705,1.53727642,-0.1581470829,1.033261733,1.157858609,-0.3393453424,0.715786065,0.9712895178,-0.1375380552,1.086575298,-1.129535323,-0.04043370755,0.9880208876,-1.217316406,0.2665231496,1.151073733,-1.362405727,3.524990343,0.9046088233,-0.4149681253,0.353989909,1.039426637,-1.454788045,0.2729378098,0.314352614,0.8584855736
610,-0.0796873435,1.215767287,-1.065743269,0.5656138519,0.4103655293,-0.08223690723,0.6179385942,1.242070362,1.606472587,0.8931772525,1.016303786,1.811584082,0.3024169553,1.207854969,1.373409667,0.5257224219,1.046622085,1.622992182,0.2180456202,1.119407422,1.327154019,0.476686271,0.9532618351,1.539106023,-0.1566006299,1.034124539,1.158992415,-0.3374683719,0.7172091845,0.9726704521,-0.1362539459,1.083228122,-1.130482419,-0.04006094474,0.9887143306,-1.217089899,0.2669149396,1.15043728,-1.363122578,3.526451895,0.9002283955,-0.4172180619,0.3541044593,1.038327327,-1.455339158,0.2744601366,0.3159775953,0.8586138203
611,-0.07958901447,1.214583183,-1.066508686,0.5671741733,0.4099995024,-0.07893277542,0.6184503064,1.24178139,1.608562164,0.8929638291,1.016843616,1.812808002,0.3034828452,1.207952277,1.373455955,0.526252259,1.047855312,1.623889006,0.2191089573,1.120167148,1.328100403,0.477753024,0.9545302264,1.540896412,-0.1551047852,1.03477148,1.160046789,-0.3355918846,0.7186700374,0.9739820767,-0.1349591438,1.079993899,-1.131476923,-0.03957379809,0.9894443686,-1.216945901,0.2674316017,1.149639562,-1.363979282,3.528228232,0.8956225805,-0.419444737,0.3544603339,1.037099564,-1.456021462,0.2763642564,0.3176738336,0.858502664
612,-0.07934615299,1.213304195,-1.067342016,0.5686722887,0.40957884,-0.07567566403,0.6191307815,1.241464019,1.610286589,0.8930352684,1.016884732,1.81404714,0.3044631569,1.208011395,1.373661058,0.5270432466,1.048598281,1.624889314,0.2199051123,1.120216286,1.329343541,0.4787537235,0.9551911415,1.542321066,-0.1540182283,1.034759087,1.16092306,-0.3341530306,0.7195819626,0.9749056354,-0.1337656645,1.077339157,-1.132430241,-0.03850898703,0.9893707055,-1.217025601,0.2685144681,1.148246186,-1.36518274,3.531112581,0.8915519225,-0.4210085106,0.3559212437,1.035445353,-1.457010359,0.27947557,0.319108892,0.8580113832
613,-0.07884451811,1.211692836,-1.068266152,0.5702756969,0.4090548256,-0.07220814612,0.6200560797,1.241122903,1.611546414,0.8934162111,1.016437582,1.815303735,0.3054471036,1.208010447,1.37381499,0.5276403669,1.049602122,1.625934456,0.2204513912,1.119420662,1.330901433,0.4797052708,0.9553297021,1.543472651,-0.1533357297,1.033760407,1.161590492,-0.3329629427,0.7201011623,0.975489752,-0.1324953909,1.075036347,-1.133253763,-0.03697933698,0.9887850801,-1.217226125,0.2698888756,1.146459662,-1.366247439,3.535069697,0.8878500899,-0.4219202184,0.3581449648,1.033475651,-1.458145543,0.2832569753,0.3200843867,0.8573130938
614,-0.07806827652,1.209681282,-1.069298212,0.5721300523,0.4084295553,-0.06829747441,0.6211946947,1.240707424,1.612519552,0.8939114263,1.015867178,1.816543734,0.3065748308,1.20790836,1.3735983,0.5275873267,1.051630203,1.626920472,0.2209295669,1.118078398,1.33262588,0.4807220042,0.9553398484,1.544632925,-0.1527729628,1.031896966,1.162094564,-0.3315902105,0.7206744165,0.9759700775,-0.1309241658,1.072614775,-1.13396939,-0.03531227863,0.9884052386,-1.217398209,0.2711705169,1.144684537,-1.366786786,3.539577205,0.8839186969,-0.4225806464,0.3604143925,1.031434014,-1.459224044,0.2868996346,0.3206980644,0.8565767027
615,-0.07708710172,1.20744441,-1.070421759,0.5741282938,0.4077286077,-0.06413162665,0.6224903785,1.240185007,1.613310091,0.8944769584,1.015218215,1.817762637,0.3077991297,1.207701637,1.373143403,0.52720083,1.05415076,1.627889945,0.2213605759,1.116310513,1.334477696,0.4818178618,0.9551762888,1.545761072,-0.152291368,1.029441882,1.162462082,-0.3301363722,0.7211953976,0.9763238742,-0.1291452555,1.070195434,-1.134644153,-0.03342313993,0.988046238,-1.217610306,0.2725795993,1.142802815,-1.367157662,3.544659156,0.8798629038,-0.4229738527,0.3629729998,1.029230977,-1.460359231,0.2907899729,0.3210951534,0.8556648678
616,-0.07596851332,1.205067766,-1.07160323,0.576193652,0.4069359335,-0.05985976904,0.6239102315,1.23953668,1.614037984,0.8950998024,1.014562386,1.818977495,0.3090947849,1.207384719,1.372601651,0.5268241173,1.05664262,1.628905243,0.2217891634,1.114232839,1.336440362,0.4830362283,0.9548015787,1.546841828,-0.1518277188,1.026647886,1.162748353,-0.3286733758,0.7215270529,0.9765663875,-0.1272472906,1.067806731,-1.135323576,-0.03122186135,0.9874295832,-1.21790933,0.2743365548,1.140606903,-1.367703073,3.550359373,0.8758082866,-0.4230841726,0.3660672432,1.026685409,-1.461647921,0.2953543432,0.3213999921,0.8544856485
617,-0.07477976225,1.202636845,-1.07280863,0.578249173,0.4060364686,-0.05563117294,0.6254215633,1.238743004,1.614822969,0.895767248,1.013971323,1.820205553,0.3104368464,1.206951373,1.372124224,0.5267990271,1.058583294,1.630025468,0.2222604531,1.11196114,1.338497674,0.4844203846,0.9541781952,1.547859459,-0.1513179207,1.023767229,1.1630096,-0.3272735396,0.7215324558,0.9767121706,-0.1253189431,1.065477451,-1.136052956,-0.02861933175,0.986276662,-1.218343833,0.2766604684,1.137890026,-1.368767539,3.556722075,0.871880004,-0.4228957455,0.3699427766,1.023615765,-1.463188434,0.3010192505,0.321735951,0.8529464616
618,-0.07358783105,1.200237074,-1.074003507,0.5802177123,0.4050161669,-0.05159520209,0.6269918969,1.237784035,1.615784566,0.896466883,1.013516587,1.821464255,0.3118006347,1.206394649,1.371862131,0.5274659834,1.059448964,1.631306336,0.2228199552,1.109611118,1.340633786,0.4860134969,0.9532685276,1.548797768,-0.15069701,1.02105165,1.163303032,-0.3260095692,0.7210747917,0.9767750872,-0.1234489289,1.063236757,-1.136877362,-0.02552741581,0.9843087384,-1.218964074,0.2797690128,1.134446251,-1.370697158,3.563791903,0.8682028038,-0.4223925592,0.3748444137,1.019840066,-1.465080671,0.3082113182,0.3222253931,0.8509539948
619,-0.07245942512,1.197953807,-1.075152937,0.5820219007,0.4038620113,-0.04790128373,0.6285889951,1.236639325,1.617042088,0.8971866035,1.013269671,1.822771245,0.3131617749,1.205706879,1.371966221,0.5291639815,1.058714486,1.632800091,0.2235135765,1.107298421,1.342833227,0.4878586026,0.9520348691,1.549640085,-0.1498991323,1.018752364,1.163686842,-0.3249545757,0.7200173537,0.9767683571,-0.1217260189,1.061114199,-1.137841623,-0.02185899798,0.9812469367,-1.219822038,0.2838783143,1.130070444,-1.373839664,3.571613968,0.8649010453,-0.4215585304,0.3810160691,1.015175867,-1.467426199,0.3173572425,0.3229896128,0.8484140101
620,-0.0713723676,1.195647673,-1.076308308,0.583503085,0.4026444268,-0.04441295885,0.6302239181,1.235349459,1.618499881,0.8979103415,1.013276891,1.824151432,0.3145120743,1.204947883,1.372301478,0.5317028555,1.056586301,1.634446319,0.2240263104,1.104995573,1.345167511,0.4896663008,0.9505768893,1.550232659,-0.1492258968,1.016616181,1.163940998,-0.3244430562,0.7181614285,0.9764781275,-0.1202458403,1.0593286,-1.138897102,-0.01827290472,0.9773744752,-1.220756406,0.2882756069,1.124996467,-1.37822887,3.580389386,0.8618627733,-0.4203493862,0.3881862325,1.009828584,-1.470362699,0.3275248586,0.323839196,0.8454720696
621,-0.07023274342,1.193118007,-1.077477323,0.5846853082,0.4013671959,-0.04086758599,0.631948805,1.233926468,1.620047889,0.8986693294,1.013440345,1.825651452,0.3158873915,1.204115857,1.372720786,0.5347037079,1.053610051,1.636210123,0.2241861834,1.102555386,1.347734415,0.4912727126,0.9489508544,1.550566274,-0.148867853,1.014245728,1.16395312,-0.3245330499,0.7155065384,0.975845639,-0.1189508855,1.057906073,-1.139925724,-0.01514777823,0.9730463458,-1.221599444,0.2924387123,1.119452808,-1.383508684,3.590172,0.858870995,-0.4187277846,0.3960014553,1.00402255,-1.473813619,0.3378942115,0.3245360253,0.8423401569
622,-0.06902505178,1.190424867,-1.078619057,0.585733377,0.3999661611,-0.03729608325,0.6337715131,1.232334562,1.621724028,0.8994990344,1.013638181,1.827258704,0.3173072059,1.203143743,1.373296902,0.5381980736,1.049796932,1.638117768,0.224230332,1.099948415,1.350496853,0.4928846675,0.9470830356,1.550777238,-0.1486161216,1.011715092,1.163882033,-0.32491024,0.7122564689,0.9750515197,-0.1177279133,1.056655204,-1.140930517,-0.01200540237,0.9681586114,-1.222458815,0.2968417538,1.113292462,-1.389506027,3.600760422,0.8559187313,-0.4167558767,0.4045544152,0.9976701206,-1.477623921,0.3490293633,0.3251666742,0.8389517715
623,-0.0677945251,1.187702416,-1.079751697,0.586755045,0.3984430817,-0.03379601767,0.6356719705,1.2306044,1.623502294,0.9004069359,1.013812052,1.828893302,0.3187594963,1.202034233,1.374041889,0.542187761,1.045225438,1.640132697,0.2243626584,1.097215616,1.35335755,0.4946770936,0.944966461,1.550938662,-0.1482977687,1.009172108,1.163831011,-0.3253014847,0.7086900372,0.9742228144,-0.1165275675,1.055458998,-1.141974502,-0.008433279641,0.9626798411,-1.223504244,0.3018937176,1.106436636,-1.396113923,3.611900222,0.8530335344,-0.4145970221,0.4138705912,0.9907517315,-1.481704832,0.3614471675,0.3258854732,0.8351777221
624,-0.06658613621,1.185084908,-1.0808927,0.5878577254,0.396799399,-0.03046514353,0.6376300641,1.228766444,1.625356955,0.9014001023,1.013903605,1.830475279,0.3202322461,1.200789715,1.374967947,0.5466745561,1.039973747,1.642218538,0.224786831,1.094397399,1.35621886,0.4968249848,0.9425930013,1.551123171,-0.1477392271,1.006763422,1.163903512,-0.3254325858,0.7050845193,0.9734869913,-0.1153010924,1.05420046,-1.143121279,-0.004019708171,0.9565778536,-1.224906943,0.3080032671,1.098804786,-1.403227176,3.623336523,0.8502436487,-0.41241355,0.4239753389,0.9832470442,-1.485968062,0.3756645779,0.32684528,0.8308881269
625,-0.06544458433,1.182706681,-1.082058741,0.5891484544,0.3950362426,-0.02740144102,0.6396256253,1.22685094,1.627262551,0.9024851591,1.013854478,1.831924576,0.3217134324,1.19941223,1.376087409,0.5516601605,1.034119651,1.644339008,0.2257062537,1.091533585,1.35898271,0.4995033916,0.9399533035,1.55140283,-0.1467662532,1.004634415,1.164203159,-0.3250282463,0.7017155707,0.9729718958,-0.1140003632,1.052762608,-1.144435053,0.001646117014,0.9498196805,-1.226839788,0.3155786885,1.090314558,-1.410742575,3.634813975,0.8475779878,-0.4103666621,0.4348938564,0.9751348804,-1.490325892,0.3921986463,0.3281973594,0.8259523389
626,-0.06441425826,1.180702169,-1.083265637,0.5907338541,0.3931544437,-0.02470314824,0.6416384189,1.224887892,1.62919391,0.9036682462,1.013606308,1.83316102,0.3231910166,1.197903431,1.377412728,0.5571461403,1.027740509,1.646457869,0.2273240423,1.088663362,1.361550563,0.5028874096,0.9370366733,1.551849069,-0.145203858,1.002929074,1.164833779,-0.3238119796,0.6988570615,0.9728057832,-0.1125779379,1.051028482,-1.145980685,0.008973996794,0.942371503,-1.229477518,0.3250278226,1.080881614,-1.418559126,3.646076732,0.8450661986,-0.4086163113,0.4466511463,0.9663931266,-1.49469125,0.4115665464,0.3300912045,0.8202389196
627,-0.06346793419,1.179114249,-1.084636865,0.591545242,0.3912849122,-0.02272851738,0.6436570308,1.22276079,1.631228421,0.9047644425,1.013574697,1.834135667,0.3246054229,1.196344888,1.378955198,0.5631391269,1.020428617,1.648462773,0.2292218201,1.086329561,1.363576039,0.5063814028,0.9342508721,1.552270359,-0.1436166606,1.002455051,1.165260272,-0.3223313864,0.6964620863,0.9725662756,-0.1111903347,1.04908526,-1.147768621,0.016396297,0.9347362247,-1.233138091,0.3359866588,1.07074797,-1.427722711,3.657506138,0.8429478593,-0.4071361996,0.4587358562,0.9570872409,-1.499895802,0.4331901799,0.332249943,0.8132766684
628,-0.06257536522,1.177874438,-1.086249867,0.5909806366,0.3894755131,-0.02164409205,0.6457319006,1.220271672,1.633379475,0.9057150005,1.013914839,1.834837994,0.3259715023,1.194676818,1.380649249,0.5696431899,1.011833691,1.65026867,0.2310378796,1.084637607,1.364943651,0.5095803657,0.9316910622,1.552445514,-0.1424077982,1.003367335,1.165099261,-0.3211031713,0.6941841313,0.9718699297,-0.109980632,1.047134516,-1.149784444,0.02276014032,0.9272340767,-1.237854573,0.3478409736,1.060199977,-1.438875526,3.669526231,0.8413345957,-0.4058995309,0.4708489813,0.9473322057,-1.506480077,0.4563144236,0.3343307365,0.8048679166
629,-0.06174601503,1.176897622,-1.088006934,0.5898466007,0.3876116407,-0.0211525073,0.6479001886,1.217446727,1.635583082,0.9066726497,1.014307341,1.835321026,0.3273589971,1.192792614,1.382442689,0.5766200722,1.002239026,1.651948394,0.2330296283,1.083072185,1.365954281,0.5129093879,0.9289896273,1.55247086,-0.1411862956,1.004920815,1.164731526,-0.3198261495,0.6919267795,0.9709705739,-0.1088509091,1.045174684,-1.152005359,0.02912864018,0.9194911486,-1.243318922,0.3606620437,1.049139895,-1.45125431,3.681957631,0.840034149,-0.4049090487,0.4833741995,0.9370951333,-1.513852213,0.4811704518,0.3364500142,0.7953997107
630,-0.06097828002,1.176107648,-1.089820746,0.5889172477,0.3856371253,-0.02090323394,0.6501333046,1.214474535,1.637783067,0.9077142233,1.014601705,1.835663076,0.3287779396,1.190738216,1.384282566,0.5839629725,0.9920923477,1.653595007,0.235392761,1.081268755,1.36690907,0.5167239612,0.925936535,1.552460544,-0.1396194931,1.006514586,1.164530503,-0.318255548,0.6897304079,0.9701323376,-0.1076926823,1.043210245,-1.154412373,0.03657559917,0.9111267545,-1.249220825,0.3745429124,1.037445715,-1.464087195,3.694609476,0.8388392126,-0.4040498712,0.4967166913,0.9263127199,-1.521401959,0.5079332759,0.3388364722,0.7853146512
631,-0.06027031539,1.175428354,-1.091604698,0.5889677066,0.3834920003,-0.0205493467,0.6524030813,1.211545773,1.639924517,0.908916311,1.014648073,1.83594037,0.3302382883,1.188561299,1.38611596,0.5915669602,0.9818426083,1.655306429,0.2383226238,1.078861383,1.368105876,0.5213792209,0.9223207626,1.552526065,-0.1373755304,1.007544904,1.164863808,-0.3161453565,0.6876334232,0.9696187381,-0.106397182,1.041245593,-1.156986906,0.04617475576,0.9017538524,-1.255254958,0.3895797049,1.024988404,-1.476601023,3.707290649,0.8375447238,-0.4032078529,0.5112840534,0.914915561,-1.528518677,0.5367811599,0.34171408,0.7750566459
632,-0.05962001717,1.174783587,-1.093273068,0.5907741998,0.3811122451,-0.01974763607,0.6546818204,1.208853306,1.641953854,0.9103552712,1.014297215,1.836227032,0.3317499287,1.186311375,1.387890047,0.5993291092,0.9719400244,1.657185826,0.2420141912,1.075482711,1.369839342,0.5272299203,0.9179302706,1.552776415,-0.1341234564,1.007405255,1.166093086,-0.3132482849,0.6856722596,0.9696926107,-0.1048553096,1.039284966,-1.159710852,0.05899980448,0.8909785997,-1.261120747,0.4058718034,1.011631573,-1.488020951,3.719809806,0.8359479808,-0.4022696899,0.5274864086,0.9028279412,-1.534591077,0.5678958741,0.3453016897,0.7650710093
633,-0.05902504596,1.17409726,-1.094741091,0.5951139838,0.3784297866,-0.01815834584,0.6569423644,1.206592122,1.643818703,0.9121071995,1.013400514,1.836595264,0.3333226928,1.184039767,1.389552124,0.6071486123,0.9628361426,1.659341475,0.2466619091,1.070764171,1.372401447,0.5346303489,0.9125519985,1.553318598,-0.1295335109,1.00548673,1.168574671,-0.3093158221,0.6838815943,0.9706161023,-0.1029576045,1.037332334,-1.162566582,0.07612428278,0.8784001235,-1.266521302,0.4235217161,0.9972319108,-1.497569863,3.731975339,0.8338487394,-0.4011228686,0.5457362754,0.8899681985,-1.5390067,0.6014627842,0.3498130536,0.7558043875
634,-0.05836741749,1.17341285,-1.096008894,0.5995772284,0.3751409474,-0.01659207029,0.6593366784,1.204864186,1.645763173,0.9142571733,1.011859666,1.837104065,0.3345342936,1.182194259,1.391094317,0.6142548313,0.9546578051,1.661714134,0.2508821779,1.065921117,1.374821911,0.5423973376,0.9070659203,1.553864143,-0.1255014759,1.003558385,1.17186975,-0.3058841852,0.6837018903,0.9719130387,-0.1009901552,1.035469795,-1.165463631,0.09567441327,0.8644096313,-1.272856167,0.4423277987,0.9810068815,-1.50718313,3.744064738,0.8316018221,-0.3994946089,0.5649547031,0.8755501413,-1.543406956,0.6376475195,0.3548116069,0.7460915787
635,-0.0576408016,1.173009103,-1.097392395,0.6029041556,0.3713733236,-0.01581746744,0.6618658798,1.203399641,1.647672662,0.9166783164,1.009722452,1.837451183,0.3352885219,1.180737412,1.392392696,0.6206707228,0.946785428,1.663951281,0.25424897,1.061535829,1.376420488,0.5499062671,0.9017844779,1.55402199,-0.1226700313,1.00255549,1.175257726,-0.3034297507,0.6852577442,0.9729727418,-0.09913561453,1.03389284,-1.168633283,0.1161001254,0.8497277208,-1.280899194,0.4621475708,0.9631767196,-1.51825371,3.756295287,0.8294611826,-0.3976856035,0.5844919531,0.8597770061,-1.548952444,0.6761928079,0.359986727,0.7349935988
